moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,True,False,0.3598224615767148,True,0.5416666666666666,False,0.4989165350398811,RandomForest,RandomForest,True,0.5416666666666666
0,False,False,0.15609437306745785,False,0.12772462206828014,False,0.48873704107564203,RandomForest,RandomForest,False,0.12772462206828014
0,False,False,0.15609437306745785,False,0.121101267548636,False,0.4883853701472275,RandomForest,RandomForest,False,0.121101267548636
0,False,False,0.15609437306745785,False,0.1068442237077488,False,0.4880001798851452,RandomForest,RandomForest,False,0.1068442237077488
0,False,False,0.15609437306745785,False,0.13225813765235206,False,0.4893516356337887,RandomForest,RandomForest,False,0.13225813765235206
0,False,False,0.15609437306745785,False,0.160996350141087,False,0.4884816708141648,RandomForest,RandomForest,False,0.160996350141087
0,False,False,0.15609437306745785,False,0.09286149746355138,False,0.488244619844161,RandomForest,RandomForest,False,0.09286149746355138
0,False,False,0.15609437306745785,False,0.086297137677112,False,0.4883192499745783,RandomForest,RandomForest,False,0.086297137677112
0,False,False,0.15609437306745785,False,0.12441648994280576,False,0.4883638796824866,RandomForest,RandomForest,False,0.12441648994280576
0,False,False,0.15609437306745785,False,0.07726491017739225,False,0.4876131501852157,RandomForest,RandomForest,False,0.07726491017739225
0,False,False,0.15609437306745785,False,0.08474874574629779,False,0.4880592327901531,RandomForest,RandomForest,False,0.08474874574629779
0,False,False,0.15609437306745785,False,0.07384942970308825,False,0.4885484059474908,RandomForest,RandomForest,False,0.07384942970308825
0,False,False,0.15609437306745785,False,0.08023527617968912,False,0.4882147400192052,RandomForest,RandomForest,False,0.08023527617968912
0,False,False,0.15609437306745785,False,0.0889062134165427,False,0.488950025285337,RandomForest,RandomForest,False,0.0889062134165427
0,False,False,0.15609437306745785,False,0.10224634571725356,False,0.4889136560084227,RandomForest,RandomForest,False,0.10224634571725356
0,False,False,0.15609437306745785,False,0.0857397176909372,False,0.4896889493093494,RandomForest,RandomForest,False,0.0857397176909372
0,False,False,0.15609437306745785,False,0.12183977207725602,False,0.4884707916280063,RandomForest,RandomForest,False,0.12183977207725602
0,False,False,0.15609437306745785,False,0.09674020695746524,False,0.4887689877218471,RandomForest,RandomForest,False,0.09674020695746524
0,False,False,0.15609437306745785,False,0.09260969737605926,False,0.48785937846981,RandomForest,RandomForest,False,0.09260969737605926
1,True,True,0.5034911375493415,True,0.8219512195121951,True,0.9986550742723452,RandomForest,RandomForest,True,0.8219512195121951
0,True,False,0.12911562043452532,False,0.09874818113757422,False,0.4869657320126643,RandomForest,RandomForest,False,0.09874818113757422
0,False,False,0.15609437306745785,False,0.12138237631264225,False,0.48881083083761,RandomForest,RandomForest,False,0.12138237631264225
0,False,False,0.15609437306745785,False,0.10491900482914604,False,0.4878517726988639,RandomForest,RandomForest,False,0.10491900482914604
