cbo,rfc,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,2,10,0,0,False,False,0.011215264982920995,False,0.0,False,0.02957157889218752,Voting,Voting,False,0.011215264982920995
4,6,33,0,1,False,False,0.012794529620670687,False,0.0,False,0.017349191948383132,Voting,Voting,False,0.012794529620670687
9,93,995,2,6,False,False,0.06621733342720765,False,0.1,False,0.2451786185639952,Voting,Voting,False,0.06621733342720765
4,12,40,0,1,False,False,0.0138591832861792,False,0.0,False,0.06631800954977309,Voting,Voting,False,0.0138591832861792
2,31,259,0,5,False,False,0.018722292662709063,False,0.0,False,0.10104324392205716,Voting,Voting,False,0.018722292662709063
8,97,981,3,11,False,False,0.12421299314940087,False,0.4,True,0.5247829762696921,Voting,Voting,False,0.12421299314940087
11,21,108,2,2,True,False,0.022129207816895192,False,0.0,False,0.062465655645520375,Voting,Voting,False,0.022129207816895192
0,5,28,1,1,False,False,0.013415464732808585,False,0.0,False,0.008149843063402313,Voting,Voting,False,0.013415464732808585
5,8,32,0,1,False,False,0.01333274996449274,False,0.0,False,0.03959793254180969,Voting,Voting,False,0.01333274996449274
0,3,5,0,1,False,False,0.011677454385791514,False,0.0,False,0.011394642159199908,Voting,Voting,False,0.011677454385791514
3,0,0,0,0,False,False,0.01139812128704324,False,0.0,False,0.02790325442409423,Voting,Voting,False,0.01139812128704324
19,46,350,3,1,False,False,0.3715263788548713,False,0.0,False,0.3541726871024094,Voting,Voting,False,0.3715263788548713
2,5,11,0,1,False,False,0.012319212965560036,False,0.0,False,0.13454574362005484,Voting,Voting,False,0.012319212965560036
0,2,9,0,0,True,False,0.011217074239921054,False,0.0,False,0.01940122633559879,Voting,Voting,False,0.011217074239921054
9,36,181,0,1,False,False,0.020124524297908567,False,0.3,False,0.3983495636551914,Voting,Voting,False,0.020124524297908567
2,7,29,0,1,False,False,0.012620057093065566,False,0.0,False,0.06493913294672546,Voting,Voting,False,0.012620057093065566
2,23,167,1,2,False,False,0.35098198082926624,False,0.0,False,0.3971286695890327,Voting,Voting,False,0.35098198082926624
4,11,24,0,1,False,False,0.013707717811536565,False,0.0,False,0.017343411858196524,Voting,Voting,False,0.013707717811536565
26,98,962,0,10,False,False,0.15745807629819608,False,0.2,False,0.3597627343329217,Voting,Voting,False,0.15745807629819608
2,4,31,0,2,False,False,0.012437674045771894,False,0.0,False,0.11259226930908255,Voting,Voting,False,0.012437674045771894
79,37,296,0,5,False,False,0.3872642862727688,False,0.4,False,0.3360436456416531,Voting,Voting,False,0.3872642862727688
35,12,77,0,4,False,False,0.03529997217092508,False,0.0,False,0.10424243690906833,Voting,Voting,False,0.03529997217092508
2,9,91,1,5,False,False,0.016006646958702374,False,0.0,False,0.05522619335099373,Voting,Voting,False,0.016006646958702374
2,6,21,1,1,False,False,0.013989667426216074,False,0.0,False,0.05027264106032532,Voting,Voting,False,0.013989667426216074
0,6,8,0,1,False,False,0.012153961218486026,False,0.0,False,0.006716186568677584,Voting,Voting,False,0.012153961218486026
14,71,836,6,6,False,False,0.27654960647696725,False,0.2,False,0.14323010744552409,Voting,Voting,False,0.27654960647696725
3,9,59,1,2,False,False,0.015066991583143728,False,0.1,False,0.10504545143345652,Voting,Voting,False,0.015066991583143728
18,5,5,0,1,False,False,0.015692584895653224,False,0.0,False,0.004172427463701039,Voting,Voting,False,0.015692584895653224
4,25,331,0,5,False,False,0.017563874999278292,False,0.0,False,0.0646574302033685,Voting,Voting,False,0.017563874999278292
2,11,56,0,1,False,False,0.013264815573777698,False,0.0,False,0.219400626551468,Voting,Voting,False,0.013264815573777698
2,20,92,1,2,False,False,0.01714414094173491,False,0.0,False,0.275288657645302,Voting,Voting,False,0.01714414094173491
7,8,44,0,1,False,False,0.013691068794418504,False,0.2,False,0.3378517567613765,Voting,Voting,False,0.013691068794418504
6,32,378,0,7,False,False,0.02079362180490243,False,0.0,False,0.058741127080013535,Voting,Voting,False,0.02079362180490243
2,11,52,0,1,False,False,0.013273168115952545,False,0.0,False,0.11992306410247358,Voting,Voting,False,0.013273168115952545
5,4,79,0,0,True,False,0.012217538435822605,False,0.0,False,0.12229739939786835,Voting,Voting,False,0.012217538435822605
7,3,8,0,1,False,False,0.012874940419479277,False,0.1,False,0.014946670580177852,Voting,Voting,False,0.012874940419479277
10,210,1160,4,3,True,True,0.8433511616589877,False,0.4,False,0.4187842424058133,Voting,Voting,True,0.8433511616589877
0,2,23,0,0,True,False,0.011191828753064388,False,0.0,False,0.020995163544967364,Voting,Voting,False,0.011191828753064388
2,4,9,0,0,False,False,0.011845337776430064,False,0.03333333333333333,False,0.1835074366742798,Voting,Voting,False,0.011845337776430064
0,35,343,0,6,False,False,0.01951670993166027,False,0.0,False,0.07834770737561643,Voting,Voting,False,0.01951670993166027
6,42,287,0,7,False,False,0.024075222420849,False,0.0,False,0.046431801242606,Voting,Voting,False,0.024075222420849
4,35,204,2,3,False,False,0.024421241061491485,False,0.0,False,0.031353843608948835,Voting,Voting,False,0.024421241061491485
19,34,34,0,1,False,False,0.023301679754712253,False,0.0,False,0.045314324659899034,Voting,Voting,False,0.023301679754712253
4,4,4,0,1,False,False,0.01251214721065093,False,0.0,False,0.019741301991957328,Voting,Voting,False,0.01251214721065093
2,11,37,1,1,False,False,0.014925163999782729,False,0.0,False,0.05734629876311114,Voting,Voting,False,0.014925163999782729
0,2,2,0,1,False,False,0.011526784559856396,False,0.0,False,0.011228596593476579,Voting,Voting,False,0.011526784559856396
17,92,2453,2,10,False,False,0.3828953884822806,False,0.4,False,0.3855456339380477,Voting,Voting,False,0.3828953884822806
0,8,20,0,0,False,False,0.012142683091421608,False,0.0,False,0.010316137391895384,Voting,Voting,False,0.012142683091421608
8,13,36,1,1,False,False,0.016677418775647868,False,0.0,False,0.035083233608490014,Voting,Voting,False,0.016677418775647868
1,10,12,0,1,False,False,0.012997830146364022,False,0.0,False,0.035274777960726415,Voting,Voting,False,0.012997830146364022
0,6,22,0,1,False,False,0.012126738612032256,False,0.0,False,0.012067681078355907,Voting,Voting,False,0.012126738612032256
14,69,348,2,3,False,False,0.3767728761606748,False,0.3,False,0.15429443066117576,Voting,Voting,False,0.3767728761606748
2,13,58,0,1,False,False,0.013624697212239256,False,0.0,False,0.11578930231520898,Voting,Voting,False,0.013624697212239256
19,143,1833,4,19,True,False,0.4683882306373317,False,0.1,False,0.05248305738690538,Voting,Voting,False,0.4683882306373317
12,25,265,1,5,False,False,0.0222399317995633,False,0.1,False,0.03584414941731152,Voting,Voting,False,0.0222399317995633
19,96,897,3,9,False,False,0.15212243913247206,True,1.0,False,0.4597323414080334,Voting,Voting,False,0.15212243913247206
4,2,4,0,0,False,False,0.011866707943266379,False,0.0,False,0.04254109907206578,Voting,Voting,False,0.011866707943266379
3,3,8,0,1,False,False,0.01216529354253008,False,0.0,False,0.027663685400421655,Voting,Voting,False,0.01216529354253008
1,13,221,2,7,False,False,0.01943145550010564,False,0.1,False,0.09976156625632628,Voting,Voting,False,0.01943145550010564
0,8,20,0,0,False,False,0.012142683091421608,False,0.0,False,0.010316137391895384,Voting,Voting,False,0.012142683091421608
26,166,2361,7,11,True,True,0.5086458046380326,False,0.3,False,0.4073964863352664,Voting,Voting,True,0.5086458046380326
2,22,161,1,8,False,False,0.020423532499414605,False,0.0,False,0.11273550693076805,Voting,Voting,False,0.020423532499414605
4,37,203,0,1,False,False,0.018963093879323024,False,0.0,False,0.08519519311292474,Voting,Voting,False,0.018963093879323024
0,24,24,0,1,False,False,0.015472453720773853,False,0.0,False,0.02396688003552861,Voting,Voting,False,0.015472453720773853
4,10,45,0,1,False,False,0.013478859592855752,False,0.0,False,0.06613382771006747,Voting,Voting,False,0.013478859592855752
4,45,379,0,1,False,False,0.020601946194990887,False,0.2,False,0.062097201267247014,Voting,Voting,False,0.020601946194990887
0,8,31,0,1,False,False,0.01243464527464184,False,0.0,False,0.0348253692185257,Voting,Voting,False,0.01243464527464184
0,17,98,3,12,False,False,0.024082530406699,False,0.2,False,0.16272211922365382,Voting,Voting,False,0.024082530406699
5,12,259,0,1,False,False,0.014239476546968971,False,0.0,False,0.145165077726001,Voting,Voting,False,0.014239476546968971
4,4,13,0,1,False,False,0.012336573140178978,False,0.0,False,0.10862907431467513,Voting,Voting,False,0.012336573140178978
4,23,166,0,1,False,False,0.01583541450802699,False,0.0,False,0.05353352728011174,Voting,Voting,False,0.01583541450802699
14,144,2014,3,31,False,False,0.475511034921732,False,0.3,False,0.26292363751202985,Voting,Voting,False,0.475511034921732
2,34,263,0,1,False,False,0.01795749814061328,False,0.0,False,0.07288210984585533,Voting,Voting,False,0.01795749814061328
4,67,655,1,4,False,False,0.033947266425340863,False,0.0,False,0.12175416419712888,Voting,Voting,False,0.033947266425340863
19,76,640,1,5,True,False,0.04938388830867888,False,0.3,False,0.3512803425696305,Voting,Voting,False,0.04938388830867888
23,9,183,2,6,False,False,0.023946136680105538,False,0.0,False,0.08632966649249534,Voting,Voting,False,0.023946136680105538
3,15,84,0,4,False,False,0.014744011207629878,False,0.0,False,0.1653681528871788,Voting,Voting,False,0.014744011207629878
16,65,408,1,10,False,False,0.04180666443696195,False,0.2,False,0.34203903859386897,Voting,Voting,False,0.04180666443696195
12,26,142,0,1,True,False,0.3512107351036779,False,0.2,False,0.4767868016962927,Voting,Voting,False,0.3512107351036779
15,89,826,5,10,True,True,0.6089908265124039,False,0.1,False,0.1795389600143542,Voting,Voting,True,0.6089908265124039
20,1,1,0,1,False,False,0.01457923310647448,False,0.0,False,0.04975549773566943,Voting,Voting,False,0.01457923310647448
14,45,263,1,3,True,False,0.026679976854317427,False,0.2,False,0.1853059671476185,Voting,Voting,False,0.026679976854317427
34,174,1902,8,9,False,True,0.5374082713280351,False,0.4,False,0.40881584991315534,Voting,Voting,True,0.5374082713280351
2,18,1355,1,15,False,False,0.04682488524595392,False,0.0,False,0.03423465812475205,Voting,Voting,False,0.04682488524595392
16,46,283,0,1,False,False,0.024415503321620863,False,0.1,False,0.09624633433885356,Voting,Voting,False,0.024415503321620863
0,7,23,1,1,False,False,0.01358840310426396,False,0.0,False,0.040108335189653316,Voting,Voting,False,0.01358840310426396
9,20,169,1,5,False,False,0.019023828746876262,False,0.0,False,0.057282711055518576,Voting,Voting,False,0.019023828746876262
3,32,249,0,1,False,False,0.017677391540407306,False,0.0,False,0.027526946254450287,Voting,Voting,False,0.017677391540407306
9,13,100,0,5,False,False,0.01567104546968143,False,0.1,False,0.014581215582889488,Voting,Voting,False,0.01567104546968143
8,6,24,1,2,False,False,0.01487045367367885,False,0.0,False,0.02219188300830793,Voting,Voting,False,0.01487045367367885
66,34,40,0,1,False,False,0.36588471859847616,False,0.2,False,0.11239688377326464,Voting,Voting,False,0.36588471859847616
5,10,38,0,1,False,False,0.013443370775963907,False,0.0,False,0.05927013384671793,Voting,Voting,False,0.013443370775963907
5,5,24,0,1,False,False,0.012640762196660695,False,0.0,False,0.0793874973491482,Voting,Voting,False,0.012640762196660695
8,3,5,0,1,False,False,0.012728844848101358,False,0.0,False,0.042959408970200286,Voting,Voting,False,0.012728844848101358
12,9,65,0,1,False,False,0.014442379482372944,False,0.1,False,0.3380682341031298,Voting,Voting,False,0.014442379482372944
6,23,132,4,2,False,False,0.0258228595456248,False,0.2,False,0.17827632894180898,Voting,Voting,False,0.0258228595456248
3,27,139,0,1,False,False,0.016370704889278383,False,0.0,False,0.07255609348044371,Voting,Voting,False,0.016370704889278383
2,5,11,0,1,False,False,0.01221615555786635,False,0.0,False,0.1176114360561153,Voting,Voting,False,0.01221615555786635
10,61,488,1,3,False,False,0.032062026534158516,False,0.1,False,0.3556949527862409,Voting,Voting,False,0.032062026534158516
3,1,171,0,0,False,False,0.011876024664519352,False,0.0,False,0.11558124075820092,Voting,Voting,False,0.011876024664519352
5,15,101,1,1,False,False,0.3492695285355843,False,0.1,False,0.4108822290667885,Voting,Voting,False,0.3492695285355843
1,2,4,0,0,False,False,0.011474060967026764,False,0.0,False,0.054322806740917336,Voting,Voting,False,0.011474060967026764
4,27,169,3,3,False,False,0.02354793754693896,False,0.1,False,0.09036998048191523,Voting,Voting,False,0.02354793754693896
3,4,9,0,1,False,False,0.012197389010768807,False,0.0,False,0.1243868678733148,Voting,Voting,False,0.012197389010768807
5,16,78,0,1,False,False,0.014527055573659116,False,0.1,False,0.14631376464870124,Voting,Voting,False,0.014527055573659116
3,27,237,0,6,False,False,0.01799501417568215,False,0.0,False,0.03179688746278417,Voting,Voting,False,0.01799501417568215
0,29,48,0,1,False,False,0.016034843830646992,False,0.0,False,0.06421309418756994,Voting,Voting,False,0.016034843830646992
2,6,31,0,3,False,False,0.012795971943804729,False,0.0,False,0.06253040014013705,Voting,Voting,False,0.012795971943804729
16,163,1551,2,13,False,False,0.4588803810369019,False,0.4,False,0.3580231655446432,Voting,Voting,False,0.4588803810369019
0,4,22,0,1,False,False,0.01184002378878954,False,0.0,False,0.11773078693383975,Voting,Voting,False,0.01184002378878954
12,158,1383,3,18,False,True,0.7963664185952922,False,0.3,True,0.5543135255290423,RandomForest,RandomForest,False,0.5481832092976461
26,128,1066,2,22,True,True,0.7715269034857138,False,0.1,False,0.27405590524314904,Voting,AdaBoost,False,0.5227914043644315
4,27,245,1,3,False,False,0.01917355786460688,False,0.0,False,0.06293862298944107,Voting,Voting,False,0.01917355786460688
6,4,4,0,1,False,False,0.012593009711699564,False,0.0,False,0.11984788087726392,Voting,Voting,False,0.012593009711699564
5,36,349,1,8,False,False,0.023826804947165783,False,0.0,False,0.06807966563020876,Voting,Voting,False,0.023826804947165783
17,59,585,5,11,True,False,0.47637601478645897,True,0.6,True,0.6269734768246816,Voting,Voting,False,0.47637601478645897
0,20,223,1,5,False,False,0.017415998321339318,False,0.0,False,0.024369933226182968,Voting,Voting,False,0.017415998321339318
5,5,24,0,1,False,False,0.012640762196660695,False,0.0,False,0.0793874973491482,Voting,Voting,False,0.012640762196660695
2,4,20,0,0,False,False,0.011902689546177592,False,0.08333333333333333,False,0.30146353115289537,Voting,Voting,False,0.011902689546177592
2,7,17,0,0,False,False,0.012330447694988131,False,0.0,False,0.10258934164288112,Voting,Voting,False,0.012330447694988131
0,2,2,0,1,False,False,0.011528077300586224,False,0.0,False,0.08299917428685417,Voting,Voting,False,0.011528077300586224
4,9,63,0,1,False,False,0.013189602393309038,False,0.0,False,0.2737073274089461,Voting,Voting,False,0.013189602393309038
18,83,845,2,8,True,False,0.4138695114186439,False,0.3,False,0.1863956987543232,Voting,Voting,False,0.4138695114186439
3,13,106,0,6,True,False,0.01492898253790694,False,0.0,False,0.030059183186430617,Voting,Voting,False,0.01492898253790694
7,17,79,2,3,False,False,0.01905614510196973,False,0.3,False,0.12984952693328974,Voting,Voting,False,0.01905614510196973
5,52,307,1,1,False,False,0.025571916076172124,False,0.0,False,0.08806794348329915,Voting,Voting,False,0.025571916076172124
5,19,268,1,4,False,False,0.01797084334141149,False,0.0,False,0.09482400184339816,Voting,Voting,False,0.01797084334141149
3,21,152,1,2,False,False,0.017145414143462916,False,0.0,False,0.136170890776909,Voting,Voting,False,0.017145414143462916
1,4,4,0,1,False,False,0.011932857095636124,False,0.0,False,0.030837758353491545,Voting,Voting,False,0.011932857095636124
0,35,111,1,2,False,False,0.01952383700058723,False,0.2,False,0.05128188844570097,Voting,Voting,False,0.01952383700058723
12,8,8,0,1,False,False,0.014155476623540697,False,0.0,False,0.05935414056932151,Voting,Voting,False,0.014155476623540697
40,133,3133,0,4,False,False,0.4422991533026839,False,0.2,False,0.2305557137577037,Voting,Voting,False,0.4422991533026839
2,21,304,0,7,False,False,0.01704293299203875,False,0.0,False,0.07870029590242826,Voting,Voting,False,0.01704293299203875
6,11,166,0,2,False,False,0.014240541909510471,False,0.0,False,0.12399828384403072,Voting,Voting,False,0.014240541909510471
0,2,2,0,1,False,False,0.011528077300586224,False,0.0,False,0.08299917428685417,Voting,Voting,False,0.011528077300586224
1,78,560,1,8,True,False,0.37350331259776665,False,0.2,False,0.3124668332271819,Voting,Voting,False,0.37350331259776665
4,29,149,0,6,False,False,0.01837622704988645,False,0.0,False,0.04414862108237981,Voting,Voting,False,0.01837622704988645
4,23,165,0,1,False,False,0.015833006073376808,False,0.0,False,0.08766745367297643,Voting,Voting,False,0.015833006073376808
33,50,376,3,2,False,False,0.4184998246382374,False,0.3,False,0.4566498459030514,Voting,Voting,False,0.4184998246382374
3,30,368,0,15,False,False,0.02311583062552799,False,0.1,False,0.2614971776296442,Voting,Voting,False,0.02311583062552799
0,15,66,0,2,False,False,0.013803579479119546,False,0.0,False,0.15262284891505978,Voting,Voting,False,0.013803579479119546
41,210,2793,8,44,True,True,0.9478926198437232,True,0.9,True,0.9052976321618416,Voting,Voting,True,0.9478926198437232
40,14,65,1,1,False,False,0.06411389300353824,False,0.3,False,0.4873074799855078,Voting,Voting,False,0.06411389300353824
63,511,7956,12,17,True,True,0.9995063583163454,True,0.9,True,0.8529953714813867,Voting,Voting,True,0.9995063583163454
2,4,21,0,1,False,False,0.012089282182319451,False,0.0,False,0.10844985875331888,Voting,Voting,False,0.012089282182319451
0,23,78,1,1,False,False,0.016575854437891634,False,0.0,False,0.008904442591665531,Voting,Voting,False,0.016575854437891634
2,28,173,1,2,True,False,0.01850157053794424,False,0.0,False,0.04913798046872797,Voting,Voting,False,0.01850157053794424
0,1,1,0,1,False,False,0.011390335873690769,False,0.0,False,0.055388155931025834,Voting,Voting,False,0.011390335873690769
3,21,205,1,3,False,False,0.01755697236140271,False,0.0,False,0.17587199421615654,Voting,Voting,False,0.01755697236140271
2,14,77,0,1,False,False,0.013734573447754422,False,0.0,False,0.16340044799142553,Voting,Voting,False,0.013734573447754422
3,59,518,14,3,False,False,0.4220957860911354,False,0.4,False,0.3829751776533265,Voting,Voting,False,0.4220957860911354
5,18,104,0,4,False,False,0.015658580780751757,False,0.0,False,0.06746478757154008,Voting,Voting,False,0.015658580780751757
19,114,811,0,5,True,False,0.12445968491149915,False,0.1,False,0.1428879067530146,Voting,Voting,False,0.12445968491149915
48,180,2215,8,4,False,True,0.8867281024675834,False,0.4,False,0.3858338984393608,Voting,Voting,True,0.8867281024675834
8,37,336,0,4,False,False,0.023387550658323892,False,0.0,False,0.04317940310319189,Voting,Voting,False,0.023387550658323892
2,46,490,0,20,False,False,0.04243076658575242,False,0.0,False,0.11354778180111225,Voting,Voting,False,0.04243076658575242
31,142,1303,8,8,False,True,0.8406499267646194,False,0.4,True,0.5149751917402642,RandomForest,RandomForest,False,0.4
3,25,466,0,1,False,False,0.016876976497544594,False,0.1,False,0.15747459488883056,Voting,Voting,False,0.016876976497544594
18,14,14,0,1,False,False,0.01995187570136555,False,0.0,False,0.02987066419850222,Voting,Voting,False,0.01995187570136555
2,37,259,0,12,False,False,0.026239489448263657,False,0.1,False,0.06545995936739257,Voting,Voting,False,0.026239489448263657
2,74,772,1,6,False,False,0.03927008297854232,False,0.1,False,0.16883266721098705,Voting,Voting,False,0.03927008297854232
6,13,34,1,1,False,False,0.01780204126538996,False,0.0,False,0.06224965538473633,Voting,Voting,False,0.01780204126538996
7,60,522,1,11,False,False,0.04037229800473963,False,0.2,False,0.4704208408292592,Voting,Voting,False,0.04037229800473963
30,118,1756,0,11,False,False,0.4116600399114802,False,0.1,False,0.22228909033761104,Voting,Voting,False,0.4116600399114802
1,1,1,0,1,False,False,0.012687939123053663,False,0.0,False,0.02511113739627749,Voting,Voting,False,0.012687939123053663
1,63,223,0,2,False,False,0.028921763078812026,False,0.0,False,0.03978830175303599,Voting,Voting,False,0.028921763078812026
3,63,912,0,3,False,False,0.02851758505917634,False,0.0,False,0.33896069867603995,Voting,Voting,False,0.02851758505917634
0,21,60,0,1,False,False,0.016202196740354044,False,0.0,False,0.021587370474234868,Voting,Voting,False,0.016202196740354044
30,5,5,0,1,False,False,0.024890744527076226,False,0.0,False,0.02131174502759684,Voting,Voting,False,0.024890744527076226
0,2,4,0,1,False,False,0.012655125316398478,False,0.0,False,0.06133573640992052,Voting,Voting,False,0.012655125316398478
12,35,245,2,1,True,False,0.3616221478503356,False,0.1,False,0.4850543901876233,Voting,Voting,False,0.3616221478503356
2,10,39,0,1,False,False,0.014453422950471743,False,0.0,False,0.0514737824312226,Voting,Voting,False,0.014453422950471743
2,7,17,0,0,False,False,0.013616052099412293,False,0.0,False,0.06941403674694734,Voting,Voting,False,0.013616052099412293
13,55,724,2,11,False,False,0.04730954797213949,False,0.4,True,0.5288103711430694,Voting,Voting,False,0.04730954797213949
3,15,108,0,2,False,False,0.015895357548004682,False,0.1,False,0.4514151539841955,Voting,Voting,False,0.015895357548004682
2,9,91,1,5,False,False,0.01724314431706064,False,0.0,False,0.06386373494241017,Voting,Voting,False,0.01724314431706064
3,20,146,0,3,False,False,0.017298045922240872,False,0.0,False,0.13127975449444987,Voting,Voting,False,0.017298045922240872
3,2,2,0,1,False,False,0.013265210430714651,False,0.0,False,0.0215594903987214,Voting,Voting,False,0.013265210430714651
3,15,135,0,1,False,False,0.015470495892162343,False,0.0,False,0.15545267099043025,Voting,Voting,False,0.015470495892162343
5,5,24,0,1,False,False,0.014202280111952128,False,0.0,False,0.09876003399708552,Voting,Voting,False,0.014202280111952128
5,15,102,2,6,False,False,0.02227525114989466,False,0.0,False,0.1688168928885277,Voting,Voting,False,0.02227525114989466
26,113,2141,0,19,False,False,0.4131049521718751,False,0.0,False,0.2205564490649745,Voting,Voting,False,0.4131049521718751
10,194,3271,3,16,True,True,0.8178715660748329,True,0.8,True,0.5841716889257305,Voting,Voting,True,0.8178715660748329
5,21,129,0,1,False,False,0.0173231393051785,False,0.0,False,0.11064954855000253,Voting,Voting,False,0.0173231393051785
2,16,103,0,1,False,False,0.015514596343959403,False,0.0,False,0.10654236653063393,Voting,Voting,False,0.015514596343959403
12,81,675,5,3,False,False,0.11398364249730393,False,0.0,False,0.3695440802341199,Voting,Voting,False,0.11398364249730393
0,2,14,0,0,False,False,0.0123485719448494,False,0.2,False,0.4088245298409231,Voting,Voting,False,0.0123485719448494
0,43,289,0,6,False,False,0.023639333876107102,False,0.0,False,0.013434561295164557,Voting,Voting,False,0.023639333876107102
51,29,401,2,7,False,True,0.6904300263635692,False,0.3,False,0.3904755666850954,Voting,Voting,True,0.6904300263635692
2,34,115,1,1,False,False,0.0218859894465362,False,0.0,False,0.08331224421987964,Voting,Voting,False,0.0218859894465362
3,10,59,0,1,False,False,0.014634697503448722,False,0.0,False,0.07447374477352532,Voting,Voting,False,0.014634697503448722
2,28,257,1,1,False,False,0.019771257777582586,False,0.1,False,0.27257671091250085,Voting,Voting,False,0.019771257777582586
4,6,25,0,1,False,False,0.014165154315220063,False,0.0,False,0.03481041473538585,Voting,Voting,False,0.014165154315220063
1,0,0,0,0,False,False,0.012237968819691528,False,0.0,False,0.026993863546983226,Voting,Voting,False,0.012237968819691528
1,11,308,0,28,False,False,0.4519913431817899,False,0.2,False,0.1571374661200001,Voting,Voting,False,0.4519913431817899
4,2,2,0,1,False,False,0.013476392586176342,False,0.0,False,0.02626737521305453,Voting,Voting,False,0.013476392586176342
5,44,434,0,28,False,False,0.17026932622768884,False,0.1,False,0.08485562054305489,Voting,Voting,False,0.17026932622768884
8,121,398,2,1,False,False,0.4341849336573276,False,0.2,False,0.23008745949387804,Voting,Voting,False,0.4341849336573276
0,2,2,0,1,False,False,0.012659220779139505,False,0.0,False,0.06133573640992052,Voting,Voting,False,0.012659220779139505
4,5,19,0,0,False,False,0.0136742571051452,False,0.0,False,0.0911388858390052,Voting,Voting,False,0.0136742571051452
20,133,1008,2,4,False,False,0.34172958519355884,False,0.2,False,0.417516193384745,Voting,Voting,False,0.34172958519355884
19,44,410,0,1,False,False,0.028634742268962805,False,0.2,False,0.21098007568189536,Voting,Voting,False,0.028634742268962805
4,20,93,0,1,False,False,0.016919067716249625,False,0.0,False,0.05395565783410825,Voting,Voting,False,0.016919067716249625
0,1,1,0,1,False,False,0.012492991287105322,False,0.0,False,0.03932941451036185,Voting,Voting,False,0.012492991287105322
9,13,105,0,2,False,False,0.017028637813037126,False,0.0,False,0.20274482752614031,Voting,Voting,False,0.017028637813037126
3,10,43,0,1,False,False,0.014671682689230412,False,0.0,False,0.053218631493260296,Voting,Voting,False,0.014671682689230412
6,19,87,0,1,False,False,0.01724180997133175,False,0.0,False,0.10093103446828228,Voting,Voting,False,0.01724180997133175
4,19,57,0,1,False,False,0.016786331959060638,False,0.0,False,0.043399209541137566,Voting,Voting,False,0.016786331959060638
22,41,378,1,5,False,False,0.035642700754735634,False,0.2,False,0.3861912508540397,Voting,Voting,False,0.035642700754735634
2,7,33,4,1,False,False,0.022174117168205842,False,0.0,False,0.00821541395216095,Voting,Voting,False,0.022174117168205842
8,19,149,1,4,False,False,0.020947968565991074,False,0.0,False,0.07689101358072706,Voting,Voting,False,0.020947968565991074
0,4,6,0,1,False,False,0.012994707762372023,False,0.0,False,0.03266356696121222,Voting,Voting,False,0.012994707762372023
