cbo,rfc,ce,npm,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
17,46,17,17,0.21176470600000002,True,True,0.7400139277975382,True,0.6,False,0.4831467184613005,AdaBoost,AdaBoost,False,0.4831467184613005
4,15,0,8,0.34375,False,False,0.0324697039175117,False,0.1,False,0.09382102951051507,AdaBoost,AdaBoost,False,0.09382102951051507
3,7,0,2,0.444444444,False,False,0.02339997978887261,False,0.0,False,0.050725404244011014,AdaBoost,AdaBoost,False,0.050725404244011014
18,41,18,4,0.5,False,True,0.7327422595560437,True,0.7,False,0.4937675491434586,AdaBoost,AdaBoost,False,0.4937675491434586
1,2,0,1,1.0,False,False,0.013477143759939005,False,0.0,False,0.09848399778060137,AdaBoost,AdaBoost,False,0.09848399778060137
8,42,8,13,0.24175824199999998,False,False,0.10675907053790293,False,0.0,False,0.03824920455463896,AdaBoost,AdaBoost,False,0.03824920455463896
3,5,3,3,0.5,True,False,0.2072250597113459,True,0.6,False,0.4956225303167298,RandomForest,AdaBoost,False,0.5478112651583649
2,2,2,1,1.0,False,False,0.01948513132609801,False,0.0,False,0.08108107194335618,AdaBoost,AdaBoost,False,0.08108107194335618
3,1,1,1,1.0,False,False,0.015176828427579015,False,0.0,False,0.1431204374045197,AdaBoost,AdaBoost,False,0.1431204374045197
5,14,2,8,0.40625,False,False,0.03151785491853962,False,0.2,False,0.2382122541861792,AdaBoost,AdaBoost,False,0.2382122541861792
4,2,2,2,0.666666667,False,False,0.02675507195915129,False,0.0,False,0.01019150310843006,AdaBoost,AdaBoost,False,0.01019150310843006
11,27,11,5,0.333333333,False,False,0.4634629168718255,False,0.3,False,0.2631054183171217,AdaBoost,AdaBoost,False,0.2631054183171217
12,23,4,18,0.37037037,False,False,0.05366738241233904,False,0.1,False,0.4107643587212029,AdaBoost,AdaBoost,False,0.4107643587212029
4,1,3,1,1.0,False,False,0.021893134726474098,False,0.0,False,0.029953804150245893,AdaBoost,AdaBoost,False,0.029953804150245893
9,38,3,15,0.242647059,False,False,0.05115088944186732,False,0.0,False,0.12334482720362293,AdaBoost,AdaBoost,False,0.12334482720362293
7,9,3,9,0.28571428600000004,False,False,0.0450535255794807,False,0.3,False,0.15572435828352485,AdaBoost,AdaBoost,False,0.15572435828352485
11,26,11,4,0.5,False,False,0.10232626028552216,False,0.0,False,0.11185957082116024,AdaBoost,AdaBoost,False,0.11185957082116024
5,11,1,3,0.5555555560000001,False,False,0.02100963467172624,False,0.0,False,0.0521239597331924,AdaBoost,AdaBoost,False,0.0521239597331924
4,14,4,4,0.4375,False,False,0.04447587833117417,False,0.0,False,0.13824139112603595,AdaBoost,AdaBoost,False,0.13824139112603595
74,63,3,55,0.11328671300000001,False,False,0.3337382594187339,False,0.0,False,0.08804171238014534,AdaBoost,AdaBoost,False,0.08804171238014534
23,66,23,21,0.16558441599999998,False,True,0.8817227996966728,True,0.7,True,0.5203881829430984,AdaBoost,AdaBoost,True,0.5203881829430984
27,28,3,28,0.228571429,False,False,0.27351010899974043,False,0.0,False,0.2838691150995249,AdaBoost,AdaBoost,False,0.2838691150995249
1,10,1,4,0.4375,False,False,0.030400662376836068,False,0.0,False,0.009719981627230895,AdaBoost,AdaBoost,False,0.009719981627230895
1,41,1,2,0.35,False,False,0.02287828965524978,False,0.1,False,0.12327715645595234,AdaBoost,AdaBoost,False,0.12327715645595234
6,12,3,12,0.333333333,False,False,0.04382391814248557,False,0.4,False,0.4316214355338593,AdaBoost,AdaBoost,False,0.4316214355338593
18,23,3,16,0.1796875,False,False,0.07924199472034102,False,0.2,False,0.25996153167526964,AdaBoost,AdaBoost,False,0.25996153167526964
2,5,2,3,0.5,False,False,0.03829277948604652,False,0.2,False,0.3947480357344144,AdaBoost,AdaBoost,False,0.3947480357344144
1,6,0,2,0.5,False,False,0.028209360038531736,False,0.1,False,0.03526327882437648,AdaBoost,AdaBoost,False,0.03526327882437648
5,2,2,2,1.0,False,False,0.018658295670786387,False,0.0,False,0.0018108064476995921,AdaBoost,AdaBoost,False,0.0018108064476995921
4,14,4,4,0.4375,False,False,0.047476360056921615,False,0.0,False,0.07673155360975391,AdaBoost,AdaBoost,False,0.07673155360975391
4,25,0,21,0.210884354,False,False,0.03931731588444067,False,0.1,False,0.17995715444502425,AdaBoost,AdaBoost,False,0.17995715444502425
3,0,1,0,0.0,False,False,0.054857669073221454,False,0.0,False,0.008187747393648106,AdaBoost,AdaBoost,False,0.008187747393648106
13,74,13,23,0.204545455,True,False,0.3639289135752257,False,0.4,False,0.4727872762730632,AdaBoost,AdaBoost,False,0.4727872762730632
19,56,19,11,0.173076923,True,False,0.4591157742857458,True,0.9,False,0.385954408355596,RandomForest,RandomForest,True,0.9
4,21,2,14,0.47619047600000003,False,False,0.033041168712259365,False,0.1,False,0.22091425756434646,AdaBoost,AdaBoost,False,0.22091425756434646
5,4,1,4,0.45,False,False,0.03169384467425227,False,0.0,False,0.18308347167082487,AdaBoost,AdaBoost,False,0.18308347167082487
1,2,1,1,1.0,False,False,0.01916671044469313,False,0.0,False,0.012675751956902608,AdaBoost,AdaBoost,False,0.012675751956902608
3,5,3,3,0.5,False,False,0.376688791241851,True,1.0,True,0.9726846644083011,Voting,AdaBoost,True,0.9863423322041506
2,2,2,1,1.0,False,False,0.02185578787508491,False,0.0,False,0.006536167615765092,AdaBoost,AdaBoost,False,0.006536167615765092
2,6,0,6,0.916666667,False,False,0.015605278575566503,False,0.1,False,0.036239896016870256,AdaBoost,AdaBoost,False,0.036239896016870256
11,21,11,3,0.833333333,False,False,0.06391967043147012,False,0.2,False,0.06213820358913302,AdaBoost,AdaBoost,False,0.06213820358913302
8,13,6,13,0.326923077,False,False,0.0715229465230975,False,0.3,False,0.4786417276539854,AdaBoost,AdaBoost,False,0.4786417276539854
3,22,3,12,0.27777777800000003,False,False,0.049151927588853374,False,0.2,False,0.0925546078040465,AdaBoost,AdaBoost,False,0.0925546078040465
5,10,5,2,0.75,False,False,0.03833476960092253,False,0.0,False,0.008103326945599659,AdaBoost,AdaBoost,False,0.008103326945599659
2,5,1,2,0.75,False,False,0.02351358527541797,False,0.0,False,0.010576319981757204,AdaBoost,AdaBoost,False,0.010576319981757204
6,3,0,3,0.666666667,False,False,0.01918198116555949,False,0.1,False,0.008881051778527767,AdaBoost,AdaBoost,False,0.008881051778527767
6,24,4,4,0.4166666670000001,False,False,0.04118403728565157,False,0.0,False,0.04160232071952751,AdaBoost,AdaBoost,False,0.04160232071952751
7,3,3,3,0.583333333,False,False,0.03424201803995425,False,0.5,False,0.13155467120945216,AdaBoost,AdaBoost,False,0.13155467120945216
3,6,1,2,0.75,False,False,0.022107688848569826,False,0.0,False,0.03230016736037385,AdaBoost,AdaBoost,False,0.03230016736037385
3,11,3,6,0.541666667,False,False,0.03842482313718471,False,0.0,False,0.02111419162612028,AdaBoost,AdaBoost,False,0.02111419162612028
3,2,1,2,1.0,False,False,0.010309537243324816,False,0.0,False,0.3012537406745776,AdaBoost,AdaBoost,False,0.3012537406745776
6,10,4,10,0.4,True,False,0.05091206617401954,False,0.1,False,0.4564405770964649,AdaBoost,AdaBoost,False,0.4564405770964649
16,21,3,8,0.34375,True,False,0.013346072384191865,False,0.2,False,0.2472585832881356,AdaBoost,AdaBoost,False,0.2472585832881356
1,11,1,6,0.428571429,False,False,0.025279969486476275,False,0.0,False,0.0433983582384098,AdaBoost,AdaBoost,False,0.0433983582384098
25,92,25,27,0.140740741,False,True,0.9177886632514354,True,0.6,True,0.5650773590342741,AdaBoost,AdaBoost,True,0.5650773590342741
8,33,3,26,0.132867133,False,False,0.08646160486580462,False,0.1,False,0.0995682862443096,AdaBoost,AdaBoost,False,0.0995682862443096
26,99,26,22,0.12745098,False,True,0.8855207818256923,False,0.4,False,0.4684333846234876,AdaBoost,AdaBoost,False,0.4684333846234876
22,92,14,17,0.303921569,False,True,0.6744255823924531,True,0.7,True,0.5544277000887555,AdaBoost,AdaBoost,True,0.5544277000887555
6,22,5,3,0.5,False,False,0.024442028156891067,False,0.3,False,0.4521118620124606,AdaBoost,AdaBoost,False,0.4521118620124606
8,33,8,8,0.375,False,False,0.06292996946030441,False,0.2,False,0.1850771232964807,AdaBoost,AdaBoost,False,0.1850771232964807
5,15,1,8,0.34375,False,False,0.016473580473204557,False,0.1,False,0.17230685484821773,AdaBoost,AdaBoost,False,0.17230685484821773
11,35,2,31,0.148387097,False,False,0.11895439447294212,False,0.2,False,0.1495191963481933,AdaBoost,AdaBoost,False,0.1495191963481933
2,20,1,7,0.39285714299999996,False,False,0.017276210653189603,False,0.0,False,0.09258576958424536,AdaBoost,AdaBoost,False,0.09258576958424536
3,5,3,3,0.5,True,False,0.2032949756271886,False,0.2833333333333333,False,0.4999186660072204,AdaBoost,AdaBoost,False,0.3516068208172045
5,10,5,2,0.75,False,False,0.03152374193571655,False,0.0,False,0.045679704589526034,AdaBoost,AdaBoost,False,0.045679704589526034
2,3,2,2,0.75,False,False,0.022524157052858627,False,0.0,False,0.06743993979700333,AdaBoost,AdaBoost,False,0.06743993979700333
4,7,2,7,0.35714285700000004,True,False,0.03257528948935653,False,0.3,False,0.4970975711994397,AdaBoost,AdaBoost,False,0.4970975711994397
2,4,0,4,0.875,False,False,0.01018114526549381,False,0.1,False,0.1307680627042419,AdaBoost,AdaBoost,False,0.1307680627042419
16,114,16,11,0.13968254,True,True,0.6793108285601189,True,0.8,True,0.6565162636663786,AdaBoost,AdaBoost,True,0.6565162636663786
3,24,0,21,0.35714285700000004,False,False,0.03082426907894792,False,0.1,False,0.13052858476740314,AdaBoost,AdaBoost,False,0.13052858476740314
4,3,1,3,1.0,False,False,0.009063013181948056,True,0.6,True,0.5976039993937622,Voting,Voting,False,0.009063013181948056
21,56,21,14,0.3125,False,True,0.8879693697828018,True,0.7,True,0.6198289268142325,AdaBoost,AdaBoost,True,0.6198289268142325
11,65,11,24,0.302222222,False,True,0.7064209928093014,False,0.4,False,0.4307505943457925,AdaBoost,AdaBoost,False,0.4307505943457925
5,10,5,4,0.4375,False,False,0.051551945313783036,False,0.0,False,0.4169423042766765,AdaBoost,AdaBoost,False,0.4169423042766765
12,14,12,2,0.75,False,False,0.08668712017531853,False,0.1,False,0.316631664761145,AdaBoost,AdaBoost,False,0.316631664761145
7,28,7,9,0.317460317,False,False,0.07933984270856971,False,0.2,False,0.30399196038680604,AdaBoost,AdaBoost,False,0.30399196038680604
3,5,0,5,0.533333333,False,False,0.02562642115781589,False,0.0,False,0.1472725346239381,AdaBoost,AdaBoost,False,0.1472725346239381
1,0,0,0,0.0,False,False,0.052724315347599436,False,0.0,False,0.021884812588061856,AdaBoost,AdaBoost,False,0.021884812588061856
5,24,2,16,0.1796875,False,False,0.05160565449030629,False,0.5,False,0.4952969548766583,AdaBoost,AdaBoost,False,0.4952969548766583
7,16,3,5,0.333333333,False,False,0.041702108284753715,False,0.2,False,0.19632626883237408,AdaBoost,AdaBoost,False,0.19632626883237408
8,6,5,6,0.452380952,False,False,0.05436298622593705,True,0.5599999999999999,True,0.5522966819045843,Voting,Voting,False,0.05436298622593705
11,17,9,4,0.5,False,False,0.07733393188351438,False,0.2,False,0.273821339210758,AdaBoost,AdaBoost,False,0.273821339210758
2,19,2,3,0.5,False,False,0.03233278051695975,False,0.0,False,0.016713288601864808,AdaBoost,AdaBoost,False,0.016713288601864808
5,24,0,23,0.295652174,False,False,0.3756162189464531,False,0.4,True,0.5413418700128243,AdaBoost,AdaBoost,True,0.5413418700128243
3,1,1,1,1.0,False,False,0.016840830045388708,False,0.0,False,0.11294591404557625,AdaBoost,AdaBoost,False,0.11294591404557625
0,2,0,1,1.0,False,False,0.01641145820310948,False,0.0,False,0.02874517459662573,AdaBoost,AdaBoost,False,0.02874517459662573
4,13,1,5,0.533333333,False,False,0.0260813345965392,False,0.0,False,0.021119789494632973,AdaBoost,AdaBoost,False,0.021119789494632973
1,23,1,18,0.473684211,False,False,0.03408532359005653,False,0.0,False,0.0841423906741473,AdaBoost,AdaBoost,False,0.0841423906741473
6,14,1,13,0.35384615399999997,False,False,0.03613519087270812,False,0.0,False,0.10491469953096227,AdaBoost,AdaBoost,False,0.10491469953096227
18,72,18,16,0.179487179,True,True,0.7829903896375718,True,0.7,False,0.4986413120777925,AdaBoost,AdaBoost,False,0.4986413120777925
5,18,5,4,0.583333333,False,False,0.043367502664306085,False,0.0,False,0.1314556761146314,AdaBoost,AdaBoost,False,0.1314556761146314
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.01853910306692601,AdaBoost,AdaBoost,False,0.01853910306692601
6,18,6,9,0.26984127,False,False,0.07814083339708325,False,0.1,False,0.27561450181185404,AdaBoost,AdaBoost,False,0.27561450181185404
5,15,5,5,0.5,False,False,0.05087504264968667,False,0.2,False,0.16600603650694146,AdaBoost,AdaBoost,False,0.16600603650694146
7,32,7,11,0.46153846200000004,False,False,0.06631053795948523,False,0.1,False,0.29052775866078245,AdaBoost,AdaBoost,False,0.29052775866078245
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.01853910306692601,AdaBoost,AdaBoost,False,0.01853910306692601
3,0,1,0,0.0,False,False,0.056658914885282914,False,0.1,False,0.046933094509331516,AdaBoost,AdaBoost,False,0.046933094509331516
3,14,2,8,0.40625,False,False,0.03415834277135707,False,0.1,False,0.1236685262566786,AdaBoost,AdaBoost,False,0.1236685262566786
4,12,1,7,0.571428571,False,False,0.020460675016199463,False,0.0,False,0.1487087024754828,AdaBoost,AdaBoost,False,0.1487087024754828
3,0,1,0,0.0,False,False,0.04340219079309465,False,0.0,False,0.08380599384734927,AdaBoost,AdaBoost,False,0.08380599384734927
2,11,2,4,0.4375,False,False,0.03320535902523652,False,0.0,False,0.027960647486982324,AdaBoost,AdaBoost,False,0.027960647486982324
2,2,0,2,0.75,False,False,0.014636917407870329,False,0.0,False,0.07573045218950199,AdaBoost,AdaBoost,False,0.07573045218950199
7,23,7,6,0.38888888899999996,False,False,0.062454613879006776,False,0.0,False,0.12644862547603886,AdaBoost,AdaBoost,False,0.12644862547603886
9,33,2,24,0.182291667,False,False,0.07898873049036369,False,0.4,False,0.3278323445044292,AdaBoost,AdaBoost,False,0.3278323445044292
6,44,6,11,0.545454545,False,False,0.054577330290712066,False,0.0,False,0.21393548392675849,AdaBoost,AdaBoost,False,0.21393548392675849
1,2,0,1,1.0,False,False,0.011171776334472002,False,0.0,False,0.1184997953163542,AdaBoost,AdaBoost,False,0.1184997953163542
7,16,7,6,0.3666666670000001,False,False,0.06382225122031647,False,0.1,False,0.15993759737240715,AdaBoost,AdaBoost,False,0.15993759737240715
4,15,0,11,0.290909091,False,False,0.0294710083213072,False,0.1,False,0.12268740706681118,AdaBoost,AdaBoost,False,0.12268740706681118
1,8,0,2,0.5,False,False,0.02253060590571561,False,0.0,False,0.03154923959973575,AdaBoost,AdaBoost,False,0.03154923959973575
22,110,22,40,0.131578947,False,True,0.5479268137443352,False,0.4,False,0.20057692816884745,AdaBoost,AdaBoost,False,0.20057692816884745
8,12,8,4,0.875,True,False,0.03348350104293813,False,0.0,False,0.1777355674493894,AdaBoost,AdaBoost,False,0.1777355674493894
1,8,0,4,0.666666667,False,False,0.01806405091431041,False,0.0,False,0.036512038199043084,AdaBoost,AdaBoost,False,0.036512038199043084
2,12,1,3,0.5555555560000001,False,False,0.023166269193882524,False,0.0,False,0.09385574803441392,AdaBoost,AdaBoost,False,0.09385574803441392
13,30,13,2,0.46666666700000003,False,False,0.1309793503430116,False,0.1,False,0.21986438327756685,AdaBoost,AdaBoost,False,0.21986438327756685
11,46,11,18,0.194444444,False,False,0.3096459907143829,False,0.0,False,0.4722775993690535,AdaBoost,AdaBoost,False,0.4722775993690535
4,6,4,4,0.4,True,False,0.04328606424019249,False,0.3,False,0.3424337928877007,AdaBoost,AdaBoost,False,0.3424337928877007
3,10,3,3,0.5,False,False,0.033320489358032536,False,0.0,False,0.267630401883025,AdaBoost,AdaBoost,False,0.267630401883025
19,68,19,16,0.148606811,False,True,0.8386551000417583,True,1.0,True,0.7703499998741814,AdaBoost,AdaBoost,True,0.7703499998741814
4,4,1,3,0.666666667,False,False,0.01705506791345274,False,0.1,False,0.0719466599855879,AdaBoost,AdaBoost,False,0.0719466599855879
36,166,36,37,0.126388889,False,True,0.9614932518717416,False,0.5,False,0.4863833500711904,AdaBoost,AdaBoost,False,0.4863833500711904
9,20,5,20,0.407142857,False,False,0.05628826123399106,False,0.4,False,0.385538602118354,AdaBoost,AdaBoost,False,0.385538602118354
4,10,4,3,0.833333333,False,False,0.026860259727241254,False,0.0,False,0.3196506002470097,AdaBoost,AdaBoost,False,0.3196506002470097
15,21,1,14,0.28571428600000004,False,False,0.37243070932195055,False,0.5,True,0.5883884439817747,AdaBoost,AdaBoost,True,0.5883884439817747
11,33,11,7,0.25,False,False,0.13072544148432344,False,0.0,False,0.05027870195488477,AdaBoost,AdaBoost,False,0.05027870195488477
1,11,0,7,0.35714285700000004,False,False,0.0330142894268592,False,0.1,False,0.16391360435480504,AdaBoost,AdaBoost,False,0.16391360435480504
6,7,3,7,0.46428571399999996,True,False,0.03585487551501244,False,0.2,False,0.2405553589207917,AdaBoost,AdaBoost,False,0.2405553589207917
19,36,19,9,0.314814815,True,False,0.3969158977695233,False,0.4,True,0.5344934693063434,AdaBoost,AdaBoost,True,0.5344934693063434
2,19,2,15,0.20952381,False,False,0.051690098474191065,False,0.1,False,0.11892752205103925,AdaBoost,AdaBoost,False,0.11892752205103925
4,3,2,3,0.666666667,False,False,0.025617453854370673,False,0.0,False,0.11694431140805507,AdaBoost,AdaBoost,False,0.11694431140805507
2,1,1,1,1.0,False,False,0.0162248964004577,False,0.0,False,0.06755035795812422,AdaBoost,AdaBoost,False,0.06755035795812422
2,26,2,7,0.452380952,False,False,0.03530105199850922,False,0.1,False,0.092322633984294,AdaBoost,AdaBoost,False,0.092322633984294
5,19,1,13,0.23076923100000002,False,False,0.04071572171129705,False,0.0,False,0.4160923220747919,AdaBoost,AdaBoost,False,0.4160923220747919
24,13,5,13,0.32967033,False,False,0.05614252591394312,False,0.5,False,0.3556125514374248,AdaBoost,AdaBoost,False,0.3556125514374248
9,29,8,9,0.4318181820000001,False,False,0.06900315822789686,False,0.0,False,0.3365885033413449,AdaBoost,AdaBoost,False,0.3365885033413449
4,21,2,5,0.45,False,False,0.032485365821610684,False,0.0,False,0.1026135016464134,AdaBoost,AdaBoost,False,0.1026135016464134
6,2,2,2,1.0,False,False,0.01484229653863497,False,0.0,False,0.10379047695115484,AdaBoost,AdaBoost,False,0.10379047695115484
2,30,2,9,0.363636364,False,False,0.040523560585664184,False,0.0,False,0.1251821775265557,AdaBoost,AdaBoost,False,0.1251821775265557
3,1,1,1,1.0,False,False,0.015279455028760087,False,0.1,False,0.1359186041320852,AdaBoost,AdaBoost,False,0.1359186041320852
24,91,24,19,0.16091954,True,False,0.4932939208353324,False,0.4,False,0.3040180184778113,AdaBoost,AdaBoost,False,0.3040180184778113
3,8,1,4,0.666666667,False,False,0.02275307487472849,False,0.0,False,0.13951915136445184,AdaBoost,AdaBoost,False,0.13951915136445184
4,33,4,12,0.198529412,False,False,0.06324833959127413,False,0.2,False,0.22604626476019826,AdaBoost,AdaBoost,False,0.22604626476019826
6,1,3,1,1.0,False,False,0.0174749068338452,False,0.0,False,0.10648168961905652,AdaBoost,AdaBoost,False,0.10648168961905652
9,26,3,12,0.27777777800000003,False,False,0.04592081428566578,False,0.1,False,0.14309466865162948,AdaBoost,AdaBoost,False,0.14309466865162948
10,11,7,11,0.33766233799999995,True,False,0.06337677955569834,False,0.0,False,0.3299122417773224,AdaBoost,AdaBoost,False,0.3299122417773224
27,25,4,17,0.245098039,False,False,0.0997898742055526,False,0.0,False,0.050369372221884666,AdaBoost,AdaBoost,False,0.050369372221884666
3,18,3,8,0.4375,False,False,0.03326816760171518,False,0.1,False,0.1091904952760722,AdaBoost,AdaBoost,False,0.1091904952760722
9,16,6,5,0.26666666699999997,False,False,0.06188832217671299,False,0.1,False,0.2649586348080894,AdaBoost,AdaBoost,False,0.2649586348080894
19,79,19,13,0.265625,True,False,0.4586602662572858,True,0.6,False,0.4452954395217192,RandomForest,RandomForest,True,0.6
6,56,5,17,0.30909090899999997,False,False,0.09451742554875177,False,0.1,False,0.2563861324676648,AdaBoost,AdaBoost,False,0.2563861324676648
9,5,4,5,0.433333333,False,False,0.036629292276484295,False,0.2,False,0.28418974068702463,AdaBoost,AdaBoost,False,0.28418974068702463
18,6,0,5,0.8,False,False,0.006420714216140991,False,0.1,False,0.1071601946306569,AdaBoost,AdaBoost,False,0.1071601946306569
5,29,2,23,0.204968944,True,False,0.04351578819369084,False,0.0,False,0.3099697736348302,AdaBoost,AdaBoost,False,0.3099697736348302
2,11,0,11,0.954545455,False,False,0.008599324236098622,False,0.0,False,0.05293978152573897,AdaBoost,AdaBoost,False,0.05293978152573897
17,43,4,36,0.122685185,False,False,0.17198145723813793,False,0.2,False,0.19740804659154185,AdaBoost,AdaBoost,False,0.19740804659154185
4,20,4,7,0.625,False,False,0.02760836082195756,False,0.0,False,0.1710299231754451,AdaBoost,AdaBoost,False,0.1710299231754451
3,5,3,2,0.75,False,False,0.024977271882295458,False,0.215,False,0.23228346070414624,AdaBoost,AdaBoost,False,0.23228346070414624
1,6,0,5,0.7,False,False,0.01611290035399539,False,0.0,False,0.040480972996999036,AdaBoost,AdaBoost,False,0.040480972996999036
4,6,1,5,0.6,False,False,0.01971250655260647,False,0.0,False,0.08827293044137041,AdaBoost,AdaBoost,False,0.08827293044137041
5,4,3,4,0.55,False,False,0.02966557501628608,False,0.16,False,0.2698660457919756,AdaBoost,AdaBoost,False,0.2698660457919756
3,34,1,5,0.228571429,False,False,0.035002078798181575,False,0.0,False,0.09317294274373286,AdaBoost,AdaBoost,False,0.09317294274373286
4,0,1,0,0.0,False,False,0.0510926952610026,False,0.1,False,0.11011452471107658,AdaBoost,AdaBoost,False,0.11011452471107658
8,11,8,2,1.0,False,False,0.3650896861826272,True,0.8,True,0.5897914565850993,Voting,Voting,False,0.3650896861826272
3,3,1,3,1.0,True,False,0.012232165085218408,False,0.0,False,0.050209177883777184,AdaBoost,AdaBoost,False,0.050209177883777184
4,7,0,3,0.5,False,False,0.0207635323573743,False,0.0,False,0.29245490894784915,AdaBoost,AdaBoost,False,0.29245490894784915
6,22,6,4,0.4375,False,False,0.05145339525280848,False,0.1,False,0.1286020615482698,AdaBoost,AdaBoost,False,0.1286020615482698
0,10,0,9,0.481481481,False,False,0.021479639194402118,False,0.0,False,0.01982821568247577,AdaBoost,AdaBoost,False,0.01982821568247577
3,0,1,0,0.0,False,False,0.05725573003097506,False,0.0,False,0.08672069043675212,AdaBoost,AdaBoost,False,0.08672069043675212
2,0,1,0,0.0,False,False,0.060182563355687585,False,0.0,False,0.08248911734217368,AdaBoost,AdaBoost,False,0.08248911734217368
6,18,1,17,0.294117647,False,False,0.0342612533405888,False,0.0,False,0.17453311107686065,AdaBoost,AdaBoost,False,0.17453311107686065
3,21,3,5,0.4,False,False,0.04399374438895445,False,0.1,False,0.1670386707125103,AdaBoost,AdaBoost,False,0.1670386707125103
2,10,2,4,0.4375,False,False,0.03924950995847997,False,0.0,False,0.01976882363300512,AdaBoost,AdaBoost,False,0.01976882363300512
2,2,2,1,1.0,False,False,0.02045211122058024,False,0.0,False,0.10426483470123853,AdaBoost,AdaBoost,False,0.10426483470123853
5,6,3,6,0.7777777779999999,False,False,0.0240142427454794,False,0.10833333333333332,False,0.3083008446278345,AdaBoost,AdaBoost,False,0.3083008446278345
3,8,1,4,0.666666667,False,False,0.023096094981706047,False,0.0,False,0.16764128391088298,AdaBoost,AdaBoost,False,0.16764128391088298
13,20,6,20,0.32857142899999997,True,False,0.0630508399683244,False,0.0,False,0.2600141885146431,AdaBoost,AdaBoost,False,0.2600141885146431
6,9,4,1,0.666666667,False,False,0.03364756026436312,False,0.1,False,0.07017578532427,AdaBoost,AdaBoost,False,0.07017578532427
7,16,2,15,0.24444444399999998,False,False,0.040139852887555255,False,0.1,False,0.12564948737131512,AdaBoost,AdaBoost,False,0.12564948737131512
2,3,2,2,1.0,False,False,0.01993799300562386,False,0.0,False,0.23782029374929484,AdaBoost,AdaBoost,False,0.23782029374929484
