rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
11,6,True,True,0.9999999836778034,True,1.0,True,0.8980344884981956,Voting,Voting,True,0.9998310523746238
11,3,True,True,0.9997643695579108,True,1.0,True,0.8980344884981956,Voting,Voting,True,0.9995983420225371
4,2,True,True,0.9873715831103484,True,1.0,True,0.8949289763694296,Voting,Voting,True,0.9872265231085514
147,43,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845645821302
88,24,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845544468646
16,3,True,True,0.9998694003658638,True,1.0,True,0.8650721732840272,Voting,Voting,True,0.9996458350586337
38,21,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998457067122898
23,0,True,True,0.6899754615160019,True,0.8864761716163319,True,0.5128243051027842,Voting,Voting,True,0.6898137985313013
41,17,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998453919294973
233,66,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998454715863194
4,2,True,True,0.9873715831103484,True,1.0,True,0.8949289763694296,Voting,Voting,True,0.9872265231085514
15,3,True,True,0.9998530377122528,True,1.0,True,0.8656355060399502,Voting,Voting,True,0.9996309195857558
7,2,True,True,0.9910374978025692,True,1.0,True,0.8594585402621713,Voting,Voting,True,0.9908256729835896
2,0,True,False,0.018771958695174045,False,0.017194199038364118,False,0.4783097937179523,Voting,Voting,False,0.019532746601695898
18,10,True,True,0.9999999999999796,True,1.0,True,0.8972060883377028,Voting,Voting,True,0.999829773404043
46,8,True,True,0.9999999999995588,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845780338861
31,4,True,True,0.9999990874739604,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845019113081
23,8,True,True,0.9999999999933292,True,1.0,True,0.9039710040619272,Voting,Voting,True,0.9998406680241548
18,9,True,True,0.9999999999995056,True,1.0,True,0.8972060883377028,Voting,Voting,True,0.9998296096849897
55,13,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998455931312578
45,9,True,True,0.9999999999999796,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998458434109357
3,2,True,True,0.9858558539127786,True,1.0,True,0.9091818688567096,Voting,Voting,True,0.9857384342569965
4,3,True,True,0.9994619361646244,True,1.0,True,0.9118499415602576,Voting,Voting,True,0.9993168551006798
5,2,True,True,0.9887306170194295,True,1.0,True,0.8872599532886972,Voting,Voting,True,0.9885700657073945
2,1,True,True,0.6542044949605076,True,0.96024303282924,True,0.5217312724147265,Voting,Voting,True,0.6541895889746201
40,4,True,True,0.9999996847329352,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998453945782882
71,20,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998453353848942
162,38,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998454794705014
10,2,True,True,0.9936602677020764,True,1.0,True,0.8887212317677629,Voting,Voting,True,0.993523029518373
20,0,True,True,0.5224550635633486,True,0.9235519670388092,True,0.5182648235430464,Voting,Voting,True,0.522716516483128
2,1,True,True,0.6542044949605076,True,0.96024303282924,True,0.5217312724147265,Voting,Voting,True,0.6541895889746201
46,19,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845635148121
22,4,True,True,0.9999973587442568,True,1.0,True,0.9079439928867826,Voting,Voting,True,0.9998444843669528
69,6,True,True,0.9999999999826926,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998457256069755
12,4,True,True,0.9999913968915328,True,1.0,True,0.8955183248231969,Voting,Voting,True,0.9998183634838836
66,0,True,True,0.9949306421288636,True,1.0,True,0.908679231939252,Voting,Voting,True,0.994791056848191
18,5,True,True,0.9999998260725512,True,1.0,True,0.8972060883377028,Voting,Voting,True,0.999829491988553
15,10,True,True,0.9999999999999708,True,1.0,True,0.8656355060399502,Voting,Voting,True,0.9997772735894647
58,7,True,True,0.9999999999973952,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456292138933
44,21,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456278322531
8,2,True,True,0.9920118431742933,True,1.0,True,0.847639591516458,Voting,Voting,True,0.9920112576696598
77,35,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456277833547
97,40,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998454803428503
2,1,True,True,0.6542044949605076,True,0.96024303282924,True,0.5217312724147265,Voting,Voting,True,0.6541895889746201
15,3,True,True,0.9998530377122528,True,1.0,True,0.8656355060399502,Voting,Voting,True,0.9996309195857558
9,1,True,False,0.4059029756181285,False,0.0,False,0.11943691009725595,Voting,Voting,False,0.4051411580655109
15,3,True,True,0.9998530377122528,True,1.0,True,0.8656355060399502,Voting,Voting,True,0.9996309195857558
3,2,True,True,0.9858558539127786,True,1.0,True,0.9091818688567096,Voting,Voting,True,0.9857384342569965
15,3,True,True,0.9998530377122528,True,1.0,True,0.8656355060399502,Voting,Voting,True,0.9996309195857558
33,4,True,True,0.9999992794319958,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998447199687807
10,2,True,True,0.9936602677020764,True,1.0,True,0.8887212317677629,Voting,Voting,True,0.993523029518373
19,11,True,True,0.9999999999999992,True,1.0,True,0.8946240996225325,Voting,Voting,True,0.9998255384565774
23,0,True,True,0.6899754615160019,True,0.8864761716163319,True,0.5128243051027842,Voting,Voting,True,0.6898137985313013
7,2,True,True,0.9910374978025692,True,1.0,True,0.8594585402621713,Voting,Voting,True,0.9908256729835896
3,2,True,True,0.9858558539127786,True,1.0,True,0.9091818688567096,Voting,Voting,True,0.9857384342569965
12,2,True,True,0.9949737809219292,True,1.0,True,0.8659668073475033,Voting,Voting,True,0.9949730795851238
4,3,True,True,0.9994619361646244,True,1.0,True,0.9118499415602576,Voting,Voting,True,0.9993168551006798
31,4,True,True,0.9999990874739604,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845019113081
16,4,True,True,0.9999946356323658,True,1.0,True,0.8657091132788998,Voting,Voting,True,0.9997722611509695
12,3,True,True,0.9997905982423708,True,1.0,True,0.8955183248231969,Voting,Voting,True,0.9996184707225135
20,0,True,True,0.5224550635633486,True,0.9235519670388092,True,0.5182648235430464,Voting,Voting,True,0.522716516483128
3,2,True,True,0.9858558539127786,True,1.0,True,0.9091818688567096,Voting,Voting,True,0.9857384342569965
48,10,True,True,0.9999999999999994,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998454484689475
3,2,True,True,0.9858558539127786,True,1.0,True,0.9091818688567096,Voting,Voting,True,0.9857384342569965
16,3,True,True,0.9998694003658638,True,1.0,True,0.8650721732840272,Voting,Voting,True,0.9996458350586337
16,4,True,True,0.9999946356323658,True,1.0,True,0.8657091132788998,Voting,Voting,True,0.9997722611509695
5,3,True,True,0.9995217812256916,True,1.0,True,0.9052852511285794,Voting,Voting,True,0.9993658975141851
22,6,True,True,0.9999999955471236,True,1.0,True,0.9079439928867826,Voting,Voting,True,0.9998472575958812
18,6,True,True,0.9999999928586272,True,1.0,True,0.8972060883377028,Voting,Voting,True,0.9998293682202027
43,17,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456270726228
31,12,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456309077519
15,2,True,True,0.9964572253997516,True,0.9,True,0.7521672459133991,Voting,Voting,True,0.9959876349910087
10,2,True,True,0.9936602677020764,True,1.0,True,0.8887212317677629,Voting,Voting,True,0.993523029518373
94,1,True,True,0.9999922549511581,True,1.0,True,0.9178163198890176,Voting,Voting,True,0.9998559108778948
25,8,True,True,0.9999999999947324,True,1.0,True,0.9054038513492824,Voting,Voting,True,0.9998432758426639
119,30,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998456332675519
150,97,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845488978267
50,11,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845418767789
0,0,True,False,0.34309351106430697,True,1.0,True,0.9998807751006904,Voting,Voting,False,0.34462224298185196
43,8,True,True,0.9999999999993712,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.999845732080166
47,17,True,True,1.0,True,1.0,True,0.9068777950984483,Voting,Voting,True,0.9998458201984856
4,2,True,True,0.9873715831103484,True,1.0,True,0.8949289763694296,Voting,Voting,True,0.9872265231085514
5,0,False,False,0.01622933581209025,False,0.0,False,0.07833104515483917,Voting,Voting,False,0.01622958395928356
16,5,True,True,0.9999999802867884,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999432899776
10,10,True,True,0.9999999999999982,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999453859095
94,87,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994543488534
21,12,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994541574662
17,4,True,True,0.9999994779330164,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999989313304211
3,2,True,True,0.9908763253126782,True,1.0,True,0.9676709870584524,Voting,Voting,True,0.990876242333796
15,6,True,True,0.9999999992556317,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994521663932
23,8,True,True,0.9999999999998602,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994531381831
19,3,True,True,0.9999887112226644,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999881664351888
73,9,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994543392929
11,6,True,True,0.9999999983253384,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994531618717
3,2,True,True,0.9908763253126782,True,1.0,True,0.9676709870584524,Voting,Voting,True,0.990876242333796
12,5,True,True,0.999999955649704,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994111429882
136,110,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994544130083
49,22,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999452100406
39,13,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994547907551
11,2,True,True,0.9981569534285676,True,1.0,True,0.8700783782627705,Voting,Voting,True,0.9981563750536943
14,8,True,True,0.9999999999991336,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994548802125
3,2,True,True,0.9908763253126782,True,1.0,True,0.9676709870584524,Voting,Voting,True,0.990876242333796
51,9,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999452245408
2,1,True,True,0.7716692270754052,True,0.9570873838966406,True,0.5212888581558999,Voting,Voting,True,0.7716685978842525
42,7,True,True,0.9999999999999036,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994540004964
17,2,True,True,0.9994516971176876,True,1.0,True,0.8700783782627705,Voting,Voting,True,0.9994510750510643
28,19,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994528732685
9,2,True,True,0.9139098550318612,True,0.7607142857142857,True,0.5113124401685396,Voting,Voting,True,0.9139088488238443
20,0,True,True,0.8381748921176583,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.8381757570039018
32,4,True,True,0.9999999750422756,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994270288864
54,8,True,True,0.9999999999999996,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994540774299
2,1,True,True,0.7716692270754052,True,0.9570873838966406,True,0.5212888581558999,Voting,Voting,True,0.7716685978842525
23,10,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994556407495
10,3,True,True,0.9999300345580062,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999295227116658
25,25,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994543462156
21,15,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994542985746
7,5,True,True,0.9999998778002314,True,1.0,True,0.8828155601919181,Voting,Voting,True,0.9999993153402227
6,5,True,True,0.9999998503402068,True,1.0,True,0.9629908640972754,Voting,Voting,True,0.999999672511019
22,13,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994534755358
20,0,True,True,0.8381748921176583,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.8381757570039018
4,3,True,True,0.9997640195960962,True,1.0,True,0.9639192096163708,Voting,Voting,True,0.9997638474568901
152,15,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999454675901
19,5,True,True,0.9999999892686832,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994437516391
8,4,True,True,0.9999967637964818,True,1.0,True,0.835167557553515,Voting,Voting,True,0.99999597357895
44,8,True,True,0.9999999999999979,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994541688512
56,22,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994536886619
24,9,True,True,0.9999999999999964,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994563670022
2,0,True,False,0.014553047783440003,False,0.013854604829036693,False,0.47624474584029497,Voting,Voting,False,0.014555266416097721
53,23,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994521739095
5,0,False,False,0.01622933581209025,False,0.0,False,0.07833104515483917,Voting,Voting,False,0.01622958395928356
49,0,True,True,0.9991220186405338,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.999121608634835
7,3,True,True,0.9998714974724184,True,1.0,True,0.8828155601919181,Voting,Voting,True,0.9998709350554925
25,2,True,True,0.9998915284609166,True,1.0,True,0.8700783782627705,Voting,Voting,True,0.9998909047025916
29,6,True,True,0.9999999999564184,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994532216119
18,7,True,True,0.9999999999875064,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994547165755
2,1,True,True,0.7716692270754052,True,0.9570873838966406,True,0.5212888581558999,Voting,Voting,True,0.7716685978842525
102,33,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999454975146
49,7,True,True,0.9999999999999766,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994528095435
14,13,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994535286021
44,14,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999454286276
4,3,True,True,0.9997640195960962,True,1.0,True,0.9639192096163708,Voting,Voting,True,0.9997638474568901
93,11,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994536399082
84,56,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994531016854
31,0,True,True,0.9692899468775824,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.9692897734171175
31,5,True,True,0.9999999990575996,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994531728852
31,6,True,True,0.9999999999709442,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994547574815
49,28,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994543503915
17,1,True,True,0.9830905199768772,True,1.0,True,0.9649817097450418,Voting,Voting,True,0.9830904854649362
3,2,True,True,0.9908763253126782,True,1.0,True,0.9676709870584524,Voting,Voting,True,0.990876242333796
15,3,True,True,0.9999746038609648,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999740595556331
26,0,False,True,0.9271627691792312,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.9271629300536831
34,7,True,True,0.9999999999995124,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994523395657
15,3,True,True,0.9999746038609648,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999740595556331
18,5,True,True,0.9999999868572028,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.999999441495387
3,2,True,True,0.9908763253126782,True,1.0,True,0.9676709870584524,Voting,Voting,True,0.990876242333796
9,9,True,True,0.9999999999999264,True,1.0,True,0.8801886359890088,Voting,Voting,True,0.9999994243974953
59,29,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994546461387
24,0,True,True,0.9015087409657896,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.9015091041985914
18,9,True,True,0.9999999999999879,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994542061612
11,11,True,True,1.0,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994538789087
11,2,True,True,0.9981569534285676,True,1.0,True,0.8700783782627705,Voting,Voting,True,0.9981563750536943
20,0,True,True,0.8381748921176583,True,1.0,True,0.9134637091133024,Voting,Voting,True,0.8381757570039018
28,8,True,True,0.9999999999999492,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994538834939
38,7,True,True,0.9999999999997832,True,1.0,True,0.8865027585665247,Voting,Voting,True,0.9999994548946066
