cbo,rfc,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,6,22,0,1,False,False,0.0659448723606365,False,0.0,False,0.07149011516443687,Voting,Voting,False,0.06529690541814312
14,69,348,2,3,False,True,0.5970697185138122,False,0.5,True,0.5836407726293199,RandomForest,Voting,True,0.5959259875955158
2,13,58,0,1,False,False,0.07884183535871557,False,0.0,False,0.06666135519692215,Voting,Voting,False,0.07788423236289671
19,143,1833,4,19,True,True,0.6456343679843329,False,0.4,False,0.17421363812855634,Voting,Voting,True,0.6384358084035362
12,25,265,1,5,False,False,0.13374321966094216,False,0.1,False,0.1378329101393939,Voting,Voting,False,0.13342565323887257
19,96,897,3,9,False,True,0.900312384454366,True,1.0,True,0.7466167045617708,Voting,Voting,True,0.8998788690381653
4,2,4,0,0,False,False,0.06524922548307467,False,0.1,False,0.019041924337683976,Voting,Voting,False,0.06516977479622711
3,3,8,0,1,False,False,0.06678897907618901,False,0.0,False,0.015533726729546076,Voting,Voting,False,0.06557969560353405
1,13,221,2,7,False,False,0.09956993490574502,False,0.1,False,0.26868537019169764,Voting,Voting,False,0.10121890765299396
0,8,20,0,0,False,False,0.06715240482442451,False,0.0,False,0.07359393227313776,Voting,Voting,False,0.0665003009559543
26,166,2361,7,11,True,True,0.6536320363871823,False,0.2,False,0.4110592977488797,Voting,Voting,True,0.6462687541952079
2,22,161,1,8,False,False,0.11667096150615425,False,0.0,False,0.19542687267637404,Voting,Voting,False,0.11619524477099506
4,37,203,0,1,False,False,0.123442965307731,False,0.0,False,0.273731151368216,Voting,Voting,False,0.1235900726807772
0,24,24,0,1,False,False,0.09681179426631592,False,0.0,False,0.013808465667929341,Voting,Voting,False,0.09497424002195717
4,10,45,0,1,False,False,0.07795745382649168,False,0.0,False,0.028519247883401575,Voting,Voting,False,0.07664696693207917
4,45,379,0,1,False,False,0.13213056149555738,False,0.4,False,0.17434276668766052,Voting,Voting,False,0.13509275798632722
0,8,31,0,1,False,False,0.0681524800406371,False,0.0,False,0.04470256563824959,Voting,Voting,False,0.0617489530521267
0,17,98,3,12,False,False,0.4687895764644588,False,0.1,False,0.3012195324965731,Voting,Voting,False,0.43242801395265584
5,12,259,0,1,False,False,0.08157027150802107,False,0.1,False,0.14400589778733994,Voting,Voting,False,0.0853238422485487
4,4,13,0,1,False,False,0.07037220944427967,False,0.0,False,0.09848774822136204,Voting,Voting,False,0.06595314439458884
4,23,166,0,1,False,False,0.09444059258892464,False,0.0,False,0.10979236477856104,Voting,Voting,False,0.08543657041547661
14,144,2014,3,31,False,True,0.644967153769553,False,0.2,False,0.3802871725260677,Voting,Voting,True,0.5984826505080145
2,34,263,0,1,False,False,0.10645783622837808,False,0.0,False,0.0058224322135108034,Voting,Voting,False,0.09505025673088026
4,67,655,1,4,False,False,0.19696914687842795,False,0.1,False,0.2526425071045371,Voting,Voting,False,0.1967148982403848
19,76,640,1,5,True,False,0.321699183920442,False,0.2,False,0.23299077624948444,Voting,Voting,False,0.31716632333988776
23,9,183,2,6,False,False,0.16941549757851693,False,0.2,False,0.32700852591973306,Voting,Voting,False,0.17520602955245385
3,15,84,0,4,False,False,0.08575836649740799,False,0.2,False,0.18850321272624126,Voting,Voting,False,0.09915102724366114
16,65,408,1,10,False,False,0.27367217212754463,True,0.6,False,0.3021065157147475,Voting,Voting,False,0.295080045586923
12,26,142,0,1,True,False,0.45117250507995,True,0.8,True,0.5122152930132762,Voting,Voting,False,0.48743578844542335
15,89,826,5,10,True,True,0.9203991091567834,True,0.7,False,0.4321135629829503,Voting,Voting,True,0.8824055957312242
20,1,1,0,1,False,False,0.102601547936964,False,0.0,False,0.09844331427475927,Voting,Voting,False,0.09426645560265061
14,45,263,1,3,True,True,0.5057867520002068,True,0.9,True,0.5379102449098393,Voting,Voting,True,0.5365563760965366
34,174,1902,8,9,False,True,0.9936797230891636,True,1.0,True,0.5134419786396924,Voting,Voting,True,0.9740565160898998
2,18,1355,1,15,False,False,0.2744196197134436,False,0.0,False,0.05209205987694918,Voting,Voting,False,0.24327519262911368
16,46,283,0,1,False,False,0.16719151162566073,False,0.3,False,0.16902599712130054,Voting,Voting,False,0.17476579953208926
0,7,23,1,1,False,False,0.07273371122596728,False,0.0,False,0.05386326854973213,Voting,Voting,False,0.06615771510248433
9,20,169,1,5,False,False,0.11566115354855305,False,0.1,False,0.05179908796157638,Voting,Voting,False,0.11235979678741144
3,32,249,0,1,False,False,0.10559276926348392,False,0.0,False,0.029701766794765938,Voting,Voting,False,0.09617357597283581
9,13,100,0,5,False,False,0.09728843984958407,False,0.1,False,0.06674142683312294,Voting,Voting,False,0.09622399095973583
8,6,24,1,2,False,False,0.0879963764077508,False,0.1,False,0.038066086169176304,Voting,Voting,False,0.08685864276160149
66,34,40,0,1,False,True,0.5824277283916633,False,0.1,False,0.05956388189931695,Voting,Voting,True,0.5221435920700029
5,10,38,0,1,False,False,0.07925378821983156,False,0.0,False,0.07383787857601949,Voting,Voting,False,0.0727230471815163
5,5,24,0,1,False,False,0.0732498859555554,False,0.0,False,0.05150181035208768,Voting,Voting,False,0.06651223727841263
8,3,5,0,1,False,False,0.07644652623244108,False,0.0,False,0.04519381954490175,Voting,Voting,False,0.06905629756998292
12,9,65,0,1,False,False,0.4257002491311979,False,0.3,False,0.476099561430279,Voting,Voting,False,0.41781431731934315
6,23,132,4,2,False,False,0.15023038745966213,False,0.4,False,0.3068381520815013,Voting,Voting,False,0.1776983136343723
3,27,139,0,1,False,False,0.09813901772370136,False,0.0,False,0.0419950818324385,Voting,Voting,False,0.08701758212383676
2,5,11,0,1,False,False,0.06813105778414377,False,0.0,False,0.10487166755678552,Voting,Voting,False,0.06425171326737976
10,61,488,1,3,False,False,0.1959023420238797,False,0.3,False,0.2111875271755246,Voting,Voting,False,0.20482541899169388
3,1,171,0,0,False,False,0.06416528148932403,True,0.6,False,0.14551537386496846,Voting,Voting,False,0.08992206088573748
5,15,101,1,1,False,False,0.09233206889389532,False,0.0,False,0.3366519170726636,Voting,Voting,False,0.09522430769334023
1,2,4,0,0,False,False,0.06229585026634335,False,0.0,False,0.10260152701776272,Voting,Voting,False,0.05903003818500892
4,27,169,3,3,False,False,0.13266862768160526,False,0.0,False,0.13528308622345211,Voting,Voting,False,0.1167932123815972
3,4,9,0,1,False,False,0.06868561305370241,False,0.0,False,0.07756772967021376,Voting,Voting,False,0.06359465949850233
5,16,78,0,1,False,False,0.08693391018861939,False,0.3,False,0.1602106147661713,Voting,Voting,False,0.1069519551560587
3,27,237,0,6,False,False,0.10610250418459798,False,0.0,False,0.025126221265940447,Voting,Voting,False,0.09918661698098183
0,29,48,0,1,False,False,0.09493190233098152,False,0.0,False,0.023634128113015976,Voting,Voting,False,0.08439314661371164
2,6,31,0,3,False,False,0.0715518762148964,False,0.0,False,0.025348890980679568,Voting,Voting,False,0.06392442352081457
16,163,1551,2,13,False,True,0.6455029869549237,True,0.6,False,0.36676146330671816,AdaBoost,Voting,True,0.6186796577279856
0,4,22,0,1,False,False,0.0638354298299528,False,0.0,False,0.06930033216799024,Voting,Voting,False,0.05898704575231742
12,158,1383,3,18,False,True,0.9783790743144056,True,0.9,True,0.5766999850069746,Voting,Voting,True,0.9526835702312885
26,128,1066,2,22,True,True,0.639963048212428,False,0.5,False,0.4144381741727605,Voting,Voting,True,0.6317644430665833
4,27,245,1,3,False,False,0.1109066929381468,False,0.0,False,0.046470183622552334,Voting,Voting,False,0.10260026955785173
6,4,4,0,1,False,False,0.07391948208712985,False,0.0,False,0.0476126466072242,Voting,Voting,False,0.06693752480466106
5,36,349,1,8,False,False,0.13980471475088976,False,0.1,False,0.12505950032468408,Voting,Voting,False,0.13847788420806403
17,59,585,5,11,True,True,0.851752394579675,True,0.8,True,0.8872059608523587,Voting,Voting,True,0.843892616484003
0,20,223,1,5,False,False,0.09486970118454886,False,0.0,False,0.02161816171928101,Voting,Voting,False,0.09138512283371178
5,5,24,0,1,False,False,0.0732498859555554,False,0.0,False,0.05150181035208768,Voting,Voting,False,0.06651223727841263
2,4,20,0,0,False,False,0.06594290003485813,False,0.05,False,0.353457625889024,Voting,Voting,False,0.07672405153483854
2,7,17,0,0,False,False,0.06925529641548432,False,0.0,False,0.11853834821020938,Voting,Voting,False,0.06581216263697554
0,2,2,0,1,False,False,0.0617961670483038,False,0.0,False,0.13222551265042562,Voting,Voting,False,0.059832529048231116
4,9,63,0,1,False,False,0.07613259079051363,False,0.1,False,0.3086474503177412,Voting,Voting,False,0.08777526883263688
18,83,845,2,8,True,True,0.7874003500765773,True,0.6,False,0.4821940945964925,Voting,Voting,True,0.7597042366163391
3,13,106,0,6,True,False,0.08610164030801748,False,0.1,False,0.04265471415478656,Voting,Voting,False,0.08538712771896352
7,17,79,2,3,False,False,0.11160359737708883,False,0.3,False,0.31880310253288513,Voting,Voting,False,0.13527192716246605
5,52,307,1,1,False,False,0.1540692252101339,False,0.0,False,0.04161634601904949,Voting,Voting,False,0.15019404198142347
5,19,268,1,4,False,False,0.10262882473460284,False,0.0,False,0.07759706127890358,Voting,Voting,False,0.09418169239589587
3,21,152,1,2,False,False,0.09799167100552662,False,0.0,False,0.3469100504584592,Voting,Voting,False,0.09842211000555975
1,4,4,0,1,False,False,0.0654360635601832,False,0.0,False,0.07119048441284198,Voting,Voting,False,0.06047249982999799
0,35,111,1,2,False,False,0.11286629594017998,False,0.0,False,0.04458701760571823,Voting,Voting,False,0.10099027207823583
12,8,8,0,1,False,False,0.09112307524570916,False,0.0,False,0.04652426586096574,Voting,Voting,False,0.08200617644503531
40,133,3133,0,4,False,True,0.6375983587386368,False,0.5,False,0.2697573063793902,Voting,Voting,True,0.611238349213631
2,21,304,0,7,False,False,0.09683531555012732,False,0.1,False,0.045509195439007735,Voting,Voting,False,0.0953936947088449
6,11,166,0,2,False,False,0.08356940521999474,False,0.2,False,0.3798756336402021,Voting,Voting,False,0.10011105199629856
0,2,2,0,1,False,False,0.0617961670483038,False,0.0,False,0.13222551265042562,Voting,Voting,False,0.059832529048231116
1,78,560,1,8,True,True,0.5651559576894781,False,0.4,True,0.5078657806290706,Voting,Voting,True,0.5492105134327995
4,29,149,0,6,False,False,0.1115656775802716,False,0.1,False,0.18030061880981127,Voting,Voting,False,0.11314284350042747
4,23,165,0,1,False,False,0.09444153811613797,False,0.0,False,0.1138345662931976,Voting,Voting,False,0.08544092370621983
33,50,376,3,2,False,False,0.4446821731547583,True,0.8,True,0.5906443408834611,Voting,Voting,False,0.5081641232046313
3,30,368,0,15,False,False,0.14167983480040033,False,0.0,False,0.014370379171135669,Voting,Voting,False,0.1328159287924547
0,15,66,0,2,False,False,0.07748687981204673,False,0.1,False,0.09326478465082172,Voting,Voting,False,0.07993877618518067
41,210,2793,8,44,True,True,0.998712270610857,True,1.0,True,0.9286908622266741,Voting,Voting,True,0.9958802218026708
40,14,65,1,1,False,True,0.6781174377085523,True,1.0,True,0.648006858291376,Voting,Voting,True,0.7024577878371474
63,511,7956,12,17,True,True,0.999998316121968,True,0.8,True,0.8221676619928867,Voting,Voting,True,0.976638074420703
2,4,21,0,1,False,False,0.0670123642415602,False,0.0,False,0.09971096502294616,Voting,Voting,False,0.06305260607129798
0,23,78,1,1,False,False,0.09326986554677234,False,0.0,False,0.07728106791594279,Voting,Voting,False,0.08518116889755716
2,28,173,1,2,True,False,0.10627645776191308,False,0.0,False,0.052880882422271666,Voting,Voting,False,0.09315842156722409
0,1,1,0,1,False,False,0.06078282491018155,False,0.0,False,0.12041867974035055,Voting,Voting,False,0.058447451029887916
3,21,205,1,3,False,False,0.4328176244717777,False,0.0,False,0.1314864946958972,Voting,Voting,False,0.4221177429709238
2,14,77,0,1,False,False,0.07860585324196279,False,0.2,False,0.4447604547543516,Voting,Voting,False,0.10360635125253659
3,59,518,14,3,False,True,0.9191595258726992,False,0.4,False,0.4802352753128234,Voting,Voting,True,0.8594694270136803
5,18,104,0,4,False,False,0.4272566820012231,False,0.1,False,0.3102878122395024,Voting,Voting,False,0.39630378483007705
19,114,811,0,5,True,True,0.5233529573380918,False,0.2,False,0.4130065445228948,Voting,Voting,True,0.4175517002234774
48,180,2215,8,4,False,True,0.6575682343843726,True,0.7,False,0.4149027473330962,AdaBoost,Voting,True,0.41656531123625556
8,37,336,0,4,False,False,0.14160414846576866,False,0.0,False,0.06049806599019505,Voting,Voting,False,0.1327566361213678
2,46,490,0,20,False,False,0.2664534694687432,False,0.3,False,0.18646737178800413,Voting,Voting,False,0.2655709042850741
31,142,1303,8,8,False,True,0.9811944925650056,True,1.0,True,0.6688053593803461,Voting,Voting,True,0.9460008558797381
3,25,466,0,1,False,False,0.10090370008188926,False,0.0,False,0.13052670007211598,Voting,Voting,False,0.07606153782959217
18,14,14,0,1,False,False,0.1297767500935277,False,0.0,False,0.053854635012502115,Voting,Voting,False,0.08321089369781426
2,37,259,0,12,False,False,0.15638889421740376,False,0.0,False,0.07551301028886602,Voting,Voting,False,0.10571863705226953
2,74,772,1,6,False,False,0.2202068122251342,False,0.1,False,0.2305365840379858,Voting,Voting,False,0.18753498241193028
6,13,34,1,1,False,False,0.10648594310754872,False,0.0,False,0.08972016277675975,Voting,Voting,False,0.07418220924496238
7,60,522,1,11,False,False,0.2232260115356996,False,0.4,False,0.4298404280812144,Voting,Voting,False,0.299918923507435
30,118,1756,0,11,False,True,0.9398200212440878,False,0.3,False,0.3535019366214999,Voting,Voting,True,0.6447895797634213
1,1,1,0,1,False,False,0.07653500959144048,False,0.0,False,0.07880069784380239,Voting,Voting,False,0.05517390059801788
1,63,223,0,2,False,False,0.17254434361494894,False,0.0,False,0.02888695420939367,Voting,Voting,False,0.07993639330879693
3,63,912,0,3,False,False,0.1718888458953135,False,0.0,False,0.18683253214076287,Voting,Voting,False,0.12486972732262916
0,21,60,0,1,False,False,0.09988365676670614,False,0.0,False,0.02631507573992176,Voting,Voting,False,0.06208104154243398
30,5,5,0,1,False,False,0.17738244377025456,False,0.0,False,0.07891853675075733,Voting,Voting,False,0.11442342746476128
0,2,4,0,1,False,False,0.07614583690633035,False,0.0,False,0.15903701246730567,Voting,Voting,False,0.06535142577200692
12,35,245,2,1,True,False,0.16070481192717453,False,0.5,False,0.2966331901390879,Voting,Voting,False,0.2571732105667023
2,10,39,0,1,False,False,0.08851367200726419,False,0.0,False,0.07535618812098549,Voting,Voting,False,0.061763016754098156
2,7,17,0,0,False,False,0.08333937821261915,False,0.25,False,0.16147476500863026,Voting,Voting,False,0.14062827023074848
13,55,724,2,11,False,True,0.6034012595019621,True,1.0,True,0.6403154867053549,Voting,Voting,True,0.7203310656377173
3,15,108,0,2,False,False,0.4306428497068045,True,0.9,True,0.5611742178963485,Voting,Voting,False,0.5805614890993878
2,9,91,1,5,False,False,0.10021468698960652,False,0.1,False,0.08887857219352159,Voting,Voting,False,0.09868369045767558
3,20,146,0,3,False,False,0.10573869340822904,False,0.0,False,0.1320793942153301,Voting,Voting,False,0.07403464267334522
3,2,2,0,1,False,False,0.08083145778377339,False,0.0,False,0.0995620618424196,Voting,Voting,False,0.06039009308165
3,15,135,0,1,False,False,0.4279330033707685,False,0.1,False,0.32338402933783805,Voting,Voting,False,0.31733896475344436
5,5,24,0,1,False,False,0.08741567602726356,False,0.0,False,0.039119652014023135,Voting,Voting,False,0.056418456893306025
5,15,102,2,6,False,False,0.12603993719474546,False,0.2,False,0.216755612143288,Voting,Voting,False,0.15874538421784973
26,113,2141,0,19,False,True,0.599673222168385,False,0.0,False,0.19221016697559973,Voting,Voting,True,0.5757138701196802
10,194,3271,3,16,True,True,0.9723742538920526,True,0.7,True,0.7634841619394602,Voting,Voting,True,0.868216548492263
5,21,129,0,1,False,False,0.10727116300437174,False,0.0,False,0.1295657636061135,Voting,Voting,False,0.0787142706563892
2,16,103,0,1,False,False,0.0950768933318465,False,0.1,False,0.10690681357900374,Voting,Voting,False,0.09800544059187544
12,81,675,5,3,False,True,0.8124213320405009,False,0.3,False,0.24798947300649785,Voting,Voting,True,0.6532957395654571
0,2,14,0,0,False,False,0.40758331543390863,True,1.0,True,0.9262644482592248,Voting,Voting,False,0.6424722220294439
0,43,289,0,6,False,False,0.1412876813110749,False,0.0,False,0.021565044748342053,Voting,Voting,False,0.10839990049024725
51,29,401,2,7,False,True,0.5568532467633528,False,0.4,True,0.5271468212120918,RandomForest,Voting,True,0.4029981938683298
2,34,115,1,1,False,False,0.12961528293632238,False,0.1,False,0.15560587368603862,Voting,Voting,False,0.12455605385981422
3,10,59,0,1,False,False,0.08969723801052297,False,0.1,False,0.4376210485842443,Voting,Voting,False,0.13773570437195132
2,28,257,1,1,False,False,0.11553653491643676,False,0.1,False,0.2323910693732369,Voting,Voting,False,0.12457357122090085
4,6,25,0,1,False,False,0.08697964796423836,False,0.0,False,0.07073043357261825,Voting,Voting,False,0.06026205554280399
1,0,0,0,0,False,False,0.07373110056346548,False,0.0,False,0.10341517758166154,Voting,Voting,False,0.05671931566614418
1,11,308,0,28,False,False,0.3953632553338084,False,0.0,False,0.31088037421640025,Voting,Voting,False,0.31482340883114823
4,2,2,0,1,False,False,0.08245720766714887,False,0.0,False,0.07917416498765814,Voting,Voting,False,0.05870082811129195
5,44,434,0,28,False,False,0.4839612122399622,False,0.1,False,0.06365457988702859,Voting,Voting,False,0.31006933945295634
8,121,398,2,1,False,True,0.7993641329402635,False,0.4,False,0.4521787341579758,Voting,Voting,True,0.681488260356006
0,2,2,0,1,False,False,0.07619299126217657,False,0.0,False,0.1553115163767958,Voting,Voting,False,0.06489595074423146
4,5,19,0,0,False,False,0.08402224739790531,False,0.15,False,0.3461066075185253,Voting,Voting,False,0.13668069433085073
20,133,1008,2,4,False,True,0.6142050834655772,False,0.4,True,0.5884153749999761,RandomForest,Voting,True,0.4098010418025116
19,44,410,0,1,False,False,0.17741571319786742,True,0.6,False,0.47176420124135704,Voting,Voting,False,0.4094578733563256
4,20,93,0,1,False,False,0.10484129866730962,False,0.1,False,0.20417554477929176,Voting,Voting,False,0.1163553069834043
0,1,1,0,1,False,False,0.07504355820634205,False,0.0,False,0.14374025934731027,Voting,Voting,False,0.0627200997188142
9,13,105,0,2,False,False,0.1059996461180514,False,0.1,False,0.3564630185055301,Voting,Voting,False,0.13679919441702748
3,10,43,0,1,False,False,0.09011210335476452,False,0.0,False,0.10785317299878076,Voting,Voting,False,0.06691652008720571
6,19,87,0,1,False,False,0.107370532996481,False,0.1,False,0.11851616718593685,Voting,Voting,False,0.10673057128106168
4,19,57,0,1,False,False,0.10435619711083527,False,0.0,False,0.1470879751297062,Voting,Voting,False,0.08037149073546995
22,41,378,1,5,False,True,0.5445013684855811,True,0.6,True,0.5931131718486012,Voting,Voting,True,0.5710765750658481
2,7,33,4,1,False,False,0.12298374935784195,False,0.0,False,0.03625160561397165,Voting,Voting,False,0.07693792866004122
8,19,149,1,4,False,False,0.12366845220563305,False,0.4,False,0.09544513670656156,Voting,Voting,False,0.2180852596017946
0,4,6,0,1,False,False,0.07849137232388315,False,0.0,False,0.04137507085146474,Voting,Voting,False,0.05146914675236288
