rfc,moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
17,0,False,False,0.20911311468727176,False,0.2468037518037517,False,0.05970547628655315,Voting,Voting,False,0.20850693550342797
2,1,False,False,0.16198736033232186,False,0.0,False,0.04727727719052712,Voting,Voting,False,0.16070425078003397
6,0,False,False,0.16034620440653596,False,0.07024743230625584,False,0.06180946468771435,Voting,Voting,False,0.15945652340434577
25,0,False,False,0.17351925543551686,False,0.0,False,0.003012163483315671,Voting,Voting,False,0.17187335665464143
116,0,False,False,0.3181372948339709,False,0.0,False,0.1899617049084486,Voting,Voting,False,0.3161033091535139
4,0,False,False,0.4606349556486424,True,0.9230591290816734,True,0.5115389793460526,Voting,Voting,False,0.46288177142768533
4,2,False,False,0.1749795229994611,False,0.0,False,0.08024914749198518,Voting,Voting,False,0.17374378765279852
22,0,False,False,0.1711536491307433,False,0.235,False,0.4970502923375252,Voting,Voting,False,0.1731144445972006
27,1,False,False,0.17906473916307022,False,0.0,False,0.08842478078613386,Voting,Voting,False,0.17779958218742511
20,1,False,False,0.17350551141232393,False,0.0,False,0.08971205407670825,Voting,Voting,False,0.17232328800857538
156,5,False,True,0.5533161274308234,False,0.3,False,0.1881702288421357,Voting,Voting,True,0.5503298677900416
57,1,False,False,0.20998624742441832,False,0.0,False,0.05099608634609752,Voting,Voting,False,0.20812323834209231
163,5,False,True,0.5619586126459605,False,0.1,False,0.07914857923314238,Voting,Voting,True,0.5574441987469522
73,0,False,False,0.2275414621448483,False,0.0,False,0.3147787881416592,Voting,Voting,False,0.2269602271977376
43,0,False,False,0.3010886627627694,False,0.0,True,0.7267317824550772,Voting,Voting,False,0.3018953664875824
13,0,False,False,0.2123133880941651,False,0.0,False,0.4832238019433601,Voting,Voting,False,0.21279365291675922
63,1,False,True,0.5510900426722753,True,0.7371428571428571,True,0.8600287411494741,Voting,Voting,True,0.5535845826253025
105,3,False,True,0.6838210301187018,True,0.7916666666666666,True,0.9729265662934868,Voting,Voting,True,0.6857114184131984
54,0,False,True,0.5354275289526379,False,0.0,True,0.7612718368945335,RandomForest,Voting,True,0.534003094908215
60,1,False,False,0.21379491498052125,False,0.2,False,0.3282258233512105,Voting,Voting,False,0.2143276019518009
56,2,False,False,0.22201992744047871,False,0.0,False,0.06769328276211745,Voting,Voting,False,0.22011460713611078
47,1,False,False,0.1983088017274568,False,0.0,False,0.06433178804464998,Voting,Voting,False,0.19662904465443506
67,0,False,False,0.21880208686898686,False,0.0,False,0.18815093053768506,Voting,Voting,False,0.21762726935904309
55,1,False,False,0.20752859498711151,False,0.0,False,0.05735988559510154,Voting,Voting,False,0.20571745433418895
5,1,False,False,0.16361913437417833,False,0.0,False,0.18737019969021496,Voting,Voting,False,0.16303802553961147
35,0,False,False,0.2655075147679065,False,0.0,False,0.4876119156507754,Voting,Voting,False,0.26544751290081225
4,2,False,False,0.16166697559517315,False,0.0,False,0.05139505908707261,Voting,Voting,False,0.16005500639902434
41,0,False,True,0.5363428874524908,False,0.0,True,0.507656295243008,RandomForest,Voting,True,0.5322318969682182
7,0,False,False,0.16759906537172586,False,0.0,False,0.004937484013776286,Voting,Voting,False,0.16569212252218812
10,0,False,False,0.1700563554603658,False,0.0,False,0.0051523874508591855,Voting,Voting,False,0.16812485809891362
3,1,False,False,0.15825561440457733,False,0.0,False,0.029814384024482686,Voting,Voting,False,0.15657431108888425
24,1,False,False,0.17647723155410447,False,0.0,False,0.08309138343492828,Voting,Voting,False,0.1748324618343418
35,0,False,False,0.2789292265254134,False,0.0,False,0.1128254066847806,Voting,Voting,False,0.2761235765129155
2,0,False,False,0.1638217418737317,False,0.0,False,0.00196657393484748,Voting,Voting,False,0.1619361182130228
31,1,False,False,0.1840193985758072,False,0.0,False,0.08380642963973274,Voting,Voting,False,0.1822470878701695
10,0,False,False,0.1700563554603658,False,0.0,False,0.0051523874508591855,Voting,Voting,False,0.16812485809891362
99,3,False,False,0.3364894784423831,True,0.9,True,0.5087974460096275,Voting,Voting,False,0.34107698433315753
43,1,False,False,0.19860013994719053,False,0.0,False,0.10969824927771056,Voting,Voting,False,0.19668407707782898
37,0,False,False,0.19801188237787198,False,0.0,False,0.11879790268560568,Voting,Voting,False,0.19619230442617588
72,1,False,True,0.5767836717494425,True,0.95,True,0.5501094549600529,Voting,Voting,True,0.579271607764447
20,0,False,False,0.1792191174642257,False,0.0,False,0.004696931774041907,Voting,Voting,False,0.17716970092714238
52,1,False,False,0.21095706835822148,False,0.0,False,0.08990776072260481,Voting,Voting,False,0.20875660918562283
67,1,False,False,0.4568202730284536,True,0.5314285714285715,False,0.4993779621666552,Voting,Voting,False,0.45756952114179755
22,0,False,False,0.29233488266510604,False,0.3761904761904761,False,0.09159020732668638,Voting,Voting,False,0.291903781925968
4,0,False,False,0.4669597827056871,True,0.903412447319119,True,0.5109823556623552,Voting,Voting,False,0.4700557708703447
8,3,False,False,0.18005924791723493,False,0.0,False,0.04586801241957937,Voting,Voting,False,0.1782136691797338
3,0,False,False,0.1645444929597152,False,0.0,False,0.004043558016879659,Voting,Voting,False,0.16266252586004376
55,0,False,True,0.5080344874153416,True,0.8937971342383106,True,0.5110387760544792,Voting,Voting,True,0.5109908322897506
2,0,False,False,0.1638217418737317,False,0.0,False,0.00196657393484748,Voting,Voting,False,0.1619361182130228
44,1,False,False,0.19991119670970006,False,0.0,False,0.11262866923108746,Voting,Voting,False,0.1979867000053848
22,0,False,False,0.29233488266510604,False,0.3761904761904761,False,0.09159020732668638,Voting,Voting,False,0.291903781925968
3,0,False,False,0.1645444929597152,False,0.0,False,0.004043558016879659,Voting,Voting,False,0.16266252586004376
82,0,False,False,0.2693008396268461,False,0.0,False,0.055760948656951866,Voting,Voting,False,0.2664387546252259
16,1,False,False,0.1687336533173441,False,0.0,False,0.055638551735413634,Voting,Voting,False,0.16706612182401026
13,0,False,False,0.2202701601885632,False,0.0,False,0.005255076723324665,Voting,Voting,False,0.21776197410260806
5,0,False,False,0.1660394699650346,False,0.0,False,0.0027747631511638358,Voting,Voting,False,0.16413712236498695
16,0,False,False,0.1753793916110272,False,0.0,False,0.006764178985687453,Voting,Voting,False,0.17339283516764017
2,0,False,False,0.1638217418737317,False,0.0,False,0.00196657393484748,Voting,Voting,False,0.1619361182130228
181,4,False,True,0.5816155504194983,False,0.0,False,0.07560446422249806,Voting,Voting,True,0.5751065668360261
38,0,False,False,0.1992405042829032,False,0.4166666666666666,False,0.11901984085664162,Voting,Voting,False,0.20043109725767488
37,0,False,False,0.19801188237787198,False,0.0,False,0.11879790268560568,Voting,Voting,False,0.19619230442617588
8,0,False,False,0.16840261914100954,False,0.0,False,0.005023630349243221,Voting,Voting,False,0.16648793891730482
120,0,False,False,0.3698515505835422,False,0.1,False,0.03792060498771607,Voting,Voting,False,0.36635211719981653
4,0,False,False,0.4669597827056871,True,0.903412447319119,True,0.5109823556623552,Voting,Voting,False,0.4700557708703447
56,0,False,True,0.5571479263655895,True,1.0,True,0.9532296672560264,Voting,Voting,True,0.5624478514675838
33,0,False,False,0.19323464733134985,False,0.245,True,0.5006832137155052,Voting,Voting,False,0.1951066073713588
57,10,False,False,0.4315672365861372,False,0.0,False,0.07393816496943445,Voting,Voting,False,0.4265852318523649
107,4,False,True,0.7383834948973628,True,1.0,True,0.961857125796124,Voting,Voting,True,0.7412506993622424
48,0,False,False,0.2123001040314747,False,0.4766666666666667,False,0.2461626143154143,Voting,Voting,False,0.21447703503427126
72,6,False,False,0.4226443922224257,False,0.0,False,0.09111513262297692,Voting,Voting,False,0.4180243675752523
1,0,False,False,0.16311576804391278,False,0.0,False,0.0009187437507152057,Voting,Voting,False,0.1612313378108437
443,8,False,True,0.6614706057533924,True,0.7,True,0.5321676377864872,Voting,Voting,True,0.6610948489213808
20,0,False,False,0.1792191174642257,False,0.0,False,0.004696931774041907,Voting,Voting,False,0.17716970092714238
6,0,False,False,0.1906208113093991,False,0.0,False,0.4838318108495712,Voting,Voting,False,0.19081990890003356
17,0,False,False,0.2503919694497199,False,0.08516233766233766,False,0.010719700537827438,Voting,Voting,False,0.2481195011234694
48,0,False,False,0.2123001040314747,False,0.4766666666666667,False,0.2461626143154143,Voting,Voting,False,0.21447703503427126
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting,Voting,False,0.1652816075250707
39,0,False,False,0.1987952347360004,False,0.1,False,0.4940042395107758,Voting,Voting,False,0.19919130266601334
94,0,False,False,0.28171551356028063,False,0.0,False,0.15506135230750667,Voting,Voting,False,0.27979270379688365
8,0,False,False,0.17094059388623714,False,0.215479797979798,False,0.05395471649890109,Voting,Voting,False,0.17062752656336613
16,0,False,False,0.17700510306987302,False,0.14583333333333331,False,0.05222776451027767,Voting,Voting,False,0.17621509353214573
17,2,False,False,0.18336087184456884,False,0.0,False,0.1271022947051744,Voting,Voting,False,0.1819784883059443
26,0,False,False,0.18569532623362706,False,0.0,False,0.4941305892163608,Voting,Voting,False,0.18587296377618953
29,0,False,False,0.23020403510414875,False,0.0,False,0.4830417857549505,Voting,Voting,False,0.22971697180998912
31,0,False,False,0.3016032045798168,False,0.3,True,0.5029782438542653,Voting,Voting,False,0.3025005076367943
156,4,False,True,0.5267313735377811,False,0.1,False,0.10353738433320467,Voting,Voting,True,0.522507994100675
47,0,False,False,0.207893706269974,False,0.4733333333333333,False,0.4993593273037962,Voting,Voting,False,0.21132969740802765
46,0,False,False,0.20671151987027706,False,0.15666666666666665,False,0.29886356193574337,Voting,Voting,False,0.20661861091812758
5,0,False,False,0.16887813976185698,False,0.0,False,0.4845681160644856,Voting,Voting,False,0.16945346514435036
70,11,False,False,0.4753512675227641,False,0.0,False,0.23050516435487925,Voting,Voting,False,0.4704442281753148
38,0,False,False,0.19771454895477825,False,0.27,False,0.038589320256844376,Voting,Voting,False,0.1976432313241392
43,1,False,False,0.2013842362058369,False,0.0,False,0.10306043030510366,Voting,Voting,False,0.1992676063056632
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting,Voting,False,0.1652816075250707
6,1,False,False,0.16787243910144553,False,0.0,False,0.1056189859702167,Voting,Voting,False,0.16661430851955591
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting,Voting,False,0.47585772704042273
70,1,False,True,0.5707378204080309,True,0.9,False,0.4564855741793046,AdaBoost,Voting,True,0.5731039510941986
13,0,False,False,0.17463645621342958,False,0.0,False,0.07237239347742032,Voting,Voting,False,0.17311493389641852
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting,Voting,False,0.1652816075250707
111,1,False,False,0.3199548618776982,False,0.13333333333333333,False,0.2099773628921452,Voting,Voting,False,0.31867067682535494
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting,Voting,False,0.1646627425644959
73,5,False,False,0.3883225969053245,False,0.0,False,0.06651034905617534,Voting,Voting,False,0.3838427655249978
3,0,False,False,0.1675695642623638,False,0.0,False,0.03067624000606557,Voting,Voting,False,0.16595539339315804
24,2,False,False,0.1893204240986579,False,0.0,False,0.07235465804733952,Voting,Voting,False,0.18751812978103863
10,0,False,False,0.1723806605213932,False,0.21003108003108,False,0.4842414858504618,Voting,Voting,False,0.17411175378526933
24,0,False,False,0.18386063712289252,False,0.12773809523809526,True,0.6975403903612425,Voting,Voting,False,0.18591843426925203
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting,Voting,False,0.47585772704042273
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting,Voting,False,0.1646627425644959
6,0,False,False,0.1695524623252949,False,0.10653307476836887,False,0.1279177187245083,Voting,Voting,False,0.16899127118973212
25,1,False,False,0.18293283942577107,False,0.0,False,0.11126310259688296,Voting,Voting,False,0.18136852725734945
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting,Voting,False,0.1652816075250707
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting,Voting,False,0.47585772704042273
9,0,False,False,0.17165418610257452,False,0.0,False,0.06462290720563023,Voting,Voting,False,0.17014723815822927
21,0,False,False,0.18119884348919424,False,0.0,False,0.09157991899352373,Voting,Voting,False,0.17962002394398743
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting,Voting,False,0.1646627425644959
36,8,False,False,0.4504074062788985,False,0.0,False,0.18608463583578946,Voting,Voting,False,0.4457659115901615
23,1,False,False,0.18113240664298805,False,0.0,False,0.11236730527851947,Voting,Voting,False,0.17962599939341672
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting,Voting,False,0.47585772704042273
24,0,False,False,0.18386063712289252,False,0.12773809523809526,True,0.6975403903612425,Voting,Voting,False,0.18591843426925203
26,1,False,False,0.18385166753269505,False,0.0,False,0.11210384010196617,Voting,Voting,False,0.18226348406631213
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting,Voting,False,0.1652816075250707
41,3,False,False,0.2282608846562518,False,0.0,False,0.05983401056449151,Voting,Voting,False,0.22566636988582775
15,0,False,False,0.2317586927595073,False,0.0,False,0.4861456852094382,Voting,Voting,False,0.23160654366972794
76,4,False,False,0.3306798504691844,False,0.0,False,0.2309197459845433,Voting,Voting,False,0.32770139642762475
47,1,False,False,0.20604942924672384,False,0.0,False,0.10358332005363093,Voting,Voting,False,0.20384897260027124
38,1,False,False,0.19584803843770074,False,0.0,False,0.10426789368851072,Voting,Voting,False,0.193864574666929
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting,Voting,False,0.46300507900159843
26,0,False,False,0.2534510116091121,False,0.29500000000000004,False,0.14974012656852176,Voting,Voting,False,0.2526999053317256
17,0,False,False,0.1625228233172885,False,0.12468253968253967,False,0.026009859734364097,Voting,Voting,False,0.16082152305397998
9,0,False,False,0.15665059008271834,False,0.10571789321789322,False,0.08124865007126891,Voting,Voting,False,0.1555398588367656
39,3,False,False,0.21567891549093612,False,0.0,False,0.07855173088887422,Voting,Voting,False,0.21199532151055378
187,1,False,True,0.571400260956959,False,0.0,False,0.047858470211781086,Voting,Voting,True,0.5622725796777203
73,4,False,False,0.3365746363041857,False,0.0,False,0.2004403509630202,Voting,Voting,False,0.33185866808845393
10,4,False,False,0.2490027316521121,False,0.0,False,0.08083626900864095,Voting,Voting,False,0.24566807256649914
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting,Voting,False,0.46300507900159843
1,0,False,False,0.15167397400031316,False,0.0,False,0.019785839068118184,Voting,Voting,False,0.14936246808189554
44,0,False,False,0.3550081569352845,False,0.0,False,0.15709197435107486,Voting,Voting,False,0.34899570620591186
540,12,False,True,0.6640220027361362,False,0.4,False,0.2665080154058197,Voting,Voting,True,0.6581710256890128
28,1,False,False,0.17008235049280973,False,0.0,False,0.09633117429397983,Voting,Voting,False,0.16783887202355416
5,0,False,False,0.15404473432156693,False,0.0,False,0.06104191091584656,Voting,Voting,False,0.15211848320112833
69,2,False,False,0.23065171333873946,False,0.2,False,0.3921302708211451,Voting,Voting,False,0.23171802073460235
14,0,False,False,0.1602208034461,False,0.22,False,0.4887892697158985,Voting,Voting,False,0.16407534642079946
41,9,False,False,0.4607322866910689,False,0.1,False,0.13481428747821608,Voting,Voting,False,0.45370143569487986
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting,Voting,False,0.1619875212108352
42,10,False,False,0.459340535426709,False,0.0,False,0.07072898607909572,Voting,Voting,False,0.4506335593707802
47,1,False,False,0.18990027921412952,False,0.0,False,0.08621648645277986,Voting,Voting,False,0.18669216258367657
10,1,False,False,0.15559166523641207,False,0.0,False,0.09221829398493216,Voting,Voting,False,0.15394319024203984
10,0,False,False,0.157337356569643,False,0.0,False,0.1146421114303924,Voting,Voting,False,0.15589392785439016
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting,Voting,False,0.46300507900159843
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting,Voting,False,0.1619875212108352
30,4,False,False,0.263915478903946,False,0.0,False,0.10541916147381736,Voting,Voting,False,0.2598957711108083
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting,Voting,False,0.1619875212108352
53,13,False,False,0.46172045543630497,False,0.1,False,0.11845976234966595,Voting,Voting,False,0.4545335339942661
38,4,False,False,0.27322931812948603,False,0.0,False,0.09749544812048573,Voting,Voting,False,0.26858925202925077
72,9,False,False,0.4879714189755327,False,0.1,False,0.10319244632360187,Voting,Voting,False,0.48034493721217875
25,2,False,False,0.17552260256534544,False,0.0,False,0.11892339573238332,Voting,Voting,False,0.1735223100981117
65,4,False,False,0.3188533246696199,False,0.0,False,0.15226180777720416,Voting,Voting,False,0.31378288249341
10,0,False,False,0.157337356569643,False,0.0,False,0.1146421114303924,Voting,Voting,False,0.15589392785439016
9,0,False,False,0.15665059008271834,False,0.10571789321789322,False,0.08124865007126891,Voting,Voting,False,0.1555398588367656
26,1,False,False,0.1682659533407308,False,0.0,False,0.0985662171636453,Voting,Voting,False,0.16614877105876633
87,0,False,False,0.25284317829227315,False,0.0,False,0.09721449779000617,Voting,Voting,False,0.24975523785682985
1,0,False,False,0.15167397400031316,False,0.0,False,0.019785839068118184,Voting,Voting,False,0.14936246808189554
21,0,False,False,0.16577251347798766,False,0.0,False,0.4855928857832261,Voting,Voting,False,0.16794573465093296
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting,Voting,False,0.46300507900159843
30,3,False,False,0.20581078888425366,False,0.0,False,0.10439624940282756,Voting,Voting,False,0.20289833243542713
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting,Voting,False,0.46300507900159843
29,0,False,False,0.2204926738394033,False,0.2287698412698413,False,0.18700706413876825,Voting,Voting,False,0.22021711270977717
23,0,False,False,0.2785842889438647,False,0.0,False,0.0931814182562263,Voting,Voting,False,0.27448692716673456
51,0,False,False,0.3632410195802125,False,0.1,False,0.2280369857024871,Voting,Voting,False,0.3588454257428639
39,0,False,False,0.1828672438484894,False,0.0,False,0.10869692355070412,Voting,Voting,False,0.18011680025885224
17,0,False,False,0.1625228233172885,False,0.12468253968253967,False,0.026009859734364097,Voting,Voting,False,0.16082152305397998
13,0,False,False,0.15947977090693646,False,0.24952380952380954,False,0.4929357308289887,Voting,Voting,False,0.16357405396995747
34,2,False,False,0.1840939259629306,False,0.0,False,0.12909906162136725,Voting,Voting,False,0.1816964351603026
29,0,False,False,0.2204926738394033,False,0.2287698412698413,False,0.18700706413876825,Voting,Voting,False,0.22021711270977717
7,0,False,False,0.15531906659134748,False,0.3977289377289377,False,0.07678282440432324,Voting,Voting,False,0.1560079736308759
180,1,False,True,0.5568258581804462,False,0.0,False,0.03586283273291934,Voting,Voting,True,0.5525231510875677
2,0,False,False,0.14915438807834827,False,0.0,False,0.06680286555366677,Voting,Voting,False,0.14832302742798503
33,0,False,False,0.18464003074284008,False,0.0,False,0.4888580836994093,Voting,Voting,False,0.18536551278707047
13,4,False,False,0.1833398902052875,False,0.0,False,0.12555838433096675,Voting,Voting,False,0.18252267600012015
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting,Voting,False,0.24275134173950258
64,0,False,False,0.3986644863871312,False,0.0,False,0.19461963079129807,Voting,Voting,False,0.3951131733512903
4,0,True,False,0.4442938109364322,True,0.9073439763744168,True,0.5107472245397805,Voting,Voting,False,0.44587202000737725
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting,Voting,False,0.24275134173950258
64,0,False,False,0.3986644863871312,False,0.0,False,0.19461963079129807,Voting,Voting,False,0.3951131733512903
66,3,False,False,0.2316199838292629,False,0.0,False,0.05821071969843725,Voting,Voting,False,0.22935446834017237
56,1,False,False,0.2069843173209648,False,0.0,False,0.054832518168831404,Voting,Voting,False,0.20491970647667335
19,0,False,False,0.16705000490286956,False,0.06666666666666668,False,0.10167493382931628,Voting,Voting,False,0.16637849528843635
85,1,False,False,0.26084304440307793,False,0.0,False,0.2592553108384997,Voting,Voting,False,0.2600919712432968
19,0,False,False,0.16705000490286956,False,0.06666666666666668,False,0.10167493382931628,Voting,Voting,False,0.16637849528843635
23,1,False,False,0.1607255553726233,False,0.0,False,0.06692009104225609,Voting,Voting,False,0.1596454845335734
33,1,False,False,0.17320100006338768,False,0.0,False,0.14645295870093347,Voting,Voting,False,0.17218998082169648
31,0,False,False,0.18198032835277647,False,0.37857142857142856,False,0.4946283563080208,Voting,Voting,False,0.1846289944881599
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting,Voting,False,0.24275134173950258
12,0,False,False,0.15919321751193985,False,0.0,False,0.4854571808993458,Voting,Voting,False,0.16051933112300334
57,2,False,False,0.2053339831738277,False,0.0,False,0.11855973313398045,Voting,Voting,False,0.20356935463456202
96,2,False,False,0.4536751733488781,True,0.9,False,0.4890948049387554,Voting,Voting,False,0.45489691399912674
72,4,False,False,0.27545971122503604,False,0.0,False,0.1556085634380216,Voting,Voting,False,0.2733429229678666
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting,Voting,False,0.18801887233705464
115,4,True,True,0.7325857613523428,True,0.8,True,0.7830403480235089,Voting,Voting,True,0.7329762292253437
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting,Voting,False,0.18801887233705464
40,1,False,False,0.1827317992373351,False,0.0,False,0.04440989381392019,Voting,Voting,False,0.18094532778897
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting,Voting,False,0.18801887233705464
67,1,False,False,0.3924287763042764,False,0.2,False,0.24514611663968885,Voting,Voting,False,0.39052775035758164
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting,Voting,False,0.1694869634696488
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting,Voting,False,0.1694869634696488
4,1,False,False,0.4341685969957032,False,0.36214007885198296,False,0.3055806348059557,Voting,Voting,False,0.4332954765056768
13,0,False,False,0.2713863775017419,False,0.0,False,0.4943214725463041,Voting,Voting,False,0.271842041336747
57,0,False,True,0.5202663827224335,True,0.9005050505050505,False,0.4995353988826896,AdaBoost,Voting,True,0.5228192146118192
60,0,False,True,0.5585482114965031,True,1.0,True,0.8433130511098952,Voting,Voting,True,0.5627823483755305
50,0,False,True,0.5424945777937252,True,1.0,True,0.8186518348226032,Voting,Voting,True,0.5468277844003335
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting,Voting,False,0.18801887233705464
29,2,False,False,0.16442965124573328,False,0.0,False,0.06748207225697671,Voting,Voting,False,0.16318392173545518
14,0,False,False,0.2280376357320405,False,0.2725,False,0.05091812461014932,Voting,Voting,False,0.22719982639184846
2,0,False,False,0.14915438807834827,False,0.0,False,0.06680286555366677,Voting,Voting,False,0.14832302742798503
87,1,False,False,0.26513050893018114,False,0.0,False,0.12626061613506562,Voting,Voting,False,0.2637130614799971
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting,Voting,False,0.18801887233705464
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting,Voting,False,0.1694869634696488
29,1,False,False,0.16804836303157833,False,0.0,False,0.0571198127162903,Voting,Voting,False,0.16670461434472744
25,0,False,False,0.17429159099205468,False,0.0,False,0.4886718070984803,Voting,Voting,False,0.1754093509887919
47,3,False,False,0.1974899900350887,False,0.0,False,0.057556463707245036,Voting,Voting,False,0.19557489818598323
11,1,False,False,0.14759434715442568,False,0.0,False,0.17441818828568892,Voting,Voting,False,0.1473386653986926
17,0,False,False,0.1647387555037226,False,0.2702886002886003,False,0.4886570178899029,Voting,Voting,False,0.16682889876633555
28,0,False,False,0.3447477424501045,False,0.0,True,0.50659857712627,Voting,Voting,False,0.3442199211393626
15,0,False,False,0.16248019908370373,False,0.0,False,0.4876837711138706,Voting,Voting,False,0.16379042435676167
18,0,False,False,0.2697188342113798,False,0.06,False,0.0565680730316657,Voting,Voting,False,0.26816675437718235
52,1,False,False,0.3051080660293882,False,0.0,False,0.06296142401059886,Voting,Voting,False,0.30122462952556245
21,0,False,False,0.3327291962786488,False,0.12148809523809526,False,0.4827740423986927,Voting,Voting,False,0.33284218150599443
2,0,False,False,0.2583085355360437,False,0.0,False,0.02336174174471557,Voting,Voting,False,0.2566864949117606
85,2,False,True,0.6907484487600056,True,1.0,True,0.9940555869204124,Voting,Voting,True,0.6928713188677441
47,0,False,False,0.2965031936213936,False,0.3666666666666665,False,0.010953080602794598,Voting,Voting,False,0.29576475384558476
