wmc,lcom,ce,mfa,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
7,0,7,0.571428571,0.47619047600000003,True,False,0.16376946586594107,False,0.3,False,0.4630362024656671,Voting
19,61,0,0.46428571399999996,0.305555556,False,False,0.1551653575956317,False,0.0,False,0.2676675257618979,Voting
2,1,5,0.0,0.5,True,False,0.18090124233707616,False,0.0,False,0.1781376416131194,Voting
3,3,3,0.967741935,0.533333333,False,False,0.07586610709997894,False,0.0,False,0.0878023232243143,Voting
9,2,9,0.6,0.37777777799999995,True,False,0.21215987732185812,False,0.5,False,0.4679875482547526,Voting
5,10,2,0.0,0.5,False,False,0.1375580375590745,True,0.8,True,0.6333738848603765,Voting
43,897,44,0.505882353,0.06760411,True,True,0.9993504052427049,True,1.0,True,0.8921109517826684,Voting
1,0,1,0.0,1.0,False,False,0.05257468865185025,False,0.0,False,0.09252354973468746,Voting
4,6,7,0.9375,0.4166666670000001,False,False,0.478955928348684,False,0.3,False,0.3609238831406411,Voting
5,0,1,0.8666666670000001,0.4,False,False,0.4146600930542364,False,0.5,False,0.4174659001945337,Voting
5,0,1,0.0,0.46666666700000003,False,False,0.13192061402108468,False,0.2,False,0.09597488512245164,Voting
3,0,4,0.666666667,0.611111111,False,False,0.09368695673989816,False,0.5,False,0.36919260340273,Voting
10,0,8,0.75,0.385714286,True,True,0.5150812103705348,False,0.4,False,0.4916159078493627,Voting
20,118,3,0.5476190479999999,0.316666667,False,False,0.2546037774484086,False,0.2,False,0.1942362752235536,Voting
6,15,9,0.882352941,0.333333333,False,False,0.19558325052553607,False,0.1,False,0.12726021105919091,Voting
9,18,2,0.0,0.4,True,False,0.4896709467342544,True,0.8,False,0.4539889996611334,RandomForest
28,0,9,0.0,0.25,True,True,0.934673411223752,True,0.9,True,0.7862350046947221,Voting
6,3,2,0.0,0.46666666700000003,False,False,0.4711700694738566,True,0.6,False,0.4617360507359211,Voting
3,1,5,0.0,0.46666666700000003,False,False,0.1832797221017751,False,0.5,True,0.523747814830847,Voting
5,10,8,0.9090909090000001,0.4,False,True,0.5046136836697843,True,0.6,True,0.9018488817551188,Voting
5,0,4,0.0,0.48,True,True,0.5004212116126515,False,0.2,True,0.5031217116806377,Voting
8,6,3,0.666666667,0.375,False,False,0.11806202874801992,False,0.3,False,0.3087742662757801,Voting
1,0,1,0.0,1.0,False,False,0.055265498650149736,False,0.1,False,0.050016056650058406,Voting
25,298,5,0.0,0.213333333,False,True,0.8861030177808883,True,0.9,True,0.6439007247483346,Voting
6,5,4,0.0,0.333333333,True,True,0.5247935549600592,True,0.6,False,0.35992804235573245,Voting
4,6,7,0.9375,0.39285714299999996,True,False,0.4857267498074945,False,0.4,True,0.5626772201353014,AdaBoost
24,274,0,0.0,0.16847826100000002,False,False,0.4808180909973969,True,0.7,False,0.43835797392712494,Voting
4,6,8,0.9375,0.39285714299999996,False,True,0.5026210127411049,False,0.4,True,0.602161939884074,RandomForest
5,10,8,0.9090909090000001,0.37142857100000004,False,True,0.5092957554911738,False,0.4,True,0.5821800188161096,RandomForest
5,10,4,0.0,0.3,False,True,0.5283627670363805,True,0.6,True,0.6714591298196336,Voting
3,1,0,0.0,0.5,False,False,0.43389152979671597,True,0.7,True,0.7740477225139017,Voting
15,9,17,0.0,0.333333333,False,True,0.9506883694523628,True,0.8,True,0.5518061324427618,Voting
4,6,5,0.9459459459999999,0.45833333299999995,False,False,0.11039144233650927,False,0.5,False,0.3642145098992697,Voting
9,34,10,0.5625,0.26388888899999996,True,False,0.2592145908777808,True,0.8,False,0.3951042891264048,RandomForest
41,820,41,0.0,0.069767442,True,True,0.9998434600358952,True,1.0,True,0.9364182728081272,Voting
7,1,1,0.0,0.46428571399999996,False,False,0.4575514543323844,False,0.5,False,0.22458161938530014,Voting
1,0,1,1.0,1.0,False,False,0.02331737826559629,False,0.1,False,0.0302477311251663,Voting
4,4,3,0.5,0.45833333299999995,False,False,0.1139753747155951,False,0.4,False,0.4525390548327923,Voting
6,13,4,0.9090909090000001,0.4,False,False,0.1083481100168603,False,0.4,False,0.15912554030672724,Voting
6,15,1,0.0,0.916666667,False,False,0.06156496494461695,False,0.0,False,0.2334214926381532,Voting
8,8,9,0.6315789470000001,0.375,False,True,0.5481464923960042,True,1.0,True,0.5163586729971861,Voting
4,6,0,0.0,0.5,False,False,0.10125735133727086,False,0.0,False,0.2516058178761181,Voting
3,3,2,0.7142857140000001,0.666666667,False,False,0.054692682417442136,False,0.0,False,0.02742655961132277,Voting
6,0,8,0.0,0.4166666670000001,False,True,0.5817587710895435,False,0.5,False,0.4634132919593943,Voting
32,418,14,0.0,0.175,True,True,0.6362775297304419,True,0.9,False,0.4565095497448571,Voting
15,25,23,0.697674419,0.251851852,True,True,0.9909889388862396,True,0.7,False,0.4282142422278133,Voting
6,0,4,0.75,0.375,True,False,0.11476089790535865,True,0.6,False,0.4426024768714116,RandomForest
1,0,1,0.0,1.0,False,False,0.05410146692963338,False,0.0,False,0.08876868810103086,Voting
4,0,6,0.666666667,0.5,False,False,0.13497550258451316,False,0.4,False,0.3591254491687576,Voting
5,10,6,0.9090909090000001,0.4,False,False,0.12698207557117852,False,0.1,False,0.11346905730272655,Voting
7,11,0,0.0,0.523809524,False,False,0.09752301266077523,False,0.0,False,0.1822639868300967,Voting
5,10,2,0.0,0.48,True,False,0.13527183256013214,False,0.2,False,0.23665102264404014,Voting
5,10,14,0.692307692,0.44,True,True,0.6377167413999041,True,1.0,True,0.9246740719286152,Voting
2,1,2,0.8888888890000001,0.666666667,False,False,0.045735645687389935,False,0.0,False,0.014644852599119372,Voting
16,112,0,0.0,0.226666667,False,False,0.19280758371005385,False,0.1,False,0.4547495430344794,Voting
8,2,7,0.6315789470000001,0.325,False,True,0.5210988389435312,True,0.9,True,0.6969983500888544,Voting
40,0,16,0.0,0.105128205,True,True,0.9885377976609462,True,0.7,False,0.3677263287003366,Voting
3,3,2,0.0,0.5555555560000001,False,False,0.12315092477909055,False,0.1,False,0.20799581642597145,Voting
1,0,0,0.0,1.0,False,False,0.045267850985236585,False,0.0,False,0.10764309312645773,Voting
5,8,4,0.9090909090000001,0.4,True,False,0.09610392938436862,False,0.5,False,0.3954156786758674,Voting
3,3,0,0.0,0.666666667,False,False,0.07831322443247696,False,0.0,False,0.08414357456299583,Voting
5,10,4,0.0,0.68,True,False,0.13546303306680801,False,0.4,False,0.35532349966269344,Voting
4,6,0,0.0,0.4166666670000001,True,False,0.12341661241525673,False,0.1,False,0.0901165503038553,Voting
2,1,1,0.9411764709999999,0.833333333,False,False,0.029197356707732908,False,0.0,False,0.05818234616514456,Voting
3,3,0,0.0,0.666666667,False,False,0.0822372794779541,False,0.0,False,0.15071461063213373,Voting
12,66,0,0.0,0.583333333,False,False,0.4273597278822695,False,0.0,False,0.2760532712628049,Voting
3,3,0,0.0,0.5,False,False,0.2752445096355362,False,0.22666666666666666,False,0.3926113306188436,Voting
3,3,2,0.7142857140000001,0.666666667,False,False,0.058532415905646035,False,0.0,False,0.062168232355777585,Voting
5,10,6,0.9090909090000001,0.4,False,False,0.1298807412730696,False,0.0,False,0.16721105055279475,Voting
12,0,1,0.0,0.39583333299999995,False,False,0.1450326087545476,False,0.3,False,0.4165194174448701,Voting
4,6,0,0.0,1.0,False,False,0.045101999840041145,False,0.2,False,0.18218857847197745,Voting
6,0,4,0.0,0.5,False,False,0.4986062210233338,False,0.5,True,0.5899614221996984,Voting
14,47,6,0.0,0.384615385,True,True,0.5554117610751582,False,0.5,True,0.5672596401586688,Voting
5,0,3,0.8235294120000001,0.5,False,False,0.08270159442417897,False,0.3,False,0.44519063105891377,Voting
3,3,5,0.666666667,0.444444444,False,False,0.4628047902957126,False,0.4,False,0.3851146541493498,Voting
10,31,8,0.0,0.271428571,True,True,0.5997042835556498,True,0.7,True,0.6562750414764182,Voting
2,1,2,0.8,0.666666667,False,False,0.054126029863884366,False,0.1,False,0.07566157834892404,Voting
5,8,5,0.692307692,0.44,True,False,0.4611254518046034,True,0.6,True,0.5281034822898009,Voting
4,0,3,0.571428571,0.45,True,False,0.4428637692981447,True,0.9,True,0.8224919619733811,Voting
6,1,13,0.642857143,0.36111111100000004,True,True,0.6249654020729241,True,0.7,True,0.7221156030932991,Voting
1,0,4,0.0,1.0,False,False,0.4141021075342364,False,0.3,False,0.399603126751132,Voting
3,3,4,0.9722222220000001,0.533333333,False,False,0.07851632615923375,False,0.0,False,0.06252651152181286,Voting
6,9,1,0.0,0.444444444,False,False,0.13159981325258915,False,0.5,False,0.1831102290535892,Voting
20,110,5,0.0,0.18125,True,True,0.7026034786820429,True,0.8,True,0.5479827719879138,Voting
44,946,43,0.0,0.064646465,True,True,0.9997474132738768,True,0.9,True,0.9570009769069592,Voting
1,0,1,0.0,1.0,False,False,0.06366715546025263,False,0.0,False,0.03205922998502008,Voting
2,1,6,0.947368421,1.0,False,False,0.062468127232681386,False,0.1,False,0.2428191136120281,Voting
4,0,0,0.9189189190000001,0.666666667,False,False,0.037165878149036026,False,0.0,False,0.06702789985981346,Voting
5,10,4,0.8620689659999999,0.666666667,False,False,0.07595281534761651,False,0.4,False,0.4862493713034002,Voting
18,133,3,0.0,0.333333333,False,True,0.7623805367051572,True,0.7,False,0.4835574751875522,AdaBoost
5,0,0,0.0,0.46666666700000003,False,False,0.10737824222858464,False,0.2333333333333333,False,0.2963585472955445,Voting
3,3,2,0.0,0.666666667,False,False,0.1112780797863254,False,0.0,False,0.2545432796154706,Voting
4,0,0,0.0,0.625,False,False,0.08815362722117938,False,0.0,False,0.0813649082640373,Voting
13,48,6,0.0,0.24175824199999998,True,True,0.5769795867630502,True,0.6,True,0.5993167564852322,Voting
10,0,11,0.0,0.42222222200000004,True,True,0.6220873543736413,True,0.9,True,0.6718483175476239,Voting
22,177,12,0.637931034,0.30909090899999997,False,True,0.5954984221527652,False,0.5,False,0.3411482604803646,Voting
3,3,4,0.7142857140000001,0.5,False,False,0.1058329198705302,False,0.2,False,0.2496656713230416,Voting
2,1,2,0.0,0.666666667,False,False,0.11169514370160437,True,0.6,False,0.3189178171197149,Voting
5,10,9,0.9090909090000001,0.4,True,True,0.517422743732468,True,1.0,True,0.8802681589879016,Voting
2,1,1,0.0,0.75,False,False,0.08790520645890154,False,0.3,False,0.2499106280802423,Voting
6,3,2,0.0,0.38888888899999996,True,False,0.14832527452173214,False,0.3,False,0.2735026286252673,Voting
6,13,18,0.642857143,0.35714285700000004,True,True,0.9087041328314506,True,0.6,False,0.4540225229842546,Voting
3,3,0,0.0,1.0,False,False,0.053557546412636325,False,0.0,False,0.2970070249384061,Voting
5,0,6,0.9090909090000001,0.433333333,False,False,0.1273365031166965,False,0.0,False,0.08397774553799299,Voting
30,435,10,0.0,0.133333333,False,True,0.9663856588701362,True,0.9,True,0.8529755168355174,Voting
9,30,2,0.0,0.236111111,True,False,0.17305879143474506,True,0.6,True,0.5155327909171398,Voting
9,10,24,0.0,0.365079365,True,True,0.99465924737254,True,0.7,True,0.5402417943772032,Voting
5,10,0,0.0,0.666666667,False,False,0.08381187770130451,False,0.1,False,0.14842402893260734,Voting
5,0,15,0.9090909090000001,0.46666666700000003,False,False,0.32911434091216485,False,0.5,False,0.4905623609575042,Voting
4,6,6,0.9375,0.4166666670000001,False,False,0.12537251202208818,False,0.1,False,0.06431257000317886,Voting
4,6,0,0.0,0.375,False,False,0.4687870657063627,True,0.9,True,0.6427621048543919,Voting
6,9,0,0.0,0.4,False,False,0.12946081758630384,False,0.2,False,0.4973800568610368,Voting
5,10,6,0.9090909090000001,0.4,False,False,0.13053817466369114,False,0.0,False,0.09502735438119704,Voting
5,10,9,0.9090909090000001,0.4,True,True,0.5132963381666857,True,1.0,True,0.8545480279907429,Voting
2,1,1,0.0,0.75,False,False,0.08450273796392123,False,0.2,False,0.17897728091630524,Voting
11,27,9,0.545454545,0.28571428600000004,False,True,0.5797820161270003,True,0.7,True,0.9128124423204518,Voting
10,3,2,0.833333333,0.38,False,False,0.4199719289856245,False,0.2,True,0.5255816260768488,Voting
5,0,15,0.818181818,0.5,True,False,0.3275595145594422,False,0.4,False,0.4711522375787363,Voting
9,0,5,0.7777777779999999,0.355555556,False,False,0.4702760621364117,True,0.7,True,0.7465171399087057,Voting
4,0,6,0.571428571,0.541666667,False,False,0.4712459711872183,False,0.5,False,0.41011108621834697,Voting
1,0,1,0.0,1.0,False,False,0.05499531594715354,False,0.0,False,0.0915704590416098,Voting
4,2,9,0.727272727,0.4375,True,True,0.5262118471566392,True,0.6,False,0.4973815991061135,Voting
6,7,8,0.0,0.4166666670000001,False,False,0.24847449482245676,False,0.5,False,0.4655846837987844,Voting
0,0,0,0.0,0.0,False,False,0.3759851760547945,False,0.45,False,0.4995545702116356,Voting
10,9,15,0.0,0.44,True,True,0.8040469852644553,True,0.8,True,0.5529319547045709,Voting
3,3,1,0.0,0.666666667,False,False,0.0964355113363119,False,0.0,False,0.15562028212802134,Voting
4,6,0,0.0,0.5,False,False,0.11105559598813887,False,0.1,False,0.16293257027746305,Voting
5,0,1,0.0,0.46666666700000003,False,False,0.13131919055590946,False,0.0,False,0.13946814423344642,Voting
2,1,3,0.0,0.5,False,False,0.4890954680187142,False,0.3,True,0.6096713319963085,Voting
3,3,3,0.967741935,0.533333333,False,False,0.0677565169092556,False,0.0,False,0.09776265420514188,Voting
25,300,12,0.0,0.16,True,True,0.6230199792455603,False,0.3,False,0.3893080751146761,Voting
10,39,3,0.0,0.38888888899999996,False,True,0.5033126727455305,True,1.0,True,0.7619461971954393,Voting
3,3,3,0.967741935,0.533333333,False,False,0.0679708373015223,False,0.0,False,0.060971332939616665,Voting
9,6,14,0.529411765,0.25,True,True,0.7332336580611406,True,0.7,True,0.5527053954794947,Voting
3,3,3,0.967741935,0.533333333,False,False,0.0679708373015223,False,0.0,False,0.060971332939616665,Voting
15,29,10,0.0,0.177777778,False,False,0.3483756232913707,True,0.8,False,0.4711066729137138,Voting
7,9,13,0.625,0.428571429,True,True,0.621898900345332,True,0.8,True,0.5652800005280295,Voting
7,11,8,0.0,0.5,False,False,0.2286893821228225,True,0.6,False,0.4550336109562353,Voting
5,0,6,0.9090909090000001,0.433333333,False,False,0.12476959749116223,False,0.1,False,0.09773309918922872,Voting
19,129,4,0.0,0.203007519,True,True,0.7082935193254823,True,1.0,True,0.6173998250132271,Voting
12,64,7,0.920454545,0.606060606,False,False,0.12083142686629653,False,0.4,False,0.3958938207371281,Voting
5,2,3,0.0,0.333333333,False,True,0.5061355687697465,True,0.8,True,0.5343887150975736,Voting
3,3,2,0.7142857140000001,0.666666667,False,False,0.0605378463806294,False,0.0,False,0.05953850125948176,Voting
6,15,8,0.705882353,0.4166666670000001,False,False,0.17786272250559446,True,0.9,True,0.653525111300407,Voting
0,0,0,0.0,0.0,True,False,0.16488234282548614,False,0.0,False,0.16282918666241508,Voting
1,0,1,0.0,1.0,False,False,0.059598492111764274,False,0.0,False,0.03233477855828205,Voting
5,8,14,0.7142857140000001,0.44,True,True,0.6386277428647258,True,1.0,True,0.7786339780463724,Voting
4,6,1,0.0,0.55,True,False,0.10913027778061184,False,0.0,False,0.1804328150760376,Voting
5,10,9,0.0,0.3,True,False,0.27098569916209386,True,0.6,False,0.40848203982421005,RandomForest
1,0,0,0.0,0.0,True,False,0.4990963719991343,True,0.6,True,0.7301816444001692,Voting
3,0,1,0.666666667,0.5555555560000001,False,False,0.06354538394051278,False,0.0,False,0.1831822408326016,Voting
1,0,1,0.0,1.0,False,False,0.059598492111764274,False,0.0,False,0.03233477855828205,Voting
2,1,2,0.8888888890000001,0.666666667,False,False,0.051131502081412164,False,0.0,False,0.03921852789155634,Voting
2,1,1,0.0,0.625,True,False,0.09739768486210837,False,0.0,False,0.06358175982445889,Voting
62,1423,39,0.0,0.135483871,True,True,0.9993960847579187,True,0.9,True,0.8898451014705409,Voting
3,3,1,1.0,0.7777777779999999,False,False,0.02771502655923562,False,0.0,False,0.01612206406764611,Voting
3,3,6,0.9722222220000001,0.533333333,False,False,0.09669241597601247,False,0.0,False,0.020908302071163003,Voting
5,10,9,0.9090909090000001,0.4,True,True,0.5076576985755156,True,1.0,True,0.8951912791654647,Voting
4,6,1,0.0,0.875,False,False,0.06652764433433259,False,0.5,False,0.44356359846761456,Voting
1,0,0,0.0,0.0,True,True,0.5242259664408573,True,1.0,True,0.7472739554323349,Voting
4,6,6,0.9375,0.4166666670000001,False,False,0.11853179181986136,False,0.1,False,0.08726153369050796,Voting
5,10,6,0.9090909090000001,0.4,False,False,0.12401921552979013,False,0.0,False,0.0866942598334366,Voting
3,3,3,0.0,0.933333333,True,False,0.08171004321467615,False,0.1,False,0.174309958553437,Voting
3,1,1,0.0,0.5,False,False,0.119863047871123,False,0.1,False,0.3368433555733001,Voting
5,4,7,0.571428571,0.457142857,False,False,0.16527326046457322,True,0.7,False,0.4167248703275045,Voting
4,6,6,0.7777777779999999,0.583333333,False,False,0.43917593282658135,False,0.3,False,0.2839957860708603,Voting
3,3,1,0.0,0.833333333,False,False,0.07120891019089205,False,0.0,False,0.06670126522821837,Voting
3,1,0,0.0,0.5,True,False,0.10627005472001694,False,0.0,False,0.12710031510136716,Voting
3,3,1,1.0,0.7777777779999999,False,False,0.02771502655923562,False,0.0,False,0.01612206406764611,Voting
28,24,8,0.0,0.17857142899999998,True,True,0.5811676144799578,True,0.6,False,0.4389354219228058,Voting
4,0,6,0.0,0.5,False,False,0.1985628371144212,False,0.2,False,0.2683176962095901,Voting
3,0,5,0.0,0.5555555560000001,True,True,0.5047734489456867,False,0.5,False,0.2941037089189378,Voting
28,0,5,0.0,0.17857142899999998,True,True,0.5342741433156138,False,0.3,False,0.4248727875277295,Voting
1,0,0,0.0,1.0,False,False,0.0457956424633194,False,0.0,False,0.08768398961990721,Voting
6,11,8,0.9090909090000001,0.4,True,False,0.1567096563896326,False,0.1,False,0.02791266481179223,Voting
2,1,4,0.9,0.75,False,False,0.0537742059105138,False,0.0,False,0.1063058709375976,Voting
18,0,3,0.375,0.22689075600000005,False,True,0.5361935448147753,True,0.7,False,0.4706004461931439,AdaBoost
4,6,4,0.9375,0.4166666670000001,False,False,0.08220277905394957,False,0.5,False,0.4787092462993213,Voting
6,13,4,0.9090909090000001,0.4,False,False,0.08557190276543734,False,0.4,False,0.20822562585418453,Voting
3,3,3,0.984615385,0.5,False,False,0.056561063230296436,False,0.0,False,0.049951908490451766,Voting
7,9,14,0.857142857,0.326530612,False,True,0.7154339638130924,False,0.4,True,0.5341019527969418,RandomForest
7,9,11,0.857142857,0.387755102,False,True,0.57176804380835,True,0.7,True,0.5426026826394105,Voting
0,0,0,0.0,0.0,False,False,0.3521377273612258,True,0.6133333333333333,True,0.500703163566512,Voting
3,3,2,0.0,0.5555555560000001,False,False,0.12272994919704375,False,0.1,False,0.16062777427991073,Voting
24,0,1,0.0,0.3125,False,False,0.29031546977786377,False,0.1,False,0.32107377661307274,Voting
3,3,3,0.967741935,0.533333333,False,False,0.054491395747075205,False,0.0,False,0.06073129998490269,Voting
6,0,6,0.0,0.45833333299999995,False,False,0.2179445147944787,False,0.3,False,0.2160024712785054,Voting
9,24,9,0.529411765,0.296296296,True,False,0.24654969390401285,True,0.6,True,0.5269542989155211,Voting
40,780,16,0.0,0.1875,True,True,0.9701182833167192,True,1.0,True,0.7442001333479321,Voting
6,0,6,0.736842105,0.5277777779999999,True,False,0.12000309909800096,False,0.3,False,0.3694881283440276,Voting
4,0,0,0.0,0.625,False,False,0.07910569903408705,False,0.1,False,0.14904120776264754,Voting
17,136,2,0.0,0.21008403399999998,True,False,0.2769138145273088,False,0.2,False,0.444512340779964,Voting
15,51,22,0.8478260870000001,0.373333333,False,True,0.6550783806031104,True,0.6,True,0.5104265140290916,Voting
0,0,4,0.0,0.0,False,False,0.4230788565621412,True,0.6133333333333334,False,0.4959659303388224,Voting
4,6,5,0.0,0.5,False,True,0.5246229610644823,False,0.3,False,0.464910898748567,Voting
5,8,7,0.9090909090000001,0.4,True,False,0.4740499857800033,False,0.3,True,0.5557424201004599,AdaBoost
25,300,7,0.0,0.24,True,True,0.5604663312074948,False,0.4,False,0.4908305627662712,Voting
3,3,4,0.0,0.583333333,True,False,0.4905808195002948,False,0.4,False,0.4960828758495256,Voting
7,0,2,0.0,0.857142857,False,False,0.07853723550139859,False,0.1,False,0.210679794996104,Voting
