cbo,rfc,ce,npm,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,6,0,2,0.5,False,False,0.12700444548270445,False,0.0,False,0.020985037757231324,Voting
5,2,2,2,1.0,False,False,0.08258158322135087,False,0.0,False,0.00857433765494905,Voting
4,14,4,4,0.4375,False,False,0.22253829448172188,False,0.0,False,0.07222660256443175,Voting
4,25,0,21,0.210884354,False,True,0.557152699137852,False,0.5,False,0.44080828739081934,Voting
3,0,1,0,0.0,False,False,0.2187804881823522,False,0.0,False,0.04971939880541516,Voting
13,74,13,23,0.204545455,True,True,0.5043511961574567,True,0.7,False,0.3552462652483744,Voting
19,56,19,11,0.173076923,True,True,0.9630363526343622,False,0.5,True,0.5653592793883991,Voting
4,21,2,14,0.47619047600000003,False,False,0.19492343428708284,False,0.0,False,0.2398919009494917,Voting
5,4,1,4,0.45,False,False,0.1874533052405555,False,0.0,False,0.34957670799842666,Voting
1,2,1,1,1.0,False,False,0.07034766555855497,False,0.0,False,0.02924395481542132,Voting
3,5,3,3,0.5,False,True,0.5404686795487692,True,1.0,True,0.924150320805452,Voting
2,2,2,1,1.0,False,False,0.08572054080381615,False,0.0,False,0.014903222764824453,Voting
2,6,0,6,0.916666667,False,False,0.061412768228425875,False,0.0,False,0.03255067872468617,Voting
11,21,11,3,0.833333333,False,False,0.2262363296389757,False,0.0,False,0.3010218935985332,Voting
8,13,6,13,0.326923077,False,True,0.7242323636910379,False,0.3,False,0.4826172586687612,Voting
3,22,3,12,0.27777777800000003,False,False,0.2601335717361199,False,0.3,False,0.2805477172008503,Voting
5,10,5,2,0.75,False,False,0.15258232730533886,False,0.0,False,0.01792791192904662,Voting
2,5,1,2,0.75,False,False,0.09127400846287363,False,0.0,False,0.049098574237872006,Voting
6,3,0,3,0.666666667,False,False,0.09574428286893133,False,0.2,False,0.05170225566349485,Voting
6,24,4,4,0.4166666670000001,False,False,0.19599175521715964,False,0.2,False,0.29960694781136976,Voting
7,3,3,3,0.583333333,False,False,0.186201040300032,True,0.8,False,0.2990896246925789,Voting
3,6,1,2,0.75,False,False,0.08630512524262056,False,0.0,False,0.13499572388683634,Voting
3,11,3,6,0.541666667,False,False,0.1844920041016039,False,0.5,False,0.1010347943551666,Voting
3,2,1,2,1.0,False,False,0.056126437612624536,False,0.1,False,0.15441659997191254,Voting
6,10,4,10,0.4,True,True,0.6229271776922212,True,0.6,False,0.4696295435546458,Voting
16,21,3,8,0.34375,True,False,0.11043178822074506,False,0.0,False,0.3024005209552836,Voting
1,11,1,6,0.428571429,False,False,0.12478774652284336,False,0.0,False,0.0219967031947032,Voting
25,92,25,27,0.140740741,False,True,0.9961388815996272,True,0.9,True,0.7566431213455644,Voting
8,33,3,26,0.132867133,False,False,0.4567005081900938,False,0.5,False,0.19851083563626484,Voting
26,99,26,22,0.12745098,False,True,0.984158302619788,True,0.7,True,0.7018361169633512,Voting
22,92,14,17,0.303921569,False,True,0.6733116871720645,True,1.0,True,0.8519681381933103,Voting
6,22,5,3,0.5,False,False,0.09890006775869176,False,0.2,True,0.5066859626776757,Voting
8,33,8,8,0.375,False,False,0.306118350056529,False,0.0,False,0.35176696332896845,Voting
5,15,1,8,0.34375,False,False,0.0969850497591312,False,0.0,False,0.1291921244010532,Voting
11,35,2,31,0.148387097,False,False,0.464331711069349,False,0.4,False,0.07707398751461346,Voting
2,20,1,7,0.39285714299999996,False,False,0.0817224744763051,False,0.0,False,0.05410210644011505,Voting
3,5,3,3,0.5,True,False,0.3397801771093329,True,0.5833333333333333,False,0.4998575421867662,RandomForest
5,10,5,2,0.75,False,False,0.14908485434218413,False,0.0,False,0.07405406644034147,Voting
2,3,2,2,0.75,False,False,0.11563419713437645,False,0.0,False,0.09241315686978599,Voting
4,7,2,7,0.35714285700000004,True,False,0.18461503373702315,False,0.1,False,0.34014745073167185,Voting
2,4,0,4,0.875,False,False,0.054993054334232364,False,0.1,False,0.270333073651009,Voting
16,114,16,11,0.13968254,True,False,0.3362287954994198,True,0.8,True,0.7280320626259961,Voting
3,24,0,21,0.35714285700000004,False,False,0.27368191738574404,False,0.1,False,0.0749134876268797,Voting
4,3,1,3,1.0,False,False,0.3840737047347725,False,0.4,True,0.5612903749277381,Voting
21,56,21,14,0.3125,False,True,0.9923492602363824,True,0.9,True,0.6463549428211496,Voting
11,65,11,24,0.302222222,False,True,0.923432398380197,False,0.4,False,0.3919615696499333,Voting
5,10,5,4,0.4375,False,True,0.562483603968676,False,0.5,False,0.32020093086442325,Voting
12,14,12,2,0.75,False,False,0.31813174990923593,False,0.4,False,0.3844700949378234,Voting
7,28,7,9,0.317460317,False,False,0.3256161846715052,False,0.4,False,0.3826824970196906,Voting
3,5,0,5,0.533333333,False,False,0.10057235670027928,False,0.0,False,0.19231888617096865,Voting
1,0,0,0,0.0,False,False,0.1510237342785991,False,0.0,False,0.12506446437465085,Voting
5,24,2,16,0.1796875,False,True,0.5582636296539519,True,0.9,True,0.5575749357417163,Voting
7,16,3,5,0.333333333,False,False,0.17374445085660792,False,0.4,False,0.3418240863545408,Voting
8,6,5,6,0.452380952,False,False,0.2539954856668829,False,0.5,True,0.5710785094022017,Voting
11,17,9,4,0.5,False,True,0.6587298448847463,True,0.6,False,0.3986451260254713,AdaBoost
2,19,2,3,0.5,False,False,0.10245699724052088,False,0.0,False,0.055346474783343085,Voting
5,24,0,23,0.295652174,False,True,0.5132768238583599,True,0.7,True,0.5404739208018294,Voting
3,1,1,1,1.0,False,False,0.06642678788307517,False,0.0,False,0.1302176716026202,Voting
0,2,0,1,1.0,False,False,0.05730067844305998,False,0.0,False,0.08054763654827353,Voting
4,13,1,5,0.533333333,False,False,0.0978780348028645,False,0.0,False,0.04689792872643453,Voting
1,23,1,18,0.473684211,False,False,0.14914373950933393,False,0.0,False,0.17622143826912787,Voting
6,14,1,13,0.35384615399999997,False,False,0.1788547935457593,False,0.0,False,0.07369027546821419,Voting
18,72,18,16,0.179487179,True,True,0.947278470233242,True,1.0,True,0.7854919906731328,Voting
5,18,5,4,0.583333333,False,False,0.16738231969312656,False,0.0,False,0.12880453951873633,Voting
2,2,2,1,1.0,False,False,0.08744881427302864,False,0.0,False,0.04708092574432818,Voting
6,18,6,9,0.26984127,False,False,0.31728982951425216,False,0.3,False,0.36843105002458093,Voting
5,15,5,5,0.5,False,False,0.20491196784187216,False,0.5,False,0.3092798630845421,Voting
7,32,7,11,0.46153846200000004,False,False,0.29388628143924594,False,0.2,False,0.3407396522275242,Voting
2,2,2,1,1.0,False,False,0.08744881427302864,False,0.0,False,0.04708092574432818,Voting
3,0,1,0,0.0,False,False,0.17197974934393792,False,0.0,False,0.1354410136372396,Voting
3,14,2,8,0.40625,False,False,0.16924136391010902,False,0.1,False,0.06685823055189917,Voting
4,12,1,7,0.571428571,False,False,0.10950121722745912,False,0.0,False,0.10627114491752283,Voting
3,0,1,0,0.0,False,False,0.1790438660218123,False,0.0,False,0.05418494445676148,Voting
2,11,2,4,0.4375,False,False,0.1435054075537802,False,0.0,False,0.00972631920138317,Voting
2,2,0,2,0.75,False,False,0.0716323805374712,False,0.0,False,0.02846045595027188,Voting
7,23,7,6,0.38888888899999996,False,False,0.2786360658257933,False,0.0,False,0.11333615168159568,Voting
9,33,2,24,0.182291667,False,False,0.35466596328960803,False,0.2,False,0.2604670263612965,Voting
6,44,6,11,0.545454545,False,False,0.2420343082975748,False,0.1,False,0.2898248990453064,Voting
1,2,0,1,1.0,False,False,0.05078166841459696,False,0.0,False,0.061049681708025764,Voting
7,16,7,6,0.3666666670000001,False,False,0.2924045157771578,False,0.0,False,0.18750747754460184,Voting
4,15,0,11,0.290909091,False,False,0.18122239347435912,False,0.0,False,0.0870653106933195,Voting
1,8,0,2,0.5,False,False,0.09601412578848678,False,0.0,False,0.0018632795619143066,Voting
22,110,22,40,0.131578947,False,True,0.6452973781906318,False,0.3,False,0.4870329865033344,Voting
8,12,8,4,0.875,True,False,0.16511937661261467,False,0.0,False,0.3124293678686848,Voting
1,8,0,4,0.666666667,False,False,0.07795495223188748,False,0.0,False,0.007205132753170532,Voting
2,12,1,3,0.5555555560000001,False,False,0.09711982590685136,False,0.1,False,0.042878247030508784,Voting
13,30,13,2,0.46666666700000003,False,True,0.8014664848570477,False,0.2,False,0.3302993223686728,Voting
11,46,11,18,0.194444444,False,True,0.5704069139133702,False,0.1,False,0.35967286441144386,Voting
4,6,4,4,0.4,True,False,0.20608031439380775,False,0.27142857142857146,False,0.3942947948024274,Voting
3,10,3,3,0.5,False,False,0.14554441668967746,False,0.07142857142857142,False,0.22352540113696687,Voting
19,68,19,16,0.148606811,False,True,0.9666108859720356,True,0.9,True,0.7494393194481057,Voting
4,4,1,3,0.666666667,False,False,0.09242353816910144,False,0.0,False,0.1572600141654191,Voting
36,166,36,37,0.126388889,False,True,0.6592090102040109,False,0.4,True,0.6010687164763261,RandomForest
9,20,5,20,0.407142857,False,True,0.6687603598390249,True,0.8,True,0.5212401667211453,Voting
4,10,4,3,0.833333333,False,False,0.42437115368632544,False,0.2,False,0.1916515272337249,Voting
15,21,1,14,0.28571428600000004,False,True,0.6045327085309492,True,0.6,True,0.5360836459261246,Voting
11,33,11,7,0.25,False,False,0.4767726929167614,False,0.2,False,0.16572972469069192,Voting
1,11,0,7,0.35714285700000004,False,False,0.13391345654436218,False,0.1,False,0.11909282648342613,Voting
6,7,3,7,0.46428571399999996,True,False,0.17707335318963838,False,0.3854219948849105,False,0.3111159109326996,Voting
19,36,19,9,0.314814815,True,True,0.9677622499463606,False,0.3,False,0.4188409582902737,Voting
2,19,2,15,0.20952381,False,False,0.2524252881850397,False,0.2,False,0.10928612332224907,Voting
4,3,2,3,0.666666667,False,False,0.09722040480635567,False,0.3,False,0.20823081193224924,Voting
2,1,1,1,1.0,False,False,0.05016333555985634,False,0.0,False,0.05387021085525903,Voting
2,26,2,7,0.452380952,False,False,0.12020318746191998,False,0.0,False,0.2388673664108113,Voting
5,19,1,13,0.23076923100000002,False,False,0.22832930707507795,False,0.3,False,0.2639048560154153,Voting
24,13,5,13,0.32967033,False,False,0.3699568993422232,True,0.9,False,0.4618712116184485,Voting
9,29,8,9,0.4318181820000001,False,False,0.3175408873239515,False,0.2,False,0.3495125883298125,Voting
4,21,2,5,0.45,False,False,0.1188819269261109,False,0.0,False,0.05432534965643861,Voting
6,2,2,2,1.0,False,False,0.056144723525424316,False,0.0,False,0.02171057474201423,Voting
2,30,2,9,0.363636364,False,False,0.15761077991294384,False,0.2,False,0.4079434974214208,Voting
3,1,1,1,1.0,False,False,0.04898131625146455,False,0.0,False,0.1437792111237335,Voting
24,91,24,19,0.16091954,True,True,0.9744375554238752,True,0.9,False,0.4948524059721841,Voting
3,8,1,4,0.666666667,False,False,0.07736166912360674,False,0.0,False,0.0972772974904184,Voting
4,33,4,12,0.198529412,False,True,0.6146471479951058,False,0.2,False,0.22697372906249166,Voting
6,1,3,1,1.0,False,False,0.06713989711765915,False,0.0,False,0.015073943852967968,Voting
9,26,3,12,0.27777777800000003,False,False,0.2707876774559461,False,0.2,False,0.3643153554904941,Voting
10,11,7,11,0.33766233799999995,True,True,0.7007602607755858,False,0.3,False,0.39117052641139377,Voting
27,25,4,17,0.245098039,False,False,0.3494917161656845,False,0.5,False,0.27534941994880585,Voting
3,18,3,8,0.4375,False,False,0.15887879915668235,False,0.3,False,0.28916485490450633,Voting
9,16,6,5,0.26666666699999997,False,False,0.29544137485248806,False,0.3,False,0.3186818676045414,Voting
19,79,19,13,0.265625,True,True,0.9411791319325324,True,0.7,True,0.5207728553144866,Voting
6,56,5,17,0.30909090899999997,False,False,0.3349684076049175,False,0.3,False,0.42508189534887453,Voting
9,5,4,5,0.433333333,False,False,0.2086810765751733,False,0.3,True,0.5018371499789711,Voting
18,6,0,5,0.8,False,False,0.03620255552551504,False,0.1,False,0.14124986947025894,Voting
5,29,2,23,0.204968944,True,False,0.25093420456159626,False,0.0,False,0.07453181911196734,Voting
2,11,0,11,0.954545455,False,False,0.03903954888782956,False,0.0,False,0.07647776779227669,Voting
17,43,4,36,0.122685185,False,False,0.3405444553999866,False,0.3,False,0.2938795860734917,Voting
4,20,4,7,0.625,False,False,0.11791493097318015,False,0.2,False,0.2931134427035454,Voting
3,5,3,2,0.75,False,False,0.10421302081340374,False,0.28,False,0.3725224942793415,Voting
1,6,0,5,0.7,False,False,0.06589892270297773,False,0.0,False,0.04701753977837788,Voting
4,6,1,5,0.6,False,False,0.09274205685455968,False,0.0,False,0.05393585369559238,Voting
5,4,3,4,0.55,False,False,0.4789500879038219,False,0.2909090909090909,False,0.3194354738538288,Voting
3,34,1,5,0.228571429,False,False,0.13449429484737307,False,0.1,False,0.2400544434262873,Voting
4,0,1,0,0.0,False,False,0.19456084048837569,False,0.1,False,0.2698617416964371,Voting
8,11,8,2,1.0,False,False,0.1430631004979061,False,0.5,True,0.5774453787821876,Voting
3,3,1,3,1.0,True,False,0.050435658935454895,False,0.0,False,0.1856756015717637,Voting
4,7,0,3,0.5,False,False,0.08946833225205215,False,0.1,False,0.2678355323500837,Voting
6,22,6,4,0.4375,False,False,0.21228226130438874,False,0.0,False,0.1586379124359293,Voting
0,10,0,9,0.481481481,False,False,0.10400272842741276,False,0.0,False,0.07051608745002498,Voting
3,0,1,0,0.0,False,False,0.2006354803945992,False,0.0,False,0.1262026094091076,Voting
2,0,1,0,0.0,False,False,0.2019080477418027,False,0.0,False,0.12599020934842314,Voting
6,18,1,17,0.294117647,False,False,0.21610222055533845,False,0.3,False,0.33098670977403816,Voting
3,21,3,5,0.4,False,False,0.16459673153257506,False,0.3,False,0.2291640523977111,Voting
2,10,2,4,0.4375,False,False,0.15684282725693652,False,0.0,False,0.07231900607178557,Voting
2,2,2,1,1.0,False,False,0.08245758631284962,False,0.0,False,0.11297852474785815,Voting
5,6,3,6,0.7777777779999999,False,False,0.4537011840217577,True,0.5846153846153845,False,0.3930277868018223,Voting
3,8,1,4,0.666666667,False,False,0.0953643899428173,False,0.2,False,0.1857687703681696,Voting
13,20,6,20,0.32857142899999997,True,False,0.3693308986178352,False,0.1,False,0.20623704785744607,Voting
6,9,4,1,0.666666667,False,False,0.13683489110374303,False,0.1,False,0.2624803317408083,Voting
7,16,2,15,0.24444444399999998,False,False,0.24758648050814736,False,0.1,False,0.2586888077615322,Voting
2,3,2,2,1.0,False,False,0.08175112367290313,False,0.1,False,0.1724912298373594,Voting
4,19,2,4,0.583333333,False,False,0.10220502957099288,False,0.0,False,0.04283278256425717,Voting
1,2,1,1,1.0,False,False,0.06923831306953324,False,0.0,False,0.1502598598538583,Voting
9,2,0,1,1.0,False,False,0.04284437553069542,False,0.0,False,0.03855312588461071,Voting
6,1,0,1,1.0,False,False,0.048886672376458544,False,0.0,False,0.00974177507283138,Voting
6,20,1,19,0.294736842,False,False,0.2184880339792188,False,0.3,False,0.2273275849167109,Voting
3,15,0,14,0.33928571399999996,False,False,0.1723943671102465,False,0.2,False,0.2420471709781033,Voting
6,15,3,4,0.5,False,False,0.4828384672020317,False,0.2,False,0.4545853018893802,Voting
8,10,2,10,0.58,False,False,0.1453491640141269,False,0.3,False,0.32103351145212866,Voting
3,0,1,0,0.0,False,False,0.2006354803945992,False,0.0,False,0.1262026094091076,Voting
2,2,2,1,1.0,False,False,0.08245758631284962,False,0.0,False,0.11297852474785815,Voting
8,57,8,18,0.27777777800000003,False,False,0.4142780221364576,False,0.0,False,0.13573860087706394,Voting
7,29,7,8,0.45,False,False,0.29304799114568075,False,0.2,False,0.19969639515570947,Voting
5,21,1,14,0.28571428600000004,True,False,0.1907089580574576,False,0.0,False,0.03678685097302455,Voting
19,36,12,11,0.214285714,False,True,0.8926084650128598,False,0.5,True,0.592556140870269,RandomForest
4,14,4,4,0.4375,False,False,0.1969500459729878,False,0.0,False,0.1053943785973551,Voting
6,34,6,11,0.238636364,False,False,0.3222280289203373,False,0.1,False,0.2524320761808496,Voting
8,29,8,9,0.314814815,False,False,0.3886085676810291,False,0.2,False,0.3324788307692091,Voting
1,8,0,7,0.35714285700000004,False,False,0.14232800652079258,False,0.0,False,0.2763967752366261,Voting
2,8,1,4,0.666666667,False,False,0.08940995618758622,False,0.0,False,0.06150695132354435,Voting
55,128,32,39,0.18560606100000002,False,True,0.9860941284744226,True,0.9,True,0.7018222849637965,Voting
1,2,0,1,1.0,False,False,0.04997713913528232,False,0.0,False,0.08984108946494564,Voting
2,10,2,2,0.666666667,False,False,0.09804009792443444,False,0.0,False,0.026847125221589472,Voting
4,4,2,4,0.625,False,False,0.12963119557343605,False,0.2,False,0.06531450233731237,Voting
6,4,2,4,1.0,False,False,0.0730688568145088,False,0.1,False,0.11057164847433547,Voting
16,53,16,16,0.176870748,True,True,0.9636883606208204,True,0.8,True,0.671819554251862,Voting
5,19,5,6,0.611111111,False,False,0.17047752196150853,False,0.0,False,0.11641033657055065,Voting
2,2,2,1,1.0,False,False,0.08227723215173262,False,0.0,False,0.06912376605189037,Voting
4,8,2,8,0.541666667,False,False,0.1556006768053558,False,0.4,False,0.2971153168132442,Voting
2,7,2,3,0.5555555560000001,False,False,0.1328841353809506,False,0.0,False,0.22387899497161748,Voting
30,93,30,16,0.13888888900000002,True,True,0.6626443660192702,True,0.6,False,0.4757914377321388,Voting
2,8,0,4,0.666666667,False,False,0.07059005810546294,False,0.0,False,0.03741294748681714,Voting
4,4,1,3,0.666666667,False,False,0.09389028809953766,False,0.0,False,0.07800190546488027,Voting
7,15,1,14,0.342857143,False,False,0.20097022847853588,False,0.0,False,0.05729436582620996,Voting
2,0,1,0,0.0,False,False,0.18345782749033268,False,0.0,False,0.05415497105109679,Voting
