cbo,rfc,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
14,71,836,6,6,False,True,0.5663379492418692,True,0.7,True,0.5403181300717959,Voting
3,9,59,1,2,False,False,0.08247413645892934,False,0.0,False,0.0287500199327528,Voting
18,5,5,0,1,False,False,0.1020289169343562,False,0.0,False,0.03243676012318698,Voting
4,25,331,0,5,False,False,0.10179951407711578,False,0.0,False,0.016571550152812836,Voting
2,11,56,0,1,False,False,0.07559489753379015,False,0.2,False,0.1659667318899715,Voting
2,20,92,1,2,False,False,0.09936880842890933,False,0.0,False,0.22238821350283147,Voting
7,8,44,0,1,False,False,0.08018767170766096,False,0.2,False,0.4323223007898073,Voting
6,32,378,0,7,False,False,0.12525907272827033,False,0.2,False,0.1838462900575411,Voting
2,11,52,0,1,False,False,0.07576791306587607,False,0.1,False,0.0438803034169316,Voting
5,4,79,0,0,True,False,0.06685461072334846,False,0.1,False,0.18828196204955105,Voting
7,3,8,0,1,False,False,0.07357425276917752,False,0.0,False,0.015542685854771303,Voting
10,210,1160,4,3,True,True,0.9956351591870424,False,0.4,False,0.4542181346222156,Voting
0,2,23,0,0,True,False,0.05856254661582424,False,0.0,False,0.05916630923701365,Voting
2,4,9,0,0,False,False,0.06481056430669915,False,0.0,False,0.22710505005866666,Voting
0,35,343,0,6,False,False,0.11633961625339312,False,0.0,False,0.01005870154303164,Voting
6,42,287,0,7,False,False,0.15430608121911235,False,0.1,False,0.1861882866882007,Voting
4,35,204,2,3,False,False,0.14359553629713073,False,0.0,False,0.039958853195395626,Voting
19,34,34,0,1,False,False,0.1696270874873449,False,0.0,False,0.033269152729890616,Voting
4,4,4,0,1,False,False,0.07009263677541765,False,0.0,False,0.00997432792795227,Voting
2,11,37,1,1,False,False,0.08290868561155365,False,0.0,False,0.01131616124780092,Voting
0,2,2,0,1,False,False,0.06101895557949993,False,0.0,False,0.002992828902941452,Voting
17,92,2453,2,10,False,True,0.5164436714133078,False,0.4,True,0.5082456212198769,RandomForest
0,8,20,0,0,False,False,0.06715240482442451,False,0.0,False,0.07359393227313776,Voting
8,13,36,1,1,False,False,0.09884187343357316,False,0.2,False,0.18030329793394576,Voting
1,10,12,0,1,False,False,0.07414711322841873,False,0.0,False,0.014529625707420132,Voting
0,6,22,0,1,False,False,0.0659448723606365,False,0.0,False,0.07149011516443687,Voting
14,69,348,2,3,False,True,0.5970697185138122,False,0.5,True,0.5836407726293199,RandomForest
2,13,58,0,1,False,False,0.07884183535871557,False,0.0,False,0.06666135519692215,Voting
19,143,1833,4,19,True,True,0.6456343679843329,False,0.4,False,0.17421363812855634,Voting
12,25,265,1,5,False,False,0.13374321966094216,False,0.1,False,0.1378329101393939,Voting
19,96,897,3,9,False,True,0.900312384454366,True,1.0,True,0.7466167045617708,Voting
4,2,4,0,0,False,False,0.06524922548307467,False,0.1,False,0.019041924337683976,Voting
3,3,8,0,1,False,False,0.06678897907618901,False,0.0,False,0.015533726729546076,Voting
1,13,221,2,7,False,False,0.09956993490574502,False,0.1,False,0.26868537019169764,Voting
0,8,20,0,0,False,False,0.06715240482442451,False,0.0,False,0.07359393227313776,Voting
26,166,2361,7,11,True,True,0.6536320363871823,False,0.2,False,0.4110592977488797,Voting
2,22,161,1,8,False,False,0.11667096150615425,False,0.0,False,0.19542687267637404,Voting
4,37,203,0,1,False,False,0.123442965307731,False,0.0,False,0.273731151368216,Voting
0,24,24,0,1,False,False,0.09681179426631592,False,0.0,False,0.013808465667929341,Voting
4,10,45,0,1,False,False,0.07795745382649168,False,0.0,False,0.028519247883401575,Voting
4,45,379,0,1,False,False,0.13213056149555738,False,0.4,False,0.17434276668766052,Voting
0,8,31,0,1,False,False,0.0681524800406371,False,0.0,False,0.044702565638249585,Voting
0,17,98,3,12,False,False,0.4687895764644588,False,0.1,False,0.3012195324965731,Voting
5,12,259,0,1,False,False,0.08157027150802107,False,0.1,False,0.14400589778733994,Voting
4,4,13,0,1,False,False,0.07037220944427967,False,0.0,False,0.09848774822136204,Voting
4,23,166,0,1,False,False,0.09444059258892464,False,0.0,False,0.10979236477856104,Voting
14,144,2014,3,31,False,True,0.644967153769553,False,0.2,False,0.3802871725260677,Voting
2,34,263,0,1,False,False,0.10645783622837808,False,0.0,False,0.0058224322135108034,Voting
4,67,655,1,4,False,False,0.19696914687842795,False,0.1,False,0.2526425071045371,Voting
19,76,640,1,5,True,False,0.321699183920442,False,0.2,False,0.23299077624948444,Voting
23,9,183,2,6,False,False,0.16941549757851693,False,0.2,False,0.32700852591973306,Voting
3,15,84,0,4,False,False,0.08575836649740799,False,0.2,False,0.18850321272624132,Voting
16,65,408,1,10,False,False,0.27367217212754463,True,0.6,False,0.3021065157147475,Voting
12,26,142,0,1,True,False,0.45117250507995,True,0.8,True,0.5122152930132762,Voting
15,89,826,5,10,True,True,0.9203991091567834,True,0.7,False,0.4321135629829503,Voting
20,1,1,0,1,False,False,0.102601547936964,False,0.0,False,0.09844331427475927,Voting
14,45,263,1,3,True,True,0.5057867520002068,True,0.9,True,0.5379102449098393,Voting
34,174,1902,8,9,False,True,0.9936797230891636,True,1.0,True,0.5134419786396924,Voting
2,18,1355,1,15,False,False,0.2744196197134436,False,0.0,False,0.05209205987694918,Voting
16,46,283,0,1,False,False,0.16719151162566073,False,0.3,False,0.16902599712130054,Voting
0,7,23,1,1,False,False,0.07273371122596728,False,0.0,False,0.053863268549732134,Voting
9,20,169,1,5,False,False,0.11566115354855305,False,0.1,False,0.05179908796157638,Voting
3,32,249,0,1,False,False,0.10559276926348392,False,0.0,False,0.029701766794765938,Voting
9,13,100,0,5,False,False,0.09728843984958407,False,0.1,False,0.06674142683312294,Voting
8,6,24,1,2,False,False,0.0879963764077508,False,0.1,False,0.038066086169176304,Voting
66,34,40,0,1,False,True,0.5824277283916633,False,0.1,False,0.05956388189931695,Voting
5,10,38,0,1,False,False,0.07925378821983156,False,0.0,False,0.07383787857601949,Voting
5,5,24,0,1,False,False,0.0732498859555554,False,0.0,False,0.05150181035208768,Voting
8,3,5,0,1,False,False,0.07644652623244108,False,0.0,False,0.04519381954490175,Voting
12,9,65,0,1,False,False,0.4257002491311979,False,0.3,False,0.47609956143027904,Voting
6,23,132,4,2,False,False,0.15023038745966213,False,0.4,False,0.3068381520815013,Voting
3,27,139,0,1,False,False,0.09813901772370136,False,0.0,False,0.0419950818324385,Voting
2,5,11,0,1,False,False,0.06813105778414377,False,0.0,False,0.10487166755678552,Voting
10,61,488,1,3,False,False,0.1959023420238797,False,0.3,False,0.2111875271755246,Voting
3,1,171,0,0,False,False,0.06416528148932403,True,0.6,False,0.14551537386496846,Voting
5,15,101,1,1,False,False,0.09233206889389532,False,0.0,False,0.3366519170726636,Voting
1,2,4,0,0,False,False,0.06229585026634335,False,0.0,False,0.10260152701776272,Voting
4,27,169,3,3,False,False,0.13266862768160526,False,0.0,False,0.13528308622345211,Voting
3,4,9,0,1,False,False,0.06868561305370241,False,0.0,False,0.07756772967021376,Voting
5,16,78,0,1,False,False,0.08693391018861939,False,0.3,False,0.1602106147661713,Voting
3,27,237,0,6,False,False,0.10610250418459798,False,0.0,False,0.025126221265940447,Voting
0,29,48,0,1,False,False,0.09493190233098152,False,0.0,False,0.023634128113015976,Voting
2,6,31,0,3,False,False,0.0715518762148964,False,0.0,False,0.02534889098067957,Voting
16,163,1551,2,13,False,True,0.6455029869549237,True,0.6,False,0.36676146330671816,AdaBoost
0,4,22,0,1,False,False,0.0638354298299528,False,0.0,False,0.06930033216799024,Voting
12,158,1383,3,18,False,True,0.9783790743144056,True,0.9,True,0.5766999850069746,Voting
26,128,1066,2,22,True,True,0.639963048212428,False,0.5,False,0.4144381741727605,Voting
4,27,245,1,3,False,False,0.1109066929381468,False,0.0,False,0.046470183622552334,Voting
6,4,4,0,1,False,False,0.07391948208712985,False,0.0,False,0.0476126466072242,Voting
5,36,349,1,8,False,False,0.13980471475088976,False,0.1,False,0.12505950032468408,Voting
17,59,585,5,11,True,True,0.851752394579675,True,0.8,True,0.8872059608523587,Voting
0,20,223,1,5,False,False,0.09486970118454886,False,0.0,False,0.02161816171928101,Voting
5,5,24,0,1,False,False,0.0732498859555554,False,0.0,False,0.05150181035208768,Voting
2,4,20,0,0,False,False,0.06594290003485813,False,0.05,False,0.35345762588902396,Voting
2,7,17,0,0,False,False,0.06925529641548432,False,0.0,False,0.11853834821020938,Voting
0,2,2,0,1,False,False,0.0617961670483038,False,0.0,False,0.13222551265042562,Voting
4,9,63,0,1,False,False,0.07613259079051363,False,0.1,False,0.3086474503177412,Voting
18,83,845,2,8,True,True,0.7874003500765773,True,0.6,False,0.4821940945964925,Voting
3,13,106,0,6,True,False,0.08610164030801748,False,0.1,False,0.04265471415478656,Voting
7,17,79,2,3,False,False,0.11160359737708883,False,0.3,False,0.31880310253288513,Voting
5,52,307,1,1,False,False,0.1540692252101339,False,0.0,False,0.04161634601904949,Voting
5,19,268,1,4,False,False,0.10262882473460283,False,0.0,False,0.07759706127890358,Voting
3,21,152,1,2,False,False,0.09799167100552662,False,0.0,False,0.3469100504584592,Voting
1,4,4,0,1,False,False,0.0654360635601832,False,0.0,False,0.07119048441284198,Voting
0,35,111,1,2,False,False,0.11286629594017998,False,0.0,False,0.04458701760571823,Voting
12,8,8,0,1,False,False,0.09112307524570916,False,0.0,False,0.04652426586096574,Voting
40,133,3133,0,4,False,True,0.6375983587386368,False,0.5,False,0.2697573063793902,Voting
2,21,304,0,7,False,False,0.09683531555012732,False,0.1,False,0.045509195439007735,Voting
6,11,166,0,2,False,False,0.08356940521999474,False,0.2,False,0.37987563364020205,Voting
0,2,2,0,1,False,False,0.0617961670483038,False,0.0,False,0.13222551265042562,Voting
1,78,560,1,8,True,True,0.5651559576894781,False,0.4,True,0.5078657806290706,Voting
4,29,149,0,6,False,False,0.1115656775802716,False,0.1,False,0.18030061880981132,Voting
4,23,165,0,1,False,False,0.09444153811613797,False,0.0,False,0.1138345662931976,Voting
33,50,376,3,2,False,False,0.4446821731547583,True,0.8,True,0.5906443408834611,Voting
3,30,368,0,15,False,False,0.14167983480040033,False,0.0,False,0.014370379171135669,Voting
0,15,66,0,2,False,False,0.07748687981204673,False,0.1,False,0.09326478465082172,Voting
41,210,2793,8,44,True,True,0.998712270610857,True,1.0,True,0.928690862226674,Voting
40,14,65,1,1,False,True,0.6781174377085523,True,1.0,True,0.648006858291376,Voting
63,511,7956,12,17,True,True,0.999998316121968,True,0.8,True,0.8221676619928867,Voting
2,4,21,0,1,False,False,0.0670123642415602,False,0.0,False,0.09971096502294616,Voting
0,23,78,1,1,False,False,0.09326986554677234,False,0.0,False,0.07728106791594279,Voting
2,28,173,1,2,True,False,0.10627645776191308,False,0.0,False,0.05288088242227167,Voting
0,1,1,0,1,False,False,0.06078282491018155,False,0.0,False,0.12041867974035055,Voting
3,21,205,1,3,False,False,0.4328176244717777,False,0.0,False,0.1314864946958972,Voting
2,14,77,0,1,False,False,0.07860585324196279,False,0.2,False,0.4447604547543516,Voting
3,59,518,14,3,False,True,0.9191595258726992,False,0.4,False,0.4802352753128234,Voting
5,18,104,0,4,False,False,0.4272566820012231,False,0.1,False,0.3102878122395024,Voting
19,114,811,0,5,True,True,0.5233529573380918,False,0.2,False,0.4130065445228948,Voting
48,180,2215,8,4,False,True,0.6575682343843726,True,0.7,False,0.4149027473330962,AdaBoost
8,37,336,0,4,False,False,0.14160414846576866,False,0.0,False,0.06049806599019505,Voting
2,46,490,0,20,False,False,0.2664534694687432,False,0.3,False,0.18646737178800413,Voting
31,142,1303,8,8,False,True,0.9811944925650056,True,1.0,True,0.6688053593803461,Voting
3,25,466,0,1,False,False,0.10090370008188926,False,0.0,False,0.13052670007211598,Voting
18,14,14,0,1,False,False,0.1297767500935277,False,0.0,False,0.053854635012502115,Voting
2,37,259,0,12,False,False,0.15638889421740376,False,0.0,False,0.07551301028886602,Voting
2,74,772,1,6,False,False,0.2202068122251342,False,0.1,False,0.2305365840379858,Voting
6,13,34,1,1,False,False,0.10648594310754872,False,0.0,False,0.08972016277675975,Voting
7,60,522,1,11,False,False,0.2232260115356996,False,0.4,False,0.4298404280812144,Voting
30,118,1756,0,11,False,True,0.9398200212440878,False,0.3,False,0.3535019366214999,Voting
1,1,1,0,1,False,False,0.07653500959144048,False,0.0,False,0.07880069784380239,Voting
1,63,223,0,2,False,False,0.17254434361494894,False,0.0,False,0.02888695420939367,Voting
3,63,912,0,3,False,False,0.1718888458953135,False,0.0,False,0.18683253214076287,Voting
0,21,60,0,1,False,False,0.09988365676670614,False,0.0,False,0.02631507573992176,Voting
30,5,5,0,1,False,False,0.17738244377025456,False,0.0,False,0.07891853675075733,Voting
0,2,4,0,1,False,False,0.07614583690633035,False,0.0,False,0.15903701246730567,Voting
12,35,245,2,1,True,False,0.16070481192717453,False,0.5,False,0.2966331901390879,Voting
2,10,39,0,1,False,False,0.08851367200726419,False,0.0,False,0.07535618812098549,Voting
2,7,17,0,0,False,False,0.08333937821261915,False,0.25,False,0.16147476500863026,Voting
13,55,724,2,11,False,True,0.6034012595019621,True,1.0,True,0.6403154867053549,Voting
3,15,108,0,2,False,False,0.4306428497068045,True,0.9,True,0.5611742178963485,Voting
2,9,91,1,5,False,False,0.10021468698960652,False,0.1,False,0.08887857219352159,Voting
3,20,146,0,3,False,False,0.10573869340822904,False,0.0,False,0.1320793942153301,Voting
3,2,2,0,1,False,False,0.08083145778377339,False,0.0,False,0.0995620618424196,Voting
3,15,135,0,1,False,False,0.4279330033707685,False,0.1,False,0.32338402933783805,Voting
5,5,24,0,1,False,False,0.08741567602726356,False,0.0,False,0.039119652014023135,Voting
5,15,102,2,6,False,False,0.12603993719474546,False,0.2,False,0.216755612143288,Voting
26,113,2141,0,19,False,True,0.599673222168385,False,0.0,False,0.19221016697559973,Voting
10,194,3271,3,16,True,True,0.9723742538920526,True,0.7,True,0.7634841619394602,Voting
5,21,129,0,1,False,False,0.10727116300437174,False,0.0,False,0.1295657636061135,Voting
2,16,103,0,1,False,False,0.0950768933318465,False,0.1,False,0.10690681357900374,Voting
12,81,675,5,3,False,True,0.8124213320405009,False,0.3,False,0.24798947300649785,Voting
0,2,14,0,0,False,False,0.40758331543390863,True,1.0,True,0.9262644482592248,Voting
0,43,289,0,6,False,False,0.1412876813110749,False,0.0,False,0.021565044748342053,Voting
51,29,401,2,7,False,True,0.5568532467633528,False,0.4,True,0.5271468212120918,RandomForest
2,34,115,1,1,False,False,0.12961528293632238,False,0.1,False,0.15560587368603862,Voting
3,10,59,0,1,False,False,0.08969723801052297,False,0.1,False,0.4376210485842443,Voting
2,28,257,1,1,False,False,0.11553653491643677,False,0.1,False,0.2323910693732369,Voting
4,6,25,0,1,False,False,0.08697964796423836,False,0.0,False,0.07073043357261825,Voting
1,0,0,0,0,False,False,0.07373110056346548,False,0.0,False,0.10341517758166154,Voting
1,11,308,0,28,False,False,0.3953632553338084,False,0.0,False,0.31088037421640025,Voting
4,2,2,0,1,False,False,0.08245720766714887,False,0.0,False,0.07917416498765814,Voting
5,44,434,0,28,False,False,0.4839612122399622,False,0.1,False,0.06365457988702859,Voting
8,121,398,2,1,False,True,0.7993641329402635,False,0.4,False,0.4521787341579758,Voting
0,2,2,0,1,False,False,0.07619299126217657,False,0.0,False,0.1553115163767958,Voting
4,5,19,0,0,False,False,0.08402224739790531,False,0.15,False,0.3461066075185253,Voting
20,133,1008,2,4,False,True,0.6142050834655772,False,0.4,True,0.5884153749999761,RandomForest
19,44,410,0,1,False,False,0.17741571319786742,True,0.6,False,0.471764201241357,Voting
4,20,93,0,1,False,False,0.10484129866730962,False,0.1,False,0.20417554477929176,Voting
0,1,1,0,1,False,False,0.07504355820634205,False,0.0,False,0.14374025934731027,Voting
9,13,105,0,2,False,False,0.1059996461180514,False,0.1,False,0.35646301850553,Voting
3,10,43,0,1,False,False,0.09011210335476452,False,0.0,False,0.10785317299878076,Voting
6,19,87,0,1,False,False,0.107370532996481,False,0.1,False,0.11851616718593685,Voting
4,19,57,0,1,False,False,0.10435619711083527,False,0.0,False,0.1470879751297062,Voting
22,41,378,1,5,False,True,0.5445013684855811,True,0.6,True,0.5931131718486012,Voting
2,7,33,4,1,False,False,0.12298374935784195,False,0.0,False,0.03625160561397165,Voting
8,19,149,1,4,False,False,0.12366845220563305,False,0.4,False,0.09544513670656156,Voting
0,4,6,0,1,False,False,0.07849137232388315,False,0.0,False,0.04137507085146474,Voting
0,51,574,0,4,True,False,0.14344275689752614,False,0.0,False,0.03662085038454619,Voting
10,31,174,1,3,False,False,0.14557193097076618,False,0.4,False,0.35968458348615057,Voting
2,5,18,1,1,False,False,0.08834266157053029,False,0.0,False,0.04715451270411286,Voting
1,11,67,0,3,False,False,0.0913253580218516,False,0.0,False,0.08999031004121222,Voting
2,30,581,1,6,False,False,0.12354609653259635,False,0.0,False,0.12718108806769154,Voting
1,22,47,0,1,False,False,0.10353657971584317,False,0.0,False,0.025875092331173404,Voting
11,7,79,1,1,False,False,0.44003377314141257,False,0.1,False,0.3245642357765975,Voting
2,5,11,0,1,False,False,0.0827373420466308,False,0.0,False,0.14102808492163982,Voting
0,2,5,0,0,False,False,0.07445787929364668,False,0.0,False,0.1704705128597323,Voting
2,13,296,1,5,False,False,0.10068795286148084,False,0.1,False,0.1476356368853082,Voting
29,110,879,2,3,False,True,0.9285689892271846,True,0.9,True,0.5565320132916193,Voting
8,60,555,1,2,False,False,0.1848113477400264,False,0.0,False,0.19746393165163847,Voting
14,176,4485,1,32,True,True,0.9574866934792324,False,0.2,False,0.4564577400866811,Voting
4,23,166,0,1,False,False,0.10735915714732082,False,0.0,False,0.1066734886921762,Voting
1,6,10,0,1,False,False,0.08242240827739046,False,0.0,False,0.11163751470611684,Voting
2,56,307,0,8,False,False,0.17691345888373022,False,0.1,False,0.2325094460051288,Voting
3,7,25,0,1,False,False,0.08659505216121151,False,0.0,False,0.1097063286462336,Voting
16,89,918,1,5,False,True,0.7114756469158469,True,0.6,True,0.6000315049187028,Voting
1,15,17,0,1,False,False,0.09422127316166068,False,0.0,False,0.045843190064787535,Voting
5,13,81,1,7,False,False,0.11747882124978165,False,0.1,False,0.06204533971829549,Voting
0,2,7,0,0,False,False,0.07441157645379701,False,0.0,False,0.18005719045528715,Voting
6,20,157,3,1,False,False,0.13268643337914746,False,0.1,False,0.04891767149011221,Voting
0,8,31,0,1,False,False,0.08284869206473859,False,0.0,False,0.026966774131948028,Voting
2,5,11,0,1,False,False,0.0827373420466308,False,0.0,False,0.14102808492163982,Voting
25,88,674,1,10,False,True,0.8317537730715944,True,0.9,True,0.6939740408815548,Voting
9,2,2,0,1,False,False,0.09127902025856886,False,0.0,False,0.029415457153748187,Voting
11,39,594,3,14,True,True,0.6719151707254906,True,1.0,True,0.8074354089733122,Voting
2,14,47,0,1,False,False,0.09582343387721803,False,0.0,False,0.05884923780698885,Voting
4,7,17,0,1,False,False,0.09054857899140284,False,0.0,False,0.013265524235712223,Voting
4,10,56,1,1,False,False,0.0960943227376309,False,0.2,False,0.22067174603407191,Voting
4,18,104,1,4,False,False,0.1140697751973886,False,0.2,False,0.06813698946357495,Voting
3,30,206,1,1,False,False,0.12041953106831647,False,0.0,False,0.11284871865709517,Voting
0,2,5,0,0,False,False,0.07714459893560965,False,0.0,False,0.14129036789355462,Voting
2,25,212,0,3,False,False,0.1143666025329315,False,0.0,False,0.03239923316001237,Voting
3,26,221,1,3,False,False,0.11995525506067295,False,0.0,False,0.09772281004900686,Voting
11,38,351,1,3,False,False,0.4876327106761385,True,0.7,True,0.6042537420365091,Voting
1,17,160,0,1,False,False,0.09724758473558108,False,0.0,False,0.039992108790962516,Voting
1,10,54,0,1,False,False,0.08933874159566225,False,0.0,False,0.17911672063298872,Voting
53,104,1169,3,13,False,True,0.9669012624583732,False,0.5,True,0.5358213581479746,RandomForest
2,13,58,0,1,False,False,0.09448787359081523,False,0.0,False,0.08286515189608462,Voting
1,22,184,0,14,False,False,0.16332521867930336,False,0.5,False,0.3138262881115488,Voting
8,0,57,0,0,False,False,0.4194618376500127,True,0.6,False,0.3923854959938205,Voting
3,13,101,0,10,False,False,0.12382059399651844,True,0.8,False,0.4814281903526374,Voting
0,7,33,0,1,False,False,0.08452040955812208,False,0.0,False,0.012497603239231206,Voting
5,31,125,0,1,False,False,0.12360554203290908,False,0.3,False,0.40443468487058937,Voting
4,119,1190,0,1,True,False,0.4958886328368332,False,0.1,False,0.18731349284811868,Voting
5,50,375,1,16,False,False,0.30844581416604444,False,0.1,False,0.2761121555655557,Voting
0,17,58,0,1,False,False,0.09642516256203276,False,0.0,False,0.02085387901920592,Voting
5,31,189,0,5,False,False,0.13482334655331482,False,0.2,False,0.2695184389864141,Voting
9,33,212,1,3,False,False,0.1423472224185202,False,0.1,False,0.01887893070893322,Voting
4,8,21,0,1,False,False,0.09172282606310972,False,0.0,False,0.012180861315815708,Voting
11,85,865,0,12,False,True,0.7587595487085426,True,1.0,True,0.8720783569809051,Voting
2,11,43,1,3,False,False,0.09910189172527896,False,0.0,False,0.015636179442823625,Voting
3,15,64,0,1,False,False,0.0985417936400505,False,0.3,False,0.24369763598849475,Voting
1,13,2144,0,1,False,False,0.3923362088487055,False,0.2,False,0.1730128344028266,Voting
4,69,170,0,1,False,False,0.18423982142675344,False,0.5,False,0.4162265641559793,Voting
1,56,329,0,1,False,False,0.15409567525184795,False,0.0,False,0.18224160362609612,Voting
39,175,1350,0,4,False,True,0.6478368492230718,False,0.5,False,0.3956597294583009,Voting
8,16,88,1,1,False,False,0.4438899436216219,False,0.2,False,0.19990233918037148,Voting
0,8,20,0,1,False,False,0.08577122586600472,False,0.0,False,0.04585275196134374,Voting
5,54,3880,1,95,False,True,0.6465907068878713,False,0.4,False,0.3611854241092017,Voting
1,11,19,0,1,False,False,0.09080584602341198,False,0.0,False,0.08157400047965133,Voting
2,5,16,1,1,False,False,0.08727523173108738,False,0.0,False,0.023810290019386057,Voting
4,12,12,0,1,False,False,0.09673985199140647,False,0.0,False,0.07662273358001696,Voting
2,13,58,0,1,False,False,0.09448787359081523,False,0.0,False,0.08286515189608462,Voting
6,6,16,0,1,False,False,0.09247652200159076,False,0.0,False,0.06995497239022304,Voting
8,29,433,4,2,True,False,0.1566540520723865,False,0.4,False,0.40653951902168617,Voting
6,27,90,0,3,False,False,0.12536837845851115,False,0.3,False,0.2228850708504949,Voting
3,11,60,0,2,False,False,0.09588473161183436,False,0.0,False,0.14456023102278948,Voting
3,11,342,0,2,False,False,0.0941697970075453,False,0.1,False,0.02128891445598045,Voting
6,17,150,0,1,False,False,0.43881817191874456,False,0.2,False,0.29299691017038704,Voting
6,35,209,3,3,False,False,0.1500201517015705,False,0.0,False,0.0926073647123445,Voting
0,47,384,0,4,False,False,0.14614047814927553,False,0.3,False,0.3471905552700485,Voting
2,1,298,0,0,False,False,0.0771124844159481,False,0.0,False,0.025837628028664544,Voting
14,16,144,0,4,False,False,0.12777154144969055,False,0.2,False,0.4353037504165786,Voting
0,5,5,0,1,False,False,0.08245027584470466,False,0.0,False,0.03170848869212421,Voting
0,24,257,0,3,False,False,0.1092947982751567,False,0.0,False,0.05154303971040805,Voting
0,8,76,1,2,False,False,0.08963010082283814,False,0.0,False,0.06555778953016927,Voting
2,8,33,1,1,False,False,0.0906905287399154,False,0.0,False,0.01902665029167573,Voting
0,2,41,0,0,False,False,0.07689510088536,False,0.2,False,0.2421990627348633,Voting
