rfc,moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
4,0,False,False,0.4669597827056871,True,0.903412447319119,True,0.5109823556623552,Voting
8,3,False,False,0.18005924791723493,False,0.0,False,0.04586801241957937,Voting
3,0,False,False,0.1645444929597152,False,0.0,False,0.004043558016879659,Voting
55,0,False,True,0.5080344874153416,True,0.8937971342383106,True,0.5110387760544792,Voting
2,0,False,False,0.1638217418737317,False,0.0,False,0.00196657393484748,Voting
44,1,False,False,0.19991119670970006,False,0.0,False,0.11262866923108746,Voting
22,0,False,False,0.29233488266510604,False,0.3761904761904761,False,0.09159020732668638,Voting
3,0,False,False,0.1645444929597152,False,0.0,False,0.004043558016879659,Voting
82,0,False,False,0.2693008396268461,False,0.0,False,0.055760948656951866,Voting
16,1,False,False,0.1687336533173441,False,0.0,False,0.055638551735413634,Voting
13,0,False,False,0.2202701601885632,False,0.0,False,0.005255076723324665,Voting
5,0,False,False,0.1660394699650346,False,0.0,False,0.0027747631511638358,Voting
16,0,False,False,0.1753793916110272,False,0.0,False,0.006764178985687453,Voting
2,0,False,False,0.1638217418737317,False,0.0,False,0.00196657393484748,Voting
181,4,False,True,0.5816155504194983,False,0.0,False,0.07560446422249806,Voting
38,0,False,False,0.1992405042829032,False,0.4166666666666666,False,0.11901984085664162,Voting
37,0,False,False,0.198011882377872,False,0.0,False,0.11879790268560568,Voting
8,0,False,False,0.16840261914100954,False,0.0,False,0.0050236303492432206,Voting
120,0,False,False,0.3698515505835422,False,0.1,False,0.037920604987716065,Voting
4,0,False,False,0.4669597827056871,True,0.903412447319119,True,0.5109823556623552,Voting
56,0,False,True,0.5571479263655895,True,1.0,True,0.9532296672560264,Voting
33,0,False,False,0.19323464733134985,False,0.245,True,0.5006832137155052,Voting
57,10,False,False,0.4315672365861372,False,0.0,False,0.07393816496943445,Voting
107,4,False,True,0.7383834948973628,True,1.0,True,0.961857125796124,Voting
48,0,False,False,0.2123001040314747,False,0.4766666666666667,False,0.2461626143154143,Voting
72,6,False,False,0.4226443922224257,False,0.0,False,0.09111513262297692,Voting
1,0,False,False,0.16311576804391278,False,0.0,False,0.0009187437507152057,Voting
443,8,False,True,0.6614706057533924,True,0.7,True,0.5321676377864872,Voting
20,0,False,False,0.1792191174642257,False,0.0,False,0.004696931774041907,Voting
6,0,False,False,0.1906208113093991,False,0.0,False,0.4838318108495712,Voting
17,0,False,False,0.2503919694497199,False,0.08516233766233766,False,0.010719700537827438,Voting
48,0,False,False,0.2123001040314747,False,0.4766666666666667,False,0.2461626143154143,Voting
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting
39,0,False,False,0.1987952347360004,False,0.1,False,0.4940042395107758,Voting
94,0,False,False,0.28171551356028063,False,0.0,False,0.15506135230750667,Voting
8,0,False,False,0.17094059388623714,False,0.21547979797979802,False,0.05395471649890109,Voting
16,0,False,False,0.17700510306987302,False,0.14583333333333331,False,0.05222776451027767,Voting
17,2,False,False,0.18336087184456884,False,0.0,False,0.1271022947051744,Voting
26,0,False,False,0.18569532623362706,False,0.0,False,0.4941305892163608,Voting
29,0,False,False,0.23020403510414875,False,0.0,False,0.4830417857549505,Voting
31,0,False,False,0.3016032045798168,False,0.3,True,0.5029782438542653,Voting
156,4,False,True,0.5267313735377811,False,0.1,False,0.10353738433320467,Voting
47,0,False,False,0.207893706269974,False,0.4733333333333333,False,0.4993593273037962,Voting
46,0,False,False,0.20671151987027706,False,0.15666666666666665,False,0.29886356193574337,Voting
5,0,False,False,0.16887813976185698,False,0.0,False,0.4845681160644856,Voting
70,11,False,False,0.4753512675227641,False,0.0,False,0.23050516435487925,Voting
38,0,False,False,0.19771454895477825,False,0.27,False,0.038589320256844376,Voting
43,1,False,False,0.2013842362058369,False,0.0,False,0.10306043030510366,Voting
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting
6,1,False,False,0.16787243910144553,False,0.0,False,0.1056189859702167,Voting
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting
70,1,False,True,0.5707378204080309,True,0.9,False,0.4564855741793046,AdaBoost
13,0,False,False,0.17463645621342958,False,0.0,False,0.07237239347742032,Voting
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting
111,1,False,False,0.3199548618776982,False,0.13333333333333333,False,0.2099773628921452,Voting
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting
73,5,False,False,0.3883225969053245,False,0.0,False,0.06651034905617534,Voting
3,0,False,False,0.1675695642623638,False,0.0,False,0.03067624000606557,Voting
24,2,False,False,0.1893204240986579,False,0.0,False,0.07235465804733952,Voting
10,0,False,False,0.1723806605213932,False,0.21003108003107998,False,0.4842414858504618,Voting
24,0,False,False,0.18386063712289255,False,0.12773809523809526,True,0.6975403903612425,Voting
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting
6,0,False,False,0.1695524623252949,False,0.10653307476836887,False,0.1279177187245083,Voting
25,1,False,False,0.18293283942577107,False,0.0,False,0.11126310259688296,Voting
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting
9,0,False,False,0.17165418610257452,False,0.0,False,0.06462290720563023,Voting
21,0,False,False,0.18119884348919424,False,0.0,False,0.09157991899352373,Voting
1,0,False,False,0.16631525726518134,False,0.0,False,0.01967869885237919,Voting
36,8,False,False,0.4504074062788985,False,0.0,False,0.18608463583578946,Voting
23,1,False,False,0.18113240664298805,False,0.0,False,0.11236730527851947,Voting
4,0,False,False,0.4733018787809933,True,0.8913050273353933,True,0.5115702210950726,Voting
24,0,False,False,0.18386063712289255,False,0.12773809523809526,True,0.6975403903612425,Voting
26,1,False,False,0.18385166753269505,False,0.0,False,0.11210384010196617,Voting
2,0,False,False,0.16693556123083986,False,0.0,False,0.02089549414450427,Voting
41,3,False,False,0.2282608846562518,False,0.0,False,0.05983401056449151,Voting
15,0,False,False,0.2317586927595073,False,0.0,False,0.4861456852094382,Voting
76,4,False,False,0.3306798504691844,False,0.0,False,0.2309197459845433,Voting
47,1,False,False,0.20604942924672384,False,0.0,False,0.10358332005363093,Voting
38,1,False,False,0.19584803843770074,False,0.0,False,0.10426789368851072,Voting
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting
26,0,False,False,0.2534510116091121,False,0.29500000000000004,False,0.14974012656852176,Voting
17,0,False,False,0.1625228233172885,False,0.12468253968253967,False,0.026009859734364097,Voting
9,0,False,False,0.15665059008271834,False,0.10571789321789322,False,0.08124865007126891,Voting
39,3,False,False,0.21567891549093615,False,0.0,False,0.07855173088887422,Voting
187,1,False,True,0.571400260956959,False,0.0,False,0.047858470211781086,Voting
73,4,False,False,0.3365746363041857,False,0.0,False,0.2004403509630202,Voting
10,4,False,False,0.24900273165211215,False,0.0,False,0.08083626900864095,Voting
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting
1,0,False,False,0.15167397400031316,False,0.0,False,0.019785839068118184,Voting
44,0,False,False,0.3550081569352845,False,0.0,False,0.15709197435107486,Voting
540,12,False,True,0.6640220027361362,False,0.4,False,0.2665080154058197,Voting
28,1,False,False,0.17008235049280973,False,0.0,False,0.09633117429397983,Voting
5,0,False,False,0.15404473432156693,False,0.0,False,0.06104191091584656,Voting
69,2,False,False,0.23065171333873946,False,0.2,False,0.3921302708211451,Voting
14,0,False,False,0.1602208034461,False,0.22,False,0.4887892697158985,Voting
41,9,False,False,0.4607322866910689,False,0.1,False,0.13481428747821608,Voting
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting
42,10,False,False,0.459340535426709,False,0.0,False,0.07072898607909572,Voting
47,1,False,False,0.18990027921412952,False,0.0,False,0.08621648645277986,Voting
10,1,False,False,0.15559166523641207,False,0.0,False,0.09221829398493216,Voting
10,0,False,False,0.157337356569643,False,0.0,False,0.1146421114303924,Voting
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting
30,4,False,False,0.263915478903946,False,0.0,False,0.10541916147381736,Voting
12,0,False,False,0.15875209452577607,False,0.12246753246753248,False,0.4885988483059321,Voting
53,13,False,False,0.461720455436305,False,0.1,False,0.11845976234966595,Voting
38,4,False,False,0.27322931812948603,False,0.0,False,0.09749544812048573,Voting
72,9,False,False,0.4879714189755327,False,0.1,False,0.10319244632360187,Voting
25,2,False,False,0.17552260256534544,False,0.0,False,0.11892339573238332,Voting
65,4,False,False,0.3188533246696199,False,0.0,False,0.15226180777720416,Voting
10,0,False,False,0.157337356569643,False,0.0,False,0.1146421114303924,Voting
9,0,False,False,0.15665059008271834,False,0.10571789321789322,False,0.08124865007126891,Voting
26,1,False,False,0.1682659533407308,False,0.0,False,0.0985662171636453,Voting
87,0,False,False,0.25284317829227315,False,0.0,False,0.09721449779000617,Voting
1,0,False,False,0.15167397400031316,False,0.0,False,0.019785839068118184,Voting
21,0,False,False,0.16577251347798766,False,0.0,False,0.48559288578322607,Voting
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting
30,3,False,False,0.20581078888425366,False,0.0,False,0.10439624940282756,Voting
4,0,False,False,0.4596310420170752,True,0.9166815454892068,True,0.5119683496246046,Voting
29,0,False,False,0.2204926738394033,False,0.2287698412698413,False,0.18700706413876825,Voting
23,0,False,False,0.2785842889438647,False,0.0,False,0.0931814182562263,Voting
51,0,False,False,0.3632410195802125,False,0.1,False,0.2280369857024871,Voting
39,0,False,False,0.1828672438484894,False,0.0,False,0.10869692355070412,Voting
17,0,False,False,0.1625228233172885,False,0.12468253968253967,False,0.026009859734364097,Voting
13,0,False,False,0.15947977090693646,False,0.24952380952380954,False,0.4929357308289887,Voting
34,2,False,False,0.1840939259629306,False,0.0,False,0.12909906162136725,Voting
29,0,False,False,0.2204926738394033,False,0.2287698412698413,False,0.18700706413876825,Voting
7,0,False,False,0.15531906659134748,False,0.3977289377289377,False,0.07678282440432324,Voting
180,1,False,True,0.5568258581804462,False,0.0,False,0.03586283273291934,Voting
2,0,False,False,0.14915438807834827,False,0.0,False,0.06680286555366677,Voting
33,0,False,False,0.18464003074284008,False,0.0,False,0.4888580836994093,Voting
13,4,False,False,0.1833398902052875,False,0.0,False,0.12555838433096675,Voting
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting
64,0,False,False,0.3986644863871312,False,0.0,False,0.19461963079129807,Voting
4,0,True,False,0.4442938109364322,True,0.9073439763744168,True,0.5107472245397805,Voting
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting
64,0,False,False,0.3986644863871312,False,0.0,False,0.19461963079129807,Voting
66,3,False,False,0.23161998382926294,False,0.0,False,0.05821071969843725,Voting
56,1,False,False,0.2069843173209648,False,0.0,False,0.054832518168831404,Voting
19,0,False,False,0.16705000490286956,False,0.06666666666666668,False,0.10167493382931628,Voting
85,1,False,False,0.26084304440307793,False,0.0,False,0.2592553108384997,Voting
19,0,False,False,0.16705000490286956,False,0.06666666666666668,False,0.10167493382931628,Voting
23,1,False,False,0.1607255553726233,False,0.0,False,0.06692009104225609,Voting
33,1,False,False,0.17320100006338768,False,0.0,False,0.14645295870093347,Voting
31,0,False,False,0.18198032835277647,False,0.37857142857142856,False,0.4946283563080208,Voting
21,0,False,False,0.24348715601409865,False,0.27966422466422464,False,0.09009358637828503,Voting
12,0,False,False,0.15919321751193985,False,0.0,False,0.4854571808993458,Voting
57,2,False,False,0.2053339831738277,False,0.0,False,0.11855973313398045,Voting
96,2,False,False,0.4536751733488781,True,0.9,False,0.4890948049387554,Voting
72,4,False,False,0.27545971122503604,False,0.0,False,0.1556085634380216,Voting
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting
115,4,True,True,0.7325857613523428,True,0.8,True,0.7830403480235089,Voting
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting
40,1,False,False,0.1827317992373351,False,0.0,False,0.04440989381392019,Voting
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting
67,1,False,False,0.3924287763042764,False,0.2,False,0.24514611663968885,Voting
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting
4,1,False,False,0.4341685969957032,False,0.36214007885198296,False,0.3055806348059557,Voting
13,0,False,False,0.2713863775017419,False,0.0,False,0.4943214725463041,Voting
57,0,False,True,0.5202663827224335,True,0.9005050505050505,False,0.4995353988826896,AdaBoost
60,0,False,True,0.5585482114965031,True,1.0,True,0.8433130511098952,Voting
50,0,False,True,0.5424945777937252,True,1.0,True,0.8186518348226032,Voting
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting
29,2,False,False,0.16442965124573328,False,0.0,False,0.06748207225697671,Voting
14,0,False,False,0.2280376357320405,False,0.2725,False,0.050918124610149315,Voting
2,0,False,False,0.14915438807834827,False,0.0,False,0.06680286555366677,Voting
87,1,False,False,0.26513050893018114,False,0.0,False,0.12626061613506562,Voting
6,0,False,False,0.18632857547456147,False,0.22163725163725165,False,0.4860811515933562,Voting
20,0,False,False,0.16822511647022334,False,0.0,False,0.4917944537413354,Voting
29,1,False,False,0.16804836303157833,False,0.0,False,0.0571198127162903,Voting
25,0,False,False,0.17429159099205468,False,0.0,False,0.4886718070984803,Voting
47,3,False,False,0.1974899900350887,False,0.0,False,0.057556463707245036,Voting
11,1,False,False,0.14759434715442568,False,0.0,False,0.17441818828568892,Voting
17,0,False,False,0.1647387555037226,False,0.2702886002886003,False,0.4886570178899029,Voting
28,0,False,False,0.3447477424501045,False,0.0,True,0.50659857712627,Voting
15,0,False,False,0.16248019908370373,False,0.0,False,0.4876837711138706,Voting
18,0,False,False,0.2697188342113798,False,0.06,False,0.0565680730316657,Voting
52,1,False,False,0.3051080660293882,False,0.0,False,0.06296142401059886,Voting
21,0,False,False,0.3327291962786488,False,0.12148809523809526,False,0.4827740423986927,Voting
2,0,False,False,0.2583085355360437,False,0.0,False,0.02336174174471557,Voting
85,2,False,True,0.6907484487600056,True,1.0,True,0.9940555869204124,Voting
47,0,False,False,0.2965031936213936,False,0.36666666666666653,False,0.010953080602794598,Voting
25,0,False,False,0.3230783962836021,False,0.0,False,0.4884034414722625,Voting
5,0,False,False,0.2905697264841671,False,0.10805555555555554,False,0.023282229540141287,Voting
10,0,False,False,0.3053830211558825,False,0.0,False,0.13579300304851905,Voting
68,1,False,True,0.6575821868957415,True,0.9,True,0.8599646246447951,Voting
30,3,False,False,0.30879744589443897,False,0.0,False,0.053026293521663964,Voting
5,0,False,False,0.2905697264841671,False,0.10805555555555554,False,0.023282229540141287,Voting
11,0,False,False,0.264434158479726,False,0.0,False,0.4999872651237024,Voting
12,0,False,False,0.2984945819795539,False,0.0,False,0.08815934667243955,Voting
48,2,False,False,0.31041860017969075,False,0.0,False,0.0609371672462533,Voting
108,10,False,True,0.5131405322625572,False,0.3,False,0.12867881368272072,Voting
75,3,False,False,0.36008407630907663,False,0.0,False,0.10216711106168866,Voting
50,1,False,False,0.3028927106558815,False,0.0,False,0.06263147329943951,Voting
28,3,False,False,0.3069767739132678,False,0.0,False,0.0929288197552933,Voting
55,1,False,False,0.30850474329742794,False,0.0,False,0.1219861220924826,Voting
57,0,False,True,0.6076034574114492,True,0.8960317460317461,True,0.5145489047958194,Voting
279,8,True,True,0.9380581835682996,True,0.7,True,0.7058741480405841,Voting
31,0,False,False,0.2807443631674345,False,0.4638095238095238,False,0.12285587032320865,Voting
2,3,False,False,0.2869843541309437,False,0.0,False,0.05080093911913012,Voting
339,12,True,True,0.953173747634058,False,0.2,True,0.5277284069134591,Voting
24,1,False,False,0.27762731334764923,False,0.0,False,0.057825156884621816,Voting
71,0,False,False,0.3247920457268036,False,0.0,False,0.15049544628042014,Voting
18,0,False,False,0.2697188342113798,False,0.06,False,0.0565680730316657,Voting
9,0,False,False,0.30004487486982984,False,0.0,False,0.11031730712472612,Voting
4,0,False,True,0.5665814063198888,True,0.9183703209567572,True,0.5127520762385311,Voting
32,1,False,False,0.284707451479892,False,0.0,False,0.0413805942915135,Voting
12,0,False,False,0.2984945819795539,False,0.0,False,0.08815934667243955,Voting
1,0,False,False,0.25767445774633485,False,0.0,False,0.02238955149794745,Voting
25,4,False,False,0.3276099242476769,False,0.0,False,0.17026144906863633,Voting
1,0,False,False,0.25767445774633485,False,0.0,False,0.02238955149794745,Voting
1,0,False,False,0.25767445774633485,False,0.0,False,0.02238955149794745,Voting
4,0,False,True,0.5665814063198888,True,0.9183703209567572,True,0.5127520762385311,Voting
13,0,False,False,0.2658976246314546,False,0.0,False,0.48874997502774203,Voting
37,0,False,False,0.28636835994136584,False,0.2533333333333333,False,0.031024734352519782,Voting
46,3,False,False,0.3247958746694262,False,0.0,False,0.08232787354108635,Voting
2,0,False,False,0.2583085355360437,False,0.0,False,0.02336174174471557,Voting
2,0,False,False,0.2583085355360437,False,0.0,False,0.02336174174471557,Voting
90,1,False,False,0.35466194792860195,False,0.1,False,0.2022579704003489,Voting
23,0,False,False,0.2737725785047221,False,0.08333333333333333,False,0.015654962992318482,Voting
69,0,False,False,0.32221799420045577,False,0.0,False,0.1704410439735031,Voting
6,0,False,False,0.2609380356297286,False,0.14920983641252186,False,0.09103551590681308,Voting
77,5,False,False,0.4117802280427612,False,0.0,False,0.0708087130441118,Voting
291,7,False,True,0.9433685298394447,True,0.8,True,0.9243152813188444,Voting
58,1,False,False,0.3119899910313491,False,0.0,False,0.08872904248525057,Voting
20,3,False,False,0.2266502580983091,False,0.0,False,0.15923702547166058,Voting
39,0,False,False,0.21681929133014632,False,0.0,False,0.4943679194747247,Voting
84,1,False,False,0.28207439759287856,False,0.2,False,0.055616349239351416,Voting
58,3,False,False,0.2719144653470264,False,0.0,False,0.1127987772116871,Voting
75,3,False,False,0.30172298688329285,False,0.0,False,0.049300787428538204,Voting
228,1,False,True,0.6105626019667095,False,0.1,False,0.03610101135128062,Voting
13,1,False,False,0.19204953493296556,False,0.0,False,0.13755504665339696,Voting
23,0,False,False,0.3121782344898771,False,0.0,False,0.1244887123588948,Voting
244,8,True,True,0.945746689366868,True,1.0,True,0.9217227097707988,Voting
91,1,False,False,0.2960788638270986,False,0.1,False,0.08763623447361275,Voting
9,0,False,False,0.19010376234151566,False,0.2965780053280053,False,0.4858037878316397,Voting
21,0,False,False,0.1993390222527243,False,0.0,False,0.123700789143324,Voting
121,5,False,True,0.8227472787785769,True,1.0,True,0.872687917279024,Voting
34,0,False,False,0.2115256969478753,False,0.24261904761904765,True,0.6336244130465358,Voting
11,0,False,False,0.19150603674840316,False,0.0,False,0.492183703236195,Voting
37,2,False,False,0.22215787183687355,False,0.0,False,0.08246598250754741,Voting
32,2,False,False,0.21686918783325648,False,0.0,False,0.08902707394964096,Voting
20,0,False,False,0.19849500265067,False,0.0,False,0.490076629793257,Voting
12,0,False,False,0.1922280101871835,False,0.0,False,0.05955195210944221,Voting
2,0,False,False,0.1856430672579788,False,0.0,False,0.027999103246843817,Voting
22,0,False,False,0.20019640230300528,False,0.0,False,0.12405024129687807,Voting
35,0,False,False,0.2958904022599505,False,0.4453571428571429,False,0.10617405736195633,Voting
12,0,False,False,0.1922280101871835,False,0.0,False,0.05955195210944221,Voting
21,0,False,False,0.1993390222527243,False,0.0,False,0.123700789143324,Voting
65,3,False,False,0.2834161703949183,False,0.0,False,0.18632430530216926,Voting
30,3,False,False,0.23588148628841876,False,0.0,False,0.08858745936308465,Voting
19,0,False,False,0.19766436856034272,False,0.0,False,0.4932929323745696,Voting
69,4,False,False,0.33208632001519606,False,0.0,False,0.08853629644462413,Voting
14,1,False,False,0.19279162168548394,False,0.0,False,0.13898063605739244,Voting
5,0,False,False,0.2387504242520526,False,0.07327380952380952,False,0.03918338614660853,Voting
17,0,False,False,0.19604338531320373,False,0.0,False,0.09301873336523417,Voting
71,1,False,True,0.5923920633667097,True,0.6166666666666667,True,0.8173624782242057,Voting
40,1,False,False,0.21696696920555186,False,0.0,False,0.09404704944596556,Voting
74,1,False,True,0.5973812923985518,True,1.0,True,0.8207632005311858,Voting
128,4,False,True,0.8027927239975865,True,0.9,True,0.8714708446539035,Voting
9,1,False,False,0.1892235929146304,False,0.0,False,0.100596962405628,Voting
44,1,False,False,0.22153158443049248,False,0.0,False,0.09470601685627468,Voting
10,0,False,False,0.19079792707514912,False,0.0,False,0.10522359151582432,Voting
88,2,False,True,0.6353998613745905,True,1.0,True,0.7722547167906891,Voting
64,0,False,False,0.24880176426994,False,0.0,False,0.20083866510626594,Voting
27,1,False,False,0.20370691064147214,False,0.0,False,0.13580679770721574,Voting
14,0,False,False,0.1937132517122985,False,0.0,False,0.06248823022984128,Voting
33,0,False,False,0.2105078785882578,False,0.22833333333333336,False,0.19111696716104914,Voting
39,1,False,False,0.21586219212375532,False,0.0,False,0.09544475448655307,Voting
45,5,False,False,0.3492970871678156,False,0.0,False,0.10539744547446103,Voting
16,1,False,False,0.1943180528405013,False,0.0,False,0.13480238627365013,Voting
86,3,False,False,0.3245104163306269,False,0.0,False,0.08477628599078814,Voting
18,1,False,False,0.1959004701535414,False,0.0,False,0.13879594591589015,Voting
3,0,False,False,0.18623687188163032,False,0.0,False,0.02973691150662685,Voting
17,0,False,False,0.2431328220749728,False,0.06373015873015872,False,0.4984458150794805,Voting
5,0,False,False,0.2168581681723437,False,0.1954960807166689,False,0.482510077883141,Voting
1,0,False,False,0.12349942799486142,False,0.0,False,0.012739369606403364,Voting
78,2,False,True,0.5660039546507,True,0.7,True,0.6663538856842465,Voting
4,0,False,False,0.3901974486583033,True,0.7938564830125573,True,0.5072700376559447,Voting
57,2,False,False,0.18531037941286785,False,0.0,False,0.10080650181615154,Voting
14,0,False,False,0.3057744462874989,False,0.18,False,0.4878030424872416,Voting
