cbo,rfc,ce,npm,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
2,19,2,3,0.5,False,False,0.03233278051695975,False,0.0,False,0.016713288601864808,AdaBoost
5,24,0,23,0.295652174,False,False,0.3756162189464531,False,0.4,True,0.5413418700128243,AdaBoost
3,1,1,1,1.0,False,False,0.016840830045388708,False,0.0,False,0.11294591404557625,AdaBoost
0,2,0,1,1.0,False,False,0.01641145820310948,False,0.0,False,0.02874517459662573,AdaBoost
4,13,1,5,0.533333333,False,False,0.0260813345965392,False,0.0,False,0.021119789494632973,AdaBoost
1,23,1,18,0.473684211,False,False,0.03408532359005653,False,0.0,False,0.0841423906741473,AdaBoost
6,14,1,13,0.353846154,False,False,0.03613519087270812,False,0.0,False,0.10491469953096227,AdaBoost
18,72,18,16,0.179487179,True,True,0.7829903896375718,True,0.7,False,0.4986413120777925,AdaBoost
5,18,5,4,0.583333333,False,False,0.043367502664306085,False,0.0,False,0.1314556761146314,AdaBoost
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.01853910306692601,AdaBoost
6,18,6,9,0.26984127,False,False,0.07814083339708325,False,0.1,False,0.27561450181185404,AdaBoost
5,15,5,5,0.5,False,False,0.05087504264968667,False,0.2,False,0.16600603650694146,AdaBoost
7,32,7,11,0.461538462,False,False,0.06631053795948523,False,0.1,False,0.29052775866078245,AdaBoost
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.01853910306692601,AdaBoost
3,0,1,0,0.0,False,False,0.056658914885282914,False,0.1,False,0.046933094509331516,AdaBoost
3,14,2,8,0.40625,False,False,0.03415834277135707,False,0.1,False,0.1236685262566786,AdaBoost
4,12,1,7,0.571428571,False,False,0.020460675016199463,False,0.0,False,0.1487087024754828,AdaBoost
3,0,1,0,0.0,False,False,0.04340219079309465,False,0.0,False,0.08380599384734927,AdaBoost
2,11,2,4,0.4375,False,False,0.03320535902523652,False,0.0,False,0.027960647486982324,AdaBoost
2,2,0,2,0.75,False,False,0.014636917407870329,False,0.0,False,0.07573045218950199,AdaBoost
7,23,7,6,0.388888889,False,False,0.062454613879006776,False,0.0,False,0.12644862547603886,AdaBoost
9,33,2,24,0.182291667,False,False,0.07898873049036369,False,0.4,False,0.3278323445044292,AdaBoost
6,44,6,11,0.545454545,False,False,0.05457733029071207,False,0.0,False,0.21393548392675849,AdaBoost
1,2,0,1,1.0,False,False,0.011171776334472002,False,0.0,False,0.1184997953163542,AdaBoost
7,16,7,6,0.3666666670000001,False,False,0.06382225122031647,False,0.1,False,0.15993759737240715,AdaBoost
4,15,0,11,0.290909091,False,False,0.0294710083213072,False,0.1,False,0.12268740706681118,AdaBoost
1,8,0,2,0.5,False,False,0.02253060590571561,False,0.0,False,0.03154923959973575,AdaBoost
22,110,22,40,0.131578947,False,True,0.5479268137443352,False,0.4,False,0.20057692816884745,AdaBoost
8,12,8,4,0.875,True,False,0.03348350104293813,False,0.0,False,0.1777355674493894,AdaBoost
1,8,0,4,0.666666667,False,False,0.01806405091431041,False,0.0,False,0.036512038199043084,AdaBoost
2,12,1,3,0.5555555560000001,False,False,0.023166269193882524,False,0.0,False,0.09385574803441392,AdaBoost
13,30,13,2,0.466666667,False,False,0.1309793503430116,False,0.1,False,0.21986438327756685,AdaBoost
11,46,11,18,0.194444444,False,False,0.3096459907143829,False,0.0,False,0.4722775993690535,AdaBoost
4,6,4,4,0.4,True,False,0.04328606424019249,False,0.3,False,0.3424337928877007,AdaBoost
3,10,3,3,0.5,False,False,0.033320489358032536,False,0.0,False,0.267630401883025,AdaBoost
19,68,19,16,0.148606811,False,True,0.8386551000417583,True,1.0,True,0.7703499998741814,AdaBoost
4,4,1,3,0.666666667,False,False,0.01705506791345274,False,0.1,False,0.0719466599855879,AdaBoost
36,166,36,37,0.126388889,False,True,0.9614932518717416,False,0.5,False,0.4863833500711904,AdaBoost
9,20,5,20,0.407142857,False,False,0.05628826123399106,False,0.4,False,0.385538602118354,AdaBoost
4,10,4,3,0.833333333,False,False,0.026860259727241254,False,0.0,False,0.3196506002470097,AdaBoost
15,21,1,14,0.28571428600000004,False,False,0.37243070932195055,False,0.5,True,0.5883884439817747,AdaBoost
11,33,11,7,0.25,False,False,0.13072544148432344,False,0.0,False,0.05027870195488477,AdaBoost
1,11,0,7,0.35714285700000004,False,False,0.0330142894268592,False,0.1,False,0.16391360435480504,AdaBoost
6,7,3,7,0.464285714,True,False,0.03585487551501244,False,0.2,False,0.2405553589207917,AdaBoost
19,36,19,9,0.314814815,True,False,0.3969158977695233,False,0.4,True,0.5344934693063434,AdaBoost
2,19,2,15,0.20952381,False,False,0.051690098474191065,False,0.1,False,0.11892752205103925,AdaBoost
4,3,2,3,0.666666667,False,False,0.025617453854370673,False,0.0,False,0.11694431140805507,AdaBoost
2,1,1,1,1.0,False,False,0.0162248964004577,False,0.0,False,0.06755035795812422,AdaBoost
2,26,2,7,0.452380952,False,False,0.03530105199850922,False,0.1,False,0.09232263398429401,AdaBoost
5,19,1,13,0.230769231,False,False,0.04071572171129705,False,0.0,False,0.4160923220747919,AdaBoost
24,13,5,13,0.32967033,False,False,0.05614252591394312,False,0.5,False,0.3556125514374248,AdaBoost
9,29,8,9,0.4318181820000001,False,False,0.06900315822789686,False,0.0,False,0.3365885033413449,AdaBoost
4,21,2,5,0.45,False,False,0.032485365821610684,False,0.0,False,0.1026135016464134,AdaBoost
6,2,2,2,1.0,False,False,0.01484229653863497,False,0.0,False,0.10379047695115484,AdaBoost
2,30,2,9,0.363636364,False,False,0.04052356058566418,False,0.0,False,0.1251821775265557,AdaBoost
3,1,1,1,1.0,False,False,0.015279455028760087,False,0.1,False,0.1359186041320852,AdaBoost
24,91,24,19,0.16091954,True,False,0.4932939208353324,False,0.4,False,0.3040180184778113,AdaBoost
3,8,1,4,0.666666667,False,False,0.02275307487472849,False,0.0,False,0.13951915136445184,AdaBoost
4,33,4,12,0.198529412,False,False,0.06324833959127413,False,0.2,False,0.22604626476019826,AdaBoost
6,1,3,1,1.0,False,False,0.0174749068338452,False,0.0,False,0.10648168961905652,AdaBoost
9,26,3,12,0.27777777800000003,False,False,0.04592081428566578,False,0.1,False,0.14309466865162948,AdaBoost
10,11,7,11,0.33766233799999995,True,False,0.06337677955569834,False,0.0,False,0.3299122417773224,AdaBoost
27,25,4,17,0.245098039,False,False,0.0997898742055526,False,0.0,False,0.050369372221884666,AdaBoost
3,18,3,8,0.4375,False,False,0.03326816760171518,False,0.1,False,0.1091904952760722,AdaBoost
9,16,6,5,0.266666667,False,False,0.06188832217671299,False,0.1,False,0.2649586348080894,AdaBoost
19,79,19,13,0.265625,True,False,0.4586602662572858,True,0.6,False,0.4452954395217192,RandomForest
6,56,5,17,0.309090909,False,False,0.09451742554875177,False,0.1,False,0.2563861324676648,AdaBoost
9,5,4,5,0.433333333,False,False,0.036629292276484295,False,0.2,False,0.28418974068702463,AdaBoost
18,6,0,5,0.8,False,False,0.006420714216140991,False,0.1,False,0.1071601946306569,AdaBoost
5,29,2,23,0.204968944,True,False,0.04351578819369084,False,0.0,False,0.3099697736348302,AdaBoost
2,11,0,11,0.954545455,False,False,0.008599324236098622,False,0.0,False,0.05293978152573897,AdaBoost
17,43,4,36,0.122685185,False,False,0.17198145723813793,False,0.2,False,0.19740804659154185,AdaBoost
4,20,4,7,0.625,False,False,0.02760836082195756,False,0.0,False,0.1710299231754451,AdaBoost
3,5,3,2,0.75,False,False,0.024977271882295458,False,0.215,False,0.23228346070414624,AdaBoost
1,6,0,5,0.7,False,False,0.01611290035399539,False,0.0,False,0.040480972996999036,AdaBoost
4,6,1,5,0.6,False,False,0.01971250655260647,False,0.0,False,0.08827293044137041,AdaBoost
5,4,3,4,0.55,False,False,0.02966557501628608,False,0.16,False,0.2698660457919756,AdaBoost
3,34,1,5,0.228571429,False,False,0.035002078798181575,False,0.0,False,0.09317294274373286,AdaBoost
4,0,1,0,0.0,False,False,0.0510926952610026,False,0.1,False,0.11011452471107658,AdaBoost
8,11,8,2,1.0,False,False,0.3650896861826272,True,0.8,True,0.5897914565850993,Voting
3,3,1,3,1.0,True,False,0.012232165085218408,False,0.0,False,0.050209177883777184,AdaBoost
4,7,0,3,0.5,False,False,0.0207635323573743,False,0.0,False,0.29245490894784915,AdaBoost
6,22,6,4,0.4375,False,False,0.05145339525280848,False,0.1,False,0.1286020615482698,AdaBoost
0,10,0,9,0.481481481,False,False,0.021479639194402118,False,0.0,False,0.01982821568247577,AdaBoost
3,0,1,0,0.0,False,False,0.05725573003097506,False,0.0,False,0.08672069043675212,AdaBoost
2,0,1,0,0.0,False,False,0.060182563355687585,False,0.0,False,0.08248911734217368,AdaBoost
6,18,1,17,0.294117647,False,False,0.0342612533405888,False,0.0,False,0.17453311107686065,AdaBoost
3,21,3,5,0.4,False,False,0.04399374438895445,False,0.1,False,0.1670386707125103,AdaBoost
2,10,2,4,0.4375,False,False,0.03924950995847997,False,0.0,False,0.01976882363300512,AdaBoost
2,2,2,1,1.0,False,False,0.02045211122058024,False,0.0,False,0.10426483470123853,AdaBoost
5,6,3,6,0.7777777779999999,False,False,0.0240142427454794,False,0.10833333333333332,False,0.3083008446278345,AdaBoost
3,8,1,4,0.666666667,False,False,0.023096094981706047,False,0.0,False,0.16764128391088298,AdaBoost
13,20,6,20,0.328571429,True,False,0.0630508399683244,False,0.0,False,0.2600141885146431,AdaBoost
6,9,4,1,0.666666667,False,False,0.03364756026436312,False,0.1,False,0.07017578532427,AdaBoost
7,16,2,15,0.244444444,False,False,0.040139852887555255,False,0.1,False,0.12564948737131512,AdaBoost
2,3,2,2,1.0,False,False,0.01993799300562386,False,0.0,False,0.23782029374929484,AdaBoost
4,19,2,4,0.583333333,False,False,0.027989292475990645,False,0.0,False,0.057176680924773675,AdaBoost
1,2,1,1,1.0,False,False,0.018284588319494244,False,0.0,False,0.12158709749642635,AdaBoost
9,2,0,1,1.0,False,False,0.008889545942136852,False,0.0,False,0.0429617908958717,AdaBoost
6,1,0,1,1.0,False,False,0.010930243500624591,False,0.0,False,0.025854956835513282,AdaBoost
6,20,1,19,0.294736842,False,False,0.035042185608735885,False,0.0,False,0.22234002483626866,AdaBoost
3,15,0,14,0.339285714,False,False,0.029491354376729544,False,0.0,False,0.029268566354210268,AdaBoost
6,15,3,4,0.5,False,False,0.03398330157098501,False,0.1,False,0.2832148899406647,AdaBoost
8,10,2,10,0.58,False,False,0.3559138736241779,False,0.1,False,0.36323639288554216,AdaBoost
3,0,1,0,0.0,False,False,0.05725573003097506,False,0.0,False,0.08672069043675212,AdaBoost
2,2,2,1,1.0,False,False,0.02045211122058024,False,0.0,False,0.10426483470123853,AdaBoost
8,57,8,18,0.27777777800000003,False,False,0.16106952770633853,False,0.1,False,0.1828057039982945,AdaBoost
7,29,7,8,0.45,False,False,0.05868536317490367,False,0.2,False,0.20577515296488585,AdaBoost
5,21,1,14,0.28571428600000004,True,False,0.03294192770760918,False,0.0,False,0.0491682881060885,AdaBoost
19,36,12,11,0.214285714,False,False,0.22094876070919586,False,0.1,True,0.5668753122031192,AdaBoost
4,14,4,4,0.4375,False,False,0.04323131636039895,False,0.2,False,0.17184322821900536,AdaBoost
6,34,6,11,0.238636364,False,False,0.06628751713623708,False,0.1,False,0.3437036723869433,AdaBoost
8,29,8,9,0.314814815,False,False,0.08097134524164053,False,0.2,False,0.43187971255395,AdaBoost
1,8,0,7,0.35714285700000004,False,False,0.029105701646643074,False,0.1,False,0.2069446823193631,AdaBoost
2,8,1,4,0.666666667,False,False,0.02279543158695073,False,0.0,False,0.035153764356837494,AdaBoost
55,128,32,39,0.185606061,False,True,0.8236558652749423,True,0.9,True,0.6929790197693756,AdaBoost
1,2,0,1,1.0,False,False,0.014566733764297346,False,0.0,False,0.13614923621473482,AdaBoost
2,10,2,2,0.666666667,False,False,0.026517871857060917,False,0.0,False,0.009735366037371395,AdaBoost
4,4,2,4,0.625,False,False,0.027952903768302086,False,0.0,False,0.12177618929241295,AdaBoost
6,4,2,4,1.0,False,False,0.016661504176597428,False,0.0,False,0.04075166844111488,AdaBoost
16,53,16,16,0.176870748,True,True,0.7472503413058923,True,0.9,True,0.6330446850211461,AdaBoost
5,19,5,6,0.611111111,False,False,0.03770314641676464,False,0.0,False,0.058623558529003424,AdaBoost
2,2,2,1,1.0,False,False,0.01951541858607755,False,0.0,False,0.07623624041082312,AdaBoost
4,8,2,8,0.541666667,False,False,0.029248353630811075,False,0.1,False,0.3303914152447533,AdaBoost
2,7,2,3,0.5555555560000001,False,False,0.031000343946028224,False,0.1,False,0.06022645656449677,AdaBoost
30,93,30,16,0.13888888900000002,True,True,0.5760166921502461,True,0.6,True,0.5301217721215068,AdaBoost
2,8,0,4,0.666666667,False,False,0.019618357064644414,False,0.0,False,0.024310787691534608,AdaBoost
4,4,1,3,0.666666667,False,False,0.023006878043491767,False,0.0,False,0.0438148841948916,AdaBoost
7,15,1,14,0.342857143,False,False,0.03182458128186329,False,0.0,False,0.0166665265441408,AdaBoost
2,0,1,0,0.0,False,False,0.05238525957741686,False,0.0,False,0.08324958985694943,AdaBoost
