wmc,cbo,rfc,ce,npm,loc,moa,amc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
4,12,5,1,4,24,1,4.5,False,False,0.022667728324360342,False,0.0,False,0.03170824373275407,AdaBoost
4,3,11,2,4,48,0,11.0,False,False,0.01957883969939397,False,0.0,False,0.07329186807733501,AdaBoost
3,3,7,0,3,17,0,4.666666667,False,False,0.020430146929638817,False,0.0,False,0.01902571943915663,AdaBoost
8,8,8,5,8,8,0,0.0,False,False,0.01730029475764327,False,0.0,False,0.05492456729657856,AdaBoost
6,1,7,0,6,34,0,4.333333333,False,False,0.017445411392239173,False,0.0,False,0.22004935462352904,AdaBoost
3,8,20,6,3,155,0,50.0,False,False,0.016587337681790486,False,0.1,False,0.011961271520515258,AdaBoost
3,5,9,4,3,40,2,11.33333333,False,False,0.02338674501195269,False,0.0,False,0.1290263736182329,AdaBoost
1,4,2,3,1,9,0,7.0,False,False,0.01921592998562109,False,0.0,False,0.01840874526012884,AdaBoost
47,15,108,0,45,896,0,17.63829787,False,True,0.7134597359899958,True,0.6,False,0.4207191294528823,AdaBoost
22,16,59,15,22,354,2,14.86363636,False,False,0.04697639534232553,False,0.1,False,0.20849545731223687,AdaBoost
10,17,62,0,5,491,1,47.1,True,False,0.06882881229763597,False,0.2,False,0.2059485564562186,AdaBoost
2,3,3,2,2,14,1,5.0,False,False,0.0210524610284607,False,0.0,False,0.029489506851806607,AdaBoost
5,7,8,3,4,34,0,5.6,False,False,0.02012757790286365,False,0.0,False,0.09019632126544128,AdaBoost
2,6,5,3,2,12,0,5.0,False,False,0.02056910668117085,False,0.0,False,0.09284217856976372,AdaBoost
11,4,21,0,11,68,0,5.0,False,False,0.01948642598117671,False,0.0,False,0.0874301184493158,AdaBoost
59,31,148,31,57,895,1,14.15254237,False,True,0.7308077614976028,True,0.6,True,0.6254538536179217,AdaBoost
25,10,49,0,25,304,0,10.72,False,False,0.02287992759140196,False,0.0,False,0.18936164722204046,AdaBoost
6,6,36,0,5,165,0,26.16666667,False,False,0.0321050219283248,False,0.1,False,0.12012415327849145,AdaBoost
5,1,22,0,3,103,0,19.2,False,False,0.025117688137582733,False,0.1,False,0.05723173267395465,AdaBoost
3,13,22,11,2,201,3,64.0,False,False,0.02387339094094004,False,0.0,False,0.052531723527781,AdaBoost
57,56,242,54,27,2550,3,43.49122807,True,True,0.9937581298275124,True,1.0,True,0.9046366739597154,AdaBoost
5,2,6,1,5,36,0,5.4,True,False,0.017697988133090096,False,0.0,False,0.04549225720851215,AdaBoost
13,14,49,4,12,298,0,21.53846154,False,False,0.037729550299239516,True,0.6,False,0.3214509688498932,AdaBoost
2,3,5,2,1,15,0,6.0,False,False,0.02081480622503624,False,0.0,False,0.03639812773194159,AdaBoost
29,21,104,20,22,733,0,24.13793103,True,False,0.3914026963283189,False,0.5,True,0.5410112817560289,AdaBoost
1,2,1,0,1,1,0,0.0,False,False,0.02050103704483649,False,0.0,False,0.10320736896492587,AdaBoost
5,4,18,0,4,76,0,13.8,False,False,0.02361323141482732,False,0.0,False,0.11550519062869775,AdaBoost
10,12,14,6,10,51,1,3.9,False,False,0.019846420453108332,False,0.1,False,0.04389072311540618,AdaBoost
21,9,58,0,15,373,0,16.33333333,False,False,0.3762486681093571,False,0.3,False,0.3728401632154004,AdaBoost
3,8,4,0,3,20,0,5.0,False,False,0.02009879242269384,False,0.0,False,0.07665465175652668,AdaBoost
25,8,90,7,21,1160,1,44.84,False,False,0.3724413254067704,False,0.4,False,0.4961889470699917,AdaBoost
2,6,7,4,2,18,0,8.0,False,False,0.02067208458930377,False,0.0,False,0.05769707265279304,AdaBoost
23,7,33,3,15,284,2,10.34782609,False,False,0.027476627563454908,False,0.0,False,0.2009548087865939,AdaBoost
21,12,46,5,10,281,1,12.19047619,False,False,0.376127117224613,False,0.2,False,0.2357646783622137,AdaBoost
22,30,104,25,11,707,1,31.04545455,False,False,0.4571723689077132,False,0.2,False,0.2676617110425196,AdaBoost
21,12,77,0,15,797,0,36.57142857,False,False,0.0856287053175769,False,0.3,False,0.4193624401768846,AdaBoost
9,7,30,7,9,228,0,24.22222222,False,False,0.02358121824228087,False,0.1,False,0.2036448382814872,AdaBoost
12,6,31,5,9,360,1,26.58333333,False,False,0.3618236680132683,False,0.5,False,0.21700573310370955,AdaBoost
3,16,3,1,3,3,0,0.0,False,False,0.022352537573320137,False,0.0,False,0.012831022854466596,AdaBoost
38,21,104,0,29,839,1,20.71052632,True,True,0.7296151300986509,True,0.6,False,0.4601275811834769,AdaBoost
1,34,1,0,1,1,0,0.0,False,False,0.02913651065681975,False,0.0,False,0.09946437705918172,AdaBoost
2,4,5,3,2,21,1,8.5,False,False,0.02127079507396724,False,0.0,False,0.0114053504085994,AdaBoost
11,23,16,4,8,77,3,5.454545455,False,False,0.033122206219327995,False,0.1,False,0.14962356055568593,AdaBoost
3,3,5,0,1,18,1,4.666666667,False,False,0.021131524623934275,False,0.0,False,0.03756657494994105,AdaBoost
2,4,2,2,2,2,0,0.0,False,False,0.01780527694786727,False,0.0,False,0.04511520699673713,AdaBoost
25,6,26,1,25,136,1,3.96,False,False,0.017839781598232442,False,0.0,False,0.0128108739841345,AdaBoost
6,23,6,1,6,6,0,0.0,False,False,0.020318861280481524,False,0.0,False,0.05842849948240511,AdaBoost
8,5,25,5,6,145,0,16.5,False,False,0.023587087927074462,False,0.0,False,0.060358083391423324,AdaBoost
11,43,11,8,11,11,0,0.0,True,False,0.02260618276865484,False,0.1,False,0.1952328686102555,AdaBoost
1,3,2,0,1,5,0,4.0,False,False,0.017660427060448958,False,0.0,False,0.04097390577954373,AdaBoost
3,2,4,0,3,14,0,3.333333333,False,False,0.01733075982953491,False,0.0,False,0.08333272497911784,AdaBoost
10,2,12,0,10,53,0,3.9,False,False,0.016684025813471073,False,0.0,False,0.0060604734964104035,AdaBoost
12,35,18,4,12,99,4,6.833333333,False,False,0.06126360194129162,False,0.2,False,0.19572384696883674,AdaBoost
9,4,11,1,9,60,2,5.222222222,False,False,0.02175651174639213,False,0.1,False,0.049948332160856125,AdaBoost
2,3,2,0,2,2,0,0.0,False,False,0.01783009982952293,False,0.0,False,0.11313152229223608,AdaBoost
11,14,24,4,10,107,0,8.272727273,True,False,0.023368759280011992,False,0.2,False,0.17246574831559056,AdaBoost
13,16,26,3,12,243,1,17.23076923,False,False,0.02776373917155027,False,0.0,False,0.10451817062727704,AdaBoost
30,27,78,12,30,543,1,16.8,False,False,0.33985557883374323,False,0.1,False,0.04448776969064733,AdaBoost
2,4,4,3,1,8,0,3.0,False,False,0.0184460743122575,False,0.0,False,0.034532176821971065,AdaBoost
14,10,39,8,13,225,2,14.71428571,False,False,0.03621728859021182,False,0.0,False,0.022735642731346862,AdaBoost
13,28,104,26,8,691,1,52.07692308,False,False,0.4566505947978094,False,0.0,False,0.3301548759499707,AdaBoost
12,9,31,8,10,170,0,12.83333333,False,False,0.02548950675042593,False,0.1,False,0.02989514505577224,AdaBoost
1,7,1,1,1,1,0,0.0,False,False,0.018648591950338897,False,0.0,False,0.02844333643062105,AdaBoost
23,57,23,16,23,23,0,0.0,False,False,0.2871047244262579,False,0.3,False,0.14322802583116853,AdaBoost
15,12,16,3,15,104,1,5.466666667,False,False,0.019459362491313647,False,0.0,False,0.09839032060352547,AdaBoost
9,5,36,3,9,146,0,15.22222222,False,False,0.0274452094898502,False,0.0,False,0.10868638201345117,AdaBoost
21,21,38,4,21,224,1,9.476190476000001,False,False,0.029562828212613832,False,0.1,False,0.2352281022251758,AdaBoost
3,6,18,4,2,67,0,21.33333333,False,False,0.02065306557921953,False,0.0,False,0.011481238120415141,AdaBoost
157,111,312,75,142,2701,12,15.89808917,False,True,0.6605703872460579,False,0.5,True,0.5028889671316533,RandomForest
14,57,32,0,13,277,0,18.28571429,False,False,0.05989671728711653,False,0.2,False,0.19950355207217027,AdaBoost
5,11,14,3,3,72,1,13.2,False,False,0.0241299607806112,False,0.0,False,0.04134877845930438,AdaBoost
6,11,6,2,6,6,0,0.0,False,False,0.01806193116342249,False,0.1,False,0.044176396013850684,AdaBoost
3,2,5,1,3,22,1,6.0,False,False,0.01944860731796424,False,0.0,False,0.07620675046578075,AdaBoost
25,62,25,8,25,25,0,0.0,False,False,0.29065739824667497,False,0.1,False,0.07513882088133804,AdaBoost
8,11,17,3,8,54,1,5.5,False,False,0.0234173307564549,False,0.0,False,0.12090942795675776,AdaBoost
6,9,9,3,5,52,3,7.0,False,False,0.02709746542056075,False,0.0,False,0.2254741428996465,AdaBoost
11,6,12,2,11,78,1,5.6363636360000005,False,False,0.01890571706302991,False,0.0,False,0.03591283744246638,AdaBoost
32,33,84,0,8,670,0,19.78125,False,False,0.21535913533847886,False,0.5,False,0.1820104080029605,AdaBoost
17,6,29,5,17,167,0,8.470588235,False,False,0.3460713201768317,False,0.0,False,0.33234626998400696,AdaBoost
3,7,12,5,1,53,0,16.66666667,False,False,0.0188513240164192,False,0.0,False,0.012395773870516396,AdaBoost
7,54,7,0,7,7,0,0.0,False,False,0.03626331475442257,False,0.0,False,0.05436190285426727,AdaBoost
9,13,38,12,8,197,1,20.66666667,False,False,0.030352515533830324,False,0.1,False,0.4208544427063605,AdaBoost
28,17,70,17,21,488,0,16.21428571,False,False,0.049806859769245086,False,0.0,False,0.15437580769006284,AdaBoost
1,7,1,2,1,1,0,0.0,False,False,0.017285833523971214,False,0.0,False,0.007092083242631145,AdaBoost
6,3,9,1,6,40,0,5.5,False,False,0.014830971433756182,False,0.1,False,0.2371029525950702,AdaBoost
2,4,2,0,2,2,0,0.0,False,False,0.017160709428031353,False,0.0,False,0.007409943089348548,AdaBoost
4,16,79,15,3,435,1,107.5,False,False,0.3997690764069031,False,0.1,False,0.16317606978320154,AdaBoost
4,15,10,0,2,68,3,15.0,False,False,0.03946228151717027,False,0.1,False,0.005742146445844464,AdaBoost
8,27,8,14,8,8,0,0.0,True,False,0.012335607603976407,False,0.1,False,0.1752360230440983,AdaBoost
5,5,56,4,5,334,0,65.0,False,False,0.04026291994798408,False,0.3,False,0.4181240474594181,AdaBoost
14,20,105,0,7,623,0,43.35714286,False,False,0.2267977854140681,False,0.2,False,0.15898013717494716,AdaBoost
6,3,14,2,6,63,1,9.166666667000001,False,False,0.019939594139341887,False,0.0,False,0.05127750759033333,AdaBoost
10,9,38,0,8,197,0,18.3,False,False,0.03774548288411017,False,0.1,False,0.05806183992200864,AdaBoost
1,3,2,2,1,8,0,6.0,False,False,0.015469891503212166,False,0.0,False,0.009691569203087226,AdaBoost
4,2,6,1,4,35,2,7.25,False,False,0.02128140361192596,False,0.0,False,0.06639103711086987,AdaBoost
20,106,45,5,17,124,1,4.85,False,False,0.45730615242565503,False,0.2,False,0.28036386193009405,AdaBoost
19,8,19,0,19,19,0,0.0,False,False,0.010504380517192135,False,0.1,False,0.2407331097240685,AdaBoost
2,9,2,3,2,4,0,0.0,False,False,0.016651720572696416,False,0.0,False,0.0041498192414585475,AdaBoost
8,9,61,7,6,544,0,66.875,True,False,0.04212258589648291,False,0.3,False,0.4775936715857115,AdaBoost
13,25,69,24,12,420,0,31.30769231,False,False,0.4150920552528281,False,0.2,False,0.1799505608100613,AdaBoost
3,5,5,3,1,18,1,4.666666667,False,False,0.021212280557984253,False,0.0,False,0.008506433285311121,AdaBoost
2,1,4,1,2,10,0,4.0,False,False,0.01607791167988433,False,0.0,False,0.015988329440992075,AdaBoost
4,7,17,2,2,58,1,13.0,False,False,0.030091077819970145,False,0.0,False,0.016897312766012425,AdaBoost
9,3,11,1,9,60,0,5.1111111110000005,False,False,0.012954468560360343,False,0.0,False,0.2297258166055308,AdaBoost
3,11,3,3,3,3,0,0.0,False,False,0.01667217163404895,False,0.0,False,0.005990198384639546,AdaBoost
5,8,5,0,5,5,0,0.0,False,False,0.016639861061005297,False,0.0,False,0.07341127201634942,AdaBoost
3,4,5,1,3,18,0,5.0,False,False,0.016138960206759773,False,0.0,False,0.03627105541577357,AdaBoost
3,3,3,1,3,3,0,0.0,False,False,0.015709467548365285,False,0.0,False,0.012852875608074806,AdaBoost
28,11,72,10,18,719,0,23.57142857,True,False,0.055160949348262885,False,0.2,False,0.4735556583252548,AdaBoost
14,10,34,0,13,207,0,13.21428571,False,False,0.02495177373936184,False,0.1,False,0.06796181908946118,AdaBoost
5,9,20,6,5,89,1,16.4,False,False,0.023320794076968486,False,0.0,False,0.04669553753165311,AdaBoost
4,6,4,0,4,4,0,0.0,True,False,0.016621990909255303,False,0.0,False,0.014760212621731229,AdaBoost
1,4,2,3,1,11,0,8.0,False,False,0.01930324822552577,False,0.0,False,0.05257384785359223,AdaBoost
9,5,29,3,6,157,0,16.22222222,False,False,0.02907466377806248,False,0.0,False,0.0878690975240642,AdaBoost
1,8,1,2,1,1,0,0.0,False,False,0.022555484899977524,False,0.0,False,0.04205220344871185,AdaBoost
12,10,64,10,7,444,1,35.75,True,False,0.4027827059208969,False,0.4,False,0.4513546118122818,AdaBoost
4,6,38,4,2,242,0,59.25,False,False,0.026115100450504813,False,0.0,False,0.06485453597762803,AdaBoost
2,34,2,1,2,7,0,0.0,False,False,0.03017681713482078,False,0.0,False,0.06816141220040217,AdaBoost
17,6,39,4,17,165,1,8.588235294,False,False,0.02441212052411657,False,0.0,False,0.07002670719556027,AdaBoost
3,5,3,2,3,3,0,0.0,False,False,0.020175177816384646,False,0.0,False,0.13010000117569498,AdaBoost
16,8,27,0,16,175,0,9.5,True,False,0.017551511087110557,False,0.0,False,0.3463389683642489,AdaBoost
19,6,64,6,18,636,1,32.15789474,False,False,0.3803491172783135,False,0.4,False,0.3822708090289507,AdaBoost
6,6,13,3,6,55,1,7.833333333,False,False,0.02230291607568007,False,0.0,False,0.0647820726863023,AdaBoost
6,8,23,0,6,143,0,22.5,False,False,0.023907124403482333,False,0.0,False,0.2032476446069532,AdaBoost
4,7,10,5,1,27,1,5.5,False,False,0.027992235786458302,False,0.0,False,0.005034856429536796,AdaBoost
2,4,4,3,2,30,0,11.5,False,False,0.01830343867108884,False,0.0,False,0.04665279424661528,AdaBoost
30,37,68,9,27,513,3,15.86666667,False,False,0.21850072301906232,False,0.1,False,0.17512124740963889,AdaBoost
10,20,61,16,9,192,0,18.2,False,False,0.06315477861107191,False,0.4,False,0.3565842941547099,AdaBoost
8,6,41,0,5,204,0,24.375,False,False,0.04094300145372725,False,0.0,False,0.27686297101028623,AdaBoost
2,6,13,6,2,46,0,22.0,False,False,0.020180115623518523,False,0.0,False,0.011931333195086302,AdaBoost
4,2,6,1,3,23,1,4.5,False,False,0.02200526168443662,False,0.0,False,0.08893463081560468,AdaBoost
2,24,2,0,2,2,0,0.0,False,False,0.02685358306549021,False,0.0,False,0.06563000594111157,AdaBoost
10,9,44,0,9,176,0,16.2,False,False,0.040597200670524455,False,0.3,False,0.318305720024016,AdaBoost
1,3,2,1,1,5,0,4.0,False,False,0.02067023780701976,False,0.0,False,0.0852007520531973,AdaBoost
7,3,12,1,7,77,4,9.285714286000001,False,False,0.027622202094221296,False,0.1,False,0.048931979861320085,AdaBoost
6,6,40,4,5,227,0,36.66666667,False,False,0.03282688937450134,False,0.2,False,0.3785033188686381,AdaBoost
1,5,1,1,1,1,0,0.0,False,False,0.02193868524364612,False,0.0,False,0.13201063626870516,AdaBoost
4,6,14,3,4,74,0,17.0,False,False,0.020745215468867487,False,0.1,False,0.08013673443884416,AdaBoost
3,7,18,6,3,87,2,27.0,False,False,0.0255307947778196,False,0.0,False,0.012729762571154563,AdaBoost
30,26,132,25,13,1096,0,35.43333333,False,True,0.892539616095033,False,0.4,True,0.5145996991748554,RandomForest
3,7,12,6,3,64,1,19.33333333,False,False,0.021695228003397325,False,0.0,False,0.003526121224879836,AdaBoost
6,11,13,2,6,44,1,6.0,False,False,0.024434509325433985,False,0.0,False,0.023730091166485067,AdaBoost
1,6,1,2,1,1,0,0.0,False,False,0.02201316590050865,False,0.0,False,0.1286017695724917,AdaBoost
13,8,32,0,13,134,0,9.076923077,False,False,0.02418569416885589,False,0.1,False,0.4801564173908393,AdaBoost
13,13,14,2,12,24,1,0.615384615,False,False,0.018368250679455068,False,0.0,False,0.021862521291866745,AdaBoost
3,10,3,3,3,3,0,0.0,False,False,0.021259847204832042,False,0.0,False,0.03132764287706714,AdaBoost
