rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
24,3,True,True,0.9999541500747758,True,1.0,True,0.9122271781764812,Voting
57,11,True,True,0.9999999999997384,True,1.0,True,0.9014776781285772,Voting
13,4,True,True,0.9999819746375816,True,1.0,True,0.9125136577881968,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9123080739396984,Voting
11,6,True,True,0.9999995775321594,True,1.0,True,0.9125136577881968,Voting
11,3,True,True,0.9998080875146348,True,1.0,True,0.9123080739396984,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9337900440841964,Voting
147,43,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
88,24,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
16,3,True,True,0.9998888596104148,True,1.0,True,0.9123080739396984,Voting
38,21,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
23,0,True,True,0.959038795809446,True,1.0,True,0.8476883429033676,Voting
41,17,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
233,66,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9337900440841964,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9123080739396984,Voting
7,2,True,True,0.9824221261563956,True,1.0,True,0.9148077109376416,Voting
2,0,True,True,0.678118207253729,True,1.0,True,0.93530579475751,Voting
18,10,True,True,0.9999999999195158,True,1.0,True,0.9125136577881968,Voting
46,8,True,True,0.9999999997193496,True,1.0,True,0.9014776781285772,Voting
31,4,True,True,0.9999968167477252,True,1.0,True,0.9014776781285772,Voting
23,8,True,True,0.9999999974283424,True,1.0,True,0.9125136577881968,Voting
18,9,True,True,0.999999999421195,True,1.0,True,0.9125136577881968,Voting
55,13,True,True,0.9999999999999938,True,1.0,True,0.9014776781285772,Voting
45,9,True,True,0.9999999999570294,True,1.0,True,0.9014776781285772,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.9110246474234548,Voting
4,3,True,True,0.9996474602447316,True,1.0,True,0.9345400939969658,Voting
5,2,True,True,0.9821277045601602,True,1.0,True,0.923153454809942,Voting
2,1,True,True,0.7970888253477347,True,0.9608545837633712,True,0.5243539763128039,Voting
40,4,True,True,0.9999986621128392,True,1.0,True,0.9014776781285772,Voting
71,20,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
162,38,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.8445631037848659,Voting
20,0,True,True,0.9137376937261682,True,1.0,True,0.853032411404524,Voting
2,1,True,True,0.7970888253477347,True,0.9608545837633712,True,0.5243539763128039,Voting
46,19,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
22,4,True,True,0.9999924257007192,True,1.0,True,0.9125136577881968,Voting
69,6,True,True,0.9999999984159764,True,1.0,True,0.9014776781285772,Voting
12,4,True,True,0.9999801519590606,True,1.0,True,0.9125136577881968,Voting
66,0,True,True,0.9997077227578274,True,1.0,True,0.8577588014916852,Voting
18,5,True,True,0.9999984518365592,True,1.0,True,0.9125136577881968,Voting
15,10,True,True,0.999999999892553,True,1.0,True,0.9125136577881968,Voting
58,7,True,True,0.9999999993645964,True,1.0,True,0.9014776781285772,Voting
44,21,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
8,2,True,True,0.9830925167691914,True,1.0,True,0.905681392100536,Voting
77,35,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
97,40,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
2,1,True,True,0.7970888253477347,True,0.9608545837633712,True,0.5243539763128039,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9123080739396984,Voting
9,1,True,True,0.7424898206188759,True,0.8966666666666667,True,0.9225510273352484,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9123080739396984,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.9110246474234548,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9123080739396984,Voting
33,4,True,True,0.9999973744816436,True,1.0,True,0.9014776781285772,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.8445631037848659,Voting
19,11,True,True,0.999999999989836,True,1.0,True,0.9125136577881968,Voting
23,0,True,True,0.959038795809446,True,1.0,True,0.8476883429033676,Voting
7,2,True,True,0.9824221261563956,True,1.0,True,0.9148077109376416,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.9110246474234548,Voting
12,2,True,True,0.9883172381492004,True,1.0,True,0.8884074238465861,Voting
4,3,True,True,0.9996474602447316,True,1.0,True,0.9345400939969658,Voting
31,4,True,True,0.9999968167477252,True,1.0,True,0.9014776781285772,Voting
16,4,True,True,0.999986498868381,True,1.0,True,0.9125136577881968,Voting
12,3,True,True,0.9998268232592838,True,1.0,True,0.9123080739396984,Voting
20,0,True,True,0.9137376937261682,True,1.0,True,0.853032411404524,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.9110246474234548,Voting
48,10,True,True,0.999999999995524,True,1.0,True,0.9014776781285772,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.9110246474234548,Voting
16,3,True,True,0.9998888596104148,True,1.0,True,0.9123080739396984,Voting
16,4,True,True,0.999986498868381,True,1.0,True,0.9125136577881968,Voting
5,3,True,True,0.9996739837208004,True,1.0,True,0.9239978839266796,Voting
22,6,True,True,0.9999998535516784,True,1.0,True,0.9125136577881968,Voting
18,6,True,True,0.9999997847233651,True,1.0,True,0.9125136577881968,Voting
43,17,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
31,12,True,True,0.999999999999555,True,1.0,True,0.9014776781285772,Voting
15,2,True,True,0.9929584237414552,True,1.0,True,0.8884074238465861,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.8445631037848659,Voting
94,1,True,True,0.9999972573989188,True,1.0,True,0.9654986817108444,Voting
25,8,True,True,0.9999999978789208,True,1.0,True,0.8900024645643877,Voting
119,30,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
150,97,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
50,11,True,True,0.9999999999994866,True,1.0,True,0.9014776781285772,Voting
0,0,True,True,0.6831889161193797,True,1.0,True,0.9743443443027158,Voting
43,8,True,True,0.9999999996253288,True,1.0,True,0.9014776781285772,Voting
47,17,True,True,1.0,True,1.0,True,0.9014776781285772,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9337900440841964,Voting
5,0,False,False,0.32932503590201184,False,0.0,False,0.1328908411419678,Voting
16,5,True,True,0.9999977260488992,True,1.0,True,0.8621874889607792,Voting
10,10,True,True,0.9999999993222938,True,1.0,True,0.8621874889607792,Voting
94,87,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
21,12,True,True,0.999999999995426,True,1.0,True,0.8621874889607792,Voting
17,4,True,True,0.9999881623131508,True,1.0,True,0.8621874889607792,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8779069730466021,Voting
15,6,True,True,0.9999995631972854,True,1.0,True,0.8621874889607792,Voting
23,8,True,True,0.9999999956367835,True,1.0,True,0.8621874889607792,Voting
19,3,True,True,0.9999459293330673,True,1.0,True,0.8621874889607792,Voting
73,9,True,True,0.9999999999989306,True,1.0,True,0.8621874889607792,Voting
11,6,True,True,0.9999992633214152,True,1.0,True,0.8621874889607792,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8779069730466021,Voting
12,5,True,True,0.9999961649393968,True,1.0,True,0.8621874889607792,Voting
136,110,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
49,22,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
39,13,True,True,0.9999999999999266,True,1.0,True,0.8621874889607792,Voting
11,2,True,True,0.9985300139191572,True,1.0,True,0.8503637778750816,Voting
14,8,True,True,0.99999998585701,True,1.0,True,0.8621874889607792,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8779069730466021,Voting
51,9,True,True,0.9999999999810502,True,1.0,True,0.8621874889607792,Voting
2,1,True,True,0.7738792260950703,True,0.9612125457454248,True,0.5220199992485568,Voting
42,7,True,True,0.9999999978380982,True,1.0,True,0.8621874889607792,Voting
17,2,True,True,0.9995838663418918,True,1.0,True,0.8503637778750816,Voting
28,19,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
9,2,True,True,0.9058442181911484,True,0.7397619047619047,True,0.5098524587286111,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9601814552561908,Voting
32,4,True,True,0.9999983325379982,True,1.0,True,0.8621874889607792,Voting
54,8,True,True,0.9999999999240357,True,1.0,True,0.8621874889607792,Voting
2,1,True,True,0.7738792260950703,True,0.9612125457454248,True,0.5220199992485568,Voting
23,10,True,True,0.9999999998760308,True,1.0,True,0.8621874889607792,Voting
10,3,True,True,0.999792179103272,True,1.0,True,0.8621874889607792,Voting
25,25,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
21,15,True,True,0.9999999999999781,True,1.0,True,0.8621874889607792,Voting
7,5,True,True,0.9999926290786192,True,1.0,True,0.9297406051305638,Voting
6,5,True,True,0.9999916000973332,True,1.0,True,0.9360956029444528,Voting
22,13,True,True,0.9999999999993237,True,1.0,True,0.8621874889607792,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9601814552561908,Voting
4,3,True,True,0.9982325111030588,True,1.0,True,0.9305997502155292,Voting
152,15,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
19,5,True,True,0.999998463483417,True,1.0,True,0.8621874889607792,Voting
8,4,True,True,0.9999611146227008,True,1.0,True,0.92353457908951,Voting
44,8,True,True,0.9999999997193966,True,1.0,True,0.8621874889607792,Voting
56,22,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
24,9,True,True,0.9999999993546252,True,1.0,True,0.8621874889607792,Voting
2,0,True,True,0.6996313378469887,True,0.8,True,0.9601792466609188,Voting
53,23,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
5,0,False,False,0.32932503590201184,False,0.0,False,0.1328908411419678,Voting
49,0,True,True,0.9997761116648072,True,1.0,True,0.9601814552561908,Voting
7,3,True,True,0.9990230333392048,True,1.0,True,0.9297406051305638,Voting
25,2,True,True,0.9998535807516352,True,1.0,True,0.8503637778750816,Voting
29,6,True,True,0.9999999298851626,True,1.0,True,0.8621874889607792,Voting
18,7,True,True,0.9999999502498332,True,1.0,True,0.8621874889607792,Voting
2,1,True,True,0.7738792260950703,True,0.9612125457454248,True,0.5220199992485568,Voting
102,33,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
49,7,True,True,0.9999999991338399,True,1.0,True,0.8621874889607792,Voting
14,13,True,True,0.9999999999980757,True,1.0,True,0.8621874889607792,Voting
44,14,True,True,0.9999999999999934,True,1.0,True,0.8621874889607792,Voting
4,3,True,True,0.9982325111030588,True,1.0,True,0.9305997502155292,Voting
93,11,True,True,0.9999999999999978,True,1.0,True,0.8621874889607792,Voting
84,56,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
31,0,True,True,0.9976625833220903,True,1.0,True,0.9601814552561908,Voting
31,5,True,True,0.9999996796981,True,1.0,True,0.8621874889607792,Voting
31,6,True,True,0.9999999460099912,True,1.0,True,0.8621874889607792,Voting
49,28,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
17,1,True,True,0.9975463461242644,True,1.0,True,0.9903160213044101,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8779069730466021,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8621874889607792,Voting
26,0,False,True,0.9955364656716228,True,1.0,True,0.9601814552561908,Voting
34,7,True,True,0.9999999938507496,True,1.0,True,0.8621874889607792,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8621874889607792,Voting
18,5,True,True,0.9999982490036162,True,1.0,True,0.8621874889607792,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8779069730466021,Voting
9,9,True,True,0.9999999954181996,True,1.0,True,0.8474500683646604,Voting
59,29,True,True,1.0,True,1.0,True,0.8621874889607792,Voting
24,0,True,True,0.994226461968403,True,1.0,True,0.9601814552561908,Voting
18,9,True,True,0.9999999985864808,True,1.0,True,0.8621874889607792,Voting
11,11,True,True,0.9999999998997589,True,1.0,True,0.8621874889607792,Voting
11,2,True,True,0.9985300139191572,True,1.0,True,0.8503637778750816,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9601814552561908,Voting
28,8,True,True,0.9999999977297934,True,1.0,True,0.8621874889607792,Voting
38,7,True,True,0.9999999963538958,True,1.0,True,0.8621874889607792,Voting
15,8,True,True,0.999999987589395,True,1.0,True,0.8621874889607792,Voting
12,2,True,True,0.9991123181962052,True,1.0,True,0.8503637778750816,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8621874889607792,Voting
23,2,True,True,0.9998098756443232,True,1.0,True,0.8503637778750816,Voting
59,6,True,True,0.9999999986088892,True,1.0,True,0.8621874889607792,Voting
10,10,True,True,0.9999999993222938,True,1.0,True,0.8621874889607792,Voting
21,5,True,True,0.9999988168463206,True,1.0,True,0.8621874889607792,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8621874889607792,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8621874889607792,Voting
33,14,True,True,0.9999999999999596,True,1.0,True,0.8889558295191491,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9572423875754478,Voting
54,5,True,True,0.9999998998361406,True,1.0,True,0.8889558295191491,Voting
7,2,True,True,0.977381789210556,True,1.0,True,0.9587333092433912,Voting
20,0,True,True,0.9095983723078408,True,1.0,True,0.9129313068295468,Voting
41,18,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
12,8,True,True,0.9999999823181832,True,1.0,True,0.8933875554943391,Voting
7,3,True,True,0.9996136248685872,True,1.0,True,0.9739524464968202,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
13,4,True,True,0.9999738279350704,True,1.0,True,0.8933875554943391,Voting
17,6,True,True,0.999999547829506,True,1.0,True,0.8933875554943391,Voting
77,60,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
18,5,True,True,0.9999973802989996,True,1.0,True,0.8933875554943391,Voting
29,8,True,True,0.9999999962144308,True,1.0,True,0.8889558295191491,Voting
3,0,False,True,0.7016295265719835,True,0.9,True,0.6527432426197135,Voting
22,20,True,True,1.0,True,1.0,True,0.8938906085769683,Voting
25,12,True,True,0.9999999999966401,True,1.0,True,0.8602545606301792,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9572423875754478,Voting
20,7,True,True,0.9999999456942796,True,1.0,True,0.8933875554943391,Voting
20,11,True,True,0.9999999999664624,True,1.0,True,0.8933875554943391,Voting
68,40,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
33,6,True,True,0.9999998940055428,True,1.0,True,0.8889558295191491,Voting
9,4,True,True,0.9999623857758392,True,1.0,True,0.8926271632337484,Voting
25,6,True,True,0.9999997810763068,True,1.0,True,0.8602545606301792,Voting
1,1,True,True,0.8215968218409803,True,1.0,True,0.9980009964687953,Voting
14,3,True,True,0.9997961850132118,True,1.0,True,0.8931920609032336,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9572423875754478,Voting
7,2,True,True,0.977381789210556,True,1.0,True,0.9587333092433912,Voting
7,6,True,True,0.9999988803983064,True,1.0,True,0.9739524464968202,Voting
8,7,True,True,0.9999998388018416,True,1.0,True,0.970910667929826,Voting
2,1,True,True,0.8018056847282476,True,0.9775501547495644,True,0.5214153394064764,Voting
57,3,True,True,0.9999969293132086,True,1.0,True,0.8887532204216687,Voting
5,4,True,True,0.9999459593399672,True,1.0,True,0.9497127374505936,Voting
112,26,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9572423875754478,Voting
33,2,True,True,0.9998217568779972,True,1.0,True,0.86697953230705,Voting
15,9,True,True,0.9999999978764146,True,1.0,True,0.8933875554943391,Voting
123,33,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
9,2,True,True,0.8957132859765343,True,0.7423809523809524,True,0.5104548079943785,Voting
28,2,True,True,0.9996238339277096,True,1.0,True,0.86697953230705,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
49,19,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
15,4,True,True,0.9999781712578176,True,1.0,True,0.8933875554943391,Voting
8,3,True,True,0.9996408122506936,True,1.0,True,0.970910667929826,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
12,12,True,True,0.9999999999890802,True,1.0,True,0.8933875554943391,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
7,2,True,True,0.977381789210556,True,1.0,True,0.9587333092433912,Voting
6,2,True,True,0.9771784864071308,True,1.0,True,0.9792668276190416,Voting
16,4,True,True,0.9999800649807424,True,1.0,True,0.8933875554943391,Voting
10,8,True,True,0.9999999788027599,True,1.0,True,0.8933875554943391,Voting
25,6,True,True,0.9999997810763068,True,1.0,True,0.8602545606301792,Voting
20,12,True,True,0.9999999999947132,True,1.0,True,0.8933875554943391,Voting
4,3,True,True,0.9995306968061014,True,1.0,True,0.8639882893235991,Voting
85,17,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
53,6,True,True,0.9999999827114378,True,1.0,True,0.8889558295191491,Voting
22,3,True,True,0.9999204179934968,True,1.0,True,0.8936959266695811,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
2,1,True,True,0.8018056847282476,True,0.9775501547495644,True,0.5214153394064764,Voting
39,20,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9572423875754478,Voting
21,8,True,True,0.9999999921811854,True,1.0,True,0.8938906085769683,Voting
11,6,True,True,0.9999992209611578,True,1.0,True,0.8933875554943391,Voting
2,2,True,True,0.9802773099806394,True,1.0,True,0.8600790938994994,Voting
16,5,True,True,0.9999968594659636,True,1.0,True,0.8933875554943391,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8931920609032336,Voting
18,1,True,True,0.9235141564408522,True,1.0,True,0.9841039805584221,Voting
1,1,True,True,0.8215968218409803,True,1.0,True,0.9980009964687953,Voting
23,7,True,True,0.9999999586270072,True,1.0,True,0.8938906085769683,Voting
4,2,True,True,0.9780330885071103,True,1.0,True,0.8635332408872383,Voting
54,16,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
41,15,True,True,0.9999999999999968,True,1.0,True,0.8889558295191491,Voting
25,7,True,True,0.9999999654884468,True,1.0,True,0.8602545606301792,Voting
5,2,True,True,0.977404253913929,True,1.0,True,0.94887511997376,Voting
8,0,True,True,0.7179946886464236,True,1.0,True,0.9613861014192221,Voting
8,2,True,True,0.9780135301276768,True,1.0,True,0.9538515361053348,Voting
2,1,True,True,0.8018056847282476,True,0.9775501547495644,True,0.5214153394064764,Voting
7,7,True,True,0.9999998235034276,True,1.0,True,0.9739524464968202,Voting
16,6,True,True,0.9999995049165792,True,1.0,True,0.8933875554943391,Voting
18,9,True,True,0.9999999983821396,True,1.0,True,0.8933875554943391,Voting
65,17,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
192,66,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
7,3,True,True,0.9996136248685872,True,1.0,True,0.9739524464968202,Voting
109,15,True,True,1.0,True,1.0,True,0.8889558295191491,Voting
48,9,True,True,0.9999999998934253,True,1.0,True,0.8889558295191491,Voting
7,4,True,True,0.9999549131110947,True,1.0,True,0.9739524464968202,Voting
6,4,True,True,0.9999506385399564,True,1.0,True,0.9795934153091312,Voting
2,1,True,True,0.8018056847282476,True,0.9775501547495644,True,0.5214153394064764,Voting
17,4,True,True,0.9999817945063804,True,1.0,True,0.8933875554943391,Voting
72,5,True,True,0.9999999804142954,True,1.0,True,0.8889558295191491,Voting
49,0,True,True,0.9983888693700932,True,1.0,True,0.939939019396597,Voting
77,3,True,True,0.9999997663726412,True,1.0,True,0.8400034577978703,Voting
32,11,True,True,0.9999999999970636,True,1.0,True,0.8400034577978703,Voting
13,4,True,True,0.9999816779158119,True,1.0,True,0.9440113674431668,Voting
97,10,True,True,0.9999999999999659,True,1.0,True,0.8400034577978703,Voting
23,21,True,True,1.0,True,1.0,True,0.9440113674431668,Voting
