cbo,rfc,lcom,loc,cam,amc,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
12,22,3,72,1.0,22.66666667,1,False,False,0.023223598206624143,False,0.1,False,0.3314797348042646,AdaBoost,AdaBoost,False,0.3209990261599448
32,36,36,281,0.25,29.55555556,11,False,False,0.16747877776008602,False,0.2,False,0.2567971935840406,AdaBoost,AdaBoost,False,0.24848279544286025
24,8,3,43,0.7142857140000001,4.714285714,1,False,False,0.020163360111648047,False,0.1,False,0.08807443323877398,AdaBoost,AdaBoost,False,0.08766696680001122
4,19,30,130,0.666666667,13.33333333,4,False,False,0.03650701112094256,False,0.1,False,0.25311735206972763,AdaBoost,AdaBoost,False,0.25311735206972763
61,144,1603,2303,0.213709677,35.01587302,35,True,True,0.9926986580914602,True,0.8,True,0.8562101073917892,AdaBoost,AdaBoost,True,0.8609786773184299
20,13,7,56,0.433333333,8.0,1,False,False,0.02941265768546857,False,0.0,False,0.057313662345002965,AdaBoost,AdaBoost,False,0.057313662345002965
6,2,1,2,0.666666667,0.0,1,False,False,0.01952715010926517,False,0.0,False,0.08980691512646949,AdaBoost,AdaBoost,False,0.08980691512646949
5,47,159,365,0.3619047620000001,14.81818182,9,False,False,0.14152869000949908,False,0.0,False,0.10204338551972864,AdaBoost,AdaBoost,False,0.10187212380458834
9,34,118,137,0.270588235,6.470588235,2,True,False,0.058079036047318525,False,0.4,False,0.4785999041232407,AdaBoost,AdaBoost,False,0.47775886238708887
15,99,18,804,0.27777777800000003,65.08333333,18,True,True,0.602811189611521,True,0.6,True,0.5752043069598947,AdaBoost,AdaBoost,True,0.5807768571478146
3,30,27,245,0.283333333,22.8,2,False,False,0.060233019008134187,False,0.1,False,0.21004302165675595,AdaBoost,AdaBoost,False,0.2093032295648317
9,20,1,128,0.625,63.0,9,True,False,0.049663793550940416,False,0.1,False,0.14550120286331325,AdaBoost,AdaBoost,False,0.14435115395156478
25,120,451,920,0.146825397,19.86046512,15,True,True,0.9494445708110112,True,0.9,True,0.6844057099528537,AdaBoost,AdaBoost,True,0.7121122795365269
37,44,183,271,0.198863636,11.22727273,3,False,False,0.08355054768265725,False,0.1,False,0.22310502056438072,AdaBoost,AdaBoost,False,0.22254680267285384
15,67,295,586,0.17320261399999998,15.91176471,5,True,True,0.7446704118722991,False,0.4,False,0.35836555675785586,Voting,AdaBoost,False,0.3685570406818062
3,4,1,19,1.0,8.0,1,False,False,0.015790003381513654,False,0.2,False,0.2897446739572843,AdaBoost,AdaBoost,False,0.28864885527498124
3,6,3,16,0.333333333,4.333333333,1,False,False,0.029046366973500163,False,0.2,False,0.0918118122624284,AdaBoost,AdaBoost,False,0.09105862691896127
3,16,2,76,0.5,17.5,3,False,False,0.3697773682764538,False,0.2,False,0.3233162346210892,AdaBoost,AdaBoost,False,0.3233162346210892
8,26,0,76,0.287878788,5.818181817999999,1,False,False,0.3797965632516374,False,0.5,True,0.6235745272839837,AdaBoost,AdaBoost,True,0.6235745272839837
7,20,4,187,0.5,45.0,9,True,False,0.0603443240505408,False,0.1,False,0.27747304507105797,AdaBoost,AdaBoost,False,0.27747304507105797
51,169,1200,1842,0.15584415599999998,31.60714286,14,True,True,0.6504261071182497,True,0.7,True,0.7647293237583561,AdaBoost,AdaBoost,True,0.7608594447936001
8,16,0,105,0.583333333,19.4,9,False,False,0.05001536058113185,False,0.1,False,0.3821528688641231,AdaBoost,AdaBoost,False,0.3821528688641231
3,41,10,241,0.36,47.2,7,False,False,0.09130213509911787,False,0.2,False,0.3895110824861057,AdaBoost,AdaBoost,False,0.3800298469130769
3,26,0,218,0.476190476,29.57142857,5,False,False,0.05578086043473835,False,0.1,False,0.3031767622532198,AdaBoost,AdaBoost,False,0.3022756169250764
6,35,130,207,0.352941176,10.76470588,3,True,False,0.06190856882733736,False,0.2,False,0.2275870255416884,AdaBoost,AdaBoost,False,0.22725566862825966
6,33,0,157,0.533333333,37.5,2,False,False,0.04907088727125287,False,0.1,False,0.3565142142931053,AdaBoost,AdaBoost,False,0.3565142142931053
6,26,0,141,0.466666667,26.8,1,False,False,0.04241713961173734,False,0.0,False,0.08928390202151566,AdaBoost,AdaBoost,False,0.08928390202151566
11,54,10,345,0.314814815,36.55555556,1,True,False,0.09624407284004632,False,0.4,True,0.5526154868866032,AdaBoost,AdaBoost,True,0.532226963601555
1,10,0,67,0.666666667,20.33333333,1,False,False,0.024840531850656846,False,0.0,False,0.032073484583717206,AdaBoost,AdaBoost,False,0.032073484583717206
3,10,0,52,0.375,7.333333333,2,False,False,0.033081112052589706,False,0.1,False,0.13102052976128234,AdaBoost,AdaBoost,False,0.13102052976128234
7,15,0,77,0.4375,18.0,5,False,False,0.0417673631963503,False,0.3,False,0.3255087676138493,AdaBoost,AdaBoost,False,0.3255087676138493
2,6,0,19,0.625,3.5,1,False,False,0.02277815400910986,False,0.0,False,0.08163812563101241,AdaBoost,AdaBoost,False,0.08152040568776861
4,32,34,145,0.481481481,14.88888889,1,False,False,0.048794093472053934,False,0.1,False,0.18856804980473368,AdaBoost,AdaBoost,False,0.18856804980473368
11,31,0,329,0.25,39.25,19,False,True,0.8055338510536455,True,0.6,False,0.3560626986111391,AdaBoost,AdaBoost,False,0.41177008831525475
14,83,47,566,0.244897959,36.2,4,False,False,0.3944626905843738,False,0.4,False,0.4027073659806341,AdaBoost,AdaBoost,False,0.40211176678886407
3,1,0,1,1.0,0.0,1,False,False,0.014933051233372503,False,0.0,False,0.046656948231294966,AdaBoost,AdaBoost,False,0.046656948231294966
8,67,90,878,0.29375,50.17647059,11,False,True,0.8604717160424687,False,0.5,True,0.581125681397441,RandomForest,RandomForest,False,0.5329170876233461
7,50,270,250,0.162037037,9.375,5,False,False,0.12574813234239854,False,0.1,False,0.1386921037361481,AdaBoost,AdaBoost,False,0.13840789560726602
8,20,0,106,0.625,24.75,5,False,False,0.041301366096152516,False,0.2,False,0.30230890558150103,AdaBoost,AdaBoost,False,0.30230890558150103
11,53,229,405,0.138047138,13.74074074,6,True,False,0.17451859389824328,False,0.1,False,0.4013618671492379,AdaBoost,AdaBoost,False,0.3823596320610546
8,32,15,166,0.3,15.3,3,False,False,0.3960251258233571,False,0.2,False,0.4719697003432852,AdaBoost,AdaBoost,False,0.4719697003432852
4,1,0,1,1.0,0.0,1,False,False,0.01487013580156002,False,0.0,False,0.03268022052621804,AdaBoost,AdaBoost,False,0.03268022052621804
15,36,3,249,0.266666667,23.5,7,False,False,0.09303628590340546,False,0.1,False,0.2176350527007361,AdaBoost,AdaBoost,False,0.21688746009995213
12,41,19,240,0.290909091,20.27272727,4,False,False,0.4163951784743281,False,0.1,False,0.3044534324606963,AdaBoost,AdaBoost,False,0.30467731595272357
3,22,44,156,0.261904762,11.41666667,4,False,False,0.054826277821135805,False,0.0,False,0.33015988681148656,AdaBoost,AdaBoost,False,0.32960921959350586
14,58,0,303,0.226190476,24.0,3,True,False,0.12544321941901249,False,0.5,False,0.3341279579193773,AdaBoost,AdaBoost,False,0.33103512079469327
3,8,1,33,1.0,15.5,1,False,False,0.017939236090121827,False,0.1,False,0.19216365120788934,AdaBoost,AdaBoost,False,0.19216365120788934
10,77,41,725,0.25,46.8,2,True,True,0.7418244508225507,True,0.7,True,0.6765870505759676,AdaBoost,AdaBoost,True,0.6790492545746427
4,38,0,258,0.444444444,35.28571429,1,False,False,0.0627011059137045,False,0.0,False,0.24726236660661474,AdaBoost,AdaBoost,False,0.2467678418734015
6,4,6,4,0.5,0.0,1,False,False,0.02343639279534528,False,0.0,False,0.041635254500995714,AdaBoost,AdaBoost,False,0.041635254500995714
5,8,4,42,0.583333333,9.0,2,False,False,0.02637934716056829,False,0.0,False,0.13618954249776144,AdaBoost,AdaBoost,False,0.13618954249776144
9,55,162,361,0.19375,15.95238095,6,False,False,0.14886102604028506,False,0.4,False,0.4124947233146021,AdaBoost,AdaBoost,False,0.41131524129235875
3,12,0,55,0.625,12.25,4,False,False,0.03211454674335708,False,0.0,False,0.10364219455899568,AdaBoost,AdaBoost,False,0.10364219455899568
9,21,145,143,0.230263158,5.684210526,1,True,False,0.043136855578448624,False,0.5,False,0.298059289681739,AdaBoost,AdaBoost,False,0.298059289681739
11,75,44,455,0.236111111,36.08333333,4,False,True,0.5837520271713049,False,0.4,True,0.5153819236084302,RandomForest,RandomForest,False,0.44821222709320563
9,6,15,10,0.7222222220000001,0.0,1,False,False,0.02031761294230045,False,0.0,False,0.0542457270662835,AdaBoost,AdaBoost,False,0.05417787083803553
7,14,3,52,0.5555555560000001,16.33333333,3,False,False,0.032810758958177644,False,0.1,False,0.04808960761402492,AdaBoost,AdaBoost,False,0.04808960761402492
5,27,0,115,0.476190476,15.14285714,4,False,False,0.3849644757132356,False,0.2,False,0.2648608857769964,AdaBoost,AdaBoost,False,0.2648608857769964
8,38,83,220,0.297619048,14.5,4,True,False,0.07509158735181709,False,0.4,False,0.2155223752984592,AdaBoost,AdaBoost,False,0.21524151372256592
11,39,7,605,0.25974026,51.0,15,False,False,0.471620344883802,True,0.6,True,0.5030409532379406,Voting,Voting,False,0.48270737124145524
2,81,100,654,0.274509804,37.17647059,7,False,True,0.8137718183651037,False,0.4,True,0.6343027203841952,RandomForest,RandomForest,False,0.49181702927160575
17,14,0,103,0.666666667,50.0,1,False,False,0.02618031088839583,False,0.1,False,0.13229141723598745,AdaBoost,AdaBoost,False,0.13080586174712114
25,44,45,311,0.216666667,19.33333333,6,False,False,0.43990100023380974,False,0.4,False,0.3333534995774402,AdaBoost,AdaBoost,False,0.3333534995774402
184,66,346,375,0.19157088100000005,11.72413793,5,False,False,0.40721434149023467,False,0.1,False,0.30680720069825224,AdaBoost,AdaBoost,False,0.3055303999793769
10,92,39,710,0.148484848,19.64705882,5,True,True,0.8705522951709027,True,0.6,True,0.6602322848521044,AdaBoost,AdaBoost,True,0.6688722107776848
2,13,6,45,0.625,10.25,2,False,False,0.028991011511677968,False,0.0,False,0.00454706460988471,AdaBoost,AdaBoost,False,0.00454706460988471
15,23,5,148,0.523809524,19.71428571,3,False,False,0.04241098125803396,False,0.2,False,0.13558594950621475,AdaBoost,AdaBoost,False,0.13558594950621475
8,84,103,1034,0.26984127,52.05263158,1,False,True,0.8545831002713413,True,0.6,True,0.7813822671156215,AdaBoost,AdaBoost,True,0.7681128602784716
1,2,0,5,1.0,4.0,0,False,False,0.01451315304279001,False,0.0,False,0.011134228928495136,AdaBoost,AdaBoost,False,0.011134228928495136
10,23,0,197,0.35,22.875,6,False,False,0.06118112716346605,False,0.2,False,0.33571036819508954,AdaBoost,AdaBoost,False,0.33571036819508954
7,34,75,286,0.208333333,17.4,5,False,False,0.0823791659717734,False,0.1,False,0.10827082220720444,AdaBoost,AdaBoost,False,0.10827082220720444
8,22,15,163,0.305555556,25.83333333,4,False,False,0.3870300843949137,False,0.2,False,0.4162860251845829,AdaBoost,AdaBoost,False,0.41616900142142427
3,18,4,111,0.75,26.25,2,False,False,0.030644279114778388,False,0.0,False,0.07840146664583872,AdaBoost,AdaBoost,False,0.0783059522707766
16,7,21,7,1.0,0.0,1,True,False,0.016191219467056886,False,0.0,False,0.053563103707132034,AdaBoost,AdaBoost,False,0.053338872401691585
2,8,1,48,0.5,23.0,1,False,False,0.02732272112173033,False,0.0,False,0.017810857089677303,AdaBoost,AdaBoost,False,0.017810857089677303
1,0,0,48,0.0,0.0,0,False,False,0.03183627302888384,False,0.1,False,0.08447723609342751,AdaBoost,AdaBoost,False,0.08447723609342751
7,43,222,309,0.375,11.16666667,8,False,False,0.1126278552046826,False,0.0,False,0.05297265681574447,AdaBoost,AdaBoost,False,0.05297265681574447
1,4,1,14,0.666666667,3.333333333,1,False,False,0.021165710459625533,False,0.1,False,0.06574920500931172,AdaBoost,AdaBoost,False,0.06574920500931172
3,7,0,161,0.75,38.5,1,False,False,0.023125693698554283,False,0.1,False,0.08242460809072505,AdaBoost,AdaBoost,False,0.08218741243315637
1,7,0,40,1.0,37.0,0,False,False,0.016544464484123892,False,0.0,False,0.1312476543224964,AdaBoost,AdaBoost,False,0.1312476543224964
8,10,0,125,0.5,29.5,2,False,False,0.0310362607080015,False,0.2,False,0.13375180133765796,AdaBoost,AdaBoost,False,0.13375180133765796
7,49,7,488,0.25,33.21428571,12,True,False,0.3806918090623154,False,0.2,False,0.37185195218826905,AdaBoost,AdaBoost,False,0.37256124176561534
3,18,0,204,0.666666667,65.66666667,2,False,False,0.033949212966198336,False,0.2,False,0.17113380891954033,AdaBoost,AdaBoost,False,0.16592079427331333
15,7,4,22,0.5,4.25,1,False,False,0.024627309013096663,False,0.0,False,0.014588585069413232,AdaBoost,AdaBoost,False,0.014559407899274405
9,24,8,143,0.428571429,16.25,4,False,False,0.3834784486718836,False,0.0,False,0.2746238087838697,AdaBoost,AdaBoost,False,0.2746238087838697
4,19,10,159,0.27777777800000003,16.0,3,False,False,0.3824038329196418,False,0.2,False,0.34956671069711426,AdaBoost,AdaBoost,False,0.34996075616378464
4,9,3,27,0.5555555560000001,8.0,3,False,False,0.029112347236008283,False,0.0,False,0.030236261903875124,AdaBoost,AdaBoost,False,0.030236261903875124
13,80,59,678,0.477272727,28.95454545,8,False,True,0.7938926151150826,True,0.6,True,0.6251674726359664,AdaBoost,AdaBoost,True,0.6252794464253822
8,38,45,202,0.28571428600000004,17.0,6,False,False,0.08545289937419565,False,0.1,False,0.3619803519150905,AdaBoost,AdaBoost,False,0.3597681322947633
4,13,0,87,0.75,20.5,1,False,False,0.02534341402018717,False,0.0,False,0.1316378500775548,AdaBoost,AdaBoost,False,0.1316378500775548
2,42,0,234,0.444444444,18.16666667,4,False,False,0.07850698399363587,False,0.1,False,0.21423012633756205,AdaBoost,AdaBoost,False,0.21395868005287422
2,7,4,39,0.7,6.2,1,False,False,0.022357822961434053,False,0.2,False,0.035908956204195264,AdaBoost,AdaBoost,False,0.035908956204195264
10,52,60,213,0.27777777800000003,16.66666667,4,False,False,0.10140705813706567,True,0.6,True,0.6358136068451985,Voting,Voting,False,0.28844935018491213
31,5,10,5,0.533333333,0.0,1,False,False,0.02116646212584945,False,0.0,False,0.00803192637076063,AdaBoost,AdaBoost,False,0.00803192637076063
23,69,81,517,0.183333333,25.57894737,6,False,True,0.6270690483675947,True,0.7,True,0.5935518864027253,AdaBoost,AdaBoost,True,0.5954089861704496
1,15,6,49,1.0,11.0,1,False,False,0.021564569928151967,False,0.2,False,0.022179639036424517,AdaBoost,AdaBoost,False,0.022179639036424517
1,3,0,6,1.0,5.0,0,False,False,0.014871590778829432,False,0.0,False,0.02176410421107333,AdaBoost,AdaBoost,False,0.02176410421107333
17,48,41,384,0.261904762,25.92857143,26,True,True,0.5440820448656689,False,0.4,False,0.4975777917124962,Voting,Voting,True,0.5260201175006133
2,4,1,20,0.75,9.0,3,False,False,0.02236623272035473,False,0.0,False,0.05323357537727005,AdaBoost,AdaBoost,False,0.05323357537727005
2,13,1,76,0.5,18.66666667,4,False,False,0.3702305580131639,False,0.0,False,0.05682343617374515,AdaBoost,AdaBoost,False,0.05682343617374515
9,39,1,260,0.28571428600000004,35.57142857,1,True,False,0.07159832832886771,False,0.1,False,0.3976985089181428,AdaBoost,AdaBoost,False,0.38921990422282166
12,26,9,106,0.428571429,13.0,3,False,False,0.047727748108495394,False,0.1,False,0.17553291927137216,AdaBoost,AdaBoost,False,0.17553291927137216
1,1,0,2,1.0,0.0,1,False,False,0.01507028017920553,False,0.0,False,0.019478506244167585,AdaBoost,AdaBoost,False,0.019478506244167585
9,33,0,205,0.4166666670000001,32.33333333,1,False,False,0.054750966874550236,False,0.3,False,0.2065117766993249,AdaBoost,AdaBoost,False,0.20620825507967536
17,15,13,97,0.22077922100000005,7.272727272999999,1,False,False,0.03832740275112597,False,0.0,False,0.1380579915437307,AdaBoost,AdaBoost,False,0.13785853036614548
3,13,1,48,0.75,23.0,5,False,False,0.031458478072004394,False,0.0,False,0.2550003174953349,AdaBoost,AdaBoost,False,0.2541061501376416
45,68,244,397,0.211180124,15.375,6,True,False,0.32145378387602536,False,0.2,False,0.38336857678118,AdaBoost,AdaBoost,False,0.37908205731650485
13,59,248,290,0.173333333,10.36,6,False,False,0.12226589949170212,False,0.2,False,0.3480259266742853,AdaBoost,AdaBoost,False,0.3480259266742853
5,12,3,40,0.666666667,12.33333333,1,False,False,0.021498621004260112,False,0.2,False,0.2913521314632989,AdaBoost,AdaBoost,False,0.2913521314632989
5,57,34,566,0.303571429,60.88888889,2,True,False,0.1644092889361861,True,0.7,True,0.5878288404207925,AdaBoost,AdaBoost,True,0.5846658263280741
4,6,0,30,0.666666667,8.666666667000001,2,False,False,0.01927063631319715,False,0.2,False,0.10825910166537328,AdaBoost,AdaBoost,False,0.10825910166537328
31,210,844,2937,0.127314815,58.40816327,13,True,True,0.9954124478273988,True,0.8,True,0.9333622484087228,AdaBoost,AdaBoost,True,0.9333622484087228
8,21,15,83,0.4166666670000001,12.83333333,3,True,False,0.038482577309900436,False,0.0,False,0.2746697959154528,AdaBoost,AdaBoost,False,0.2746697959154528
11,28,0,122,0.28571428600000004,16.14285714,1,False,False,0.04712920830927556,False,0.2,False,0.2472003580302743,AdaBoost,AdaBoost,False,0.2472003580302743
4,9,3,27,0.5555555560000001,8.0,3,False,False,0.024535557085973263,False,0.0,False,0.023852088529330885,AdaBoost,AdaBoost,False,0.023852088529330885
2,1,0,2064,0.0,2052.0,0,False,True,0.6666666595667686,False,0.3,False,0.3105129781366985,AdaBoost,AdaBoost,False,0.3190396405347467
5,22,6,185,0.625,21.125,4,True,False,0.037326800940805545,False,0.2,False,0.3239269410826414,AdaBoost,AdaBoost,False,0.3239269410826414
6,34,39,195,0.3,16.18181818,5,True,False,0.06629126786812063,False,0.0,False,0.3552674956928867,AdaBoost,AdaBoost,False,0.3552674956928867
6,26,22,95,0.40625,10.75,2,False,False,0.040511708801489466,False,0.3,False,0.28913871995901025,AdaBoost,AdaBoost,False,0.28913871995901025
8,34,26,341,0.3125,26.91666667,1,False,False,0.05953101619990925,False,0.3,False,0.3094776079473684,AdaBoost,AdaBoost,False,0.3094776079473684
5,16,0,86,0.642857143,11.0,1,False,False,0.0241431977930946,False,0.0,False,0.3006397708212814,AdaBoost,AdaBoost,False,0.3006397708212814
3,15,1,58,0.666666667,28.0,1,False,False,0.026778478054292728,False,0.0,False,0.0423219948623067,AdaBoost,AdaBoost,False,0.0423219948623067
26,1,0,1,1.0,0.0,1,False,False,0.009493208606620151,False,0.0,False,0.06715057176263478,AdaBoost,AdaBoost,False,0.06703525703632275
30,96,87,905,0.192307692,63.5,10,True,True,0.915560285715864,True,0.7,True,0.5980597683150386,AdaBoost,AdaBoost,True,0.6033202974121299
14,47,124,575,0.325396825,26.04761905,10,False,True,0.5114253884631171,False,0.2,False,0.4426829828099529,AdaBoost,AdaBoost,False,0.4399728451071452
6,12,2,48,0.466666667,8.2,1,False,False,0.3589732509523502,False,0.1,False,0.26369761749820303,AdaBoost,AdaBoost,False,0.26369761749820303
8,37,60,331,0.4166666670000001,24.07692308,4,False,False,0.06461821037355556,False,0.2,False,0.3308243995046611,AdaBoost,AdaBoost,False,0.32975957474813666
5,25,15,94,0.833333333,14.66666667,3,False,False,0.028103256959774614,False,0.1,False,0.04988637858015167,AdaBoost,AdaBoost,False,0.04988637858015167
4,0,0,0,0.0,0.0,0,False,False,0.02820558451645053,False,0.0,False,0.00979258012530464,AdaBoost,AdaBoost,False,0.00979258012530464
4,34,11,236,0.666666667,37.83333333,6,True,False,0.060021352572890964,False,0.2,False,0.3374191884548551,AdaBoost,AdaBoost,False,0.3368643927830911
6,17,6,94,0.6,17.4,3,False,False,0.030661886467436717,False,0.0,False,0.13798258535712746,AdaBoost,AdaBoost,False,0.13798258535712746
14,85,180,741,0.326086957,29.54166667,7,True,False,0.4795829584169183,False,0.3,False,0.4570127673856246,AdaBoost,AdaBoost,False,0.4552640353231848
12,38,3,182,0.833333333,59.33333333,12,False,False,0.42800522299594895,True,0.6,False,0.42446945377084105,AdaBoost,AdaBoost,False,0.42447652530929125
21,94,461,559,0.153846154,13.07692308,7,False,True,0.5172893643365883,False,0.5,False,0.3343634386054611,AdaBoost,AdaBoost,False,0.33744863289658233
4,20,0,162,0.75,38.75,1,False,False,0.3640549107419278,False,0.0,False,0.14434892127401727,AdaBoost,AdaBoost,False,0.1447883332529531
7,42,148,263,0.3875,11.6,6,False,False,0.07153013815619091,False,0.0,False,0.017216815350919953,AdaBoost,AdaBoost,False,0.017216815350919953
1,2,0,4,1.0,3.0,0,False,False,0.010252712612205088,False,0.0,False,0.025282047009488117,AdaBoost,AdaBoost,False,0.025282047009488117
63,15,14,103,0.5555555560000001,10.22222222,1,False,False,0.02141547904694888,False,0.3,False,0.10062092651698593,AdaBoost,AdaBoost,False,0.10062092651698593
