noc,cbo,rfc,lcom,ca,ce,npm,loc,dam,mfa,ic,cbm,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,31,57,203,25,6,18,565,0.222222222,0.0,0,0,3,True,True,0.9751631834562384,True,1.0,True,0.8387975149447948,AdaBoost,AdaBoost,True,0.8497003747960031
0,19,1,0,18,1,1,1,0.0,0.0,0,0,1,False,False,0.4411131788146969,True,0.9,True,0.8192024487012914,Voting,AdaBoost,True,0.7543576015638004
0,9,51,14,3,6,5,414,0.75,0.0,0,0,4,False,False,0.1740167378666964,True,0.8,True,0.5070219331837493,Voting,AdaBoost,True,0.4976492617310394
0,12,12,1,1,11,6,173,1.0,0.921568627,0,0,6,False,True,0.5355063848165023,True,0.7,True,0.6191022709453763,AdaBoost,AdaBoost,True,0.6169340789050968
0,16,103,317,3,16,28,865,0.8888888890000001,0.688679245,1,10,3,True,True,0.9836642009983514,True,1.0,True,0.9232301168383192,AdaBoost,AdaBoost,True,0.9281958970263028
0,2,23,26,0,2,6,155,0.0,0.913793103,0,0,1,True,False,0.4067207445709821,False,0.1,False,0.3996597979333375,AdaBoost,AdaBoost,False,0.39248547872082373
0,5,5,0,1,5,2,31,0.0,0.0,0,0,1,False,False,0.41944671148997625,True,0.9,True,0.6253851952255574,Voting,AdaBoost,True,0.6219363971678509
0,11,37,3,3,10,6,281,0.0,0.4,0,0,5,False,True,0.5235938329719382,True,0.7,False,0.4969292032924585,AdaBoost,AdaBoost,False,0.503371415756441
1,8,6,10,6,3,0,8,0.0,0.0,0,0,1,False,False,0.08805844628511539,False,0.0,False,0.021144764848876323,AdaBoost,AdaBoost,False,0.023975985904745714
0,10,26,0,3,8,8,143,0.0,0.6,2,4,5,True,True,0.6032772532357904,True,0.8,True,0.7420000583926079,AdaBoost,AdaBoost,True,0.7364863481236067
0,7,21,9,2,6,6,120,0.333333333,0.705882353,2,3,6,True,True,0.5909743947241237,True,1.0,True,0.9592135203040612,AdaBoost,AdaBoost,True,0.9417338275537109
2,5,4,3,4,2,1,6,0.0,0.0,0,0,1,False,False,0.08582999738335227,False,0.0,False,0.247462233376586,AdaBoost,AdaBoost,False,0.23312236640766504
0,9,39,0,1,8,11,480,1.0,0.545454545,2,2,13,True,True,0.8827017262906135,True,1.0,True,0.9537058291021364,AdaBoost,AdaBoost,True,0.951300953857785
0,5,29,53,1,4,6,514,1.0,0.541666667,1,4,14,True,True,0.5237522388763693,True,0.8,True,0.8391811577183677,AdaBoost,AdaBoost,True,0.8223460070801172
5,19,19,13,18,1,5,119,0.333333333,0.0,0,0,1,True,True,0.8789545264659114,True,0.9,True,0.7136756374688745,AdaBoost,AdaBoost,True,0.7266626259242815
0,14,30,0,2,13,4,136,0.0,0.5,0,0,1,False,True,0.5230347579385035,True,0.8,True,0.6695309714701257,AdaBoost,AdaBoost,True,0.665447468994413
0,7,31,0,1,7,12,182,1.0,0.566666667,2,2,6,True,True,0.6743279206106206,True,1.0,True,0.8976296641076463,AdaBoost,AdaBoost,True,0.8889805899593625
1,14,4,0,13,1,3,25,0.333333333,0.0,0,0,1,True,False,0.4553172765760474,True,0.6,False,0.43769272594374936,RandomForest,AdaBoost,False,0.44265645396688624
0,11,13,1,1,10,3,88,1.0,0.666666667,1,3,3,True,True,0.5416138011391876,True,0.7,True,0.7389845305737426,AdaBoost,AdaBoost,True,0.7280868926480428
6,28,5,3,25,3,3,15,0.0,0.0,0,0,1,True,True,0.5798763906319554,True,0.7,True,0.5776079171794261,AdaBoost,AdaBoost,True,0.5807970887805726
0,17,14,78,11,8,12,20,0.0,0.0,0,0,1,True,True,0.7333740751418856,True,0.9,True,0.7955078340622019,AdaBoost,AdaBoost,True,0.7950109659239398
7,40,22,147,40,0,17,314,1.0,0.0,0,0,1,True,True,0.6589384271972168,True,1.0,True,0.9262548079501056,AdaBoost,AdaBoost,True,0.9146747182652845
6,16,19,70,15,1,11,121,1.0,0.0,0,0,2,True,True,0.6040568970706546,True,0.9,True,0.8503768815085831,AdaBoost,AdaBoost,True,0.8392458048657581
0,8,9,1,2,6,0,64,0.0,0.952380952,1,1,1,True,False,0.4784762178446442,True,0.7,True,0.5718015592605739,AdaBoost,AdaBoost,True,0.570332909961769
0,4,6,0,2,3,3,44,0.0,0.5,0,0,3,False,False,0.0741248679955899,False,0.2,False,0.3554850528690556,AdaBoost,AdaBoost,False,0.3374396904917695
1,23,29,67,10,22,12,199,0.333333333,0.0,0,0,1,True,True,0.9927332672627776,True,0.9,True,0.6291713926011723,AdaBoost,AdaBoost,True,0.6542455724183089
0,2,3,1,0,2,2,7,0.0,0.0,0,0,1,False,False,0.05226125645053937,False,0.1,False,0.15047184916191966,AdaBoost,AdaBoost,False,0.14419052332901147
0,23,77,92,18,5,8,1568,0.523809524,0.0,1,1,4,True,True,0.9853666828863304,True,1.0,True,0.7223214646366837,AdaBoost,AdaBoost,True,0.7426440180044032
2,4,33,42,3,1,10,478,0.625,0.548387097,1,5,8,False,True,0.8872358149812752,False,0.5,False,0.4858437309750041,AdaBoost,AdaBoost,False,0.5067985008219219
0,2,8,8,2,0,3,90,0.0,0.7142857140000001,1,2,3,False,False,0.10186794646308783,False,0.3,False,0.43209672516646064,AdaBoost,AdaBoost,False,0.41189956916867354
0,13,58,0,0,13,22,719,1.0,0.0,0,0,2,True,True,0.9391353027018828,True,0.7,True,0.7150004776696727,AdaBoost,AdaBoost,True,0.7261390841905978
0,3,19,0,1,2,5,100,0.0,0.5,1,2,1,False,False,0.11374929553419545,False,0.3,False,0.382697553853922,AdaBoost,AdaBoost,False,0.36685942208216565
3,11,4,3,10,1,0,6,0.0,0.0,0,0,1,False,False,0.12220880373178225,False,0.1,False,0.3084588455798685,AdaBoost,AdaBoost,False,0.2937784923122691
0,18,11,55,6,12,11,11,0.0,0.0,0,0,1,True,True,0.7113891419295654,True,0.7,True,0.6553299543900326,AdaBoost,AdaBoost,True,0.6593048021916372
0,4,5,0,1,3,3,65,0.666666667,0.7777777779999999,0,0,4,False,False,0.08078707225798867,False,0.4,False,0.453081091064704,AdaBoost,AdaBoost,False,0.43266445170250273
3,29,25,167,26,3,18,343,1.0,0.0,0,0,1,True,True,0.9942075951727763,True,0.9,True,0.6218006642282484,AdaBoost,AdaBoost,True,0.6477505573202427
0,9,46,102,2,8,16,454,1.0,0.413793103,2,4,7,True,True,0.9891661725181456,True,0.9,True,0.8002187440530972,AdaBoost,AdaBoost,True,0.8123691562631687
0,2,17,6,2,0,4,147,0.0,0.0,0,0,1,True,False,0.3872472661154626,False,0.4,False,0.3678192400650389,AdaBoost,AdaBoost,False,0.36960681363299497
0,6,4,1,4,2,0,39,0.0,0.923076923,1,3,4,True,False,0.09709165130440656,False,0.4,False,0.2994200405751525,AdaBoost,AdaBoost,False,0.2915022428082913
0,3,18,7,1,2,4,112,0.5,0.7,1,2,1,True,False,0.13863406302304138,True,0.8,True,0.5536176976776688,AdaBoost,AdaBoost,True,0.5383622997501893
0,8,22,38,5,3,10,447,0.0,0.607142857,1,4,8,False,True,0.5374444560800725,False,0.5,True,0.6715490184843812,RandomForest,AdaBoost,True,0.6604520449606596
0,7,30,0,1,6,6,303,1.0,0.0,0,0,4,False,False,0.4696193816095353,True,0.8,False,0.4833153304779017,AdaBoost,AdaBoost,False,0.4903879298992648
0,14,6,15,14,0,6,6,0.0,0.0,0,0,1,True,False,0.4286456795398551,False,0.4,True,0.6806336970931325,AdaBoost,AdaBoost,True,0.660806252736548
3,9,8,21,6,4,0,15,0.0,0.0,0,0,1,False,False,0.15071353916245153,False,0.0,False,0.04187245822978882,AdaBoost,AdaBoost,False,0.0464321631872075
1,2,12,17,1,1,8,185,0.75,0.653846154,1,5,1,False,False,0.17674316133375148,False,0.4,False,0.4600624759410612,AdaBoost,AdaBoost,False,0.4440423164068653
0,5,10,4,5,0,0,298,0.0,0.0,0,0,4,False,False,0.05708544439949561,False,0.2,False,0.3820722066862015,AdaBoost,AdaBoost,False,0.3609170955117764
0,30,97,553,22,10,28,729,0.411764706,0.686956522,1,2,6,True,True,0.9999609247805477,True,1.0,True,0.8614713580014048,AdaBoost,AdaBoost,True,0.8719826863449424
0,8,28,0,2,6,17,482,0.0,0.709677419,1,6,4,True,True,0.5217475672455149,True,0.9,True,0.8059737857230933,AdaBoost,AdaBoost,True,0.793690494053588
1,3,16,0,1,2,0,178,1.0,0.0,0,0,3,True,False,0.09821149020669212,False,0.3,False,0.26899521305578233,AdaBoost,AdaBoost,False,0.260988576963946
0,10,23,6,1,10,2,185,0.0,0.4,0,0,1,True,False,0.11556531062251175,False,0.2,False,0.17388659335650475,AdaBoost,AdaBoost,False,0.17153359775426505
0,8,2,1,8,0,2,2,0.0,0.0,0,0,1,False,False,0.05858398069005578,False,0.4,True,0.6300635631223739,AdaBoost,AdaBoost,True,0.4688095357801597
1,2,4,1,1,1,1,9,0.0,0.923076923,1,1,1,False,False,0.4547530237705406,True,0.9,True,0.875800659380486,Voting,AdaBoost,True,0.8547785547550081
0,7,14,15,3,5,5,57,0.0,0.705882353,2,3,3,True,True,0.5738288919050448,True,0.7,True,0.6464215394256517,AdaBoost,AdaBoost,True,0.6440102273125801
0,12,21,24,2,12,5,167,0.0,0.363636364,0,0,6,False,False,0.4965343208066069,False,0.4,False,0.4186919352923119,AdaBoost,AdaBoost,False,0.4222293539945739
0,10,43,0,4,7,11,292,1.0,0.607142857,2,2,7,True,True,0.7103255130645069,True,1.0,True,0.9309548554499226,AdaBoost,AdaBoost,True,0.9213232074927492
1,7,6,10,5,2,0,8,0.0,0.0,0,0,1,False,False,0.07796430509593251,False,0.0,False,0.021282525785359108,AdaBoost,AdaBoost,False,0.023669965831127498
0,17,7,1,17,0,2,21,0.0,0.0,0,0,2,True,False,0.4126690520331409,False,0.5,True,0.6649526341495957,AdaBoost,AdaBoost,True,0.6479503989613724
0,8,12,4,1,7,3,55,1.0,0.857142857,1,1,2,True,False,0.2108926717355168,True,0.7,True,0.6477229999758524,AdaBoost,AdaBoost,True,0.6265800299998209
0,3,35,196,2,2,10,729,0.707317073,0.0,0,0,3,False,True,0.9573967212148521,True,0.9,True,0.6680753949076584,AdaBoost,AdaBoost,True,0.6886235224993575
0,7,53,38,3,6,9,725,0.857142857,0.0,0,0,6,True,True,0.7376705510480591,True,0.9,True,0.5555739032075137,AdaBoost,AdaBoost,True,0.5733795058080715
0,2,25,0,1,1,11,98,0.0,0.62962963,1,5,1,False,False,0.09503930590467474,False,0.4,False,0.2571084676320138,AdaBoost,AdaBoost,False,0.2529777987726676
0,1,25,22,1,0,6,126,1.0,0.0,0,0,5,True,False,0.4063898364459883,False,0.5,True,0.5691002296680125,AdaBoost,AdaBoost,True,0.5597906076572875
0,4,3,1,3,1,2,16,0.0,0.0,0,0,0,True,False,0.05919311121914614,False,0.0,False,0.2726372228178353,AdaBoost,AdaBoost,False,0.2560046016191386
0,2,19,15,2,0,4,184,0.0,0.8125,1,1,14,True,False,0.09473741877865742,True,0.9,True,0.6138213009778232,AdaBoost,AdaBoost,True,0.5964263971825886
1,6,4,3,5,1,0,6,0.0,0.0,0,0,1,False,False,0.06165599689754366,False,0.1,False,0.1566987945567654,AdaBoost,AdaBoost,False,0.15086406950562417
0,31,128,39,4,30,0,1901,0.884615385,0.0,0,0,6,True,True,0.9873949953431854,True,0.9,True,0.8933343364876358,AdaBoost,AdaBoost,True,0.8979077880268062
0,3,23,0,1,2,8,143,0.5,0.538461538,2,2,2,False,False,0.2502189726953061,True,0.6,True,0.5374570031009599,Voting,AdaBoost,True,0.525504253693385
0,53,185,1998,18,46,0,2835,0.409836066,0.0,0,0,23,True,True,0.9999939651531992,False,0.5,True,0.6778957663548599,AdaBoost,AdaBoost,True,0.6886817981039521
0,4,21,8,0,4,7,116,1.0,0.3,2,2,2,True,True,0.6071174673301108,True,0.7,True,0.7755553829792835,AdaBoost,AdaBoost,True,0.7658203499954033
0,1,7,1,0,1,2,37,0.0,0.0,0,0,3,False,False,0.04596764868653158,False,0.0,False,0.02664835789106081,AdaBoost,AdaBoost,False,0.026907217108569685
4,10,6,0,9,1,2,22,1.0,0.7142857140000001,0,0,1,True,True,0.5838296862494265,True,1.0,True,0.7709145844408936,AdaBoost,AdaBoost,True,0.7677041344848566
0,0,8,3,0,0,1,27,0.0,0.0,0,0,2,False,False,0.03563755110133727,False,0.1,False,0.1882420781467316,AdaBoost,AdaBoost,False,0.17894151384120624
2,12,2,0,12,0,0,8,0.0,0.0,0,0,0,False,False,0.09255059851943558,False,0.0,False,0.43267285809088735,AdaBoost,AdaBoost,False,0.40621192055266536
0,11,18,9,10,1,5,65,1.0,0.7333333329999999,1,1,3,True,False,0.19702557930461784,True,0.7,True,0.6479278137588826,AdaBoost,AdaBoost,True,0.6280447051085924
0,4,19,2,1,3,6,116,1.0,0.0,0,0,2,False,False,0.11336902279765047,True,0.7,True,0.7244152787843621,Voting,AdaBoost,True,0.6951634920004405
5,5,18,5,5,0,1,88,0.5,0.0,0,0,1,False,False,0.4277982378364775,True,0.6,False,0.4566504340175576,AdaBoost,AdaBoost,False,0.4587789218126584
0,6,54,98,3,6,9,509,1.0,0.0,0,0,3,True,True,0.8324158726453842,True,0.8,True,0.8156093738656767,AdaBoost,AdaBoost,True,0.8160184962187411
0,20,24,276,19,1,24,24,0.0,0.0,0,0,1,True,True,0.9721703840045262,True,0.9,True,0.8221525176433636,AdaBoost,AdaBoost,True,0.8310792994729846
0,1,5,1,1,0,0,44,0.0,0.0,0,0,0,True,False,0.03753281019590752,False,0.0,False,0.0649080887903645,AdaBoost,AdaBoost,False,0.06204766150710641
2,10,27,1,2,8,6,136,1.0,0.666666667,2,3,5,True,True,0.6619260185970465,True,1.0,True,0.9246068229146701,AdaBoost,AdaBoost,True,0.9141179427586296
0,4,8,19,4,0,7,49,0.0,0.0,0,0,2,True,False,0.0826245885846273,False,0.0,False,0.3730076971605506,AdaBoost,AdaBoost,False,0.3503287379495727
0,4,7,3,0,4,3,20,0.0,0.7777777779999999,2,3,1,False,False,0.2090732893400488,True,0.8,True,0.5994073272503933,Voting,AdaBoost,True,0.5859722195341112
0,3,12,3,0,3,6,69,1.0,0.5555555560000001,0,0,1,False,False,0.4444596988259915,False,0.3,False,0.4486865683849353,AdaBoost,AdaBoost,False,0.4448770079339605
0,16,33,3,1,16,6,297,1.0,0.88372093,2,3,1,True,True,0.9758042737288726,True,1.0,True,0.7631109461789469,AdaBoost,AdaBoost,True,0.7788400993645469
1,6,21,2,3,4,7,278,1.0,0.533333333,1,3,1,True,True,0.5389026201658528,True,0.9,True,0.6654319600620199,AdaBoost,AdaBoost,True,0.6651947993618659
0,1,10,21,1,0,7,155,0.0,0.0,0,0,4,False,False,0.07427837788605958,False,0.1,False,0.4643354449906778,AdaBoost,AdaBoost,False,0.4371922928444565
0,3,32,1,1,2,6,346,1.0,0.444444444,1,2,2,False,False,0.494708754505719,True,0.8,True,0.6805594166443629,Voting,AdaBoost,True,0.6747437883676036
0,12,77,64,3,10,5,1021,0.818181818,0.0,0,0,2,True,True,0.5454612844682527,False,0.3,False,0.4771819459631735,Voting,AdaBoost,False,0.47608091290065463
0,17,58,37,4,17,4,751,0.0,0.35,0,0,5,True,True,0.8984870875117298,True,0.8,True,0.6224399386937826,AdaBoost,AdaBoost,True,0.6396994714506379
0,14,45,79,2,12,6,629,1.0,0.0,0,0,4,True,True,0.9203554637383748,True,0.8,True,0.6486923340038522,AdaBoost,AdaBoost,True,0.6651086301336859
0,13,24,69,0,13,12,723,0.571428571,0.454545455,0,0,1,False,True,0.9590992169022338,True,0.9,True,0.6449127134069306,AdaBoost,AdaBoost,True,0.6658440161765588
0,6,22,1,0,6,2,172,0.0,0.0,0,0,1,False,False,0.08654206576829278,True,0.6,True,0.5589217553419772,Voting,AdaBoost,True,0.5377643068318905
1,6,9,21,2,5,1,15,0.0,0.0,0,0,1,True,False,0.08669027355896973,True,0.7,False,0.4486207030760074,RandomForest,AdaBoost,False,0.4377512688698446
0,8,8,15,2,8,1,30,0.0,0.444444444,0,0,1,False,False,0.0980162156162147,True,0.6,True,0.5334241089685834,Voting,AdaBoost,True,0.5146199706203242
0,4,7,3,2,2,3,28,0.0,0.0,0,0,2,False,False,0.05817593787541761,False,0.1,False,0.4452598239186733,AdaBoost,AdaBoost,False,0.41775865959819836
3,16,3,1,15,1,2,5,0.0,0.0,0,0,1,True,False,0.4624646621207258,True,0.8,True,0.5776717809050523,AdaBoost,AdaBoost,True,0.5775484728857877
0,2,2,0,1,1,0,18,0.0,0.0,0,0,0,False,False,0.3705080283468665,True,0.6,False,0.4556324849984346,AdaBoost,AdaBoost,False,0.45504770800077604
0,2,4,0,0,2,2,33,1.0,0.0,0,0,3,False,False,0.41015521440721603,False,0.3,False,0.2130980426460632,AdaBoost,AdaBoost,False,0.22489465522023197
1,41,21,64,41,0,11,197,1.0,0.0,0,0,4,True,True,0.9715350542183234,True,1.0,True,0.7832596258768859,AdaBoost,AdaBoost,True,0.7978464221982533
0,17,5,10,17,0,5,5,0.0,0.0,0,0,1,True,False,0.4422857137053146,True,0.7,True,0.5558432745791807,AdaBoost,AdaBoost,True,0.5538621062794341
0,7,14,0,3,4,0,108,0.333333333,0.0,0,0,5,True,False,0.078800656479163,False,0.4,True,0.565986163593423,AdaBoost,AdaBoost,True,0.538033060327808
0,2,10,5,1,2,5,1311,1.0,0.428571429,0,0,5,True,False,0.4245027346654778,False,0.4,False,0.3619305871563517,AdaBoost,AdaBoost,False,0.3659361736465535
0,5,12,0,4,1,5,387,0.2,0.0,0,0,4,False,False,0.07607529701242867,False,0.3,False,0.4963212663960384,AdaBoost,AdaBoost,False,0.4708910769713353
0,0,25,3,0,0,2,165,0.0,0.0,0,0,1,False,False,0.053533616285291935,False,0.2,False,0.3497506939662093,AdaBoost,AdaBoost,False,0.3315438425268951
0,1,15,4,0,1,6,240,0.5,0.0,0,0,8,False,False,0.42306824986266256,False,0.3,False,0.26947073291650786,AdaBoost,AdaBoost,False,0.2777429860124586
0,9,40,70,2,7,16,267,1.0,0.575757576,1,5,1,False,True,0.9233846613831659,True,0.9,True,0.6299293774539471,AdaBoost,AdaBoost,True,0.6509849061141595
0,14,52,0,3,14,5,584,0.333333333,0.352941176,0,0,20,False,True,0.9364315987602896,True,0.8,True,0.5598610569000256,AdaBoost,AdaBoost,True,0.5842409432609493
0,7,6,0,7,0,2,83,0.125,0.0,1,1,5,True,False,0.12057874866075508,False,0.3,False,0.4678270477512117,AdaBoost,AdaBoost,False,0.44667508622279467
0,10,20,0,3,9,6,84,1.0,0.28571428600000004,2,2,2,True,True,0.6332211882106348,True,0.8,True,0.5629938364844583,AdaBoost,AdaBoost,True,0.5723073919308966
0,9,18,0,2,8,7,228,0.5,0.7142857140000001,1,2,1,True,False,0.20720921499997416,True,0.8,True,0.5505022790404828,AdaBoost,AdaBoost,True,0.5398930444563976
0,3,15,11,0,3,6,110,1.0,0.5555555560000001,0,0,4,False,False,0.12274971789097698,False,0.3,False,0.42118693698101695,AdaBoost,AdaBoost,False,0.40357980986180075
0,4,15,0,1,3,6,113,1.0,0.615384615,1,3,1,True,False,0.4883125661031756,True,0.8,True,0.6914180371354938,AdaBoost,AdaBoost,True,0.6841732872967722
0,12,66,99,3,9,2,1164,0.470588235,0.0,0,0,2,False,True,0.5265359710961839,True,1.0,True,0.7032307101626395,AdaBoost,AdaBoost,True,0.7019450183209042
0,0,18,0,0,0,3,127,0.5,0.0,0,0,6,True,False,0.4055216417349205,False,0.2,False,0.3547678212114191,AdaBoost,AdaBoost,False,0.3534130085528353
0,4,22,32,3,1,10,135,0.8,0.0,1,1,7,False,True,0.5550949084472403,False,0.4,False,0.4556566509453094,AdaBoost,AdaBoost,False,0.4591417023613043
0,3,15,2,0,3,3,708,0.5,0.7,1,2,79,False,True,0.9303723326020812,False,0.4,False,0.4763519141292495,AdaBoost,AdaBoost,False,0.4966726042939508
0,7,63,208,2,7,11,531,0.7692307690000001,0.08,0,0,4,True,True,0.6115396918132866,True,1.0,True,0.6786246645140912,AdaBoost,AdaBoost,True,0.6833121205501634
