wmc,cbo,rfc,ce,npm,loc,moa,amc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,2,18,1,2,99,0,47.5,False,False,0.07974111425088062,False,0.0,False,3.301010655202172e-09,RandomForest,RandomForest,False,0.0
5,7,26,6,3,158,0,30.2,False,False,0.12171159902664105,False,0.0,False,2.309972550176393e-11,RandomForest,RandomForest,False,0.0
6,27,6,2,6,6,0,0.0,False,False,0.09513978091663204,False,0.1,False,0.2302980783082727,RandomForest,RandomForest,False,0.1
4,4,5,1,2,17,1,3.0,False,False,0.09300305839385313,False,0.1,False,2.764614332603342e-11,RandomForest,RandomForest,False,0.1
11,7,12,2,11,74,1,5.272727273,False,False,0.07863810089025458,False,0.0,False,5.3097946031689615e-14,RandomForest,RandomForest,False,0.0
12,19,12,6,12,12,0,0.0,False,False,0.4292663551604588,True,0.6,True,0.999993944582216,Voting,Voting,False,0.4292663551604588
1,7,1,1,1,1,0,0.0,False,False,0.07908097790815467,False,0.0,False,3.7682363431682024e-14,RandomForest,RandomForest,False,0.0
6,21,6,5,6,6,0,0.0,False,False,0.4289895992762353,False,0.3,False,0.4662625814709029,RandomForest,RandomForest,False,0.3
2,15,34,14,2,326,2,161.0,False,False,0.3655279699001269,False,0.1,False,0.18589022064652932,RandomForest,RandomForest,False,0.1
5,10,44,7,5,305,2,59.4,True,False,0.10931234678932727,False,0.4,False,0.29999999961791424,RandomForest,RandomForest,False,0.4
4,5,8,0,4,20,0,4.0,False,False,0.0773175246326895,False,0.0,False,3.203291007976872e-11,RandomForest,RandomForest,False,0.0
5,6,17,2,4,112,0,21.4,False,False,0.09709216781839676,False,0.0,False,4.157904459870581e-14,RandomForest,RandomForest,False,0.0
8,3,35,1,4,303,0,36.5,True,False,0.4791315841285118,False,0.1,False,0.1483945145664584,RandomForest,RandomForest,False,0.1
8,2,13,0,6,69,0,7.375,False,False,0.09883037066086713,False,0.1,False,1.7628389884097995e-11,RandomForest,RandomForest,False,0.1
5,2,22,1,5,97,0,18.2,False,False,0.08211684809005522,False,0.2,False,0.20921538745021406,RandomForest,RandomForest,False,0.2
5,3,6,3,5,24,2,3.4,False,False,0.07066651061392318,False,0.5,False,2.309972554112805e-11,RandomForest,RandomForest,False,0.5
3,2,6,0,1,21,0,5.666666667,False,False,0.09600006526133427,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
4,12,5,1,4,24,1,4.5,False,False,0.0781440541046916,False,0.1,False,0.2092153886470885,RandomForest,RandomForest,False,0.1
4,3,11,2,4,48,0,11.0,False,False,0.08048794027034005,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
3,3,7,0,3,17,0,4.666666667,False,False,0.0758629868828043,False,0.0,False,2.3099725328427208e-11,RandomForest,RandomForest,False,0.0
8,8,8,5,8,8,0,0.0,False,False,0.41922012782790063,False,0.0,False,4.621155282683599e-06,RandomForest,RandomForest,False,0.0
6,1,7,0,6,34,0,4.333333333,False,False,0.0747771405819568,True,0.6,False,0.29576159631549176,RandomForest,RandomForest,True,0.6
3,8,20,6,3,155,0,50.0,False,False,0.09591057608089976,False,0.0,False,1.7628389979288053e-11,RandomForest,RandomForest,False,0.0
3,5,9,4,3,40,2,11.33333333,False,False,0.07457210844624594,False,0.0,False,1.7628389884097995e-11,RandomForest,RandomForest,False,0.0
1,4,2,3,1,9,0,7.0,False,False,0.0615225467739706,False,0.0,False,0.058410598348068686,RandomForest,RandomForest,False,0.0
47,15,108,0,45,896,0,17.63829787,False,True,0.5838147994029879,False,0.1,False,0.416913516001454,RandomForest,RandomForest,False,0.1
22,16,59,15,22,354,2,14.86363636,False,False,0.28571078693046664,False,0.1,False,0.2308873198739976,RandomForest,RandomForest,False,0.1
10,17,62,0,5,491,1,47.1,True,False,0.2541059785168325,False,0.4,False,0.37408512822038575,RandomForest,RandomForest,False,0.4
2,3,3,2,2,14,1,5.0,False,False,0.06461611310860679,False,0.0,False,0.018750400815132653,RandomForest,RandomForest,False,0.0
5,7,8,3,4,34,0,5.6,False,False,0.07443368467335497,False,0.0,False,0.10043593832385593,RandomForest,RandomForest,False,0.0
2,6,5,3,2,12,0,5.0,False,False,0.06673776430286928,False,0.0,False,0.07990977071072426,RandomForest,RandomForest,False,0.0
11,4,21,0,11,68,0,5.0,False,False,0.08306346723491964,False,0.0,False,0.02252001425795432,RandomForest,RandomForest,False,0.0
59,31,148,31,57,895,1,14.15254237,False,True,0.933198682514182,True,0.8,True,0.6575897876441535,RandomForest,RandomForest,True,0.8
25,10,49,0,25,304,0,10.72,False,False,0.14082962421010525,False,0.2,False,0.1719284956284717,RandomForest,RandomForest,False,0.2
6,6,36,0,5,165,0,26.16666667,False,False,0.13200312985207482,False,0.1,False,0.1902456044065368,RandomForest,RandomForest,False,0.1
5,1,22,0,3,103,0,19.2,False,False,0.10698504524407196,False,0.0,False,0.03379841157759912,RandomForest,RandomForest,False,0.0
3,13,22,11,2,201,3,64.0,False,False,0.10189085839304303,False,0.1,False,0.17163044606524588,RandomForest,RandomForest,False,0.1
57,56,242,54,27,2550,3,43.49122807,True,True,0.9999117430688004,True,1.0,True,0.9176613204987438,RandomForest,RandomForest,True,1.0
5,2,6,1,5,36,0,5.4,True,False,0.06373789399331896,False,0.0,False,0.016061089448327372,RandomForest,RandomForest,False,0.0
13,14,49,4,12,298,0,21.53846154,False,False,0.4903790251396352,True,0.7,False,0.3858139446717117,RandomForest,RandomForest,True,0.7
2,3,5,2,1,15,0,6.0,False,False,0.0725409546162045,False,0.0,False,0.019080252930004458,RandomForest,RandomForest,False,0.0
29,21,104,20,22,733,0,24.13793103,True,True,0.6099011917915803,True,0.6,False,0.4948531336741856,RandomForest,RandomForest,True,0.6
1,2,1,0,1,1,0,0.0,False,False,0.06489425835214167,False,0.0,False,0.08755593239273117,RandomForest,RandomForest,False,0.0
5,4,18,0,4,76,0,13.8,False,False,0.09405322550656853,False,0.1,False,0.03367619890598033,RandomForest,RandomForest,False,0.1
10,12,14,6,10,51,1,3.9,False,False,0.07128962121671474,False,0.0,False,0.048803432528727285,RandomForest,RandomForest,False,0.0
21,9,58,0,15,373,0,16.33333333,False,True,0.5570496688048524,False,0.1,False,0.3752069871424904,RandomForest,RandomForest,False,0.1
3,8,4,0,3,20,0,5.0,False,False,0.06924821683444041,False,0.1,False,0.02457775988469025,RandomForest,RandomForest,False,0.1
25,8,90,7,21,1160,1,44.84,False,True,0.9218704774480404,True,0.9,True,0.5565922579877409,RandomForest,RandomForest,True,0.9
2,6,7,4,2,18,0,8.0,False,False,0.06769818808307887,False,0.0,False,0.04572766169251319,RandomForest,RandomForest,False,0.0
23,7,33,3,15,284,2,10.34782609,False,False,0.17168154521461831,False,0.1,False,0.2252873019344315,RandomForest,RandomForest,False,0.1
21,12,46,5,10,281,1,12.19047619,False,False,0.2323023844329862,False,0.3,False,0.3548511079221517,RandomForest,RandomForest,False,0.3
22,30,104,25,11,707,1,31.04545455,False,True,0.9688322562478396,True,0.6,False,0.3948640177800079,AdaBoost,AdaBoost,False,0.3948640177800079
21,12,77,0,15,797,0,36.57142857,False,False,0.4206528790439296,False,0.2,False,0.4915576739249345,RandomForest,RandomForest,False,0.2
9,7,30,7,9,228,0,24.22222222,False,False,0.42668233885929335,False,0.3,False,0.15479891428588755,RandomForest,RandomForest,False,0.3
12,6,31,5,9,360,1,26.58333333,False,False,0.4588591228744381,False,0.4,False,0.36410804149162107,RandomForest,RandomForest,False,0.4
3,16,3,1,3,3,0,0.0,False,False,0.07336877254789398,False,0.0,False,0.05884671665641592,RandomForest,RandomForest,False,0.0
38,21,104,0,29,839,1,20.71052632,True,True,0.6323340763817459,False,0.3,True,0.5326080441214075,RandomForest,RandomForest,False,0.3
1,34,1,0,1,1,0,0.0,False,False,0.09003534550356562,False,0.0,False,0.04970282453204654,RandomForest,RandomForest,False,0.0
2,4,5,3,2,21,1,8.5,False,False,0.06609945315781769,False,0.0,False,0.04212697532191858,RandomForest,RandomForest,False,0.0
11,23,16,4,8,77,3,5.454545455,False,False,0.13323015032306554,False,0.2,False,0.30879605084109896,RandomForest,RandomForest,False,0.2
3,3,5,0,1,18,1,4.666666667,False,False,0.09308610661465906,False,0.0,False,0.034812992209273794,RandomForest,RandomForest,False,0.0
2,4,2,2,2,2,0,0.0,False,False,0.0668932397462619,False,0.0,False,0.07897612201342734,RandomForest,RandomForest,False,0.0
25,6,26,1,25,136,1,3.96,False,False,0.0727791211221393,False,0.0,False,0.05830703543567271,RandomForest,RandomForest,False,0.0
6,23,6,1,6,6,0,0.0,False,False,0.07214935564819525,False,0.3,False,0.13771514051810527,RandomForest,RandomForest,False,0.3
8,5,25,5,6,145,0,16.5,False,False,0.10192208262406068,False,0.1,False,0.1031492833684589,RandomForest,RandomForest,False,0.1
11,43,11,8,11,11,0,0.0,True,False,0.4071231482690312,False,0.5,False,0.44733616669222015,RandomForest,RandomForest,False,0.5
1,3,2,0,1,5,0,4.0,False,False,0.06932259370900783,False,0.0,False,0.08983639513246985,RandomForest,RandomForest,False,0.0
3,2,4,0,3,14,0,3.333333333,False,False,0.06774476959376306,False,0.0,False,0.17325274774496427,RandomForest,RandomForest,False,0.0
10,2,12,0,10,53,0,3.9,False,False,0.06423982503428301,False,0.0,False,0.21221002063022226,RandomForest,RandomForest,False,0.0
12,35,18,4,12,99,4,6.833333333,False,False,0.2687548598817249,False,0.2,False,0.42971555354751895,RandomForest,RandomForest,False,0.2
9,4,11,1,9,60,2,5.222222222,False,False,0.08074714227998579,False,0.1,False,0.11696975843922665,RandomForest,RandomForest,False,0.1
2,3,2,0,2,2,0,0.0,False,False,0.06868485325924019,False,0.0,False,0.10904175631767372,RandomForest,RandomForest,False,0.0
11,14,24,4,10,107,0,8.272727273,True,False,0.09120169831454428,False,0.2,False,0.3968499707046124,RandomForest,RandomForest,False,0.2
13,16,26,3,12,243,1,17.23076923,False,False,0.10077818901969536,False,0.2,False,0.10854780607918284,RandomForest,RandomForest,False,0.2
30,27,78,12,30,543,1,16.8,False,True,0.8248718743780613,False,0.5,False,0.21632202968214456,RandomForest,RandomForest,False,0.5
2,4,4,3,1,8,0,3.0,False,False,0.0748054949862204,False,0.0,False,0.03981424870969933,RandomForest,RandomForest,False,0.0
14,10,39,8,13,225,2,14.71428571,False,False,0.13256364108027802,False,0.3,False,0.2504450593939529,RandomForest,RandomForest,False,0.3
13,28,104,26,8,691,1,52.07692308,False,True,0.6146693672895438,False,0.5,False,0.4110826376351289,RandomForest,RandomForest,False,0.5
12,9,31,8,10,170,0,12.83333333,False,False,0.1034193894639921,False,0.3,False,0.4507417805536989,RandomForest,RandomForest,False,0.3
1,7,1,1,1,1,0,0.0,False,False,0.0700427633888918,False,0.0,False,0.058047597318824674,RandomForest,RandomForest,False,0.0
23,57,23,16,23,23,0,0.0,False,False,0.3776310349469045,False,0.2,False,0.2591457829108154,RandomForest,RandomForest,False,0.2
15,12,16,3,15,104,1,5.466666667,False,False,0.06749841444102596,False,0.0,False,0.3135720399219871,RandomForest,RandomForest,False,0.0
9,5,36,3,9,146,0,15.22222222,False,False,0.11010213196271686,False,0.0,False,0.21195070638033067,RandomForest,RandomForest,False,0.0
21,21,38,4,21,224,1,9.476190476000001,False,False,0.1066651275517818,False,0.3,False,0.3180024425285983,RandomForest,RandomForest,False,0.3
3,6,18,4,2,67,0,21.33333333,False,False,0.09037950486777646,False,0.0,False,0.013638870891485091,RandomForest,RandomForest,False,0.0
157,111,312,75,142,2701,12,15.89808917,False,True,0.6649169024347392,False,0.4,True,0.5255974145497916,RandomForest,RandomForest,False,0.4
14,57,32,0,13,277,0,18.28571429,False,False,0.2518607770596845,False,0.3,False,0.38706809276362747,RandomForest,RandomForest,False,0.3
5,11,14,3,3,72,1,13.2,False,False,0.10254869609472868,False,0.0,False,0.14520598278781222,RandomForest,RandomForest,False,0.0
6,11,6,2,6,6,0,0.0,False,False,0.3995215638223582,False,0.3,True,0.5239378514125713,RandomForest,RandomForest,False,0.3
3,2,5,1,3,22,1,6.0,False,False,0.07521057376879887,False,0.0,False,0.07041431268342692,RandomForest,RandomForest,False,0.0
25,62,25,8,25,25,0,0.0,False,False,0.3837875770757784,False,0.1,False,0.2717858811521414,RandomForest,RandomForest,False,0.1
8,11,17,3,8,54,1,5.5,False,False,0.08691168343449195,False,0.0,False,0.1222968557195207,RandomForest,RandomForest,False,0.0
6,9,9,3,5,52,3,7.0,False,False,0.1037542333050536,False,0.2,False,0.313535822542849,RandomForest,RandomForest,False,0.2
11,6,12,2,11,78,1,5.6363636360000005,False,False,0.06851292814200438,False,0.0,False,0.07982641368043196,RandomForest,RandomForest,False,0.0
32,33,84,0,8,670,0,19.78125,False,True,0.5571707146226021,True,0.6,True,0.6000000000000001,RandomForest,RandomForest,True,0.6
17,6,29,5,17,167,0,8.470588235,False,False,0.057733389821461326,False,0.4,False,0.2,RandomForest,RandomForest,False,0.4
3,7,12,5,1,53,0,16.66666667,False,False,0.08178666850954185,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
7,54,7,0,7,7,0,0.0,False,False,0.20480213711637926,False,0.1,False,0.10000000000000002,RandomForest,RandomForest,False,0.1
9,13,38,12,8,197,1,20.66666667,False,False,0.4454948548757722,False,0.4,True,0.7,RandomForest,RandomForest,False,0.4
28,17,70,17,21,488,0,16.21428571,False,False,0.3434834664053403,False,0.1,False,0.29999999999999993,RandomForest,RandomForest,False,0.1
1,7,1,2,1,1,0,0.0,False,False,0.0610146074977356,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
6,3,9,1,6,40,0,5.5,False,False,0.059196296483106085,False,0.1,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.1
2,4,2,0,2,2,0,0.0,False,False,0.06320903001659962,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
4,16,79,15,3,435,1,107.5,False,False,0.2523076027826709,False,0.4,False,0.5,RandomForest,RandomForest,False,0.4
4,15,10,0,2,68,3,15.0,False,False,0.1569880907534236,False,0.1,False,0.10000000000000002,RandomForest,RandomForest,False,0.1
8,27,8,14,8,8,0,0.0,True,False,0.3827182554678506,False,0.3,True,0.6000000000000001,AdaBoost,AdaBoost,True,0.6000000000000001
5,5,56,4,5,334,0,65.0,False,False,0.16723329895709074,False,0.3,True,0.6000000000000001,RandomForest,RandomForest,False,0.3
14,20,105,0,7,623,0,43.35714286,False,False,0.4554116474339202,False,0.4,False,0.29999999999999993,RandomForest,RandomForest,False,0.4
6,3,14,2,6,63,1,9.166666667000001,False,False,0.0751334290061049,False,0.2,False,0.10000000000000002,RandomForest,RandomForest,False,0.2
10,9,38,0,8,197,0,18.3,False,False,0.1668567572342501,False,0.1,False,0.10000000000000002,RandomForest,RandomForest,False,0.1
1,3,2,2,1,8,0,6.0,False,False,0.05515869155119688,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
4,2,6,1,4,35,2,7.25,False,False,0.07423855670967569,False,0.1,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.1
20,106,45,5,17,124,1,4.85,False,True,0.6511390144632522,False,0.2,False,0.10000000000000002,RandomForest,RandomForest,False,0.2
19,8,19,0,19,19,0,0.0,False,False,0.06165927217647374,False,0.2,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.2
2,9,2,3,2,4,0,0.0,False,False,0.05979493781678435,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
8,9,61,7,6,544,0,66.875,True,False,0.1712661366490168,False,0.2,True,0.6000000000000001,AdaBoost,AdaBoost,True,0.6000000000000001
13,25,69,24,12,420,0,31.30769231,False,True,0.710301826561103,False,0.3,False,0.29999999999999993,RandomForest,RandomForest,False,0.3
3,5,5,3,1,18,1,4.666666667,False,False,0.08308622844599604,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
2,1,4,1,2,10,0,4.0,False,False,0.05805241573785716,False,0.0,False,0.10000000000000002,RandomForest,RandomForest,False,0.0
4,7,17,2,2,58,1,13.0,False,False,0.12468432948042908,False,0.0,False,0.10000000000000002,RandomForest,RandomForest,False,0.0
