max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,False,False,0.2542999055896977,False,0.14813674457637308,False,0.4833385592893063,Voting,Voting,False,0.2542999055896977
3,False,False,0.3806192725115407,False,0.4608333333333334,True,0.5002447975951,Voting,Voting,False,0.3806192725115407
1,False,False,0.33456733758124635,True,0.5048577173644079,False,0.49985940204556,Voting,Voting,False,0.3398112876880212
5,False,True,0.8202253808773249,True,0.7666666666666667,True,0.8196670705722637,Voting,Voting,True,0.8202253808773249
2,False,False,0.19360349612522265,False,0.2458988160961845,False,0.4927315996249804,Voting,Voting,False,0.19360349612522265
1,False,False,0.3476514761573796,False,0.4183055800764864,False,0.4992873132483268,Voting,Voting,False,0.34982544858565984
1,False,False,0.31854397587388106,False,0.4518206304353176,True,0.5010505176350477,Voting,Voting,False,0.3226475408737646
2,False,False,0.2793427292401381,False,0.2671257857209869,False,0.4888979094820671,Voting,Voting,False,0.2793427292401381
0,False,False,0.21395742348251728,False,0.09243552915591476,False,0.06993406334165457,Voting,Voting,False,0.21395742348251728
1,False,False,0.3409335356439646,False,0.4407387756073729,False,0.4991635944871514,Voting,Voting,False,0.3440044661043772
1,True,False,0.3371070573780375,True,0.5303910091909774,False,0.4993138000655364,RandomForest,Voting,False,0.3428372543531075
2,False,False,0.2386808329438496,False,0.17344117870433656,False,0.4894272353203515,Voting,Voting,False,0.2386808329438496
1,False,False,0.3770285579084223,True,0.5024761907811871,False,0.497252761957148,Voting,Voting,False,0.38075736228255974
2,False,False,0.2181414211417404,False,0.0,False,0.4926139608539569,Voting,Voting,False,0.2181414211417404
1,False,False,0.33206170559482395,False,0.4633986333085868,True,0.5003681242753114,Voting,Voting,False,0.33597442439463815
2,False,False,0.21569038975886493,False,0.06524132730015084,False,0.4806607214188742,Voting,Voting,False,0.21569038975886493
2,False,False,0.20404365654321568,False,0.0454656862745098,False,0.4883496806025214,Voting,Voting,False,0.20404365654321568
3,False,False,0.4308021681400979,False,0.421984126984127,True,0.501028682582057,Voting,Voting,False,0.4308021681400979
16,True,True,0.9858041563568966,True,1.0,True,0.8803800314468672,Voting,Voting,True,0.9858041563568966
2,False,False,0.2460214929598923,False,0.08305137844611528,False,0.04005950951704952,Voting,Voting,False,0.2460214929598923
4,False,True,0.6706940146488974,True,1.0,True,0.92326581224398,Voting,Voting,True,0.6706940146488974
1,False,False,0.27423359604974923,False,0.4350190180638792,False,0.4981887965487522,Voting,Voting,False,0.2790428608957661
3,False,False,0.4472017026898663,False,0.2457142857142857,True,0.5015538683069845,Voting,Voting,False,0.4472017026898663
0,False,False,0.2026537178690572,False,0.2003189339396236,False,0.16604456511736607,Voting,Voting,False,0.2026537178690572
5,True,False,0.4520129891243624,False,0.0,False,0.08517094071393515,Voting,Voting,False,0.4520129891243624
2,False,False,0.21603959517018176,False,0.19773118178690927,False,0.4811583897594096,Voting,Voting,False,0.21603959517018176
6,False,True,0.5578174281953336,False,0.09166666666666666,False,0.18326999285018689,Voting,Voting,True,0.5578174281953336
1,False,False,0.30317063940457634,True,0.5305338821014216,False,0.4997731392811904,Voting,Voting,False,0.30998836565001864
1,False,False,0.35919622699508563,False,0.4930758957558387,False,0.4995072897489728,Voting,Voting,False,0.36321444351996496
1,False,False,0.3131912454422264,False,0.43645180195285416,True,0.5000490124096739,Voting,Voting,False,0.3168939991424789
1,False,False,0.31640259860236525,True,0.5027570426310313,False,0.4992336473574608,Voting,Voting,False,0.32200541195224675
1,False,False,0.3546213762231287,False,0.4921888850102689,False,0.4995887179505117,Voting,Voting,False,0.35876073148112847
1,False,False,0.3295656099139944,True,0.5137282247679142,False,0.4993842824757012,Voting,Voting,False,0.3351112846398339
1,False,False,0.3303197703284422,False,0.4770380041528554,False,0.4994428312993865,Voting,Voting,False,0.33474116851872276
1,False,False,0.3160282027323517,False,0.4738689538343821,True,0.5003952835496402,Voting,Voting,False,0.32078817713229235
1,True,False,0.32079114401615083,False,0.4055170023984437,False,0.4989517260275888,Voting,Voting,False,0.32334795986082354
1,False,False,0.32941749159059125,True,0.5183810608302203,False,0.4993695011838519,Voting,Voting,False,0.33512370854788553
1,True,False,0.3341793447614582,False,0.4617372448045969,False,0.498635951051739,Voting,Voting,False,0.3380337168836283
1,False,False,0.32973271360778594,False,0.476019129940419,False,0.4985321119411666,Voting,Voting,False,0.3341557071587166
3,True,False,0.3391204504688751,False,0.1341880341880342,False,0.4839294633236856,Voting,Voting,False,0.3391204504688751
1,False,False,0.3491460534994859,False,0.4480718514962997,True,0.5002260773218371,Voting,Voting,False,0.3521389463616261
2,False,False,0.18180734385386527,False,0.11810457516339873,False,0.48568944366226097,Voting,Voting,False,0.18180734385386527
3,False,False,0.39309732661238334,False,0.29341630591630585,False,0.4992373129628767,Voting,Voting,False,0.39309732661238334
14,True,True,0.9664624310233872,True,1.0,True,0.8327766312749082,Voting,Voting,True,0.9664624310233872
1,True,False,0.3215974183296271,False,0.4241635155527145,False,0.4983924345100752,Voting,Voting,False,0.3247023455916782
2,False,False,0.1985809776062508,False,0.1628259459838407,False,0.4907913305799841,Voting,Voting,False,0.1985809776062508
1,False,False,0.3443970725896193,False,0.4934645122416783,False,0.4990545465356549,Voting,Voting,False,0.3489120609913915
6,False,True,0.5524138646801225,False,0.1,False,0.1838540174776485,Voting,Voting,True,0.5524138646801225
1,False,False,0.314974399515392,False,0.4801644563865996,True,0.5002418324782181,Voting,Voting,False,0.3199801588145195
