cbo,rfc,ce,npm,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
6,15,1,9,0.361111111,False,False,0.21576638912566026,False,0.0,False,0.12531027451142934,Voting,Voting,False,0.21180365517061028
17,46,17,17,0.211764706,True,True,0.9772859754577976,True,0.8,True,0.6216084319872711,Voting,Voting,True,0.9713375878342835
4,15,0,8,0.34375,False,False,0.1826893980607272,False,0.1,False,0.10807805971586568,Voting,Voting,False,0.1807884848029669
3,7,0,2,0.444444444,False,False,0.09337620785860523,False,0.0,False,0.17679279784513513,Voting,Voting,False,0.09285795123340562
18,41,18,4,0.5,False,True,0.9435586633046348,False,0.4,False,0.4539471262852544,Voting,Voting,True,0.9335428070185551
1,2,0,1,1.0,False,False,0.04689926767155548,False,0.0,False,0.0716864047024643,Voting,Voting,False,0.046516169759438133
8,42,8,13,0.241758242,False,False,0.4182888559661874,False,0.0,False,0.2704292045268098,Voting,Voting,False,0.4122242070806633
3,5,3,3,0.5,True,False,0.33328241548995674,True,0.6,False,0.4980437582281818,RandomForest,Voting,False,0.3376553148937005
2,2,2,1,1.0,False,False,0.07504288086140116,False,0.0,False,0.053968238923393766,Voting,Voting,False,0.07399398533479583
3,1,1,1,1.0,False,False,0.05797179724793824,False,0.0,False,0.13844208960003668,Voting,Voting,False,0.057855892680513846
5,14,2,8,0.40625,False,False,0.16776813262435644,False,0.1,False,0.3704443551984412,Voting,Voting,False,0.16841212306598438
4,2,2,2,0.666666667,False,False,0.11072805017021972,False,0.0,False,0.03715146600855375,Voting,Voting,False,0.10887549035362619
11,27,11,5,0.333333333,False,False,0.4475273453106679,False,0.2,False,0.3235339671809103,Voting,Voting,False,0.44367658727013537
12,23,4,18,0.37037037,False,False,0.3238345767127907,True,0.7,True,0.5286715195128943,Voting,Voting,False,0.32980428471479156
4,1,3,1,1.0,False,False,0.09066472544478373,False,0.1,False,0.1333418046175913,Voting,Voting,False,0.09108268623496196
9,38,3,15,0.242647059,False,False,0.2707362458663917,False,0.3,False,0.23369814234775085,Voting,Voting,False,0.2708204670628322
7,9,3,9,0.28571428600000004,False,False,0.2557803451224611,False,0.5,False,0.2362301904456308,Voting,Voting,False,0.2585613207453253
11,26,11,4,0.5,False,False,0.3643893521464341,False,0.0,False,0.04912832752127042,Voting,Voting,False,0.3577679889057459
5,11,1,3,0.5555555560000001,False,False,0.0827876367189498,False,0.0,False,0.09589518691929216,Voting,Voting,False,0.08189142730987391
4,14,4,4,0.4375,False,False,0.17889717593287394,False,0.0,False,0.11514187207706895,Voting,Voting,False,0.17629968360935294
74,63,3,55,0.113286713,False,False,0.34722607258839844,False,0.0,False,0.07534696287067615,Voting,Voting,False,0.3411213651910416
23,66,23,21,0.16558441599999998,False,True,0.990979178091739,True,1.0,False,0.4801380155159225,AdaBoost,Voting,True,0.9874207585267004
27,28,3,28,0.228571429,False,False,0.41525351095472063,False,0.3,False,0.29817904912477605,Voting,Voting,False,0.41303463310720046
1,10,1,4,0.4375,False,False,0.12371254470004388,False,0.0,False,0.020653025520746708,Voting,Voting,False,0.12149306795114886
1,41,1,2,0.35,False,False,0.075843681381298,False,0.0,False,0.13365456472828874,Voting,Voting,False,0.07535137095817475
6,12,3,12,0.333333333,False,False,0.2637858492014841,True,0.6,False,0.33123140210633395,Voting,Voting,False,0.2682916085620275
18,23,3,16,0.1796875,False,False,0.34412398979122044,True,0.7,False,0.3141122161147909,Voting,Voting,False,0.3481654843606334
2,5,2,3,0.5,False,False,0.18163748868364635,False,0.2,False,0.37477893518922784,Voting,Voting,False,0.18341198202185804
1,6,0,2,0.5,False,False,0.12700444548270445,False,0.0,False,0.020985037757231324,Voting,Voting,False,0.12453852426661353
5,2,2,2,1.0,False,False,0.08258158322135087,False,0.0,False,0.00857433765494905,Voting,Voting,False,0.08093774128578018
4,14,4,4,0.4375,False,False,0.22253829448172188,False,0.0,False,0.07222660256443175,Voting,Voting,False,0.21850023257511864
4,25,0,21,0.210884354,False,True,0.557152699137852,False,0.5,False,0.44080828739081934,Voting,Voting,True,0.5554956917186527
3,0,1,0,0.0,False,False,0.2187804881823522,False,0.0,False,0.04971939880541516,Voting,Voting,False,0.21464085604145347
13,74,13,23,0.204545455,True,True,0.5043511961574567,True,0.7,False,0.3552462652483744,Voting,Voting,True,0.5056584780971615
19,56,19,11,0.173076923,True,True,0.9630363526343622,False,0.5,True,0.5653592793883991,Voting,Voting,True,0.9539571242654551
4,21,2,14,0.476190476,False,False,0.19492343428708284,False,0.0,False,0.2398919009494917,Voting,Voting,False,0.1927949731371871
5,4,1,4,0.45,False,False,0.1874533052405555,False,0.0,False,0.34957670799842666,Voting,Voting,False,0.18635440663108965
1,2,1,1,1.0,False,False,0.07034766555855497,False,0.0,False,0.02924395481542132,Voting,Voting,False,0.06912230690116404
3,5,3,3,0.5,False,True,0.5404686795487692,True,1.0,True,0.924150320805452,Voting,Voting,True,0.5493915802982002
2,2,2,1,1.0,False,False,0.08572054080381615,False,0.0,False,0.014903222764824453,Voting,Voting,False,0.0840620863913353
2,6,0,6,0.916666667,False,False,0.061412768228425875,False,0.0,False,0.03255067872468617,Voting,Voting,False,0.060399032034891414
11,21,11,3,0.833333333,False,False,0.2262363296389757,False,0.0,False,0.3010218935985332,Voting,Voting,False,0.22394611780912876
8,13,6,13,0.326923077,False,True,0.7242323636910379,False,0.3,False,0.4826172586687612,Voting,Voting,True,0.7168927553423303
3,22,3,12,0.27777777800000003,False,False,0.2601335717361199,False,0.3,False,0.2805477172008503,Voting,Voting,False,0.26080502652628684
5,10,5,2,0.75,False,False,0.15258232730533886,False,0.0,False,0.01792791192904662,Voting,Voting,False,0.1495617041867995
2,5,1,2,0.75,False,False,0.09127400846287363,False,0.0,False,0.049098574237872006,Voting,Voting,False,0.08977310058595497
6,3,0,3,0.666666667,False,False,0.09574428286893133,False,0.2,False,0.05170225566349485,Voting,Voting,False,0.09672328701729077
6,24,4,4,0.4166666670000001,False,False,0.19599175521715964,False,0.2,False,0.29960694781136976,Voting,Voting,False,0.19686917454927091
7,3,3,3,0.583333333,False,False,0.18620104030003198,True,0.8,False,0.2990896246925789,Voting,Voting,False,0.19493283391974886
3,6,1,2,0.75,False,False,0.08630512524262056,False,0.0,False,0.13499572388683634,Voting,Voting,False,0.08559222570718214
3,11,3,6,0.541666667,False,False,0.1844920041016039,False,0.5,False,0.1010347943551666,Voting,Voting,False,0.1878520964755353
3,2,1,2,1.0,False,False,0.056126437612624536,False,0.1,False,0.15441659997191254,Voting,Voting,False,0.05747424474227618
6,10,4,10,0.4,True,True,0.6229271776922212,True,0.6,False,0.4696295435546458,Voting,Voting,True,0.6213693365248942
16,21,3,8,0.34375,True,False,0.11043178822074506,False,0.0,False,0.3024005209552836,Voting,Voting,False,0.11071822751133635
1,11,1,6,0.428571429,False,False,0.12478774652284336,False,0.0,False,0.0219967031947032,Voting,Voting,False,0.12243437957484644
25,92,25,27,0.140740741,False,True,0.9961388815996272,True,0.9,True,0.7566431213455644,Voting,Voting,True,0.9929835477027674
8,33,3,26,0.132867133,False,False,0.4567005081900938,False,0.5,False,0.19851083563626484,Voting,Voting,False,0.4550565694463405
26,99,26,22,0.12745098,False,True,0.9841583026197879,True,0.7,True,0.7018361169633512,Voting,Voting,True,0.9783953381152508
22,92,14,17,0.303921569,False,True,0.6733116871720645,True,1.0,True,0.8519681381933103,Voting,Voting,True,0.6787153693316674
6,22,5,3,0.5,False,False,0.09890006775869176,False,0.2,True,0.5066859626776757,Voting,Voting,False,0.10352387228841183
8,33,8,8,0.375,False,False,0.306118350056529,False,0.0,False,0.35176696332896845,Voting,Voting,False,0.30283887253540676
5,15,1,8,0.34375,False,False,0.0969850497591312,False,0.0,False,0.1291921244010532,Voting,Voting,False,0.09609461797073664
11,35,2,31,0.148387097,False,False,0.46433171106934895,False,0.4,False,0.07707398751461346,Voting,Voting,False,0.4603196043999989
2,20,1,7,0.392857143,False,False,0.0817224744763051,False,0.0,False,0.05410210644011505,Voting,Voting,False,0.08051366189135727
3,5,3,3,0.5,True,False,0.3397801771093329,True,0.5833333333333333,False,0.4998575421867662,RandomForest,Voting,False,0.3440338530875411
5,10,5,2,0.75,False,False,0.14908485434218413,False,0.0,False,0.07405406644034147,Voting,Voting,False,0.1466732944633148
2,3,2,2,0.75,False,False,0.11563419713437645,False,0.0,False,0.092413156869786,Voting,Voting,False,0.11405657841045791
4,7,2,7,0.35714285700000004,True,False,0.18461503373702315,False,0.1,False,0.34014745073167185,Voting,Voting,False,0.18490519711213355
2,4,0,4,0.875,False,False,0.05499305433423237,False,0.1,False,0.270333073651009,Voting,Voting,False,0.05733450121446576
16,114,16,11,0.13968254,True,False,0.3362287954994198,True,0.8,True,0.7280320626259961,Voting,Voting,False,0.3450569473114914
3,24,0,21,0.35714285700000004,False,False,0.27368191738574404,False,0.1,False,0.0749134876268797,Voting,Voting,False,0.2699400535314743
4,3,1,3,1.0,False,False,0.3840737047347725,False,0.4,True,0.5612903749277381,Voting,Voting,False,0.3857480822993694
21,56,21,14,0.3125,False,True,0.9923492602363824,True,0.9,True,0.6463549428211496,Voting,Voting,True,0.9883475224083077
11,65,11,24,0.302222222,False,True,0.923432398380197,False,0.4,False,0.3919615696499333,Voting,Voting,True,0.9127211306948934
5,10,5,4,0.4375,False,True,0.562483603968676,False,0.5,False,0.32020093086442325,Voting,Voting,True,0.5597075097684171
12,14,12,2,0.75,False,False,0.31813174990923593,False,0.4,False,0.3844700949378234,Voting,Voting,False,0.31965660078056346
7,28,7,9,0.317460317,False,False,0.3256161846715052,False,0.4,False,0.3826824970196906,Voting,Voting,False,0.3269771025472757
3,5,0,5,0.533333333,False,False,0.10057235670027928,False,0.0,False,0.19231888617096865,Voting,Voting,False,0.10002410775062524
1,0,0,0,0.0,False,False,0.1510237342785991,False,0.0,False,0.12506446437465085,Voting,Voting,False,0.14894822500053662
5,24,2,16,0.1796875,False,True,0.5582636296539519,True,0.9,True,0.5575749357417163,Voting,Voting,True,0.5625055639399946
7,16,3,5,0.333333333,False,False,0.17374445085660792,False,0.4,False,0.3418240863545408,Voting,Voting,False,0.17784192621305875
8,6,5,6,0.452380952,False,False,0.2539954856668829,False,0.5,True,0.5710785094022017,Voting,Voting,False,0.2594780123171822
11,17,9,4,0.5,False,True,0.6587298448847463,True,0.6,False,0.3986451260254713,AdaBoost,Voting,True,0.6560107571845781
2,19,2,3,0.5,False,False,0.10245699724052088,False,0.0,False,0.055346474783343085,Voting,Voting,False,0.10082332119483808
5,24,0,23,0.295652174,False,True,0.5132768238583599,True,0.7,True,0.5404739208018294,Voting,Voting,True,0.5158054835767051
3,1,1,1,1.0,False,False,0.06642678788307517,False,0.0,False,0.1302176716026202,Voting,Voting,False,0.06608910033745029
0,2,0,1,1.0,False,False,0.05730067844305998,False,0.0,False,0.08054763654827353,Voting,Voting,False,0.056766325522488205
4,13,1,5,0.533333333,False,False,0.0978780348028645,False,0.0,False,0.04689792872643453,Voting,Voting,False,0.09627167218235907
1,23,1,18,0.473684211,False,False,0.14914373950933393,False,0.0,False,0.17622143826912787,Voting,Voting,False,0.14749723183864275
6,14,1,13,0.353846154,False,False,0.1788547935457593,False,0.0,False,0.07369027546821419,Voting,Voting,False,0.17582761528503726
18,72,18,16,0.179487179,True,True,0.9472784702332421,True,1.0,True,0.7854919906731328,Voting,Voting,True,0.9466963364382965
5,18,5,4,0.583333333,False,False,0.16738231969312656,False,0.0,False,0.12880453951873633,Voting,Voting,False,0.1650069923533505
2,2,2,1,1.0,False,False,0.08744881427302864,False,0.0,False,0.04708092574432818,Voting,Voting,False,0.08605323330383267
6,18,6,9,0.26984127,False,False,0.31728982951425216,False,0.3,False,0.3684310500245809,Voting,Voting,False,0.3174660837976148
5,15,5,5,0.5,False,False,0.20491196784187216,False,0.5,False,0.3092798630845421,Voting,Voting,False,0.20937763474435495
7,32,7,11,0.461538462,False,False,0.29388628143924594,False,0.2,False,0.3407396522275242,Voting,Voting,False,0.293077777909223
2,2,2,1,1.0,False,False,0.08744881427302864,False,0.0,False,0.04708092574432818,Voting,Voting,False,0.08605323330383267
3,0,1,0,0.0,False,False,0.17197974934393792,False,0.0,False,0.1354410136372396,Voting,Voting,False,0.1695628787635127
3,14,2,8,0.40625,False,False,0.16924136391010902,False,0.1,False,0.06685823055189917,Voting,Voting,False,0.16754550618843533
4,12,1,7,0.571428571,False,False,0.10950121722745912,False,0.0,False,0.10627114491752283,Voting,Voting,False,0.1080817103072215
3,0,1,0,0.0,False,False,0.1790438660218123,False,0.0,False,0.05418494445676148,Voting,Voting,False,0.17577155808863848
2,11,2,4,0.4375,False,False,0.1435054075537802,False,0.0,False,0.00972631920138317,Voting,Voting,False,0.1406144947420185
2,2,0,2,0.75,False,False,0.0716323805374712,False,0.0,False,0.02846045595027188,Voting,Voting,False,0.07037714001680967
7,23,7,6,0.388888889,False,False,0.2786360658257933,False,0.0,False,0.11333615168159568,Voting,Voting,False,0.27377435047602827
9,33,2,24,0.182291667,False,False,0.35466596328960803,False,0.2,False,0.2604670263612965,Voting,Voting,False,0.3519478687932542
6,44,6,11,0.545454545,False,False,0.2420343082975748,False,0.1,False,0.2898248990453064,Voting,Voting,False,0.24060658910482707
1,2,0,1,1.0,False,False,0.05078166841459696,False,0.0,False,0.061049681708025764,Voting,Voting,False,0.050216969479275356
7,16,7,6,0.3666666670000001,False,False,0.2924045157771578,False,0.0,False,0.18750747754460184,Voting,Voting,False,0.2878480777224561
4,15,0,11,0.290909091,False,False,0.18122239347435912,False,0.0,False,0.0870653106933195,Voting,Voting,False,0.17816660260451017
1,8,0,2,0.5,False,False,0.09601412578848678,False,0.0,False,0.0018632795619143066,Voting,Voting,False,0.09404297664379187
22,110,22,40,0.131578947,False,True,0.6452973781906318,False,0.3,False,0.4870329865033344,Voting,Voting,True,0.6396431204595872
8,12,8,4,0.875,True,False,0.16511937661261467,False,0.0,False,0.3124293678686848,Voting,Voting,False,0.16418953563151592
1,8,0,4,0.666666667,False,False,0.07795495223188748,False,0.0,False,0.0072051327531705315,Voting,Voting,False,0.07639983892202482
2,12,1,3,0.5555555560000001,False,False,0.09711982590685136,False,0.1,False,0.042878247030508784,Voting,Voting,False,0.0967249706934281
13,30,13,2,0.466666667,False,True,0.8014664848570477,False,0.2,False,0.3302993223686728,Voting,Voting,True,0.7900622403203759
11,46,11,18,0.194444444,False,True,0.5704069139133702,False,0.1,False,0.35967286441144386,Voting,Voting,True,0.5627427523241632
4,6,4,4,0.4,True,False,0.20608031439380772,False,0.27142857142857146,False,0.3942947948024274,Voting,Voting,False,0.20840944479686455
3,10,3,3,0.5,False,False,0.14554441668967746,False,0.07142857142857142,False,0.22352540113696687,Voting,Voting,False,0.1452213906915034
19,68,19,16,0.148606811,False,True,0.9666108859720356,True,0.9,True,0.7494393194481057,Voting,Voting,True,0.9640353172840549
4,4,1,3,0.666666667,False,False,0.09242353816910144,False,0.0,False,0.1572600141654191,Voting,Voting,False,0.09176290821624349
36,166,36,37,0.126388889,False,True,0.6592090102040109,False,0.4,True,0.6010687164763261,RandomForest,RandomForest,False,0.4
9,20,5,20,0.407142857,False,True,0.6687603598390249,True,0.8,True,0.5212401667211453,Voting,Voting,True,0.6692534142668667
4,10,4,3,0.833333333,False,False,0.42437115368632544,False,0.2,False,0.1916515272337249,Voting,Voting,False,0.4195615507977969
15,21,1,14,0.28571428600000004,False,True,0.6045327085309492,True,0.6,True,0.5360836459261246,Voting,Voting,True,0.6039140921619335
11,33,11,7,0.25,False,False,0.4767726929167614,False,0.2,False,0.16572972469069192,Voting,Voting,False,0.470643724420421
1,11,0,7,0.35714285700000004,False,False,0.13391345654436218,False,0.1,False,0.11909282648342613,Voting,Voting,False,0.13335299080811536
6,7,3,7,0.464285714,True,False,0.17707335318963838,False,0.3854219948849105,False,0.3111159109326996,Voting,Voting,False,0.18086826449511004
19,36,19,9,0.314814815,True,True,0.9677622499463606,False,0.3,False,0.4188409582902737,Voting,Voting,True,0.9546235054004479
2,19,2,15,0.20952381,False,False,0.2524252881850397,False,0.2,False,0.10928612332224907,Voting,Voting,False,0.25057542420830536
4,3,2,3,0.666666667,False,False,0.09722040480635567,False,0.3,False,0.20823081193224924,Voting,Voting,False,0.10075478598848925
2,1,1,1,1.0,False,False,0.05016333555985634,False,0.0,False,0.05387021085525903,Voting,Voting,False,0.04954396209558065
2,26,2,7,0.452380952,False,False,0.12020318746191998,False,0.0,False,0.2388673664108113,Voting,Voting,False,0.11961703176022279
5,19,1,13,0.230769231,False,False,0.22832930707507795,False,0.3,False,0.2639048560154153,Voting,Voting,False,0.22954856389365844
24,13,5,13,0.32967033,False,False,0.3699568993422232,True,0.9,False,0.4618712116184485,Voting,Voting,False,0.377573661891516
9,29,8,9,0.4318181820000001,False,False,0.3175408873239515,False,0.2,False,0.3495125883298125,Voting,Voting,False,0.31628007174993333
4,21,2,5,0.45,False,False,0.1188819269261109,False,0.0,False,0.054325349656438614,Voting,Voting,False,0.11681414537271474
6,2,2,2,1.0,False,False,0.056144723525424316,False,0.0,False,0.02171057474201423,Voting,Voting,False,0.055135889488352754
2,30,2,9,0.363636364,False,False,0.15761077991294384,False,0.2,False,0.4079434974214208,Voting,Voting,False,0.16020749960739222
3,1,1,1,1.0,False,False,0.04898131625146455,False,0.0,False,0.1437792111237335,Voting,Voting,False,0.049122372645254195
24,91,24,19,0.16091954,True,True,0.9744375554238752,True,0.9,False,0.4948524059721841,Voting,Voting,True,0.9695504829313913
3,8,1,4,0.666666667,False,False,0.07736166912360674,False,0.0,False,0.0972772974904184,Voting,Voting,False,0.07652262060762392
4,33,4,12,0.198529412,False,True,0.6146471479951058,False,0.2,False,0.2269737290624917,Voting,Voting,True,0.6061056504906079
6,1,3,1,1.0,False,False,0.06713989711765915,False,0.0,False,0.015073943852967968,Voting,Voting,False,0.0658444305297847
9,26,3,12,0.27777777800000003,False,False,0.2707876774559461,False,0.2,False,0.3643153554904941,Voting,Voting,False,0.270635916218558
10,11,7,11,0.33766233799999995,True,True,0.7007602607755858,False,0.3,False,0.39117052641139377,Voting,Voting,True,0.692918291772508
27,25,4,17,0.245098039,False,False,0.3494917161656845,False,0.5,False,0.27534941994880585,Voting,Voting,False,0.35084722606271407
3,18,3,8,0.4375,False,False,0.15887879915668235,False,0.3,False,0.28916485490450633,Voting,Voting,False,0.16181778019366658
9,16,6,5,0.266666667,False,False,0.2954413748524881,False,0.3,False,0.3186818676045414,Voting,Voting,False,0.29569519515766046
19,79,19,13,0.265625,True,True,0.9411791319325324,True,0.7,True,0.5207728553144866,Voting,Voting,True,0.934505530993255
6,56,5,17,0.309090909,False,False,0.3349684076049175,False,0.3,False,0.4250818953488745,Voting,Voting,False,0.3352619579096922
9,5,4,5,0.433333333,False,False,0.2086810765751733,False,0.3,True,0.5018371499789711,Voting,Voting,False,0.21232639639807094
18,6,0,5,0.8,False,False,0.03620255552551504,False,0.1,False,0.14124986947025894,Voting,Voting,False,0.03791645306496947
5,29,2,23,0.204968944,True,False,0.25093420456159626,False,0.0,False,0.07453181911196734,Voting,Voting,False,0.24616963336502506
2,11,0,11,0.954545455,False,False,0.03903954888782956,False,0.0,False,0.07647776779227669,Voting,Voting,False,0.0388399454227908
17,43,4,36,0.122685185,False,False,0.3405444553999866,False,0.3,False,0.2938795860734917,Voting,Voting,False,0.3396229967301174
4,20,4,7,0.625,False,False,0.11791493097318015,False,0.2,False,0.2931134427035454,Voting,Voting,False,0.12045437681862746
3,5,3,2,0.75,False,False,0.10421302081340374,False,0.28,False,0.3725224942793415,Voting,Voting,False,0.10875902330036154
1,6,0,5,0.7,False,False,0.06589892270297773,False,0.0,False,0.04701753977837788,Voting,Voting,False,0.06487679052622763
4,6,1,5,0.6,False,False,0.09274205685455968,False,0.0,False,0.05393585369559238,Voting,Voting,False,0.0912014414132801
5,4,3,4,0.55,False,False,0.4789500879038219,False,0.2909090909090909,False,0.3194354738538288,Voting,Voting,False,0.47515157476692027
3,34,1,5,0.228571429,False,False,0.13449429484737307,False,0.1,False,0.2400544434262873,Voting,Voting,False,0.13492301732409495
4,0,1,0,0.0,False,False,0.19456084048837569,False,0.1,False,0.2698617416964371,Voting,Voting,False,0.19394895863158892
8,11,8,2,1.0,False,False,0.1430631004979061,False,0.5,True,0.5774453787821876,Voting,Voting,False,0.15137196375671708
3,3,1,3,1.0,True,False,0.050435658935454895,False,0.0,False,0.1856756015717637,Voting,Voting,False,0.05090302607935967
4,7,0,3,0.5,False,False,0.08946833225205215,False,0.1,False,0.2678355323500837,Voting,Voting,False,0.09109554602177625
6,22,6,4,0.4375,False,False,0.21228226130438874,False,0.0,False,0.1586379124359293,Voting,Voting,False,0.20904956563780855
0,10,0,9,0.481481481,False,False,0.10400272842741276,False,0.0,False,0.07051608745002498,Voting,Voting,False,0.10235879700279349
3,0,1,0,0.0,False,False,0.2006354803945992,False,0.0,False,0.1262026094091076,Voting,Voting,False,0.19734623135080862
2,0,1,0,0.0,False,False,0.2019080477418027,False,0.0,False,0.12599020934842314,Voting,Voting,False,0.19858934789663094
6,18,1,17,0.294117647,False,False,0.21610222055533845,False,0.3,False,0.33098670977403816,Voting,Voting,False,0.21818785718152592
3,21,3,5,0.4,False,False,0.16459673153257506,False,0.3,False,0.2291640523977111,Voting,Voting,False,0.16693809817037464
2,10,2,4,0.4375,False,False,0.15684282725693652,False,0.0,False,0.07231900607178557,Voting,Voting,False,0.15404820520055823
2,2,2,1,1.0,False,False,0.08245758631284962,False,0.0,False,0.11297852474785815,Voting,Voting,False,0.08162393255404671
5,6,3,6,0.7777777779999999,False,False,0.4537011840217577,True,0.5846153846153845,False,0.3930277868018223,Voting,Voting,False,0.4549211525746574
3,8,1,4,0.666666667,False,False,0.0953643899428173,False,0.2,False,0.1857687703681696,Voting,Voting,False,0.09751720411252329
13,20,6,20,0.328571429,True,False,0.3693308986178352,False,0.1,False,0.20623704785744607,Voting,Voting,False,0.3643797729805209
6,9,4,1,0.666666667,False,False,0.13683489110374306,False,0.1,False,0.2624803317408083,Voting,Voting,False,0.13741223862499344
7,16,2,15,0.244444444,False,False,0.24758648050814736,False,0.1,False,0.2586888077615322,Voting,Voting,False,0.24572531210504742
2,3,2,2,1.0,False,False,0.08175112367290313,False,0.1,False,0.1724912298373594,Voting,Voting,False,0.08276228615663853
4,19,2,4,0.583333333,False,False,0.10220502957099288,False,0.0,False,0.04283278256425717,Voting,Voting,False,0.10034754059834709
1,2,1,1,1.0,False,False,0.06923831306953324,False,0.0,False,0.1502598598538583,Voting,Voting,False,0.06900799347324858
9,2,0,1,1.0,False,False,0.04284437553069542,False,0.0,False,0.03855312588461071,Voting,Voting,False,0.04224036419916138
6,1,0,1,1.0,False,False,0.048886672376458544,False,0.0,False,0.00974177507283138,Voting,Voting,False,0.04790708299316787
6,20,1,19,0.294736842,False,False,0.2184880339792188,False,0.3,False,0.2273275849167109,Voting,Voting,False,0.21964289988569433
3,15,0,14,0.339285714,False,False,0.1723943671102465,False,0.2,False,0.2420471709781033,Voting,Voting,False,0.1733506923270613
6,15,3,4,0.5,False,False,0.4828384672020317,False,0.2,False,0.4545853018893802,Voting,Voting,False,0.4788517092131323
8,10,2,10,0.58,False,False,0.1453491640141269,False,0.3,False,0.32103351145212866,Voting,Voting,False,0.14888770161807752
3,0,1,0,0.0,False,False,0.2006354803945992,False,0.0,False,0.1262026094091076,Voting,Voting,False,0.19734623135080862
2,2,2,1,1.0,False,False,0.08245758631284962,False,0.0,False,0.11297852474785815,Voting,Voting,False,0.08162393255404671
8,57,8,18,0.27777777800000003,False,False,0.4142780221364576,False,0.0,False,0.13573860087706394,Voting,Voting,False,0.40642768758767017
7,29,7,8,0.45,False,False,0.29304799114568075,False,0.2,False,0.19969639515570947,Voting,Voting,False,0.29104864708809713
5,21,1,14,0.28571428600000004,True,False,0.1907089580574576,False,0.0,False,0.03678685097302455,Voting,Voting,False,0.1869322581074952
19,36,12,11,0.214285714,False,True,0.8926084650128598,False,0.5,True,0.592556140870269,RandomForest,Voting,True,0.8849778639685519
4,14,4,4,0.4375,False,False,0.1969500459729878,False,0.0,False,0.1053943785973551,Voting,Voting,False,0.19362832291431728
6,34,6,11,0.238636364,False,False,0.3222280289203373,False,0.1,False,0.2524320761808496,Voting,Voting,False,0.3187676169364747
8,29,8,9,0.314814815,False,False,0.3886085676810291,False,0.2,False,0.3324788307692091,Voting,Voting,False,0.38569833087044225
1,8,0,7,0.35714285700000004,False,False,0.14232800652079258,False,0.0,False,0.2763967752366261,Voting,Voting,False,0.1416462619622917
2,8,1,4,0.666666667,False,False,0.08940995618758622,False,0.0,False,0.06150695132354435,Voting,Voting,False,0.08801924426359119
