wmc,cbo,rfc,ce,npm,loc,moa,amc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
3,9,23,8,2,125,2,39.66666667,False,False,0.024547001247487068,False,0.0,False,0.0802167119825797,AdaBoost,AdaBoost,False,0.08021668764525745
8,32,104,29,3,955,2,118.0,True,False,0.43547759664418334,False,0.1,False,0.3308659095437468,AdaBoost,Voting,False,0.4354352208123613
8,16,52,0,5,336,1,40.625,False,False,0.3870409168855473,True,0.6,True,0.638949009507087,Voting,AdaBoost,True,0.6388520297708481
7,5,20,4,5,110,0,14.0,False,False,0.0248676826775588,False,0.0,False,0.1583415988185415,AdaBoost,AdaBoost,False,0.1583415981102115
3,16,38,0,1,159,0,52.0,False,False,0.03425790469549077,False,0.1,False,0.13234617471126914,AdaBoost,AdaBoost,False,0.1323440574265914
5,6,24,0,5,88,0,16.2,False,False,0.026452471820548933,False,0.0,False,0.1762104927582778,AdaBoost,AdaBoost,False,0.17621049163807345
9,20,71,20,5,476,0,51.88888889,False,False,0.4124342937445857,False,0.1,False,0.4905193076068593,AdaBoost,AdaBoost,False,0.4878022194171641
16,27,123,23,2,1851,0,114.6875,False,True,0.5753151874610456,True,0.7,False,0.4275265975517146,AdaBoost,Voting,True,0.5753151580325158
4,5,22,2,3,100,0,24.0,False,False,0.0252918246099616,False,0.0,False,0.11497874877404445,AdaBoost,AdaBoost,False,0.11497874794171795
23,10,74,9,14,608,0,25.08695652,False,False,0.4098205420103905,False,0.5,True,0.5985370672073764,AdaBoost,AdaBoost,True,0.5985370640435689
7,7,34,6,2,288,1,39.85714286,False,False,0.03657139266375126,False,0.3,False,0.3220493729760122,AdaBoost,AdaBoost,False,0.3220486259329805
10,10,38,0,9,207,0,19.3,False,False,0.03318914332131631,False,0.0,False,0.03827810857737407,AdaBoost,AdaBoost,False,0.03827810843398115
3,4,19,3,3,57,0,17.66666667,False,False,0.02362528761257146,False,0.0,False,0.01918965468480793,AdaBoost,AdaBoost,False,0.019189654686822766
1,5,1,2,1,1,0,0.0,False,False,0.022572762871217348,False,0.0,False,0.09916702766912247,AdaBoost,AdaBoost,False,0.09916702766676579
11,4,25,1,7,215,0,18.0,False,False,0.3613742184492417,False,0.0,False,0.1038215481183934,AdaBoost,AdaBoost,False,0.1038215493343454
4,2,6,1,3,23,1,4.5,False,False,0.02212693542772885,False,0.0,False,0.1013832304274894,AdaBoost,AdaBoost,False,0.10138323041995675
11,2,15,0,11,95,0,7.272727272999999,False,False,0.0175123330354921,False,0.0,False,0.15735820637063672,AdaBoost,AdaBoost,False,0.1573582063635137
18,23,83,5,15,638,0,34.33333333,False,False,0.09589757267529714,False,0.1,False,0.3574555086574305,AdaBoost,AdaBoost,False,0.35745549840646557
11,7,27,0,10,85,0,6.6363636360000005,False,False,0.02478693400984277,False,0.1,False,0.2312560298743028,AdaBoost,AdaBoost,False,0.23125602984593363
4,4,13,0,3,41,1,9.0,False,False,0.02532710919117641,False,0.0,False,0.03733074354664565,AdaBoost,AdaBoost,False,0.03733074353602688
12,7,29,5,11,171,1,12.75,False,False,0.0247265400526876,False,0.0,False,0.07043210868901019,AdaBoost,AdaBoost,False,0.07043210866912224
5,6,15,3,5,48,0,8.6,False,False,0.022551250645139725,False,0.0,False,0.19975528038442056,AdaBoost,AdaBoost,False,0.19975528008950866
35,16,103,0,28,824,1,22.11428571,True,True,0.6840039301182496,False,0.0,True,0.5326836051379286,AdaBoost,AdaBoost,True,0.5326800868501388
11,6,19,2,11,67,1,4.909090909,False,False,0.020094761228518408,False,0.0,False,0.06353385132271687,AdaBoost,AdaBoost,False,0.0635338513203934
74,40,190,30,72,1443,8,18.17567568,True,True,0.7837816431828593,True,0.8,True,0.5571060159496846,AdaBoost,RandomForest,True,0.8
9,19,39,13,5,178,1,18.55555556,True,False,0.04142028560094542,False,0.0,False,0.2059768864515656,AdaBoost,AdaBoost,False,0.20597084146562997
13,28,37,6,6,172,1,12.0,False,False,0.3846292184734543,False,0.2,False,0.3657073306162563,AdaBoost,AdaBoost,False,0.36570760290736565
5,3,13,2,5,48,0,8.4,False,False,0.02117718028864983,False,0.0,False,0.225320173371488,AdaBoost,AdaBoost,False,0.22532017331900098
4,11,17,3,2,77,1,18.0,False,False,0.0287152292676808,False,0.0,False,0.01863578671952603,AdaBoost,AdaBoost,False,0.018635787701390173
9,83,9,3,9,9,0,0.0,False,True,0.7092162574099742,False,0.3,False,0.3755523684223653,AdaBoost,AdaBoost,False,0.3755522466103499
7,3,22,0,7,68,0,8.714285713999999,False,False,0.023604598816313608,False,0.0,False,0.13523908389133688,AdaBoost,AdaBoost,False,0.13523908386350394
15,9,40,7,12,286,1,17.86666667,False,False,0.03200348801321632,False,0.3,False,0.2895997044350839,AdaBoost,AdaBoost,False,0.28959970436085414
27,33,78,13,24,394,5,13.37037037,False,True,0.7159121717561431,False,0.3,False,0.3528787146803589,AdaBoost,AdaBoost,False,0.352874535322714
31,97,31,16,31,33,0,0.0,False,False,0.3585796226737991,False,0.1,False,0.012773177530310152,AdaBoost,AdaBoost,False,0.02200398514182517
9,17,28,8,7,127,1,12.88888889,False,False,0.03136848541209581,False,0.1,False,0.2314520750629019,AdaBoost,AdaBoost,False,0.23145187797292133
37,19,107,0,30,659,0,16.40540541,False,False,0.3103019404395615,False,0.2,False,0.3710305779381674,AdaBoost,AdaBoost,False,0.3710296225431173
2,3,16,1,1,98,0,48.0,False,False,0.016122675798271147,False,0.1,False,0.0020308855788651807,AdaBoost,AdaBoost,False,0.0020308863723686506
15,13,64,0,14,411,0,26.0,True,False,0.3801912314984669,False,0.0,False,0.3699868441771803,AdaBoost,AdaBoost,False,0.36998684290268413
2,30,65,29,2,412,3,203.5,False,False,0.3423625710662459,False,0.5,False,0.3809834887697636,AdaBoost,Voting,False,0.34236650926498396
8,6,22,1,6,145,0,16.375,False,False,0.024050751592076213,False,0.1,False,0.0669122476478014,AdaBoost,AdaBoost,False,0.06691224199366534
5,6,14,4,4,60,2,10.2,False,False,0.025938466809490763,False,0.0,False,0.2243226127843416,AdaBoost,AdaBoost,False,0.22432260023848546
7,10,63,8,5,1034,0,146.71428569999995,False,False,0.3537710019267346,False,0.3,True,0.5342697103790545,AdaBoost,Voting,False,0.3553134447513701
14,2,19,1,7,97,0,5.5,False,False,0.02315692585254529,False,0.1,False,0.12888895001396464,AdaBoost,AdaBoost,False,0.1288889496838179
20,4,30,2,18,183,0,7.95,False,False,0.017311942709200136,False,0.1,False,0.10110224904524012,AdaBoost,AdaBoost,False,0.1011022490450078
5,13,30,10,3,149,1,28.6,False,False,0.030685298401427818,False,0.0,False,0.08733063271146313,AdaBoost,AdaBoost,False,0.0873286191314044
13,14,35,4,13,204,2,14.53846154,False,False,0.030174304828842938,False,0.0,False,0.11668924847045027,AdaBoost,AdaBoost,False,0.11668924835479186
12,7,63,0,5,939,0,76.33333333,False,False,0.08852657358568156,False,0.1,True,0.5136898546619431,AdaBoost,AdaBoost,True,0.49348980257914504
2,2,18,1,2,99,0,47.5,False,False,0.015801881442248127,False,0.1,False,0.0030842745987639184,AdaBoost,AdaBoost,False,0.0030842752412066827
5,7,26,6,3,158,0,30.2,False,False,0.02472038981108189,False,0.0,False,0.02182956573469302,AdaBoost,AdaBoost,False,0.021829569606153097
6,27,6,2,6,6,0,0.0,False,False,0.02380434463653209,False,0.0,False,0.2055201925735996,AdaBoost,AdaBoost,False,0.20552009726162432
4,4,5,1,2,17,1,3.0,False,False,0.0233402644595936,False,0.0,False,0.03414559659648092,AdaBoost,AdaBoost,False,0.03414559655084131
11,7,12,2,11,74,1,5.272727273,False,False,0.017715741852287525,False,0.1,False,0.12057479521208216,AdaBoost,AdaBoost,False,0.12057479519709507
12,19,12,6,12,12,0,0.0,False,False,0.35071947941336146,False,0.2,False,0.44617654883376395,AdaBoost,AdaBoost,False,0.4461765487998379
1,7,1,1,1,1,0,0.0,False,False,0.021911108097839204,False,0.0,False,0.0770045850582554,AdaBoost,AdaBoost,False,0.07700458496741935
6,21,6,5,6,6,0,0.0,False,False,0.02157446345167667,False,0.0,False,0.08125101104619033,AdaBoost,AdaBoost,False,0.08125097581689965
2,15,34,14,2,326,2,161.0,False,False,0.32774983850732203,False,0.1,False,0.031459366879099344,AdaBoost,Voting,False,0.29768957181220296
5,10,44,7,5,305,2,59.4,True,False,0.03095496452299297,False,0.2,False,0.4341602147705713,AdaBoost,AdaBoost,False,0.43401812120827005
4,5,8,0,4,20,0,4.0,False,False,0.02054057160121591,False,0.1,False,0.0937146226677876,AdaBoost,AdaBoost,False,0.09371462219004749
5,6,17,2,4,112,0,21.4,False,False,0.021378572607940672,False,0.0,False,0.04157530697161746,AdaBoost,AdaBoost,False,0.04157530366028495
8,3,35,1,4,303,0,36.5,True,False,0.03027157396226823,False,0.1,False,0.239033871702116,AdaBoost,AdaBoost,False,0.23903362464783268
8,2,13,0,6,69,0,7.375,False,False,0.0200804305619404,False,0.0,False,0.1519305681846349,AdaBoost,AdaBoost,False,0.151930567849245
5,2,22,1,5,97,0,18.2,False,False,0.022110608608489585,False,0.2,False,0.3365944987677395,AdaBoost,AdaBoost,False,0.33659449556875426
5,3,6,3,5,24,2,3.4,False,False,0.02144671190646056,False,0.0,False,0.2723382164914569,AdaBoost,AdaBoost,False,0.27233821586869245
3,2,6,0,1,21,0,5.666666667,False,False,0.021935926434212258,False,0.0,False,0.028217011187561283,AdaBoost,AdaBoost,False,0.02821701118415223
4,12,5,1,4,24,1,4.5,False,False,0.022667728324360342,False,0.0,False,0.03170824373275407,AdaBoost,AdaBoost,False,0.031708241321186326
4,3,11,2,4,48,0,11.0,False,False,0.01957883969939397,False,0.0,False,0.07329186807733501,AdaBoost,AdaBoost,False,0.07329186781309059
3,3,7,0,3,17,0,4.666666667,False,False,0.020430146929638817,False,0.0,False,0.01902571943915663,AdaBoost,AdaBoost,False,0.019025719440820064
8,8,8,5,8,8,0,0.0,False,False,0.01730029475764327,False,0.0,False,0.05492456729657856,AdaBoost,AdaBoost,False,0.054924567142393806
6,1,7,0,6,34,0,4.333333333,False,False,0.017445411392239173,False,0.0,False,0.22004935462352904,AdaBoost,AdaBoost,False,0.22004935454004412
3,8,20,6,3,155,0,50.0,False,False,0.016587337681790486,False,0.1,False,0.011961271520515258,AdaBoost,AdaBoost,False,0.011961294931558173
3,5,9,4,3,40,2,11.33333333,False,False,0.02338674501195269,False,0.0,False,0.1290263736182329,AdaBoost,AdaBoost,False,0.12902637189188032
1,4,2,3,1,9,0,7.0,False,False,0.01921592998562109,False,0.0,False,0.01840874526012884,AdaBoost,AdaBoost,False,0.01840874526094152
47,15,108,0,45,896,0,17.63829787,False,True,0.7134597359899958,True,0.6,False,0.4207191294528823,AdaBoost,AdaBoost,False,0.42205850814169676
22,16,59,15,22,354,2,14.86363636,False,False,0.04697639534232553,False,0.1,False,0.20849545731223687,AdaBoost,AdaBoost,False,0.2084954524357627
10,17,62,0,5,491,1,47.1,True,False,0.06882881229763597,False,0.2,False,0.2059485564562186,AdaBoost,AdaBoost,False,0.2024350230657926
2,3,3,2,2,14,1,5.0,False,False,0.0210524610284607,False,0.0,False,0.029489506851806607,AdaBoost,AdaBoost,False,0.029489506819097063
5,7,8,3,4,34,0,5.6,False,False,0.02012757790286365,False,0.0,False,0.09019632126544128,AdaBoost,AdaBoost,False,0.09019631511691592
2,6,5,3,2,12,0,5.0,False,False,0.02056910668117085,False,0.0,False,0.09284217856976372,AdaBoost,AdaBoost,False,0.09284217760988107
11,4,21,0,11,68,0,5.0,False,False,0.01948642598117671,False,0.0,False,0.0874301184493158,AdaBoost,AdaBoost,False,0.08743011844272329
59,31,148,31,57,895,1,14.15254237,False,True,0.7308077614976028,True,0.6,True,0.6254538536179217,AdaBoost,RandomForest,True,0.6000000506972748
25,10,49,0,25,304,0,10.72,False,False,0.02287992759140196,False,0.0,False,0.18936164722204046,AdaBoost,AdaBoost,False,0.18936164666537134
6,6,36,0,5,165,0,26.16666667,False,False,0.0321050219283248,False,0.1,False,0.12012415327849145,AdaBoost,AdaBoost,False,0.12012400247901116
5,1,22,0,3,103,0,19.2,False,False,0.025117688137582733,False,0.1,False,0.05723173267395465,AdaBoost,AdaBoost,False,0.05723173203530986
3,13,22,11,2,201,3,64.0,False,False,0.02387339094094004,False,0.0,False,0.052531723527780995,AdaBoost,AdaBoost,False,0.05252749195944242
57,56,242,54,27,2550,3,43.49122807,True,True,0.9937581298275124,True,1.0,True,0.9046366739597154,AdaBoost,RandomForest,True,1.0
5,2,6,1,5,36,0,5.4,True,False,0.017697988133090096,False,0.0,False,0.04549225720851215,AdaBoost,AdaBoost,False,0.04549225711778728
13,14,49,4,12,298,0,21.53846154,False,False,0.037729550299239516,True,0.6,False,0.3214509688498932,AdaBoost,AdaBoost,False,0.32145096222985403
2,3,5,2,1,15,0,6.0,False,False,0.02081480622503624,False,0.0,False,0.036398127731941586,AdaBoost,AdaBoost,False,0.03639812770630834
29,21,104,20,22,733,0,24.13793103,True,False,0.3914026963283189,False,0.5,True,0.5410112817560289,AdaBoost,AdaBoost,True,0.5410106394424592
1,2,1,0,1,1,0,0.0,False,False,0.020501037044836492,False,0.0,False,0.10320736896492587,AdaBoost,AdaBoost,False,0.10320736894165244
5,4,18,0,4,76,0,13.8,False,False,0.02361323141482732,False,0.0,False,0.11550519062869775,AdaBoost,AdaBoost,False,0.11550518488548814
10,12,14,6,10,51,1,3.9,False,False,0.01984642045310833,False,0.1,False,0.043890723115406184,AdaBoost,AdaBoost,False,0.04389072272216756
21,9,58,0,15,373,0,16.33333333,False,False,0.3762486681093571,False,0.3,False,0.3728401632154004,AdaBoost,AdaBoost,False,0.37284016306440687
3,8,4,0,3,20,0,5.0,False,False,0.02009879242269384,False,0.0,False,0.07665465175652668,AdaBoost,AdaBoost,False,0.07665464841075714
25,8,90,7,21,1160,1,44.84,False,False,0.3724413254067704,False,0.4,False,0.4961889470699917,AdaBoost,AdaBoost,False,0.4961888758647269
2,6,7,4,2,18,0,8.0,False,False,0.02067208458930377,False,0.0,False,0.05769707265279304,AdaBoost,AdaBoost,False,0.057697071924417295
23,7,33,3,15,284,2,10.34782609,False,False,0.027476627563454908,False,0.0,False,0.2009548087865939,AdaBoost,AdaBoost,False,0.20095480861958734
21,12,46,5,10,281,1,12.19047619,False,False,0.376127117224613,False,0.2,False,0.2357646783622137,AdaBoost,AdaBoost,False,0.23576473114112936
22,30,104,25,11,707,1,31.04545455,False,False,0.4571723689077132,False,0.2,False,0.2676617110425196,AdaBoost,AdaBoost,False,0.2677456099256488
21,12,77,0,15,797,0,36.57142857,False,False,0.0856287053175769,False,0.3,False,0.4193624401768846,AdaBoost,AdaBoost,False,0.4193624361705309
9,7,30,7,9,228,0,24.22222222,False,False,0.02358121824228087,False,0.1,False,0.2036448382814872,AdaBoost,AdaBoost,False,0.20364481915061858
12,6,31,5,9,360,1,26.58333333,False,False,0.3618236680132683,False,0.5,False,0.21700573310370955,AdaBoost,AdaBoost,False,0.21700578059204254
3,16,3,1,3,3,0,0.0,False,False,0.022352537573320137,False,0.0,False,0.012831022854466596,AdaBoost,AdaBoost,False,0.012831028248525183
38,21,104,0,29,839,1,20.71052632,True,True,0.7296151300986509,True,0.6,False,0.4601275811834769,AdaBoost,AdaBoost,False,0.4601300364086565
1,34,1,0,1,1,0,0.0,False,False,0.02913651065681975,False,0.0,False,0.09946437705918172,AdaBoost,AdaBoost,False,0.09946437328405507
2,4,5,3,2,21,1,8.5,False,False,0.02127079507396724,False,0.0,False,0.0114053504085994,AdaBoost,AdaBoost,False,0.011405350513423753
11,23,16,4,8,77,3,5.454545455,False,False,0.033122206219327995,False,0.1,False,0.14962356055568593,AdaBoost,AdaBoost,False,0.1496233993432474
3,3,5,0,1,18,1,4.666666667,False,False,0.021131524623934275,False,0.0,False,0.03756657494994105,AdaBoost,AdaBoost,False,0.03756657484250016
2,4,2,2,2,2,0,0.0,False,False,0.01780527694786727,False,0.0,False,0.04511520699673713,AdaBoost,AdaBoost,False,0.04511520687596519
25,6,26,1,25,136,1,3.96,False,False,0.017839781598232442,False,0.0,False,0.0128108739841345,AdaBoost,AdaBoost,False,0.012810873975814383
6,23,6,1,6,6,0,0.0,False,False,0.020318861280481524,False,0.0,False,0.05842849948240511,AdaBoost,AdaBoost,False,0.05842840392873866
8,5,25,5,6,145,0,16.5,False,False,0.023587087927074462,False,0.0,False,0.060358083391423324,AdaBoost,AdaBoost,False,0.06035806977514129
11,43,11,8,11,11,0,0.0,True,False,0.02260618276865484,False,0.1,False,0.1952328686102555,AdaBoost,AdaBoost,False,0.1952328685700572
1,3,2,0,1,5,0,4.0,False,False,0.017660427060448958,False,0.0,False,0.04097390577954373,AdaBoost,AdaBoost,False,0.040973905744371486
3,2,4,0,3,14,0,3.333333333,False,False,0.01733075982953491,False,0.0,False,0.08333272497911784,AdaBoost,AdaBoost,False,0.08333272475614573
10,2,12,0,10,53,0,3.9,False,False,0.016684025813471073,False,0.0,False,0.0060604734964104035,AdaBoost,AdaBoost,False,0.006060473497111583
12,35,18,4,12,99,4,6.833333333,False,False,0.06126360194129162,False,0.2,False,0.19572384696883674,AdaBoost,AdaBoost,False,0.19572384703586837
9,4,11,1,9,60,2,5.222222222,False,False,0.02175651174639213,False,0.1,False,0.049948332160856125,AdaBoost,AdaBoost,False,0.04994833210809711
2,3,2,0,2,2,0,0.0,False,False,0.01783009982952293,False,0.0,False,0.11313152229223608,AdaBoost,AdaBoost,False,0.11313152206342329
11,14,24,4,10,107,0,8.272727273,True,False,0.023368759280011992,False,0.2,False,0.17246574831559056,AdaBoost,AdaBoost,False,0.1724657359299731
13,16,26,3,12,243,1,17.23076923,False,False,0.02776373917155027,False,0.0,False,0.10451817062727704,AdaBoost,AdaBoost,False,0.10451816907325612
30,27,78,12,30,543,1,16.8,False,False,0.33985557883374323,False,0.1,False,0.044487769690647334,AdaBoost,AdaBoost,False,0.04448791021372117
2,4,4,3,1,8,0,3.0,False,False,0.0184460743122575,False,0.0,False,0.034532176821971065,AdaBoost,AdaBoost,False,0.03453217675837327
14,10,39,8,13,225,2,14.71428571,False,False,0.03621728859021182,False,0.0,False,0.022735642731346862,AdaBoost,AdaBoost,False,0.022735642677260276
13,28,104,26,8,691,1,52.07692308,False,False,0.4566505947978094,False,0.0,False,0.3301548759499707,AdaBoost,AdaBoost,False,0.3804091276167242
12,9,31,8,10,170,0,12.83333333,False,False,0.025489506750425932,False,0.1,False,0.02989514505577224,AdaBoost,AdaBoost,False,0.029895144914345764
1,7,1,1,1,1,0,0.0,False,False,0.018648591950338897,False,0.0,False,0.02844333643062105,AdaBoost,AdaBoost,False,0.028443336343302723
23,57,23,16,23,23,0,0.0,False,False,0.2871047244262579,False,0.3,False,0.14322802583116853,AdaBoost,AdaBoost,False,0.1432280394328419
15,12,16,3,15,104,1,5.466666667,False,False,0.019459362491313647,False,0.0,False,0.09839032060352547,AdaBoost,AdaBoost,False,0.09839032059072604
9,5,36,3,9,146,0,15.22222222,False,False,0.0274452094898502,False,0.0,False,0.10868638201345117,AdaBoost,AdaBoost,False,0.10868637987569893
21,21,38,4,21,224,1,9.476190476000001,False,False,0.029562828212613832,False,0.1,False,0.2352281022251758,AdaBoost,AdaBoost,False,0.23522810192944205
3,6,18,4,2,67,0,21.33333333,False,False,0.02065306557921953,False,0.0,False,0.011481238120415141,AdaBoost,AdaBoost,False,0.01148124069852269
157,111,312,75,142,2701,12,15.89808917,False,True,0.6605703872460579,False,0.5,True,0.5028889671316533,RandomForest,RandomForest,False,0.5
14,57,32,0,13,277,0,18.28571429,False,False,0.05989671728711653,False,0.2,False,0.19950355207217027,AdaBoost,AdaBoost,False,0.19950355215129223
5,11,14,3,3,72,1,13.2,False,False,0.0241299607806112,False,0.0,False,0.04134877845930438,AdaBoost,AdaBoost,False,0.041348700545387106
6,11,6,2,6,6,0,0.0,False,False,0.01806193116342249,False,0.1,False,0.044176396013850684,AdaBoost,AdaBoost,False,0.044176389333769855
3,2,5,1,3,22,1,6.0,False,False,0.01944860731796424,False,0.0,False,0.07620675046578075,AdaBoost,AdaBoost,False,0.07620675000058928
25,62,25,8,25,25,0,0.0,False,False,0.29065739824667497,False,0.1,False,0.07513882088133804,AdaBoost,AdaBoost,False,0.07513882346645785
8,11,17,3,8,54,1,5.5,False,False,0.0234173307564549,False,0.0,False,0.12090942795675776,AdaBoost,AdaBoost,False,0.12090939594019251
6,9,9,3,5,52,3,7.0,False,False,0.02709746542056075,False,0.0,False,0.2254741428996465,AdaBoost,AdaBoost,False,0.22547409885478692
11,6,12,2,11,78,1,5.6363636360000005,False,False,0.01890571706302991,False,0.0,False,0.03591283744246638,AdaBoost,AdaBoost,False,0.0359128374333295
32,33,84,0,8,670,0,19.78125,False,False,0.21535913533847886,False,0.5,False,0.1820104080029605,AdaBoost,AdaBoost,False,0.1820114965157425
17,6,29,5,17,167,0,8.470588235,False,False,0.3460713201768317,False,0.0,False,0.33234626998400696,AdaBoost,AdaBoost,False,0.33234626985648447
3,7,12,5,1,53,0,16.66666667,False,False,0.0188513240164192,False,0.0,False,0.012395773870516396,AdaBoost,AdaBoost,False,0.012395775127675897
7,54,7,0,7,7,0,0.0,False,False,0.03626331475442257,False,0.0,False,0.05436190285426727,AdaBoost,AdaBoost,False,0.05436190279804937
9,13,38,12,8,197,1,20.66666667,False,False,0.030352515533830324,False,0.1,False,0.4208544427063605,AdaBoost,AdaBoost,False,0.4208467573591527
28,17,70,17,21,488,0,16.21428571,False,False,0.049806859769245086,False,0.0,False,0.15437580769006284,AdaBoost,AdaBoost,False,0.15437575943363188
1,7,1,2,1,1,0,0.0,False,False,0.017285833523971214,False,0.0,False,0.007092083242631145,AdaBoost,AdaBoost,False,0.007092083374674007
6,3,9,1,6,40,0,5.5,False,False,0.014830971433756182,False,0.1,False,0.2371029525950702,AdaBoost,AdaBoost,False,0.23710294943595903
2,4,2,0,2,2,0,0.0,False,False,0.017160709428031353,False,0.0,False,0.007409943089348548,AdaBoost,AdaBoost,False,0.0074099431513389
