wmc,cbo,rfc,ca,ce,loc,moa,cbm,amc,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,5,30,3,3,183,0,5,90.5,9,True,True,0.5493118442447201,True,0.8,True,0.7513871494021371,Voting,Voting,True,0.5493118442447201
5,20,51,4,16,319,1,3,62.6,23,True,True,0.6100520856002394,False,0.5,True,0.5674263523934701,Voting,Voting,True,0.6100520856002394
12,10,12,7,3,12,0,0,0.0,1,False,False,0.017711496917889185,False,0.0,False,0.12887038723507016,Voting,Voting,False,0.017711496917889185
10,14,35,7,7,176,0,0,16.5,3,True,False,0.10265000835217353,False,0.3,False,0.4639251053458083,Voting,Voting,False,0.10265000835217353
8,21,64,1,21,570,1,2,69.75,4,False,True,0.9861939099823721,True,0.9,True,0.6841845049972407,Voting,Voting,True,0.9861939099823721
3,4,3,2,2,3,0,0,0.0,1,False,False,0.03600120395879903,False,0.0,False,0.017708801173175668,Voting,Voting,False,0.03600120395879903
9,38,102,1,37,620,0,0,67.77777778,6,True,True,0.9680826550444172,True,0.9,True,0.8107976323269821,Voting,Voting,True,0.9680826550444172
11,18,71,3,16,542,1,3,47.63636364,16,True,True,0.9712260616863914,True,0.6,False,0.4825144955467378,Voting,Voting,True,0.9712260616863914
3,5,8,0,5,21,0,0,5.666666667,1,False,False,0.04746746311435834,False,0.0,False,0.05005482206566319,Voting,Voting,False,0.04746746311435834
12,12,37,5,7,319,0,0,24.75,7,True,False,0.4629882695519594,True,0.7,False,0.4707067942761062,RandomForest,RandomForest,True,0.7
26,17,31,13,4,193,1,0,5.961538462,4,False,False,0.12880807050318002,True,0.6,False,0.4564579152787544,Voting,Voting,False,0.12880807050318002
4,7,16,1,6,76,0,0,17.75,5,True,False,0.0601546176545203,False,0.4,True,0.6769437287491842,AdaBoost,AdaBoost,True,0.6769437287491842
3,13,28,0,13,142,0,0,46.33333333,9,False,False,0.08832538960510168,False,0.1,False,0.31126529758760113,Voting,Voting,False,0.08832538960510168
23,18,70,2,17,537,0,0,21.95652174,5,False,True,0.513791166573128,False,0.4,False,0.4320618475249697,Voting,Voting,True,0.513791166573128
5,14,67,1,13,695,0,0,137.8,50,False,True,0.9005765154647473,False,0.5,False,0.4582542835527543,Voting,Voting,True,0.9005765154647473
43,18,44,18,0,274,0,0,4.88372093,1,False,False,0.3563758979184876,False,0.3,False,0.4826365042876311,Voting,Voting,False,0.3563758979184876
15,28,84,0,28,507,0,0,32.73333333,19,True,True,0.9067742929038932,True,1.0,True,0.7537211072003954,Voting,Voting,True,0.9067742929038932
6,71,45,50,21,219,0,5,35.16666667,8,True,True,0.6395980395458388,True,0.9,True,0.6360115568546202,Voting,Voting,True,0.6395980395458388
3,7,15,0,7,46,0,0,14.33333333,3,False,False,0.05810954080903271,False,0.0,False,0.06428792639658419,Voting,Voting,False,0.05810954080903271
5,13,26,7,6,151,0,0,28.8,5,True,False,0.4299237681121604,False,0.2,False,0.17132038835837154,Voting,Voting,False,0.4299237681121604
6,12,22,2,10,194,0,0,31.0,9,False,False,0.07644068129643998,False,0.0,False,0.1741484632669705,Voting,Voting,False,0.07644068129643998
16,34,52,24,12,428,0,4,25.3125,29,True,True,0.9374921831296528,True,0.7,True,0.5314176328855793,Voting,Voting,True,0.9374921831296528
1,2,1,2,0,1,0,0,0.0,1,False,False,0.04800469230834505,False,0.0,False,0.0075007538947549765,Voting,Voting,False,0.04800469230834505
4,6,16,0,6,97,0,0,21.5,7,False,False,0.05986066995479857,True,0.6,False,0.4380815165945112,Voting,Voting,False,0.05986066995479857
28,31,106,2,29,828,3,0,28.10714286,17,True,True,0.9796104700820608,True,1.0,True,0.9271817159031196,Voting,Voting,True,0.9796104700820608
4,10,29,0,10,133,0,0,32.0,6,False,False,0.08932514048327493,False,0.0,False,0.21335949955161124,Voting,Voting,False,0.08932514048327493
3,6,6,2,5,18,0,0,5.0,1,False,False,0.045067498557988916,False,0.0,False,0.1011051584828872,Voting,Voting,False,0.045067498557988916
7,8,17,3,5,151,0,0,19.57142857,5,False,False,0.3967071854374167,False,0.3,True,0.5935198367342294,Voting,Voting,False,0.3967071854374167
1,10,1,9,1,1,0,0,0.0,1,False,False,0.05511679916789906,False,0.1,False,0.3798959639100559,Voting,Voting,False,0.05511679916789906
3,83,6,83,0,17,0,0,4.333333333,0,True,False,0.19142644567720046,False,0.0,True,0.5069920791258945,AdaBoost,AdaBoost,True,0.5069920791258945
4,13,21,1,12,178,0,3,43.5,9,False,True,0.6534298012206295,False,0.1,False,0.3928893262676635,Voting,Voting,True,0.6534298012206295
6,10,13,0,10,35,0,0,4.833333333,1,False,False,0.0443447422895257,False,0.0,False,0.04604250515993792,Voting,Voting,False,0.0443447422895257
3,11,35,0,11,200,0,0,64.33333333,11,False,False,0.4394563311563652,True,0.6,True,0.5326201611092727,Voting,Voting,False,0.4394563311563652
5,21,47,2,19,242,0,0,47.0,4,False,False,0.2931465923870486,False,0.5,True,0.6042326878020646,Voting,Voting,False,0.2931465923870486
8,3,42,0,3,202,0,4,24.0,1,True,True,0.8386628003304265,True,0.6,False,0.4237164673635875,Voting,Voting,True,0.8386628003304265
1,1,1,1,0,1,0,0,0.0,1,False,False,0.047142785262502096,False,0.0,False,0.011870234819075173,Voting,Voting,False,0.047142785262502096
4,11,29,0,11,212,0,0,51.25,15,False,False,0.0893361894770675,False,0.0,False,0.09282239885026956,Voting,Voting,False,0.0893361894770675
6,17,32,1,16,242,1,0,37.83333333,13,True,False,0.17689491762483933,True,0.7,True,0.5598436346322586,Voting,Voting,False,0.17689491762483933
5,7,18,1,6,153,2,0,28.8,4,False,False,0.11327871038174805,False,0.1,False,0.4592899103213625,Voting,Voting,False,0.11327871038174805
5,22,66,2,20,493,0,0,96.8,1,True,True,0.909720117117503,False,0.5,True,0.5515832991541417,Voting,Voting,True,0.909720117117503
0,0,0,0,0,0,0,0,0.0,0,False,False,0.048803508491343316,False,0.0,False,0.012318016180741034,Voting,Voting,False,0.048803508491343316
4,9,29,0,9,218,0,0,52.75,16,False,False,0.08705241868830055,False,0.1,False,0.31211686492757273,Voting,Voting,False,0.08705241868830055
3,5,7,1,4,40,2,0,11.66666667,3,True,False,0.08307670366052085,False,0.4,False,0.4216011819661869,Voting,Voting,False,0.08307670366052085
5,12,10,3,9,46,2,0,7.6,1,False,False,0.42412503792707296,False,0.2,False,0.3564307901413222,Voting,Voting,False,0.42412503792707296
11,16,45,3,13,250,3,0,21.18181818,14,False,True,0.8621497027622026,True,0.7,True,0.6719061841128571,Voting,Voting,True,0.8621497027622026
3,4,3,2,2,3,0,0,0.0,1,False,False,0.04331408130430523,False,0.0,False,0.010606317232238665,Voting,Voting,False,0.04331408130430523
2,6,7,1,5,36,1,0,16.0,1,False,False,0.3982233559213281,False,0.5,False,0.1748787395525684,Voting,Voting,False,0.3982233559213281
3,10,16,0,10,56,0,0,17.66666667,4,False,False,0.06262990727065286,False,0.0,False,0.20206261745493384,Voting,Voting,False,0.06262990727065286
3,11,27,0,11,145,0,0,47.33333333,10,False,False,0.0826966970624655,False,0.3,False,0.4561575834266514,Voting,Voting,False,0.0826966970624655
8,8,32,2,6,219,2,0,26.0,15,True,False,0.17973946763456036,True,0.7,True,0.7621844994013549,Voting,Voting,False,0.17973946763456036
3,2,4,2,0,20,0,0,5.333333333,1,False,False,0.04442443961942513,False,0.0,False,0.02429063182097848,Voting,Voting,False,0.04442443961942513
4,5,9,0,5,31,0,0,6.5,1,False,False,0.046472429405456143,False,0.0,False,0.02978812280939998,Voting,Voting,False,0.046472429405456143
4,24,17,15,9,59,0,0,13.5,1,False,False,0.10543406569125834,False,0.1,False,0.265232107327654,Voting,Voting,False,0.10543406569125834
22,4,44,1,4,388,1,0,16.13636364,16,True,False,0.16113751683790895,True,0.7,False,0.4609066657225453,RandomForest,RandomForest,True,0.7
6,4,26,1,4,171,0,0,27.16666667,1,True,False,0.07737737361002289,False,0.1,False,0.10549183431793624,Voting,Voting,False,0.07737737361002289
5,11,28,1,10,122,0,0,23.2,6,False,False,0.0909677388056007,False,0.3,False,0.4304113462066196,Voting,Voting,False,0.0909677388056007
10,8,20,7,1,148,0,0,13.5,2,False,False,0.06232299060659403,False,0.0,False,0.2405177330614039,Voting,Voting,False,0.06232299060659403
2,8,2,6,2,2,0,0,0.0,1,False,False,0.05326538487797594,False,0.1,False,0.0926566727753073,Voting,Voting,False,0.05326538487797594
4,9,13,0,9,35,0,2,7.75,1,False,False,0.09836944583910724,False,0.1,False,3.5993748073437206e-05,Voting,Voting,False,0.09836944583910724
6,13,6,12,1,6,0,0,0.0,1,False,False,0.05721791626950565,False,0.1,False,0.4212274230407673,Voting,Voting,False,0.05721791626950565
5,12,19,4,8,159,0,0,30.6,9,False,False,0.07152822166449152,False,0.0,False,0.17007584434921208,Voting,Voting,False,0.07152822166449152
6,6,22,4,3,154,0,0,24.5,7,False,False,0.4226554458766865,False,0.3,False,0.2880298936132601,Voting,Voting,False,0.4226554458766865
5,9,42,0,9,384,0,0,73.0,28,False,True,0.6704033823758243,True,0.6,True,0.707595452415957,Voting,Voting,True,0.6704033823758243
7,9,51,1,9,334,0,0,46.14285714,23,False,True,0.6364914094853111,True,0.9,True,0.9942949097065692,Voting,Voting,True,0.6364914094853111
25,32,86,11,21,740,2,0,28.12,11,True,True,0.9692303289176376,True,0.9,True,0.998318759147824,Voting,Voting,True,0.9692303289176376
8,10,29,2,8,167,1,0,19.625,6,True,False,0.11080774701838636,False,0.3,True,0.5253198913007474,AdaBoost,AdaBoost,True,0.5253198913007474
10,7,11,4,3,46,1,0,3.3,1,False,False,0.38227043440407454,False,0.0,False,0.18418160462837987,Voting,Voting,False,0.38227043440407454
2,2,4,1,1,10,0,0,4.0,1,False,False,0.05359872366168927,False,0.0,False,4.7293888379036514e-07,Voting,Voting,False,0.05359872366168927
6,10,21,2,8,232,0,0,37.0,10,False,False,0.07701508143387926,False,0.3,False,0.3147894748016272,Voting,Voting,False,0.07701508143387926
15,14,53,3,11,307,2,1,19.13333333,18,False,True,0.5191756126047061,False,0.4,True,0.6842291475895218,RandomForest,RandomForest,False,0.4
27,11,90,1,11,845,0,2,29.74074074,11,False,True,0.6511759196836108,False,0.5,False,0.4579146039621738,Voting,Voting,True,0.6511759196836108
3,7,13,0,7,41,0,0,12.66666667,3,False,False,0.05616495610856076,False,0.0,False,3.313089381035316e-06,Voting,Voting,False,0.05616495610856076
3,8,14,0,8,45,0,0,14.0,3,False,False,0.056483061889653234,False,0.0,False,3.6665348402278253e-06,Voting,Voting,False,0.056483061889653234
4,5,9,0,5,30,0,0,6.25,1,False,False,0.04874390433197049,False,0.0,False,3.533799618202057e-08,Voting,Voting,False,0.04874390433197049
4,8,25,0,8,218,0,0,51.5,14,False,False,0.08274386647976255,False,0.0,False,0.2777490200051293,Voting,Voting,False,0.08274386647976255
2,8,4,6,2,9,0,0,3.5,1,False,False,0.05937141130957695,False,0.0,False,7.763619264457107e-05,Voting,Voting,False,0.05937141130957695
4,10,31,0,10,456,0,0,113.0,18,False,True,0.5423433297234488,False,0.4,False,0.4915028871341569,Voting,Voting,True,0.5423433297234488
4,11,29,0,11,191,0,0,46.25,14,False,False,0.08969458598005768,False,0.1,False,4.773123961133409e-05,Voting,Voting,False,0.08969458598005768
3,11,31,0,11,225,0,0,74.0,13,False,False,0.4216879381014295,False,0.5,True,0.5462256827406107,Voting,Voting,False,0.4216879381014295
8,27,64,0,27,313,1,0,37.875,2,True,True,0.8777302289240051,True,0.8,True,0.9625098335248282,Voting,Voting,True,0.8777302289240051
2,5,2,3,2,2,0,0,0.0,1,False,False,0.05137327874332781,False,0.0,False,7.751394249407494e-07,Voting,Voting,False,0.05137327874332781
7,13,50,1,12,488,1,0,68.14285714,39,True,True,0.5363298619694504,True,0.7,True,0.5557595905468934,Voting,Voting,True,0.5363298619694504
12,15,28,1,14,117,1,3,8.583333332999999,1,False,True,0.6898056489897587,False,0.3,False,0.21532240476936307,Voting,Voting,True,0.6898056489897587
6,7,12,6,2,56,0,0,7.833333333,1,False,False,0.06161922020551262,False,0.2,False,0.003652752179604525,Voting,Voting,False,0.06161922020551262
6,12,56,1,11,606,0,4,99.33333333,15,True,True,0.6351675362603425,False,0.3,False,0.421724394809604,Voting,Voting,True,0.6351675362603425
9,10,12,8,2,70,1,0,6.0,1,False,False,0.0667318224737748,False,0.3,False,0.2757285600332481,Voting,Voting,False,0.0667318224737748
10,15,39,2,13,210,0,0,19.8,9,True,False,0.4348299750196585,False,0.2,False,0.3868815817202543,Voting,Voting,False,0.4348299750196585
8,4,8,4,0,8,0,0,0.0,1,False,False,0.03904068218756026,False,0.2,False,0.13420444399355674,Voting,Voting,False,0.03904068218756026
4,4,8,0,4,27,0,0,5.5,1,False,False,0.0413009270775592,False,0.0,False,0.034601597719308014,Voting,Voting,False,0.0413009270775592
17,17,62,2,16,329,0,0,17.82352941,12,False,True,0.7401854246948468,True,0.6,True,0.5902526874859287,Voting,Voting,True,0.7401854246948468
14,30,69,1,29,511,2,0,35.07142857,17,True,True,0.8777085170316985,True,1.0,True,0.9148003286923164,Voting,Voting,True,0.8777085170316985
4,13,21,4,9,132,0,0,31.75,6,False,False,0.06809975909208779,False,0.1,False,0.17976442981247207,Voting,Voting,False,0.06809975909208779
4,14,30,0,14,161,0,0,38.0,8,False,False,0.08029340426729849,False,0.1,False,0.19465046559034271,Voting,Voting,False,0.08029340426729849
1,5,1,3,2,1,0,0,0.0,1,False,False,0.045996134614108265,False,0.0,False,0.08270633566774173,Voting,Voting,False,0.045996134614108265
3,8,14,0,8,45,0,0,14.0,3,False,False,0.04789697715625573,False,0.0,False,0.06560015365277352,Voting,Voting,False,0.04789697715625573
4,19,69,1,18,598,0,0,147.5,40,False,True,0.5470540240004209,False,0.4,False,0.1778579709804123,Voting,Voting,True,0.5470540240004209
7,20,32,17,4,220,0,0,30.14285714,7,False,True,0.5057749795068115,True,0.8,True,0.6144543153825605,Voting,Voting,True,0.5057749795068115
4,18,38,2,16,268,1,0,65.75,27,True,False,0.3689556772227343,True,0.8,True,0.5599019242878557,Voting,Voting,False,0.3689556772227343
6,10,20,4,7,106,1,2,16.16666667,2,False,False,0.4831143539520544,True,0.6,True,0.5053110174912558,Voting,Voting,False,0.4831143539520544
9,24,45,0,24,235,0,0,24.66666667,7,True,True,0.7099034752140801,True,0.8,True,0.5653280845411347,Voting,Voting,True,0.7099034752140801
9,11,45,0,11,351,0,0,37.77777778,1,True,False,0.1828424865079845,False,0.4,True,0.5369752426666727,AdaBoost,AdaBoost,True,0.5369752426666727
2,13,16,1,13,88,0,2,43.0,6,True,False,0.09103729565217088,False,0.3,False,0.29623688155557315,Voting,Voting,False,0.09103729565217088
20,14,71,3,12,677,3,0,32.3,34,True,True,0.6173871181014312,True,0.6,False,0.3152626807888519,Voting,Voting,True,0.6173871181014312
5,7,33,1,6,207,0,0,39.4,5,False,False,0.4650060075181848,False,0.3,False,0.454593819351464,Voting,Voting,False,0.4650060075181848
3,2,7,1,1,43,0,2,13.33333333,2,False,False,0.4260238915414403,False,0.4,False,0.11824233662794778,Voting,Voting,False,0.4260238915414403
7,48,7,48,1,7,0,0,0.0,1,True,False,0.43982591870697996,False,0.2,False,0.0531418249147205,Voting,Voting,False,0.43982591870697996
3,9,15,1,8,50,0,0,15.33333333,3,True,False,0.05212500225013628,False,0.0,False,0.3644242297057047,Voting,Voting,False,0.05212500225013628
11,11,38,2,9,336,1,0,29.09090909,3,False,True,0.5037233393464216,False,0.3,True,0.5940323577511403,RandomForest,RandomForest,False,0.3
2,10,8,1,10,38,0,2,18.0,3,False,False,0.0640536663525546,False,0.2,False,0.30167273690760793,Voting,Voting,False,0.0640536663525546
67,44,172,9,37,1449,5,0,20.1641791,49,True,True,0.9916159073898012,True,0.8,True,0.7438028702763295,Voting,Voting,True,0.9916159073898012
3,11,32,0,11,232,0,0,75.33333333,16,True,False,0.07355698776992621,False,0.1,False,0.2127254748125174,Voting,Voting,False,0.07355698776992621
5,26,18,19,7,154,0,0,26.8,5,False,False,0.10436183610947647,True,0.6,False,0.4478461629452747,Voting,Voting,False,0.10436183610947647
14,15,26,8,7,159,2,0,9.928571429,9,False,False,0.11790648996860742,False,0.5,True,0.5042065401935815,Voting,Voting,False,0.11790648996860742
18,2,28,1,1,200,0,0,9.666666667000001,1,False,False,0.03657006743052479,False,0.0,False,0.40342942290228384,Voting,Voting,False,0.03657006743052479
4,5,9,0,5,31,0,0,6.5,1,False,False,0.043371085719061474,False,0.0,False,0.07283310620398861,Voting,Voting,False,0.043371085719061474
2,4,5,4,0,88,0,0,28.5,0,True,False,0.04457940095015057,False,0.3,False,0.3706475570353173,Voting,Voting,False,0.04457940095015057
3,7,15,0,7,46,0,0,14.33333333,3,False,False,0.056223498957744006,False,0.0,False,0.10824474828176528,Voting,Voting,False,0.056223498957744006
3,9,13,1,8,113,1,0,35.66666667,1,False,False,0.4009941374449761,False,0.1,True,0.5165397040281559,Voting,Voting,False,0.4009941374449761
3,12,24,0,12,94,0,0,30.33333333,8,False,False,0.07011263760095172,False,0.0,False,0.1827082051873421,Voting,Voting,False,0.07011263760095172
7,10,37,1,9,227,0,0,31.14285714,20,False,False,0.4352530154685119,True,0.8,False,0.4707582641278993,Voting,Voting,False,0.4352530154685119
3,10,21,0,10,110,0,0,35.66666667,9,False,False,0.05956361886245931,False,0.0,False,0.08083290913756944,Voting,Voting,False,0.05956361886245931
3,12,31,0,12,144,0,0,47.0,11,True,False,0.08245643713595438,False,0.0,False,0.07872489257576952,Voting,Voting,False,0.08245643713595438
2,6,9,0,6,20,0,0,9.0,1,False,False,0.04984917429109489,False,0.1,False,0.052276190429151055,Voting,Voting,False,0.04984917429109489
12,10,37,2,8,390,1,0,30.91666667,30,True,True,0.5822465162224267,True,0.8,True,0.7012243174178616,Voting,Voting,True,0.5822465162224267
2,11,14,1,11,63,0,2,30.5,4,False,False,0.10085279550384668,False,0.0,False,0.3609110400784916,Voting,Voting,False,0.10085279550384668
5,11,38,1,11,220,1,4,42.8,12,False,True,0.9275377504366896,True,0.6,True,0.5931131272116258,Voting,Voting,True,0.9275377504366896
7,7,42,3,4,558,0,0,78.57142857,12,True,True,0.5348267632929732,True,0.8,True,0.5038605612893265,Voting,Voting,True,0.5348267632929732
16,17,66,3,14,918,0,0,56.0,16,True,True,0.9097150807157468,True,0.7,True,0.51288845495714,Voting,Voting,True,0.9097150807157468
2,6,6,2,4,21,0,0,9.5,2,False,False,0.04659176906279569,False,0.2,False,0.2932060938775726,Voting,Voting,False,0.04659176906279569
7,1,8,1,0,113,0,0,14.28571429,7,False,False,0.03301862761397941,False,0.4,False,0.38639749116499617,Voting,Voting,False,0.03301862761397941
10,11,33,4,7,248,0,0,23.1,6,True,False,0.4244657691935054,True,0.8,True,0.7111568881316279,Voting,Voting,False,0.4244657691935054
9,10,30,7,5,235,0,0,24.22222222,3,True,False,0.4199757636239105,True,0.6,True,0.5602020707200651,Voting,Voting,False,0.4199757636239105
5,12,19,3,9,143,0,0,27.4,1,False,False,0.06390401669585226,False,0.0,False,0.2760539728489721,Voting,Voting,False,0.06390401669585226
2,11,2,10,1,2,0,0,0.0,1,False,False,0.05723359388926235,False,0.4,False,0.3927310769896377,Voting,Voting,False,0.05723359388926235
4,7,4,6,1,4,0,0,0.0,1,False,False,0.04479909729886613,False,0.0,False,0.0169554727486934,Voting,Voting,False,0.04479909729886613
6,11,37,1,10,214,0,0,34.5,8,True,False,0.4424145171684961,True,0.8,False,0.4528699134822363,RandomForest,RandomForest,True,0.8
1,0,2,0,0,4,0,0,3.0,0,False,False,0.05604712427697,False,0.0,False,0.004119378594102399,Voting,Voting,False,0.05604712427697
17,11,39,2,9,535,3,3,30.05882353,21,True,True,0.8846837499075709,False,0.3,True,0.5804392944303864,Voting,Voting,True,0.8846837499075709
3,2,4,1,1,17,0,0,4.333333333,1,False,False,0.049796804404287666,False,0.0,False,0.0026243147842935147,Voting,Voting,False,0.049796804404287666
1,1,1,1,0,1,0,0,0.0,1,False,False,0.05624804370372688,False,0.0,False,0.0008959066737700832,Voting,Voting,False,0.05624804370372688
4,11,23,1,10,101,0,0,23.25,4,False,False,0.4078636185374305,False,0.2,False,0.19437695563124704,Voting,Voting,False,0.4078636185374305
7,5,11,2,3,68,2,0,8.0,3,True,False,0.4024630897981119,False,0.2,False,0.3813865867008093,Voting,Voting,False,0.4024630897981119
2,16,21,1,16,145,0,3,71.5,8,True,False,0.2683136150912141,False,0.2,False,0.4582710417905721,Voting,Voting,False,0.2683136150912141
8,28,44,10,23,342,0,0,41.5,19,True,True,0.6926502732160446,True,0.9,True,0.6954541525982678,Voting,Voting,True,0.6926502732160446
5,22,45,2,20,165,0,0,31.8,15,True,False,0.27695508550165554,False,0.5,True,0.5136600326620733,AdaBoost,AdaBoost,True,0.5136600326620733
15,21,53,2,19,357,3,0,22.46666667,13,True,True,0.501023950461986,False,0.3,False,0.4854835783820163,Voting,Voting,True,0.501023950461986
8,12,60,4,9,709,0,0,86.125,23,True,True,0.8933890473774738,True,0.6,True,0.6435487457119482,Voting,Voting,True,0.8933890473774738
4,7,7,1,6,30,1,0,6.25,2,False,False,0.04877531948672832,False,0.0,False,0.1080362541434574,Voting,Voting,False,0.04877531948672832
8,34,36,18,16,181,0,0,21.0,5,False,True,0.6064151004475364,False,0.5,True,0.5866697421367845,RandomForest,RandomForest,False,0.5
3,13,27,0,13,128,0,0,41.66666667,8,False,False,0.07152574673667496,False,0.0,False,0.2729425690529028,Voting,Voting,False,0.07152574673667496
22,25,64,2,23,544,2,0,23.22727273,22,True,True,0.8144858546273075,True,0.9,True,0.5556088090184322,Voting,Voting,True,0.8144858546273075
3,11,3,10,1,3,0,0,0.0,1,False,False,0.06564690107619688,False,0.0,False,0.11668041765948076,Voting,Voting,False,0.06564690107619688
9,14,39,4,10,406,1,0,43.66666667,7,True,True,0.5173453834288503,False,0.5,False,0.4547625872080234,Voting,Voting,True,0.5173453834288503
2,12,14,7,5,40,0,0,19.0,3,False,False,0.08131227628959646,True,0.6,True,0.5480288029201691,Voting,Voting,False,0.08131227628959646
3,13,18,2,11,90,0,0,28.0,7,False,False,0.3894479608763259,False,0.2,False,0.4141491301717681,Voting,Voting,False,0.3894479608763259
4,12,25,2,10,145,0,0,34.75,12,False,False,0.07666747001861322,False,0.0,False,0.381377336174432,Voting,Voting,False,0.07666747001861322
1,1,1,1,0,1,0,0,0.0,1,False,False,0.05624804370372688,False,0.0,False,0.0008959066737700832,Voting,Voting,False,0.05624804370372688
9,2,12,1,1,75,2,0,6.888888889,4,False,False,0.399838442993615,False,0.1,False,0.07316036864241293,Voting,Voting,False,0.399838442993615
14,3,15,3,0,126,0,0,7.642857143,4,False,False,0.3710753450339579,False,0.2,False,0.18370156859719755,Voting,Voting,False,0.3710753450339579
2,4,2,2,2,2,0,0,0.0,1,False,False,0.05002643401378554,False,0.0,False,0.03062316951383217,Voting,Voting,False,0.05002643401378554
14,19,71,8,13,442,0,0,30.35714286,7,True,True,0.8411774637787728,False,0.4,True,0.5021914801141405,Voting,Voting,True,0.8411774637787728
4,10,22,0,10,174,0,0,42.0,15,False,False,0.06907464472129339,False,0.1,False,0.15442125051802133,Voting,Voting,False,0.06907464472129339
1,4,1,2,2,1,0,0,0.0,1,False,False,0.04583815233582776,False,0.0,False,0.0626249688983349,Voting,Voting,False,0.04583815233582776
4,5,9,0,5,30,0,0,6.25,1,False,False,0.043974212749531706,False,0.0,False,0.03208511907169361,Voting,Voting,False,0.043974212749531706
3,7,16,2,5,74,0,2,23.66666667,8,True,False,0.416072911376236,True,0.7,True,0.9209544265209036,Voting,Voting,False,0.416072911376236
52,78,52,72,10,52,0,0,0.0,1,False,False,0.3932875005078726,False,0.4,False,0.4912245529308069,Voting,Voting,False,0.3932875005078726
5,7,18,1,6,80,1,5,14.8,3,True,True,0.7827138116472899,True,0.6,True,0.5394548308116172,Voting,Voting,True,0.7827138116472899
4,7,16,0,7,48,0,6,10.75,1,True,False,0.4572292037807227,False,0.4,False,0.16592272224169707,Voting,Voting,False,0.4572292037807227
3,5,12,1,4,33,0,0,10.0,2,False,False,0.0542421520643692,False,0.3,False,0.4237402834809007,Voting,Voting,False,0.0542421520643692
7,8,43,1,7,245,0,0,33.85714286,12,True,False,0.4728503972207993,False,0.3,False,0.4785878171460881,Voting,Voting,False,0.4728503972207993
