cbo,lcom3,mfa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,1.0,0.0,True,True,0.6372646060197301,True,1.0,True,0.9109243868095632,RandomForest,RandomForest,True,1.0
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9285940688063352,RandomForest,RandomForest,True,1.0
7,0.529411765,0.8235294120000001,True,True,0.9944025723743634,True,1.0,True,0.9472405256685336,RandomForest,RandomForest,True,1.0
1,0.571428571,0.0,True,True,0.6226392870537529,True,1.0,True,0.9730278067020696,RandomForest,RandomForest,True,1.0
17,0.925581395,0.5,True,True,0.9999679117422988,True,1.0,True,0.9899394868501792,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
2,2.0,0.8392857140000001,True,True,0.8906900218867976,True,1.0,True,0.9432400960343968,RandomForest,RandomForest,True,1.0
59,0.96969697,0.7333333329999999,True,True,0.999999999999997,True,1.0,True,0.9564931352452026,RandomForest,RandomForest,True,1.0
14,0.936363636,0.0,True,True,0.9996032388573264,True,1.0,True,0.8834755748354955,RandomForest,RandomForest,True,1.0
3,2.0,0.87037037,True,True,0.9306579469731028,True,1.0,True,0.9166838405841272,RandomForest,RandomForest,True,1.0
2,2.0,0.0,True,True,0.5554533418354134,True,0.9472987711172748,True,0.5149813493199535,RandomForest,RandomForest,True,0.9472987711172748
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
11,2.0,0.84375,True,True,0.9993497808246126,True,1.0,True,0.932308045965136,RandomForest,RandomForest,True,1.0
2,2.0,0.0,True,True,0.5554533418354134,True,0.9472987711172748,True,0.5149813493199535,RandomForest,RandomForest,True,0.9472987711172748
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
3,0.488888889,0.0,True,True,0.7502763811891562,True,1.0,True,0.9883363690210448,RandomForest,RandomForest,True,1.0
57,0.901515152,0.0,True,True,0.9999999999999712,True,1.0,True,0.9721501358457356,RandomForest,RandomForest,True,1.0
3,2.0,0.953488372,True,True,0.9491383523146514,True,1.0,True,0.9408499822266188,RandomForest,RandomForest,True,1.0
3,2.0,0.0,True,True,0.5963971503733744,True,0.8633444333444332,True,0.5128663122455666,RandomForest,RandomForest,True,0.8633444333444332
3,2.0,0.0,True,True,0.5963971503733744,True,0.8633444333444332,True,0.5128663122455666,RandomForest,RandomForest,True,0.8633444333444332
2,2.0,0.944444444,True,True,0.9229925570498762,True,1.0,True,0.9486972673456974,RandomForest,RandomForest,True,1.0
2,2.0,0.921568627,True,True,0.9169770494290824,True,1.0,True,0.9484638961884052,RandomForest,RandomForest,True,1.0
6,0.647058824,0.0,True,True,0.9065249620584662,True,0.9,True,0.8082779389796165,RandomForest,RandomForest,True,0.9
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
18,0.98089701,0.391304348,True,True,0.9999775094023288,True,1.0,True,0.9900323813108768,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
5,2.0,0.0,True,True,0.7484460084570511,True,1.0,True,0.9720165165547734,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
5,1.1,0.0,True,True,0.8114494841053101,True,1.0,True,0.9638756771861235,RandomForest,RandomForest,True,1.0
2,0.333333333,0.884615385,True,True,0.9457417195391398,True,1.0,True,0.8088078736588113,RandomForest,RandomForest,True,1.0
2,2.0,0.0,True,True,0.5554533418354134,True,0.9472987711172748,True,0.5149813493199535,RandomForest,RandomForest,True,0.9472987711172748
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9285940688063352,RandomForest,RandomForest,True,1.0
0,2.0,0.0,True,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
7,2.0,1.0,True,True,0.994580139137152,True,1.0,True,0.8709006710290008,RandomForest,RandomForest,True,1.0
3,2.0,0.0,True,True,0.5963971503733744,True,0.8633444333444332,True,0.5128663122455666,RandomForest,RandomForest,True,0.8633444333444332
0,2.0,0.0,True,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
22,0.956575682,0.0,True,True,0.9999950746302094,True,1.0,True,0.9721501358506316,RandomForest,RandomForest,True,1.0
4,0.0,0.666666667,True,True,0.966543595079838,True,0.8,True,0.8712644282414092,RandomForest,RandomForest,True,0.8
9,1.028846154,0.0,True,True,0.9825154303319912,True,1.0,True,0.9226793580570936,RandomForest,RandomForest,True,1.0
6,0.666666667,0.96,True,True,0.9929819270594056,True,1.0,True,0.9847964952590202,RandomForest,RandomForest,True,1.0
3,1.5,0.967741935,True,True,0.9584042819699689,True,0.9,True,0.8802718971005207,RandomForest,RandomForest,True,0.9
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
4,0.75,0.961538462,True,True,0.9794820921478092,True,1.0,True,0.987741281997852,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
13,0.377777778,0.611111111,True,True,0.9997742629731556,True,0.9,True,0.7393854037691772,RandomForest,RandomForest,True,0.9
16,0.28571428600000004,0.818181818,True,True,0.9999697667210588,True,0.9,True,0.8325518017473393,RandomForest,RandomForest,True,0.9
6,1.090909091,0.0,False,True,0.8731479483764651,True,0.9888888888888888,True,0.8851490265720898,RandomForest,RandomForest,True,0.9888888888888888
2,2.0,0.0,True,True,0.5554533418354134,True,0.9472987711172748,True,0.5149813493199535,RandomForest,RandomForest,True,0.9472987711172748
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9285940688063352,RandomForest,RandomForest,True,1.0
6,0.964912281,0.0,True,True,0.8827512472620862,True,0.9,True,0.9376851443461556,RandomForest,RandomForest,True,0.9
0,2.0,0.0,False,False,0.16519617023433372,False,0.056786968821106676,False,0.4852400793756173,RandomForest,RandomForest,False,0.056786968821106676
22,2.0,0.0,False,True,0.9999944628284306,True,1.0,True,0.9622164262937772,RandomForest,RandomForest,True,1.0
5,2.0,0.0,False,True,0.7484460084570511,True,1.0,True,0.9720165165547734,RandomForest,RandomForest,True,1.0
3,0.780487805,0.0,True,True,0.7167670439493508,True,0.8,True,0.9467205642143699,RandomForest,RandomForest,True,0.8
3,2.0,0.931818182,True,True,0.9449218108095696,True,1.0,True,0.961015888585038,RandomForest,RandomForest,True,1.0
16,0.928571429,0.0,True,True,0.999872700557046,True,1.0,True,0.9596354541355244,RandomForest,RandomForest,True,1.0
3,2.0,0.891304348,True,True,0.9359173971961866,True,1.0,True,0.91710929840332,RandomForest,RandomForest,True,1.0
4,2.0,0.0,True,True,0.6875491228519458,True,1.0,True,0.9936299683082314,RandomForest,RandomForest,True,1.0
38,0.933687003,0.0,True,True,0.999999999150193,True,1.0,True,0.9721501358457356,RandomForest,RandomForest,True,1.0
28,0.933870968,0.0,True,True,0.9999998091972052,True,1.0,True,0.9721501358457356,RandomForest,RandomForest,True,1.0
6,0.6806722690000001,0.734375,True,True,0.9860278221974544,True,1.0,True,0.9562825498612498,RandomForest,RandomForest,True,1.0
0,0.0,0.894736842,False,True,0.5973917482148511,False,0.3,False,0.3875017168628591,RandomForest,RandomForest,False,0.3
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
6,2.0,0.0,True,True,0.6798696062056518,True,0.8093181818181818,True,0.5098724976325133,RandomForest,RandomForest,True,0.8093181818181818
2,2.0,0.783333333,True,True,0.8988181204101875,True,1.0,True,0.9040186223259864,RandomForest,RandomForest,True,1.0
11,1.111111111,0.0,True,True,0.9882756970294464,True,0.7,True,0.7357254623522,RandomForest,RandomForest,True,0.7
3,2.0,0.931818182,True,True,0.9577921062721771,True,1.0,True,0.9626257672623646,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
22,0.933333333,0.666666667,True,True,0.999990820147568,True,1.0,True,0.9465342894034964,RandomForest,RandomForest,True,1.0
4,0.0,0.0,True,True,0.5572498571329751,True,0.9,True,0.7074984675789528,RandomForest,RandomForest,True,0.9
0,0.5,0.0,True,False,0.3151905695957764,False,0.1,False,0.18490951468627445,RandomForest,RandomForest,False,0.1
3,2.0,0.931818182,True,True,0.9577921062721771,True,1.0,True,0.9626257672623646,RandomForest,RandomForest,True,1.0
0,2.0,1.0,False,True,0.5769395504992683,False,0.0,False,0.17070845605203794,RandomForest,RandomForest,False,0.0
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
3,2.0,0.854166667,True,True,0.9425773747956588,True,1.0,True,0.9621765409610501,RandomForest,RandomForest,True,1.0
2,0.5,0.0,True,True,0.7313780983559024,True,1.0,True,0.9586519637611272,RandomForest,RandomForest,True,1.0
2,2.0,0.810344828,True,True,0.9086213881424082,True,1.0,True,0.911028942693593,RandomForest,RandomForest,True,1.0
1,2.0,0.0,True,False,0.3810881285668493,True,0.6098962148962148,True,0.5019298473571643,RandomForest,RandomForest,True,0.5152170067599255
3,0.53030303,0.0,True,True,0.7738694053180307,True,1.0,True,0.9886672440771476,RandomForest,RandomForest,True,1.0
5,0.375,0.533333333,True,True,0.9670971395817402,True,1.0,True,0.9862454135585028,RandomForest,RandomForest,True,1.0
2,2.0,0.0,False,True,0.5615404622969958,True,0.9778925244844474,True,0.5243514052628705,RandomForest,RandomForest,True,0.9778925244844474
3,2.0,0.0,True,True,0.585560704032481,True,0.9285369532428356,True,0.5171172794095399,RandomForest,RandomForest,True,0.9285369532428356
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
18,2.0,0.0,True,True,0.9997524564935141,True,0.8716666666666667,True,0.8500435672903077,RandomForest,RandomForest,True,0.8716666666666667
6,0.8,0.0,True,True,0.8760808459126374,True,1.0,True,0.8327743357704914,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
0,0.876923077,0.0,False,False,0.2547793713012918,False,0.1,False,0.09736306550623476,RandomForest,RandomForest,False,0.1
2,2.0,0.979166667,True,True,0.94973893850503,True,1.0,True,0.9482356447503946,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
13,0.592592593,0.7692307690000001,False,True,0.9995984822283002,True,1.0,True,0.9490650925025016,RandomForest,RandomForest,True,1.0
3,2.0,0.911111111,True,True,0.9542980523609288,True,1.0,True,0.9629912123927958,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
4,0.25,0.0,True,True,0.8612024528487864,True,1.0,True,0.9939564541845448,RandomForest,RandomForest,True,1.0
2,0.666666667,0.666666667,True,True,0.924045485047698,True,1.0,True,0.9567382849018592,RandomForest,RandomForest,True,1.0
10,2.0,0.0,True,True,0.9562903715698092,True,0.8,True,0.7704168931855778,RandomForest,RandomForest,True,0.8
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
3,2.0,0.0,True,True,0.585560704032481,True,0.9285369532428356,True,0.5171172794095399,RandomForest,RandomForest,True,0.9285369532428356
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
2,2.0,0.0,True,True,0.5615404622969958,True,0.9778925244844474,True,0.5243514052628705,RandomForest,RandomForest,True,0.9778925244844474
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
2,2.0,0.0,True,True,0.5615404622969958,True,0.9778925244844474,True,0.5243514052628705,RandomForest,RandomForest,True,0.9778925244844474
3,0.7989417990000001,0.0,True,True,0.7310627704817451,True,1.0,True,0.9711271715152068,RandomForest,RandomForest,True,1.0
6,0.25,0.0,False,True,0.93061187375238,True,0.9,True,0.6575350784768318,RandomForest,RandomForest,True,0.9
2,2.0,0.0,True,True,0.5615404622969958,True,0.9778925244844474,True,0.5243514052628705,RandomForest,RandomForest,True,0.9778925244844474
45,0.75,0.0,True,True,0.9999999988289048,True,1.0,True,0.9605957199863114,RandomForest,RandomForest,True,1.0
4,2.0,0.75,True,True,0.934426690898264,True,1.0,True,0.8017499813158112,RandomForest,RandomForest,True,1.0
0,0.7333333329999999,0.0,False,False,0.2762647653720816,False,0.1,False,0.05438473026635893,RandomForest,RandomForest,False,0.1
10,0.8833333329999999,0.214285714,True,True,0.9880489928069599,True,1.0,True,0.9545221719701348,RandomForest,RandomForest,True,1.0
3,0.7142857140000001,0.7307692309999999,True,True,0.9534453204341504,True,0.9,True,0.8604202683057091,RandomForest,RandomForest,True,0.9
9,0.950980392,0.4074074070000001,True,True,0.9865794566033874,True,1.0,True,0.9961364269244052,RandomForest,RandomForest,True,1.0
0,0.75,0.0,False,False,0.2736587152600955,False,0.1,False,0.06721667138277415,RandomForest,RandomForest,False,0.1
0,2.0,0.0,False,False,0.18616820385753435,False,0.07770431572884673,False,0.4872755870571758,RandomForest,RandomForest,False,0.07770431572884673
6,2.0,0.985714286,True,True,0.98951081164713,True,1.0,True,0.9454233692783524,RandomForest,RandomForest,True,1.0
12,0.825,0.0,True,True,0.9953179823101528,True,0.8,True,0.7728636659199491,RandomForest,RandomForest,True,0.8
12,2.0,0.7692307690000001,True,True,0.9989236669128444,True,1.0,True,0.8953364578111149,RandomForest,RandomForest,True,1.0
1,0.6875,0.0,True,True,0.6549497304269137,True,0.7,True,0.8135193199630224,RandomForest,RandomForest,True,0.7
3,2.0,0.911111111,True,True,0.9410880805369699,True,1.0,True,0.95837578430655,RandomForest,RandomForest,True,1.0
2,2.0,0.0,True,True,0.546310358621998,True,0.9311136783863656,True,0.5149155685939352,RandomForest,RandomForest,True,0.9311136783863656
4,0.2,0.615384615,True,True,0.9576410393637748,True,1.0,True,0.9885151086786872,RandomForest,RandomForest,True,1.0
3,2.0,0.931818182,True,True,0.9455246345546364,True,1.0,True,0.9573573855024592,RandomForest,RandomForest,True,1.0
5,0.666666667,0.946428571,True,True,0.9856455996038076,True,1.0,True,0.938212317853155,RandomForest,RandomForest,True,1.0
1,0.5,0.0,True,True,0.6667879825838089,True,1.0,True,0.9292331624784216,RandomForest,RandomForest,True,1.0
6,2.0,0.985714286,True,True,0.9848702113072396,True,1.0,True,0.936467659223028,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
5,0.461538462,0.0,True,True,0.8498153409217011,True,1.0,True,0.9409106596891584,RandomForest,RandomForest,True,1.0
6,2.0,0.958333333,True,True,0.98307399254187,True,1.0,True,0.9537486692122982,RandomForest,RandomForest,True,1.0
15,0.738095238,0.0,True,True,0.9987306224384128,True,0.9,True,0.88304989588617,RandomForest,RandomForest,True,0.9
3,2.0,0.7580645159999999,True,True,0.8944898253133635,True,1.0,True,0.9441703665819308,RandomForest,RandomForest,True,1.0
6,0.666666667,0.94,True,True,0.9901708283885324,True,1.0,True,0.9360333754085084,RandomForest,RandomForest,True,1.0
13,0.761904762,0.0,True,True,0.9963188591939276,True,0.7,True,0.523058120688854,RandomForest,RandomForest,True,0.7
5,2.0,0.0,True,True,0.6326350855706854,True,0.8996031746031747,True,0.5087451748200678,RandomForest,RandomForest,True,0.8996031746031747
16,2.0,0.0,True,True,0.6655327790639561,False,0.3,False,0.29992226431612395,Voting,Voting,True,0.5193196674383737
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
16,2.0,0.0,True,True,0.6655327790639561,False,0.3,False,0.29992226431612395,Voting,Voting,True,0.5193196674383737
5,0.166666667,0.0,True,True,0.8837573860288627,True,1.0,True,0.9271559225018442,RandomForest,RandomForest,True,1.0
13,1.058823529,0.0,True,True,0.9956230275889124,True,0.9,True,0.6554880438826871,RandomForest,RandomForest,True,0.9
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
10,0.771428571,0.0,True,True,0.9777172349789152,True,0.8,True,0.6605828659184075,RandomForest,RandomForest,True,0.8
1,0.984126984,0.0,True,False,0.2682816908562167,True,0.8,False,0.430650747093416,RandomForest,RandomForest,True,0.8
5,1.0,0.878504673,True,True,0.97867190641581,True,1.0,True,0.95870367763869,RandomForest,RandomForest,True,1.0
3,2.0,0.931818182,True,True,0.9455246345546364,True,1.0,True,0.9573573855024592,RandomForest,RandomForest,True,1.0
2,2.0,0.0,True,True,0.546310358621998,True,0.9311136783863656,True,0.5149155685939352,RandomForest,RandomForest,True,0.9311136783863656
4,0.9,0.915254237,True,True,0.9742652847160236,True,1.0,True,0.973480173434541,RandomForest,RandomForest,True,1.0
3,0.944444444,0.0,True,True,0.6928121776348353,True,1.0,True,0.8950589046908644,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
2,2.0,0.0,True,True,0.546310358621998,True,0.9311136783863656,True,0.5149155685939352,RandomForest,RandomForest,True,0.9311136783863656
1,2.0,1.0,True,True,0.9230149795122332,False,0.425,False,0.4326118186356291,Voting,Voting,True,0.9230149795122332
2,2.0,0.8245614040000001,True,True,0.8944993795951666,True,1.0,True,0.9242698494350328,RandomForest,RandomForest,True,1.0
9,1.333333333,0.0,True,True,0.936971965418312,False,0.4,True,0.8156167102665789,RandomForest,RandomForest,False,0.4
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
10,1.0,0.571428571,True,True,0.9935635140702832,True,1.0,True,0.9679338908863316,RandomForest,RandomForest,True,1.0
5,2.0,0.848484848,True,True,0.9600404626417188,True,1.0,True,0.8824791367691236,RandomForest,RandomForest,True,1.0
1,2.0,0.0,True,False,0.40197577132883416,True,0.5528138528138528,True,0.502543922417321,RandomForest,RandomForest,True,0.49166327923884523
2,2.0,0.94,True,True,0.9294847214711064,True,1.0,True,0.948750919626326,RandomForest,RandomForest,True,1.0
0,2.0,0.0,False,False,0.1857180649985493,False,0.06699227370288548,False,0.4867246418947391,RandomForest,RandomForest,False,0.06699227370288548
18,0.8,0.0,True,True,0.9996604324389552,True,1.0,True,0.9755587901832814,RandomForest,RandomForest,True,1.0
