cbo,ca,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
4,1,3,True,True,0.6530075123168787,True,0.7,True,0.6567337913099507,Voting,Voting,True,0.6530075123168787
2,2,2,True,True,0.7559506756149097,True,1.0,True,0.9336540598143664,Voting,Voting,True,0.7559506756149097
2,1,7,True,True,0.7141630167949153,True,1.0,True,0.9655889298155066,Voting,Voting,True,0.7141630167949153
10,4,13,True,True,0.9984129293026835,True,1.0,True,0.9367657578316771,Voting,Voting,True,0.9984453185005879
3,1,4,True,True,0.6599642066444503,True,1.0,True,0.8631312924442042,Voting,Voting,True,0.6599642066444503
0,0,2,True,True,0.7309092531573178,True,0.7000000000000001,True,0.5063140454161158,Voting,Voting,True,0.7309092531573178
2,1,5,True,True,0.6850959497723318,True,1.0,True,0.9849791747546454,Voting,Voting,True,0.6850959497723318
5,2,1,True,True,0.5708319431294561,True,0.62,True,0.5415145081804352,Voting,Voting,True,0.5751074263355903
0,0,0,True,True,0.8261443364351834,True,0.7833333333333334,True,0.7760930944579166,Voting,Voting,True,0.8261443364351834
6,0,3,True,True,0.7174476184795062,True,0.6333333333333333,True,0.6392771724927486,Voting,Voting,True,0.7174476184795062
2,1,1,True,True,0.6518042910760773,True,1.0,True,0.8264469213275453,Voting,Voting,True,0.6518042910760773
6,3,9,True,True,0.9922135068146885,True,1.0,True,0.9366096593926764,Voting,Voting,True,0.9923724148388785
0,0,1,False,True,0.8328482994193595,True,0.7833333333333334,True,0.6355588310842881,Voting,Voting,True,0.8328482994193595
3,3,7,True,True,0.9776803942464876,True,1.0,True,0.8785219500144229,Voting,Voting,True,0.9776803942464876
1,1,2,False,True,0.7060650567403336,True,1.0,True,0.9595500999292146,Voting,Voting,True,0.7060650567403336
17,16,26,True,True,0.9999988007625306,True,1.0,True,0.9574643539257794,Voting,Voting,True,0.9999988252367646
3,1,2,False,True,0.6461133685419775,True,1.0,True,0.8363765524492341,Voting,Voting,True,0.6461133685419775
4,4,4,True,True,0.9899941378393734,True,1.0,True,0.9539906664790276,Voting,Voting,True,0.9899941378393734
1,1,2,True,True,0.7060650567403336,True,1.0,True,0.9595500999292146,Voting,Voting,True,0.7060650567403336
1,1,11,True,True,0.8549179197998081,True,1.0,True,0.8167045307846478,Voting,Voting,True,0.8569190519405004
8,8,1,True,True,0.9978097637714128,True,1.0,True,0.9617695889577,Voting,Voting,True,0.9979974983052917
9,3,2,True,True,0.9907670492641208,True,1.0,True,0.9430670578545596,Voting,Voting,True,0.9907670492641208
1,0,2,True,True,0.656692501075092,True,0.935,True,0.9968713414539138,Voting,Voting,True,0.656692501075092
3,2,1,True,True,0.7155033769985294,True,0.7333333333333333,True,0.8165636101383811,Voting,Voting,True,0.7155033769985294
3,0,2,True,True,0.5612829578077229,True,0.7846031746031745,True,0.507490193663942,Voting,Voting,True,0.5612829578077229
20,16,8,True,True,0.9999921486359784,True,1.0,True,0.9661095403542496,Voting,Voting,True,0.9999922569306545
27,18,19,True,True,0.9999997072350252,True,1.0,True,0.959008374893358,Voting,Voting,True,0.9999997112731628
24,24,4,True,True,0.9999995640403384,True,1.0,True,0.9636311906293958,Voting,Voting,True,0.9999995640403384
6,5,4,True,True,0.9943374164369256,True,1.0,True,0.9635045798010812,Voting,Voting,True,0.9943374164369256
3,1,2,True,True,0.5337009162921186,True,0.6433333333333334,True,0.5064974149761354,Voting,Voting,True,0.5337009162921186
2,2,22,True,True,0.9972934940047292,True,0.8,True,0.6730498422218975,Voting,Voting,True,0.9945722044322503
6,0,2,False,True,0.7622365567901058,True,1.0,True,0.9838529820209386,Voting,Voting,True,0.7622365567901058
2,0,2,True,True,0.6421892410786293,True,1.0,True,0.9999996865199301,Voting,Voting,True,0.6421892410786293
4,0,2,True,True,0.6588842814529067,True,0.9666666666666666,True,0.875941421679967,Voting,Voting,True,0.6588842814529067
3,0,8,True,False,0.3967633356860268,True,0.6,False,0.3834780293111716,RandomForest,Voting,False,0.39956660002139194
25,25,4,True,True,0.999999737610234,True,1.0,True,0.9636311906293958,Voting,Voting,True,0.999999737610234
10,1,4,True,True,0.9875816670627092,True,1.0,True,0.6432763010837362,Voting,Voting,True,0.9875816670627092
1,0,2,True,True,0.656692501075092,True,0.935,True,0.9968713414539138,Voting,Voting,True,0.656692501075092
4,1,1,False,False,0.4835938133785473,True,0.5900000000000001,False,0.4991099618076856,Voting,Voting,False,0.4835938133785473
35,35,10,True,True,0.9999999992720104,True,1.0,True,0.9644316006557756,Voting,Voting,True,0.9999999992820516
20,17,6,True,True,0.9999867538072,True,1.0,True,0.9661513408024904,Voting,Voting,True,0.9999867538072
4,2,4,True,True,0.7687911382137672,True,1.0,True,0.8693286905321037,Voting,Voting,True,0.7687911382137672
12,8,0,True,True,0.9976221595233136,True,1.0,True,0.9832171371821214,Voting,Voting,True,0.9978289282604167
8,2,4,True,True,0.9717430417132452,True,1.0,True,0.950724024642726,Voting,Voting,True,0.9717430417132452
5,0,3,True,True,0.6805436844039878,True,1.0,True,0.9888545692168168,Voting,Voting,True,0.6805436844039878
19,16,12,True,True,0.9999922965905124,True,1.0,True,0.9324862610700376,Voting,Voting,True,0.9999924182232938
6,5,3,True,True,0.9926283328178728,True,1.0,True,0.9415436862156266,Voting,Voting,True,0.9926283328178728
5,0,6,True,True,0.7341557498378973,True,0.9,True,0.9433204368778312,Voting,Voting,True,0.7341557498378973
9,5,8,True,True,0.9974607870511616,True,1.0,True,0.9640397123337135,Voting,Voting,True,0.9975008798871959
9,1,1,True,True,0.8390130084093285,True,0.95,True,0.5602755709282318,Voting,Voting,True,0.8486640511563434
3,1,2,True,True,0.5313734551205457,True,0.7366666666666667,True,0.5109746440613222,Voting,Voting,True,0.5313734551205457
27,22,15,True,True,0.999999768293477,True,1.0,True,0.9301443218821872,Voting,Voting,True,0.9999997719520011
2,0,7,True,True,0.7297719810919335,True,0.7,False,0.4834435216854008,Voting,Voting,True,0.7297719810919335
3,3,13,True,True,0.9959175289348238,True,1.0,True,0.923221947597177,Voting,Voting,True,0.9959819890042739
9,1,15,True,True,0.9961790841703604,True,1.0,True,0.926110962553278,Voting,Voting,True,0.9962394144203021
3,2,4,True,True,0.7583274854525636,True,1.0,True,0.9139855341002988,Voting,Voting,True,0.7583274854525636
65,58,48,True,True,1.0,True,1.0,True,0.9337916883659688,Voting,Voting,True,1.0
15,15,16,True,True,0.9999920561159596,True,1.0,True,0.9335262526596321,Voting,Voting,True,0.9999921815457077
2,0,1,True,False,0.2975259666361155,True,0.7,True,0.5627768090514552,Voting,Voting,False,0.2975259666361155
3,1,5,True,True,0.6702442462081928,True,1.0,True,0.9391862328524572,Voting,Voting,True,0.6702442462081928
7,0,15,True,True,0.9925522946407292,True,1.0,True,0.8225226627959128,Voting,Voting,True,0.9926698899885072
5,2,4,True,False,0.4387440840148312,True,1.0,True,0.6106924248826358,Voting,Voting,False,0.4387440840148312
1,0,2,True,True,0.6795168853410626,True,1.0,True,0.999878712327228,Voting,Voting,True,0.6795168853410626
0,0,2,False,True,0.7678946757863999,True,1.0,True,0.9852722121015146,Voting,Voting,True,0.7678946757863999
8,7,1,True,True,0.9956865471127272,True,1.0,True,0.9849382796152604,Voting,Voting,True,0.9960649201730143
6,1,8,True,True,0.8063570749186435,True,1.0,True,0.8956086667185023,Voting,Voting,True,0.8095979606940638
5,1,10,True,True,0.8019333391944629,True,1.0,True,0.7956336933752914,Voting,Voting,True,0.805248262387861
2,0,2,True,True,0.6455235687106802,True,1.0,True,0.9999997639281925,Voting,Voting,True,0.6455235687106802
13,6,3,True,True,0.9971622875909548,True,1.0,True,0.9749857217720324,Voting,Voting,True,0.9971622875909548
3,1,4,True,True,0.6543539375056827,True,1.0,True,0.8884659816064917,Voting,Voting,True,0.6543539375056827
2,2,3,True,True,0.7369965684848147,True,1.0,True,0.9923514374204254,Voting,Voting,True,0.7369965684848147
3,0,2,True,True,0.5552488384732495,True,0.7157614607614607,True,0.5043369591837079,Voting,Voting,True,0.5552488384732495
3,2,1,True,True,0.7050391726841972,True,0.95,True,0.8165067793850218,Voting,Voting,True,0.7050391726841972
16,4,2,True,True,0.9949553135663964,True,1.0,True,0.8986137568967907,Voting,Voting,True,0.9949553135663964
8,2,6,True,True,0.9827314268262952,True,1.0,True,0.9247885897361854,Voting,Voting,True,0.9827314268262952
6,4,11,True,True,0.9967680136814692,True,1.0,True,0.9566056242983332,Voting,Voting,True,0.9968221055026998
5,2,3,True,True,0.7606766045961703,True,1.0,True,0.8054012234950865,Voting,Voting,True,0.7606766045961703
36,34,7,True,True,0.9999999912915511,True,1.0,True,0.9711896167817172,Voting,Voting,True,0.9999999912915511
5,1,1,False,True,0.655722237780903,True,1.0,True,0.8271399029499252,Voting,Voting,True,0.6859220414843326
24,6,11,True,True,0.9997036248978928,True,1.0,True,0.9697588500932752,Voting,Voting,True,0.9997085851506478
1,1,3,True,True,0.6750723859992857,True,1.0,True,0.943763467329396,Voting,Voting,True,0.6750723859992857
4,1,1,True,False,0.3069258564762812,False,0.1,False,0.10252229332667337,Voting,Voting,False,0.3069258564762812
5,2,14,False,True,0.9998170954157468,True,1.0,True,0.9635278837687778,Voting,Voting,True,0.999820315566878
12,10,10,True,True,0.9999941681436284,True,1.0,True,0.993300858915716,Voting,Voting,True,0.9999942708171561
4,3,1,True,True,0.9795483143679692,True,0.95,True,0.9170073473963252,Voting,Voting,True,0.9795483143679692
10,6,7,True,True,0.9997696575398736,True,1.0,True,0.9799383795512948,Voting,Voting,True,0.9997696575398736
5,4,8,True,True,0.999344069195474,True,1.0,True,0.963297762670825,Voting,Voting,True,0.9993556172730185
17,2,22,True,True,0.9999964807211942,True,1.0,True,0.993300858915716,Voting,Voting,True,0.9999965426803281
10,0,20,True,True,0.9999617407671192,True,1.0,True,0.9433572038201796,Voting,Voting,True,0.9999624143451629
3,1,3,True,True,0.6487117895291417,True,0.955,True,0.8597248040353671,Voting,Voting,True,0.6487117895291417
2,1,0,True,True,0.6006905051926157,True,1.0,True,0.9363125368139807,Voting,Voting,True,0.6006905051926157
35,19,9,True,True,0.9999999878215864,True,1.0,True,0.993300858915716,Voting,Voting,True,0.9999999880359951
2,0,2,True,True,0.6075066697856123,True,1.0,True,0.9999997309529662,Voting,Voting,True,0.6075066697856123
2,0,4,True,True,0.6610150803020197,True,1.0,True,0.9947687506233328,Voting,Voting,True,0.6610150803020197
5,4,7,True,True,0.9990146275177222,True,1.0,True,0.9147078956808844,Voting,Voting,True,0.9990146275177222
5,1,11,True,True,0.998886561435246,True,1.0,True,0.7751353450995876,Voting,Voting,True,0.9989061642268791
4,2,1,False,True,0.8472985602929061,True,0.95,True,0.8882861315247846,Voting,Voting,True,0.8472985602929061
11,1,6,True,True,0.9940090922151686,True,1.0,True,0.9491098303637052,Voting,Voting,True,0.9940090922151686
6,5,8,True,True,0.9996544706179652,True,1.0,True,0.986223863722627,Voting,Voting,True,0.9996605538817334
3,0,2,True,True,0.513485487683884,True,0.7952308802308802,True,0.5060532532285752,Voting,Voting,True,0.513485487683884
3,0,2,True,True,0.513485487683884,True,0.7952308802308802,True,0.5060532532285752,Voting,Voting,True,0.513485487683884
5,0,2,True,True,0.6250784339178294,True,0.8,True,0.932243764519616,Voting,Voting,True,0.6250784339178294
2,1,3,True,True,0.6393524157097856,True,1.0,True,0.9932973528615048,Voting,Voting,True,0.6393524157097856
4,2,4,True,True,0.7336069412895911,True,1.0,True,0.8946559509792471,Voting,Voting,True,0.7336069412895911
1,1,5,True,True,0.6719931869080696,True,1.0,True,0.9123751308437752,Voting,Voting,True,0.6719931869080696
11,7,6,True,True,0.9985452866998008,True,1.0,True,0.9810735556025341,Voting,Voting,True,0.9985452866998008
16,12,13,True,True,0.9999525889477994,True,1.0,True,0.9598637765124814,Voting,Voting,True,0.9999534432009922
1,1,5,True,True,0.6719931869080696,True,1.0,True,0.9123751308437752,Voting,Voting,True,0.6719931869080696
7,0,2,True,True,0.7886081181073917,True,0.925,True,0.8182922558437423,Voting,Voting,True,0.7886081181073917
2,0,2,True,True,0.6254307210706359,True,1.0,True,0.9999997584123776,Voting,Voting,True,0.6254307210706359
0,0,8,True,True,0.8407452804740706,True,0.95,True,0.8168383964604649,Voting,Voting,True,0.8427138339790423
1,1,3,True,True,0.6484960045869423,True,1.0,True,0.9366674775282589,Voting,Voting,True,0.6484960045869423
3,2,4,True,True,0.7235698673343948,True,1.0,True,0.959147312445226,Voting,Voting,True,0.7235698673343948
3,3,1,True,True,0.9502823574532052,True,1.0,True,0.9118855577897168,Voting,Voting,True,0.9502823574532052
4,3,3,True,True,0.962766660735748,True,1.0,True,0.939356484058605,Voting,Voting,True,0.962766660735748
2,1,8,True,True,0.7079468165373921,True,1.0,True,0.9747778072971488,Voting,Voting,True,0.7132090360592409
1,0,2,True,True,0.6389754025604302,True,1.0,True,0.9997083648211296,Voting,Voting,True,0.6389754025604302
2,2,1,True,True,0.7086392430044088,True,1.0,True,0.9608452917042072,Voting,Voting,True,0.7086392430044088
5,0,6,True,True,0.7066457816021422,True,1.0,True,0.8732726409035102,Voting,Voting,True,0.7066457816021422
2,2,4,True,True,0.7358102432831658,True,1.0,True,0.9786533090896288,Voting,Voting,True,0.7358102432831658
19,15,15,True,True,0.9999915194962352,True,1.0,True,0.9331335725377355,Voting,Voting,True,0.9999916722981048
9,1,7,True,True,0.979609293671988,True,1.0,True,0.9253772378649662,Voting,Voting,True,0.979609293671988
8,8,1,True,True,0.9961417904176018,True,1.0,True,0.8845441158113556,Voting,Voting,True,0.996473679413937
17,13,14,True,True,0.9999781598668518,True,1.0,True,0.830237285861209,Voting,Voting,True,0.9999785611291406
5,3,2,True,True,0.9648951283717268,True,0.9,True,0.9074367057684636,Voting,Voting,True,0.9648951283717268
6,0,17,True,True,0.9974106592471984,True,0.8,True,0.8818607917086217,Voting,Voting,True,0.9937836917544678
4,4,1,True,True,0.9804821393712756,True,0.8,True,0.8201478185226907,Voting,Voting,True,0.9804821393712756
1,1,3,True,True,0.6688640574830799,True,1.0,True,0.8658709623039023,Voting,Voting,True,0.6688640574830799
12,2,10,True,True,0.997367648053865,True,1.0,True,0.8909409172803019,Voting,Voting,True,0.9974160114754476
17,16,16,True,True,0.9999943876928092,True,1.0,True,0.9399418498496268,Voting,Voting,True,0.9999944908060647
3,1,4,True,True,0.6655973816746591,True,1.0,True,0.8606415080603167,Voting,Voting,True,0.6655973816746591
3,0,7,False,True,0.7264227118414706,True,1.0,True,0.8709885683423221,Voting,Voting,True,0.7264227118414706
1,1,2,True,False,0.49145551424494804,True,0.575,True,0.5011839631223561,Voting,Voting,False,0.49145551424494804
5,4,2,True,True,0.985453233587796,True,0.9,True,0.9074367057684636,Voting,Voting,True,0.985453233587796
11,1,12,True,True,0.9973419467808148,True,1.0,True,0.8913307698684152,Voting,Voting,True,0.9973907824042644
4,1,1,False,False,0.4793065787546122,False,0.38333333333333336,True,0.500069131913336,Voting,Voting,False,0.4793065787546122
5,1,1,True,False,0.4935482962509864,True,0.5416666666666666,True,0.5016579646034663,Voting,Voting,False,0.49768751091039976
2,2,2,True,True,0.7300540101585566,True,1.0,True,0.8400547194398725,Voting,Voting,True,0.7300540101585566
5,0,2,True,True,0.6759501944618496,True,1.0,True,0.9169726855603269,Voting,Voting,True,0.6759501944618496
3,1,1,False,True,0.6395921120674585,True,0.72,True,0.7888633436683077,Voting,Voting,True,0.6395921120674585
2,2,0,True,True,0.7181416805948649,True,1.0,True,0.9679389401024928,Voting,Voting,True,0.7181416805948649
8,8,1,True,True,0.9961417904176018,True,1.0,True,0.8845441158113556,Voting,Voting,True,0.996473679413937
3,0,2,True,True,0.5938394976699439,True,0.7947186147186147,True,0.5118827573116896,Voting,Voting,True,0.5938394976699439
3,1,3,True,True,0.6492624574311515,True,0.96,True,0.9125070450142341,Voting,Voting,True,0.6492624574311515
14,12,5,True,True,0.9998085841629444,True,1.0,True,0.9848882564540328,Voting,Voting,True,0.9998085841629444
43,43,9,True,True,0.999999999938692,True,1.0,True,0.984407739651586,Voting,Voting,True,0.9999999999398353
3,0,2,False,True,0.5938394976699439,True,0.7947186147186147,True,0.5118827573116896,Voting,Voting,True,0.5938394976699439
12,7,4,True,True,0.9982045266733977,True,1.0,True,0.9820741659077332,Voting,Voting,True,0.9982045266733977
4,2,4,True,True,0.7534700374855413,True,0.9,True,0.8501601115521059,Voting,Voting,True,0.7534700374855413
8,1,6,True,True,0.9285308470642218,True,1.0,True,0.9589472778357424,Voting,Voting,True,0.9285308470642218
0,0,3,True,True,0.7343726822797438,True,0.9095238095238096,True,0.5627256654936831,Voting,Voting,True,0.7343726822797438
9,1,5,True,True,0.967245056962298,True,1.0,True,0.9072560370885234,Voting,Voting,True,0.967245056962298
4,1,6,True,True,0.6840507386797379,True,0.9666666666666666,True,0.8778661912489341,Voting,Voting,True,0.6840507386797379
7,0,2,True,True,0.8097518668836647,True,1.0,True,0.8178912180920224,Voting,Voting,True,0.8097518668836647
9,3,14,True,True,0.9981015481757081,True,1.0,True,0.8279206893615273,Voting,Voting,True,0.9981369505407298
4,2,1,True,False,0.3943521330134115,False,0.425,False,0.21014490095734714,Voting,Voting,False,0.3943521330134115
6,0,11,True,True,0.9468126155136009,True,1.0,True,0.9233977435059308,Voting,Voting,True,0.9478044548513426
55,40,22,True,True,0.9999999999926964,True,1.0,True,0.8589421237487556,Voting,Voting,True,0.9999999999928326
2,1,1,True,True,0.6351729513494321,True,1.0,True,0.8339142206028819,Voting,Voting,True,0.6351729513494321
21,11,11,True,True,0.9999453261191884,True,1.0,True,0.9707681688238866,Voting,Voting,True,0.9999463456787373
4,0,2,True,True,0.6494302778735249,True,0.9023809523809524,True,0.8572007634242991,Voting,Voting,True,0.6494302778735249
2,0,2,True,True,0.6448982428179008,True,1.0,True,0.9999983975887918,Voting,Voting,True,0.6448982428179008
12,1,10,True,True,0.995112810185764,True,1.0,True,0.9422660811088316,Voting,Voting,True,0.9952050213143345
32,29,12,True,True,0.999999990060112,True,1.0,True,0.9056931438024176,Voting,Voting,True,0.9999999902476571
7,6,2,True,True,0.9951303680369108,True,1.0,True,0.9519730968123108,Voting,Voting,True,0.9951303680369108
5,1,1,True,False,0.4910210640369824,True,0.6,False,0.4997824992247868,RandomForest,Voting,False,0.4994040591110607
8,6,3,True,True,0.9962974875238868,True,1.0,True,0.9925519734758768,Voting,Voting,True,0.9962974875238868
0,0,2,True,True,0.5937627278945948,True,0.7,True,0.5054890843751557,Voting,Voting,True,0.5937627278945948
10,9,1,True,True,0.9986069426238592,True,1.0,True,0.9390478439474019,Voting,Voting,True,0.9987141008835623
8,3,16,True,True,0.9989065097477482,True,1.0,True,0.9067536241596956,Voting,Voting,True,0.9989271416393001
14,10,3,True,True,0.999548962293524,True,1.0,True,0.9925519734758768,Voting,Voting,True,0.999548962293524
3,0,2,True,True,0.5927563215544183,True,0.8016666666666665,True,0.5162705934852717,Voting,Voting,True,0.5927563215544183
5,0,2,True,True,0.6722139148916827,True,1.0,True,0.8883244203156466,Voting,Voting,True,0.6722139148916827
3,0,2,False,True,0.5927563215544183,True,0.8016666666666665,True,0.5162705934852717,Voting,Voting,True,0.5927563215544183
5,0,11,True,True,0.9042743643605192,True,1.0,True,0.8578217755930799,Voting,Voting,True,0.9060805084291886
1,1,3,True,True,0.6630213508531758,True,1.0,True,0.8914370761302228,Voting,Voting,True,0.6630213508531758
10,0,2,True,True,0.9641934682984648,True,1.0,True,0.9354572637667292,Voting,Voting,True,0.9641934682984648
6,0,6,True,True,0.793477828425979,True,1.0,True,0.7437445641131625,Voting,Voting,True,0.793477828425979
7,1,11,True,True,0.9654003047934692,True,1.0,True,0.916517489089668,Voting,Voting,True,0.9660531292313282
7,0,2,True,True,0.8147326417151404,True,0.9666666666666666,True,0.8407479291484876,Voting,Voting,True,0.8147326417151404
5,1,4,False,True,0.6814201401616341,True,1.0,True,0.7910458128804998,Voting,Voting,True,0.6814201401616341
2,1,4,True,True,0.6609525163456594,True,1.0,True,0.998109461834476,Voting,Voting,True,0.6609525163456594
