max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,False,False,0.09038696515117632,False,0.11928526783673846,False,0.48936699513848797,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.15749748707705089,False,0.4901144071576314,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.15161832209372778,False,0.4892093861103751,Voting,Voting,False,0.09038696515117632
1,True,False,0.07320924078957541,False,0.09940562821113104,False,0.4882508767015613,Voting,Voting,False,0.07320924078957541
1,False,False,0.09038696515117632,False,0.12260188731312475,False,0.48970413639716603,Voting,Voting,False,0.09038696515117632
1,True,False,0.07320924078957541,False,0.0996668044293631,False,0.4883988923631733,Voting,Voting,False,0.07320924078957541
1,False,False,0.09038696515117632,False,0.11015143917365117,False,0.4895133307295412,Voting,Voting,False,0.09038696515117632
3,True,False,0.06674171166609086,False,0.0,False,0.10269343502317432,Voting,Voting,False,0.06674171166609086
1,False,False,0.09038696515117632,False,0.14891145291530952,False,0.4896788678734266,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.027912487102215538,Voting,Voting,False,0.05787195660575335
3,False,False,0.14178060149554375,False,0.1987301587301588,False,0.4859459319425978,Voting,Voting,False,0.14178060149554375
14,True,True,0.8986305510326905,True,0.8,True,0.8201178674358764,Voting,Voting,True,0.8986305510326905
1,True,False,0.07320924078957541,False,0.14278843198721494,False,0.487999253045085,Voting,Voting,False,0.07320924078957541
2,False,False,0.05787195660575335,False,0.0,False,0.057610741280736434,Voting,Voting,False,0.05787195660575335
1,False,False,0.0903869651511763,False,0.10389680637145142,False,0.4894342586264426,Voting,Voting,False,0.0903869651511763
6,False,False,0.4216657647584575,False,0.15,False,0.1815238966595012,Voting,Voting,False,0.4216657647584575
1,False,False,0.0903869651511763,False,0.12600877176688535,False,0.4894185772340851,Voting,Voting,False,0.0903869651511763
